date,annualChangeInInventory,annualCurrentLiabilities,annualInventory,annualDilutedEPS,annualCapitalStock,annualBasicAverageShares,annualPurchaseOfBusiness,annualSaleOfInvestment,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualBasicEPS,annualNetPPE,annualOperatingCashFlow,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualGoodwill,annualPretaxIncome,annualInterestExpense,annualOtherIncomeExpense,annualOperatingIncome,annualInvestingCashFlow,annualAccountsPayable,annualTotalRevenue,annualCapitalExpenditure,annualPurchaseOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualDilutedAverageShares,annualEndCashPosition,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCostOfRevenue,annualInvestmentsAndAdvances,annualCurrentDebt,annualOtherNonCurrentAssets,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,annualCurrentAssets,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualCashDividendsPaid,annualAccountsReceivable,annualBeginningCashPosition,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,annualIncomeTaxPayable,annualStockBasedCompensation,annualResearchAndDevelopment
2009-12-31,244700000.0,5876700000.0,3101300000.0,0.14,0.0,870021000,511300000.0,8800700000.0,3635200000.0,4243700000.0,76800000.0,0.14,9275100000.0,467100000.0,1820300000.0,257400000.0,811500000.0,344300000.0,-153500000.0,12568300000.0,-6210500000.0,268100000.0,3021500000.0,334000000.0,895600000.0,-257400000.0,350200000.0,-1223200000.0,1905400000.0,15905800000.0,-693200000.0,-9688500000.0,1567600000.0,,870021000,1898200000.0,92600000.0,-116500000.0,1898200000.0,120400000.0,,12270600000.0,693900000.0,2913700000.0,387600000.0,3285000000.0,,2345500000.0,-3293200000.0,182300000.0,6698300000.0,-28900000.0,207100000.0,10446300000.0,118900000.0,-159901697.89,12575000000.0,724900000.0,120400000.0,-43233695.67,1787300000.0,1233400000.0,120400000.0,5290000000.0,-226100000.0,3285000000.0,15268000000.0,13134600000.0,5884400000.0,-515800000.0,394600000.0,197200000.0,590700000.0,25714300000.0,,,
2010-12-31,167700000.0,5686200000.0,2084900000.0,0.92,0.0,870887093,0.0,0.0,5730100000.0,3174400000.0,1414300000.0,0.92,9066800000.0,3231600000.0,3205100000.0,1635700000.0,412400000.0,819000000.0,-376100000.0,12410200000.0,-4357500000.0,489500000.0,2833000000.0,1001400000.0,1363300000.0,0.0,1484500000.0,-1100600000.0,2059200000.0,22681300000.0,-762500000.0,0.0,-1583300000.0,,875538749,2310600000.0,193100000.0,-154500000.0,2310600000.0,804900000.0,,16951200000.0,395200000.0,2227700000.0,835100000.0,4245600000.0,35200000.0,863800000.0,-3343400000.0,65900000.0,8428600000.0,154800000.0,-762200000.0,9852000000.0,-401500000.0,,14114800000.0,0.0,804100000.0,-153200000.0,2565000000.0,1898200000.0,804100000.0,0.0,2469100000.0,4300900000.0,17899500000.0,13629100000.0,4975200000.0,729100000.0,1269600000.0,196500000.0,,27751500000.0,,,
2011-12-31,-538600000.0,7987800000.0,2679200000.0,1.57,0.0,870507500,0.0,29200000.0,6659200000.0,2739500000.0,1412300000.0,1.57,9798400000.0,1142600000.0,3733200000.0,1791900000.0,-943800000.0,763900000.0,-722400000.0,13509400000.0,-2838900000.0,391500000.0,2973800000.0,1521600000.0,1325300000.0,0.0,2001100000.0,-1875900000.0,2681300000.0,25706200000.0,-1184000000.0,-4700000.0,-326300000.0,,870546200,1366800000.0,746800000.0,-513800000.0,1366800000.0,1365100000.0,,19047000000.0,173800000.0,3452500000.0,978300000.0,4658100000.0,-161500000.0,1372700000.0,-3711000000.0,116600000.0,7885700000.0,566700000.0,-2246700000.0,11123800000.0,-640200000.0,-72000000.0,15873500000.0,1836700000.0,1367400000.0,-501644000.0,3207800000.0,2310600000.0,1367400000.0,,-41400000.0,4264400000.0,18859700000.0,14070400000.0,4601100000.0,1495500000.0,1570400000.0,156500000.0,886300000.0,29983500000.0,,,
2012-12-31,-361800000.0,7464200000.0,3018600000.0,0.93506,0.0,869534940,-10600000.0,94200000.0,6453800000.0,2585800000.0,1668400000.0,0.93524,10670700000.0,2443600000.0,2347600000.0,788700000.0,564000000.0,577200000.0,-508100000.0,14483600000.0,-4347600000.0,548500000.0,3083300000.0,818300000.0,562600000.0,-188200000.0,1363700000.0,-2372800000.0,3381200000.0,28517400000.0,-1899000000.0,-100600000.0,450300000.0,0.0,869703606,1930700000.0,586200000.0,5224300000.0,1930700000.0,820600000.0,,22063600000.0,111200000.0,2440800000.0,1253300000.0,5090100000.0,2130000000.0,655100000.0,-3812900000.0,111200000.0,8732000000.0,669400000.0,352600000.0,11590000000.0,90300000.0,0.0,16196200000.0,-52000000.0,813200000.0,0.0,3131200000.0,1366800000.0,813200000.0,13400000.0,544600000.0,4825900000.0,19182300000.0,14538600000.0,7077500000.0,116300000.0,1889600000.0,-2300000.0,966700000.0,30772300000.0,,,
2013-12-31,-110600000.0,8436000000.0,3111600000.0,1.22422,0.0,870534511,-73000000.0,585400000.0,7568100000.0,3598900000.0,1656100000.0,1.2255,10821600000.0,3318600000.0,3126500000.0,796000000.0,1197000000.0,907500000.0,-508000000.0,15176900000.0,-3897000000.0,700100000.0,3101800000.0,1212100000.0,738300000.0,-242800000.0,2033000000.0,-1512600000.0,3674700000.0,30521200000.0,-1322900000.0,-459900000.0,-757200000.0,20600000.0,871441705,3127700000.0,433500000.0,3744300000.0,3127700000.0,1066800000.0,,22953100000.0,164000000.0,2696600000.0,1081900000.0,5535100000.0,2272000000.0,471200000.0,-4355300000.0,430800000.0,9242400000.0,402100000.0,381300000.0,13242500000.0,-188300000.0,-78600000.0,17678400000.0,2511880000.0,1062400000.0,0.0,3338400000.0,1930700000.0,1062400000.0,53200000.0,1995700000.0,5256400000.0,19132100000.0,14655100000.0,7484600000.0,4400000.0,1741800000.0,145300000.0,1176100000.0,32374600000.0,,,
2014-12-31,369200000.0,9569100000.0,2941400000.0,2.55509,0.0,870412068,-427600000.0,43400000.0,8509400000.0,6637500000.0,1803300000.0,2.5563,10059300000.0,5001800000.0,4543000000.0,1033000000.0,2879200000.0,1431000000.0,-533500000.0,14577500000.0,-4707800000.0,677400000.0,2525300000.0,2487600000.0,825000000.0,50400000.0,3351700000.0,-1913600000.0,3977300000.0,29006800000.0,-1071400000.0,-43900000.0,-568100000.0,0.0,870823776,6006900000.0,427100000.0,5116800000.0,6006900000.0,2135000000.0,,20497400000.0,500500000.0,2738900000.0,1115800000.0,5157700000.0,3434800000.0,630600000.0,-4518200000.0,541800000.0,10844700000.0,202900000.0,855000000.0,17488300000.0,459200000.0,-350900000.0,20413800000.0,3945800000.0,2225000000.0,0.0,3046900000.0,3127700000.0,2225000000.0,99800000.0,3930400000.0,4908700000.0,18615400000.0,15590400000.0,8850400000.0,-25200000.0,1895400000.0,352600000.0,1230400000.0,36103700000.0,,,
2015-12-31,-1066200000.0,11621200000.0,4032900000.0,3.71659,0.0,842000012,-152500000.0,130300000.0,10088900000.0,6227000000.0,2232800000.0,3.71836,10915700000.0,4136600000.0,4859400000.0,1162800000.0,-644100000.0,1647200000.0,-343100000.0,15871000000.0,-6031500000.0,959100000.0,2778100000.0,2558200000.0,984600000.0,-423300000.0,4316000000.0,-1686300000.0,4745000000.0,32196600000.0,-1502100000.0,-58900000.0,-4313900000.0,188320000.0,842401821,5362900000.0,477900000.0,6290100000.0,5362900000.0,2947700000.0,,22107700000.0,641900000.0,2628200000.0,1447700000.0,5772900000.0,5004300000.0,864100000.0,-4955300000.0,-307700000.0,14930800000.0,882200000.0,-2149900000.0,19180100000.0,-1112500000.0,-3765800000.0,26552000000.0,6076775000.0,3130800000.0,0.0,3876300000.0,6006900000.0,3111200000.0,82400000.0,2634500000.0,5596600000.0,21207900000.0,13516900000.0,12551100000.0,19700000.0,2129700000.0,-389500000.0,1316600000.0,40388000000.0,,,
2016-12-31,-449900000.0,12640400000.0,4791600000.0,-0.45808,0.0,801903266,-2873000000.0,91500000.0,7526500000.0,7177200000.0,2329100000.0,-0.45808,11746200000.0,1821200000.0,2774000000.0,1263900000.0,994000000.0,929300000.0,473900000.0,17359400000.0,-3512300000.0,837300000.0,4343500000.0,-317500000.0,1488700000.0,-481600000.0,1687900000.0,-4159900000.0,5839800000.0,33733000000.0,-1922300000.0,-239600000.0,3720700000.0,0.0,801903266,6356900000.0,613100000.0,8946200000.0,6356900000.0,-367400000.0,,26206400000.0,586400000.0,3245000000.0,1494500000.0,5838600000.0,101400000.0,820300000.0,-5613200000.0,309900000.0,18085100000.0,848500000.0,1618200000.0,18893700000.0,1246900000.0,-543300000.0,30725500000.0,1350675000.0,-372400000.0,0.0,3085100000.0,5362900000.0,-372400000.0,6400000.0,-101100000.0,5474400000.0,24051200000.0,11840000000.0,15717400000.0,-54600000.0,2211600000.0,49900000.0,1602800000.0,42944900000.0,,,
2017-12-31,-195300000.0,14907900000.0,4948200000.0,-1.36748,0.0,803559763,-1120900000.0,356900000.0,6904100000.0,6239200000.0,3005400000.0,-1.36748,12190600000.0,652700000.0,2553000000.0,1392400000.0,-346200000.0,902100000.0,-638500000.0,18532900000.0,-9001200000.0,1321500000.0,4192200000.0,-1345500000.0,1980500000.0,-629600000.0,945700000.0,-2288000000.0,6445500000.0,33469400000.0,-938200000.0,-97600000.0,1207100000.0,0.0,803559763,6010800000.0,670500000.0,9698400000.0,6010800000.0,-1098900000.0,5000.0,26565300000.0,637000000.0,5031400000.0,1398700000.0,5958400000.0,-1188700000.0,228400000.0,-6342300000.0,347500000.0,18607700000.0,165800000.0,-628800000.0,19185400000.0,-578400000.0,0.0,33515600000.0,101367000.0,-1125600000.0,0.0,3919000000.0,6356900000.0,-1125600000.0,509900000.0,-285500000.0,5215800000.0,26043100000.0,11200300000.0,15413000000.0,-27100000.0,2471600000.0,-246600000.0,1918000000.0,45228500000.0,,,
2018-12-31,-226000000.0,14488600000.0,3877300000.0,-5.48267,0.0,811294251,0.0,320600000.0,4867700000.0,5376600000.0,2324300000.0,-5.48267,10697000000.0,295700000.0,827200000.0,920500000.0,-974800000.0,1891000000.0,-1094700000.0,17000700000.0,-6326400000.0,1108000000.0,2695100000.0,-2447800000.0,1527800000.0,-1137000000.0,-137000000.0,-1415900000.0,5552400000.0,30188400000.0,-598500000.0,-218900000.0,173700000.0,,811294251,5036000000.0,555000000.0,6500100000.0,4869600000.0,-2114500000.0,,25320700000.0,376600000.0,4547400000.0,1823000000.0,5004700000.0,-1160200000.0,507000000.0,-6303700000.0,-125700000.0,20362000000.0,-1051300000.0,-559500000.0,19030900000.0,992500000.0,0.0,34850600000.0,-4279000000.0,-4448100000.0,0.0,2604900000.0,6010800000.0,-4448100000.0,0.0,-302800000.0,4998900000.0,23351500000.0,6964600000.0,17618100000.0,2418200000.0,2196800000.0,-333300000.0,1747200000.0,42382400000.0,,,
