date,annualCapitalStock,annualBasicAverageShares,annualInventory,annualOtherIntangibleAssets,annualNetPPE,annualTotalNonCurrentAssets,annualCurrentLiabilities,annualOtherIncomeExpense,annualEbitda,annualOperatingCashFlow,annualGrossProfit,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualBasicEPS,annualPurchaseOfInvestment,annualPretaxIncome,annualChangesInAccountReceivables,annualDilutedAverageShares,annualInterestExpense,annualAccumulatedDepreciation,annualGoodwill,annualIncomeTaxPayable,annualDeferredIncomeTax,annualGrossPPE,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualInvestingCashFlow,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,annualCurrentDebt,annualFreeCashFlow,annualEndCashPosition,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualAccountsPayable,annualChangeInWorkingCapital,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOperatingExpense,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualBeginningCashPosition,annualLongTermDebt,annualCurrentAssets,annualAccountsReceivable,annualCashDividendsPaid,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,annualTotalAssets,annualTaxProvision,annualRetainedEarnings,annualCurrentAccruedExpenses,annualResearchAndDevelopment,annualInvestmentsAndAdvances,annualNonCurrentDeferredRevenue
2005-12-31,139000.0,14126000,13649000,1377000.0,26525000,29865000,28739000,442000,27837000,28841000,141474000,1946000,,63941000.0,2390000.0,-1088000,1.1,,25519000,,14516000,,-43712000,,,952000.0,70237000,,-9275000,-13973000,-13844000,0.0,,5722000,1.07,0.0,238304000,96830000,23316000,,14868000,41516000,2952000.0,22425000.0,310000,11378000,5009000,,4336000,15559000,118158000,15559000,33075000,,0,-549000.0,41516000.0,35794000,,89189000,9534000.0,,,-12537000.0,15559000,1963000,118158000,,4521000,85979000,119054000,9960000,15581000,17361000.0,,,
2006-12-31,141000.0,13900000,17034000,,30699000,33913000,40870000,673000,32941000,28977000,164276000,3522000,,82370000.0,1494000.0,-3385000,1.31,,31766000,,14375000,,-48277000,1377000.0,,-731000.0,78976000,,1668000,-9056000,-9014000,0.0,,21631000,1.27,0.0,285431000,121155000,27950000,,19921000,63147000,4500000.0,19223000.0,2456000,17942000,2455000,,5016000,18192000,136326000,18192000,45886000,,0,-197000.0,63147000.0,41516000,,120562000,17770000.0,,,-5288000.0,18192000,1837000,136326000,876000.0,4991000,108589000,154475000,13574000,28487000,22928000.0,,,
2007-12-31,141000.0,14193000,18090000,,46198000,60062000,58057000,-2936000,43539000,53794000,189359000,2995000,,95489000.0,1215000.0,-1056000,1.58,,41644000,,14699000,,-54655000,1377000.0,,-1702000.0,100853000,,-543000,-25607000,-37109000,0.0,,16142000,1.53,0.0,341647000,152288000,36885000,,28187000,79289000,3448000.0,16200000.0,2093000,17708000,18424000,,4210000,22491000,152474000,22491000,62267000,,-11507000,-204000.0,79289000.0,63147000,,135793000,17972000.0,,,-6084000.0,22491000,12487000,149031000,4743000.0,6654000,133588000,195855000,19153000,44896000,40349000.0,,,
2008-12-31,141000.0,13927000,22708000,,147920000,150903000,67057000,-1762000,26565000,39842000,183887000,3055000,,9074000.0,9617000.0,-4618000,0.58,,15840000,,14341000,,-64232000,1377000.0,,7758000.0,212152000,,-5569000,-59539000,-104488000,0.0,,-70215000,0.56,1477000.0,398400000,214513000,14062000,,-19697000,9074000,5274000.0,,4481000,20203000,-6902000,,12672000,8088000,169825000,8088000,79729000,2473000.0,0,-431000.0,9074000.0,79289000,,68854000,18057000.0,,,-15324000.0,8088000,1606000,167889000,2076000.0,12503000,140028000,219757000,7752000,37664000,44381000.0,,,
2009-12-31,142000.0,14059000,25558000,,147021000,149906000,73786000,-1065000,72239000,65565000,213818000,2556000,,55481000.0,13439000.0,-2850000,2.21,,54367000,177000.0,14356000,,-80774000,1377000.0,11065000.0,2131000.0,227795000,4106000.0,-2169000,-16997000,-16989000,0.0,,46407000,2.17,1806000.0,415053000,201235000,55320000,,48568000,55481000,,,2105000,25255000,11833000,5052000.0,15995000,31118000,158498000,31118000,89781000,739000.0,0,-359000.0,55481000.0,9074000,,113030000,17856000.0,,,-7080000.0,31118000,1508000,158498000,3515000.0,16919000,173155000,262936000,23249000,61704000,30122000.0,,,
2010-12-31,134000.0,13660000,26614000,,142889000,146526000,72199000,-449000,98905000,67830000,256327000,3656000,,48969000.0,17087000.0,-1056000,3.67,,81108000,-2146000.0,14228000,,-91123000,1377000.0,,4425000.0,234012000,3124000.0,-60754000,-13608000,-13588000,0.0,,-6512000,3.52,0.0,463798000,207471000,81478000,,54222000,48969000,,,3566000,19423000,-4623000,-5832000.0,20743000,50142000,174849000,50142000,92942000,,0,-438000.0,48969000.0,55481000,,112004000,20017000.0,,,-67981000.0,50142000,2260000,174849000,410000.0,17427000,165588000,258530000,30966000,43876000,52776000.0,,,
2011-12-31,128000.0,13012000,34072000,,143586000,146765000,67049000,19625000,102613000,72760000,284567000,3345000,,49450000.0,17349000.0,-7458000,5.08,,103500000,-3161000.0,13741000,,-101741000,1377000.0,3810000.0,-453000.0,245327000,6178000.0,-52680000,-19599000,-19599000,0.0,,481000,4.81,388000.0,513000000,228433000,83821000,,53161000,49450000,,,6037000,18806000,-13199000,-617000.0,20694000,66059000,200746000,66059000,87743000,2316000.0,0,-838000.0,49450000.0,48969000,,125723000,23233000.0,,,-62824000.0,66059000,1802000,200746000,66059000.0,18792000,184745000,272488000,37441000,47119000,48243000.0,,,
2012-12-31,128000.0,12914000,44361000,,189948000,197142000,88894000,-247000,115941000,95330000,315210000,4470000,-1726000.0,74463000.0,20463000.0,-10289000,4.6,,95517000,-8305000.0,13435000,,-120734000,2538000.0,4803000.0,2066000.0,310682000,6528000.0,-2994000,-66010000,-67323000,1469000.0,,25013000,4.39,201000.0,580222000,265012000,95733000,62000.0,29320000,74463000,803000.0,,7894000,28303000,14693000,8002000.0,25499000,59467000,219477000,59467000,114393000,4109000.0,372000,-883000.0,74463000.0,49450000,566000.0,162342000,31479000.0,,,-18046000.0,59467000,4656000,219477000,-1217000.0,20208000,245091000,359484000,36050000,88541000,37425000.0,,,
2013-12-31,128000.0,12766000,56397000,,266558000,279797000,104377000,-2150000,140563000,99982000,384922000,4635000,-2753000.0,49524000.0,32394000.0,-12036000,5.47,,112541000,-10542000.0,13504000,,-143131000,3683000.0,225000.0,11630000.0,409689000,7318000.0,-21593000,-100655000,-103328000,0.0,-787000.0,-24939000,5.18,353000.0,739053000,354131000,114660000,53000.0,-673000,49524000,956000.0,,5282000,34424000,-12027000,3173000.0,37613000,70392000,270262000,70392000,141990000,8828000.0,62000,-417000.0,49524000.0,74463000,584000.0,164278000,42001000.0,,,-29585000.0,70392000,9556000,270262000,3603000.0,25903000,302085000,444075000,42149000,129349000,69900000.0,,,
2014-12-31,131000.0,12968000,51307000,,381569000,397699000,110170000,-2771000,183482000,141211000,465011000,7606000,-100000.0,76402000.0,50717000.0,5090000,6.96,,145594000,5157000.0,13484000,,-172410000,3683000.0,0.0,15350000.0,553979000,6857000.0,37498000,-151784000,-151831000,0.0,-53000.0,26878000,6.69,2431000.0,903007000,437996000,148344000,55000.0,-10573000,76402000,785000.0,,17353000,35576000,8281000,884000.0,58851000,90743000,316667000,90743000,169021000,6034000.0,53000,-1133000.0,76402000.0,49524000,528000.0,207462000,36860000.0,,,-7859000.0,90743000,12447000,316667000,-8719000.0,35138000,436140000,605161000,54851000,212233000,74539000.0,,,
2015-12-31,128000.0,13123000,56462000,,409926000,421797000,111160000,-1478000,199317000,168683000,501617000,16547000,-100000.0,94193000.0,56001000.0,-5155000,7.46,,155010000,-2289000.0,13520000,,-207288000,3683000.0,,6986000.0,617214000,6665000.0,-76662000,-74187000,-74230000,0.0,-54000.0,17791000,7.25,4145000.0,959934000,458317000,156432000,58000.0,94496000,94193000,1408000.0,,15350000,42718000,28145000,5985000.0,73019000,98414000,345185000,98414000,184179000,3949000.0,57000,-951000.0,94193000.0,76402000,471000.0,223603000,38984000.0,,,-135705000.0,98414000,8188000,345185000,-8427000.0,42885000,461221000,645400000,56596000,171948000,68384000.0,,,
2016-12-31,124000.0,12533000,52499000,,408411000,422059000,101519000,-471000,186981000,154189000,459670000,10173000,0.0,91035000.0,64612000.0,445000,6.93,,137121000,2534000.0,12796000,,-253461000,3683000.0,,8243000.0,661872000,6148000.0,-111329000,-49913000,-46018000,0.0,-58000.0,-3158000,6.79,4193000.0,906446000,446776000,137424000,60000.0,104276000,91035000,736000.0,,12524000,40585000,15279000,-1811000.0,75196000,87349000,322246000,87349000,176715000,5381000.0,40000,-1103000.0,91035000.0,94193000,411000.0,201238000,36694000.0,,,-164658000.0,87349000,9965000,322246000,-5660000.0,49557000,446582000,623297000,49772000,97648000,60874000.0,,,
2017-12-31,116000.0,12035000,50651000,,384280000,401276000,101758000,-2533000,169382000,135982000,449901000,9524000,,65637000.0,34819000.0,-1741000,8.18,,116142000,2945000.0,12180000,,-299868000,3683000.0,,-22442000.0,684148000,6316000.0,-128451000,-32987000,-32929000,0.0,-60000.0,-25398000,8.09,2842000.0,862992000,413091000,118126000,,102995000,65637000,796000.0,,796000,38141000,-1412000,245000.0,44343000,99049000,331775000,99049000,146101000,5472000.0,33000,-1288000.0,65637000.0,91035000,,168348000,33749000.0,,,-144602000.0,99049000,13313000,331775000,,51256000,423523000,569624000,17093000,52105000,63617000.0,,,
2018-12-31,115000.0,11622000,70249000,,389789000,408280000,120514000,-1539000,168501000,163447000,512243000,9851000,,108399000.0,49169000.0,-21312000,7.9,,116286000,-1636000.0,11734000,,-344264000,3683000.0,,14350000.0,734053000,10035000.0,-65341000,-55510000,-55344000,,-78000.0,42762000,7.82,,995649000,483406000,116533000,,107937000,108399000,906000.0,,906000,47102000,-6287000,6352000.0,59020000,92663000,395710000,92663000,179534000,4587000.0,139000,-1197000.0,108399000.0,65637000,,231571000,34073000.0,,,-88312000.0,92663000,14808000,395710000,,51968000,460317000,639851000,23623000,55688000,73412000.0,,,
