date,annualEbitda,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,annualGrossPPE,annualSellingGeneralAndAdministration,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualOperatingExpense,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,annualCapitalExpenditure,annualInvestingCashFlow,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualCapitalStock,annualBasicEPS,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualTotalRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualNetIncome,annualTaxProvision,annualTotalAssets,annualPretaxIncome,annualCurrentDebt,annualEndCashPosition,annualLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualBasicAverageShares,annualNetPPE,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualTotalNonCurrentAssets,annualOtherNonCurrentAssets,annualCostOfRevenue,annualOtherCurrentLiabilities,annualOtherIncomeExpense,annualOtherCurrentAssets,annualCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,annualCurrentAssets,annualCurrentLiabilities,annualChangesInAccountReceivables,annualGrossProfit,annualOtherNonCurrentLiabilities,annualAccountsPayable,annualChangeInAccountPayable,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualAccountsReceivable,annualDeferredIncomeTax
1997-12-31,26823381604.179066,-322356675.262845,6670303511.208094,2972293857.038947,-4451632612.57687,,9417774251.140648,942273358.460623,3.018019,10145143159.42604,-947232691.926205,6729815512.79508,-32038947298.816372,-1365469814.190306,-5585862593.40078,,17878397143.423923,,3418633868.941348,3.018019,0,,442640349137.076,16531111.551941,10497255835.482378,6909304784.103683,,1157177808.635853,2173841169.080209,-1687826489.453151,18992594062.02473,6138001719.235601,2079613833.234147,473436156847.1864,8217615552.469748,8172981551.279508,4904433478.807115,27848310520.39939,,1837691241,161851760232.75806,30081663691.066586,27180453613.700985,1482840706.209085,-99186669.311645,2972293857.038947,1189284202.869801,1837691241,13082721682.205912,11862725649.672684,5546187925.676122,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,29505000000,-215000000,-10986133953.025146,8959000000,15993137687.77492,,10090000000,,3.847659,2372320026.558221,-383879492.074031,7964809029.795004,-99609823885.79965,-1767502697.31928,-19533666528.3426,,22073000000,,3443000000,3.895875,10078000000,,753625090832.7662,27617229.645614,14363721138.683708,4623124242.675741,2120000000,6571000000,21675000000,-785000000,21359000000,7191526599.717819,2977137355.797162,804562201483.9406,10941946385.592165,20081000000,5076046808.863806,19953000000,-2148000000,1864506744,186377503423.6866,84213218358.37,45633069802.9712,-10750000000,,82436618545.60544,1521709353.473317,1851424902,20163681817.9102,16131223836.002989,7191526599.717819,146000000,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,26083000000,-599000000,6155621897.243432,6179000000,533277260.256244,,10350000000,,4.581613,2392416073.508477,973131402.873043,9608460230.361073,-175189516474.6991,-1514658014.10638,-27999350546.784004,,17214000000,,4230000000,4.581613,0,,928676630784.91,4991743807.428497,33311160828.91161,22052256807.29908,2342000000,7982000000,21575000000,-2858000000,23954000000,8742017652.387732,3294421593.115051,993365778050.99,12902881823.476124,21300000000,6194250969.328329,13166000000,-1938000000,1903981776,294444444226.4139,147723610052.4136,58309770848.97114,2755000000,,67918100716.64294,1614880849.618222,1903981776,22459588066.196453,34825818843.01799,8742017652.387732,6541000000,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,34662000000,-708000000,11157234859.600908,5006000000,-3661166539.610467,,8057000000,,4.880942,2449517853.984944,-13591833009.021387,11257317585.434341,-130822080742.9203,-1987990949.934281,-7529287922.392162,,24023000000,,4634000000,4.946021,0,,927433063792.269,5660772859.959374,20749194807.32465,2071632326.442825,11397000000,9775000000,24952000000,-130822080742.9203,26234000000,9899628932.36946,3342694323.395866,1006413533073.2465,14600011908.830208,11880000000,7496068319.990441,32298000000,-2193000000,2034570690,300008953524.9134,268915035305.89078,68063692223.0852,2038000000,-830445437.029514,70655106797.70583,1290477470.127853,2014374162,20941870286.17517,22737185757.25893,9899628932.36946,15089000000,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,29829000000,-965000000,-1706000000,6185000000,6185000000,,37936445.664967,,2.30575,16789000000,-986372288.333842,5406000000,-148826000000,-1873000000,-9984000000,,20536000000,,4678000000,2.348801,113000000,,643408000000,111815817.386629,11042000000,4167000000,11041000000,8000000000,26826000000,-3763000000,26887000000,5406000000,1574000000,695877000000,6980000000,15480000000,4479000000,27956000000,-3528000000,2212893180,168636000000,145361000000,45979000000,-1735000000,-823640352.789039,6185000000,1293000000,2146943254,13521000000,12915000000,5406000000,14581000000,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,24821000000,-1923000000,3242000000,7659000000,4417000000,,39019086.735927,,2.877419,16267000000,-385191270.033019,6239000000,-130171000000,-1723000000,-9051000000,,13135000000,,4741000000,2.920931,3610781992.429733,,700287000000,337166787.468793,11710000000,7272000000,10683000000,9650000000,27238000000,933000000,33335000000,6239000000,2534000000,759246000000,8773000000,21574000000,7659000000,31762000000,-3609000000,2247138688,183943000000,122559000000,52406000000,-6231000000,-50024965.772731,7659000000,2036000000,2175905304,14181000000,13433000000,6239000000,17163000000,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,30371000000,-1464000000,4020000000,7661000000,3641000000,,19685000000,,4.315947,22798000000,-2185241071.428571,8774000000,-218196000000,-1981000000,-15444000000,,14370000000,,5481000000,4.315947,3846000000,,948862000000,845480357.142857,16346000000,10141000000,22235000000,12816000000,41707000000,818000000,42351000000,8774000000,3120000000,1034216000000,11894000000,63810000000,7661000000,110949000000,-4242000000,2418763734,218601000000,206099000000,74473000000,-13389000000,-258146428.571429,7661000000,3185000000,2391682026,15748000000,18327000000,8774000000,28640000000,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,40293000000,-1740000000,10648000000,9872000000,-776000000,,9739000000,,5.097906,27716000000,-4553000000,11840000000,-330917000000,-2830000000,-22548000000,,19179000000,,5587000000,5.141478,1480000000,-38701000000,1176961000000,581000000,28537000000,17126000000,24117000000,17608000000,51681000000,494000000,52038000000,11840000000,4507000000,1276778000000,16347000000,99441000000,9872000000,135638000000,-4425000000,2536959324,260318000000,315437000000,86623000000,-12136000000,-345000000,9872000000,3506000000,2503221942,18829000000,31367000000,11840000000,29382000000,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,51939000000,-1121000000,-12633000000,25012000000,160956000000,15206000000,11183000000,,5.882199,33581000000,-4231000000,15081000000,-378103000000,-3116000000,-15627000000,33200000000,28760000000,540000000,5667000000,5.925771,0,0,1403744000000,2265000000,3905000000,-11777000000,23646000000,20966000000,62348000000,0,56223000000,15081000000,5093000000,1501970000000,20174000000,12554000000,141307000000,204609000000,-6443000000,2563811526,422500000000,368696000000,92432000000,-11538000000,-821000000,25012000000,2213000000,2533287228,15206000000,7021000000,15060000000,33200000000,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,66007000000,-903000000,66093000000,26876000000,141307000000,16424000000,12823000000,,6.056487,38257000000,-1770000000,15789000000,-286316000000,-748000000,-14124000000,37335000000,41393000000,854000000,5786000000,6.100058,-710000000,0,1745830000000,1229000000,80033000000,59163000000,29380000000,22086000000,70916000000,0,65397000000,15789000000,5215000000,1860758000000,21004000000,13165000000,215486000000,252997000000,-5927000000,2598007920,541349000000,273774000000,108352000000,-12723000000,-575000000,26876000000,2528000000,2572762260,16424000000,80781000000,15789000000,37335000000,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,81298000000,-689000000,69123000000,31542000000,215486000000,15694000000,15294000000,,7.102211,47650000000,-974000000,19133000000,-260980000000,-492000000,-20278000000,39689000000,54564000000,870000000,5915000000,7.189355,-592000000,0,2218850000000,704000000,90546000000,68469000000,33014000000,24212000000,89104000000,2983000000,81097000000,19133000000,3757000000,2354266000000,22890000000,13893000000,297009000000,271398000000,-6003000000,2676269466,739352000000,238647000000,128160000000,-19904000000,-636000000,31542000000,2522000000,2649646770,15694000000,91038000000,19133000000,39689000000,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,71412000000,-350000000,5679000000,58399000000,297009000000,14025000000,15260000000,,1.786446,48251000000,-355000000,5728000000,-277023000000,-518000000,-25093000000,27357000000,48738000000,819000000,6053000000,1.786446,1133000000,0,2427236000000,2627000000,29902000000,-50404000000,-1614000000,9307000000,93059000000,25018000000,80689000000,5728000000,2809000000,2527465000000,8537000000,15358000000,278872000000,209126000000,-7211000000,2710924872,739101000000,223138000000,93591000000,34874000000,-1002000000,58399000000,13367000000,2710924872,14025000000,30420000000,5728000000,27357000000,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,30980000000,-4637000000,-38909000000,84513000000,278872000000,25165000000,17131000000,1837000000,1.7,50584000000,-739000000,6694000000,-304629000000,-2956000000,-57077000000,29994000000,21366000000,683000000,8705000000,1.7,-269000000,-11363000000,2228791000000,18410000000,3942000000,-6158000000,,4376000000,78743000000,0,86812000000,5834000000,385000000,2364452000000,7079000000,17463000000,250766000000,146896000000,-5235000000,3255400000,1091617000000,241341000000,128299000000,7344000000,-227000000,84513000000,2538000000,3255400000,13802000000,6898000000,5834000000,29994000000,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,40637000000,-2475000000,22171000000,82512000000,250766000000,22211000000,15156000000,1093000000,3.6,49455000000,-1675000000,14191000000,-341202000000,-3712000000,-34973000000,29922000000,18904000000,812000000,8843000000,3.65,-218000000,-10690000000,2299774000000,345000000,52030000000,29005000000,,15300000000,80014000000,-19566000000,97350000000,13159000000,4846000000,2454689000000,16520000000,19057000000,274076000000,266921000000,-4449000000,3526600000,1063762000000,321846000000,147667000000,11474000000,,82512000000,2801000000,3480800000,11521000000,55742000000,13159000000,29922000000,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,43871000000,-3777000000,59745000000,159032000000,274076000000,20859000000,17459000000,1518000000,4.55,52726000000,-90000000,17944000000,-319008000000,-3076000000,-9931000000,,22343000000,,8934000000,4.6,200000000,-9994000000,2389486000000,96000000,76686000000,36600000000,,18608000000,83461000000,0,111868000000,16797000000,3928000000,2555579000000,18608000000,20922000000,325449000000,161619000000,-6155000000,3584400000,1097273000000,311702000000,158725000000,30718000000,-457000000,159032000000,,3540000000,10865000000,79762000000,16797000000,29034000000,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,42132000000,-1754000000,-11735000000,171578000000,325449000000,21198000000,19983000000,1109000000,3.7,57142000000,-1804000000,15334000000,-342974000000,-2326000000,5653000000,21390000000,19030000000,988000000,9238000000,3.7,-14000000,-10610000000,2509409000000,594000000,-11482000000,-27451000000,,17092000000,73421000000,0,120347000000,14027000000,5315000000,2692538000000,20649000000,22742000000,315308000000,29479000000,-6498000000,3654200000,1042451000000,329926000000,175242000000,19778000000,-25000000,171578000000,2531000000,3625000000,10588000000,-9156000000,14027000000,8463000000,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,40513000000,-1662000000,31411000000,197840000000,315308000000,21927000000,17065000000,,4.2,52248000000,-26000000,17800000000,-363979000000,-2786000000,-6585000000,21179000000,15653000000,630000000,9415000000,4.2,-573000000,-11080000000,2480859000000,297000000,42191000000,15858000000,,20240000000,75705000000,6518000000,128728000000,16204000000,4765000000,2671318000000,22565000000,25220000000,346281000000,28976000000,-6987000000,3730800000,990299000000,342539000000,181871000000,11995000000,-32000000,197840000000,2330000000,3706000000,10847000000,44977000000,16204000000,8739000000,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,37248000000,-3163000000,-28201000000,162558000000,346281000000,10532000000,18565000000,,3.45,54594000000,-30000000,14705000000,-384199000000,-2380000000,-4961000000,19169000000,16250000000,732000000,9609000000,3.45,-573000000,,2434161000000,5852000000,-23752000000,-67937000000,,16148000000,73462000000,-1035000000,137144000000,13688000000,3975000000,2634139000000,18680000000,27674000000,301301000000,122611000000,-7184000000,3811200000,1040560000000,382837000000,190447000000,-421000000,-234000000,162558000000,2251000000,3792000000,10532000000,-21372000000,13688000000,8408000000,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,35731000000,-2157000000,-43611000000,133112000000,301301000000,9923000000,17662000000,,3.2,51060000000,,15096000000,-438376000000,-2306000000,-38912000000,16294000000,14658000000,,9842000000,3.25,-950000000,,2212138000000,4058000000,-3428000000,-40934000000,,16311000000,70037000000,2023000000,143976000000,13522000000,3771000000,2409656000000,18867000000,28410000000,243863000000,22702000000,-7498000000,3903400000,933660000000,399636000000,188460000000,10765000000,-463000000,133112000000,,3876000000,9923000000,-1122000000,13522000000,8311000000,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,24925000000,-595000000,44981000000,164240000000,243863000000,9373000000,16473000000,,0.35,48438000000,,3446000000,-457084000000,-2057000000,-15060000000,12330000000,12601000000,534000000,10096000000,0.35,523000000,,2192408000000,2024000000,66902000000,39499000000,,4758000000,60807000000,9194000000,136795000000,2479000000,3666000000,2374986000000,7112000000,31228000000,274550000000,20984000000,-9157000000,3969000000,1007579000000,430085000000,175386000000,-207000000,-3812000000,164240000000,5212000000,3950600000,9373000000,68959000000,1299000000,9016000000,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,-3574000000,44629000000,,274550000000,10027000000,15707000000,,2.4,47215000000,,11879000000,-357264000000,-2452000000,65557000000,13588000000,12819000000,500000000,10160000000,2.4,-3000000000,,2323900000000,5196000000,-12930000000,-5131000000,,17167000000,63439000000,6756000000,139999000000,10798000000,5288000000,2521771000000,17167000000,34186000000,337412000000,19826000000,-9005000000,4014400000,885372000000,418352000000,190250000000,-381000000,-3067000000,221438000000,1862000000,3994400000,10027000000,-10478000000,9683000000,9865000000,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,-4077000000,-26653000000,,337412000000,10060000000,15353000000,,3.15,44466000000,,15025000000,-383454000000,-3044000000,-16341000000,12986000000,19120000000,450000000,10180000000,3.15,,,2363875000000,6134000000,3425000000,-20523000000,,,62702000000,-204000000,138191000000,13727000000,4865000000,2558124000000,19890000000,,301082000000,,-10762000000,3996600000,916906000000,370357000000,186253000000,-1303000000,-8076000000,204489000000,1933000000,3979200000,10060000000,6469000000,12608000000,11371000000,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,-4210000000,-20417000000,,312911000000,14702000000,13828000000,,1.5,49926000000,,8708000000,-445907000000,-3632000000,-35318000000,5590000000,24233000000,478000000,10319000000,1.5,,,2522484000000,0,26111000000,11852000000,,,68067000000,1118000000,136679000000,7383000000,4639000000,2715152000000,13347000000,,293742000000,,-9773000000,4046600000,976511000000,413186000000,183955000000,-2297000000,-859000000,197435000000,10519000000,4031600000,14702000000,29743000000,5969000000,14573000000,,,,,,,,,,,,,,,,,,,,,,,,,
