date,annualBasicAverageShares,annualRepaymentOfDebt,annualEbitda,annualOtherNonCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualGrossPPE,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualBasicEPS,annualSellingGeneralAndAdministration,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualPurchaseOfBusiness,annualDilutedAverageShares,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualChangeInInventory,annualInvestingCashFlow,annualInterestExpense,annualGoodwill,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualDilutedEPS,annualNetOtherFinancingCharges,annualAccumulatedDepreciation,annualGrossProfit,annualInventory,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,annualEndCashPosition,annualCurrentDebt,annualNetIncome,annualTaxProvision,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,annualLongTermDebt,annualAccountsPayable,annualSaleOfInvestment,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualCurrentAssets,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualNetPPE,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualResearchAndDevelopment,annualChangesInAccountReceivables,annualStockBasedCompensation,annualChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualRepurchaseOfCapitalStock
2008-12-31,159666987,-9735697000,171292279000,8567656000,36363512000,-77197893000,10438438000,-30077076000,127101694000,1036289000000,-9458945000,697242418000,583.457759,290984615000,23180414000,290984615000,-96767346000,159666987,-63315818000,85817682000,-37852102000,-160490215000,12274343000,63024669000,-5689771000,781789468000,0,583.457759,-24950000,-516769046000,412050308000,133910003000,8794208000,482907189000,56279426000,0,-39753778000,121065693000,4266572000,,261686611000,49903801000,87613013000,82630703000,14085385000,99903067000,1072953232000,32490493000,-52491805000,,369739160000,161739711000,92503692000,0,58383941000,6700616000,496245795000,59114869000,36363512000,43123994000,375710814000,156078310000,209538892000,273368297000,519519954000,16864589000,119595244000,,82630703000,31763493000,,,,,,,
2009-12-31,160417440,-100546372000,165531687000,11400594000,138684147000,83055541000,84196685000,-37056848000,55299985000,1007219376000,28435806000,696133818000,799.537545,273590861000,50672268000,276425900000,-1036500000,160417440,-57892476000,141365167000,,-30732061000,12442847000,70170118000,-12064971000,776544195000,0,799.537545,-3832558000,-516097818000,411445824000,108069635000,,530566376000,92951974000,,,135019924000,0,-25194445000,256404398000,137353669000,19780477000,128037473000,11723673000,153088840000,1103772893000,385987000,-50709762000,,365098371000,209747317000,125351446000,10124997000,43284760000,,462229545000,,137353669000,,407639075000,134503176000,285178694000,245387682000,491121558000,17250882000,150844450000,1330478000,128037473000,33305451000,,,,,,,
2010-12-31,159666922,-11856390000,158261306000,220145167000,153943252000,14553319000,73785778000,-79363501000,137353669000,1017277293000,3053938000,705407097000,693.390943,301618979000,53454015000,301618979000,-10646456000,159666922,-64396164000,119936670000,,-65348360000,10668587000,67761406000,,838258327000,0,693.390943,-3707315000,-509115074000,454445461000,108353258000,,536615424000,94869016000,,,152826482000,-1467752000,-37119228000,311754155000,151614300000,12822000000,110699515000,27656049000,147592719000,1151689011000,9489913000,-72370536000,,383812866000,220145000000,135391623000,0,42611856000,,505654519000,,151614300000,11069052000,446281914000,153013546000,299657344000,236958080000,508162219000,25495374000,159265180000,2328952000,110699515000,34982221000,,,,,,,
2011-12-31,159668215,-14714312000,187027000000,91979000000,177664000000,25892572000,274666000000,-65238251000,151614300000,1113432981000,-3734000000,755945000000,768.794216,348363000000,60147021000,328228000000,-5713761000,159668215,-77846927000,134802000000,,-76239630000,7334000000,69441207000,,969551000000,0,768.794216,-15096775000,-556483871000,518988000000,128535184000,,613705000000,89523526000,,,190760000000,6389344000,-35174000000,373130000000,177664378000,76105000000,122752000000,44890000000,179693000000,1298491000000,364882000000,-62793418000,,450563000000,170955000000,165553288000,0,40118346000,,568976000000,,177664000000,13906409000,542546000000,193065162000,262934000000,350771000000,556949000000,198996000000,167370453000,3943959000,122752000000,41173260000,,,,,,,
2012-12-31,159666922,-64140438000,178165109000,212239475000,103564526000,-75662914000,75410310000,-80167285000,178065758000,1101565072000,-5131202000,830559704000,716.690155,271976297000,74495941000,406999008000,-19521964000,159666922,-117753876000,123976900000,,-134340376000,17054879000,70055369000,,1075689894000,0,716.690155,-16066865000,-489236411000,582602647000,141910972000,,615929454000,21090871000,,,175603639000,-259227000,-48146228000,430346315000,102337275000,41941463000,114432733000,37133330000,161110230000,1326447740000,16376293000,-66117348000,,493087247000,192858379000,165392448000,,17326391000,,613219679000,,102337275000,15901531000,495888036000,204570870000,301399838000,314529616000,612328661000,41344695000,138844747000,1227251000,114432733000,58669967000,,,,,,,
2013-12-31,165903208,-25464274000,191693684000,64650000,413322113000,308859374000,78128337000,251621785000,102337275000,1210152614000,363713000,909223240000,741.62,314990873000,73033414000,477454075000,-14566278000,165903208,-124559029000,132904551000,,-136917910000,24084226000,81872847000,0,1197226510000,0,741.62,-8789702000,-529158193000,660529876000,153085845000,,643475977000,69596470000,326663538000,,183075801000,466710000,-65881809000,491864319000,408853267000,107625938000,123036008000,34704907000,167609458000,1727720255000,21495398000,-63680979000,,536696634000,126378441000,183508115000,,17601927000,,988675856000,,408853267000,20217733000,818497015000,211504047000,234347076000,409128901000,680994421000,32943119000,194155499000,4468846000,123036008000,64033931000,,,,,,,
2014-12-31,184751436,-22734459000,190422903000,67284000,215790908000,-197504051000,81529596000,-132155575000,408853267000,1420107696000,23465348000,1083510726000,575.04,350863346000,87518700000,538608520000,-15230732000,184751436,-230080152000,120791921000,,-238970139000,22957482000,86779903000,,1297966299000,0,575.04,-81470807000,-586936462000,693429484000,175179189000,,620401155000,-56458489000,0,,154820964000,3753297000,-75050544000,537945375000,214774876000,52167321000,106238450000,46673500000,167465421000,1768901073000,18558445000,-65315914000,,604536815000,117592467000,203782805000,,31998620000,,1025588177000,,214774876000,17943771000,685390347000,238602893000,242069817000,378331338000,833171234000,23913305000,173621663000,1016032000,106238450000,68656895000,,,,,,,
2015-12-31,184751436,-57096166000,213741435000,138571643000,206198344000,-29138788000,83724482000,-82839491000,214774876000,1510011569000,7290653000,1139044676000,653.9,405735521000,88146963000,614691425000,-44084277000,184751436,-131730922000,140525590000,,-165810169000,23101329000,83300573000,-42163032000,1498371715000,0,653.9,-2525569000,-637344359000,813296464000,174227415000,,635834406000,87779950000,0,,198605039000,518711000,-103226416000,598349442000,192554239000,30870237000,120808135000,50114516000,190640106000,1823356551000,25287713000,-66147145000,,685075251000,119688087000,227736803000,,50075480000,,1057816372000,,192554239000,21712059000,684311875000,252225937000,247143727000,388690679000,872667210000,27067454000,219510872000,13644105000,120808135000,64120426000,,,,,,,
2016-12-31,184751436,-27575975000,190635508000,0,142196441000,-60296180000,95504371000,-95303138000,192554239000,1592047360000,-10552126000,1190190440000,641.18,426158117000,86789951000,621570226000,-29859340000,184751436,-128883425000,140081887000,,-155007390000,20307238000,96663023000,,1558897708000,0,641.18,-21057143000,-688215658000,817077792000,199290678000,,671284471000,61130923000,,,195507566000,469240000,-142973378000,657578187000,133789950000,42329584000,118457488000,30246383000,170328270000,1871577050000,18292617000,-69819729000,,741819916000,100443114000,210160789000,,64608730000,,1077298155000,,133789950000,22838228000,681386610000,280766784000,228972817000,442311654000,903831702000,4137797000,,8406491000,118457488000,77678850000,,,,,,,
2017-12-31,184751436,-25217888000,220640708000,161001732000,177610407000,35545854000,99783490000,-53001198000,134033183000,1627357020000,-13122099000,1245949253000,701.52,432741778000,94350111000,670910284000,-50462579000,184751436,-125765480000,148108419000,,-173614379000,24166313000,94617474000,-49312890000,1698360794000,0,701.52,-10432268000,-709443592000,899622139000,201987891000,,749400479000,136395951000,,,228711855000,-1149689000,-178075279000,716458990000,170044602000,27929881000,129607353000,48365976000,196474395000,1976229087000,19411907000,-75128211000,,798738655000,143363443000,224330195000,1058984000,99270280000,,1101077057000,,170044602000,,730279834000,286213598000,280651024000,468749455000,917913428000,3889124000,262161431000,7565805000,129607353000,77032480000,,,,,,,
2018-12-31,184751436,-113742755000,481772010000,142840000000,330024483000,177347168000,20585651000,-52963862000,170044602000,1779024076000,225444524000,1464857657000,1661.1,466767641000,108500171000,682737915000,-65325054000,184751436,-131440422000,322084531000,,-199002101000,23560662000,123044901000,,1783282337000,0,1661.1,-48403513000,-757757445000,923270945000,228062237000,,1016748973000,297872709000,,,240533030000,-3301141000,-151048226000,868481588000,319014050000,42241353000,306890792000,136126817000,458211348000,2405864916000,20546856000,-74825181000,2497811000,860011392000,210482107000,247335760000,,142017781000,,1280126708000,,319014050000,,941007259000,320702339000,371024728000,645724245000,1021266631000,3301457000,,11010433000,306890792000,118964142000,,,,,,,
2019-12-31,,-33466408000,213341777000,165713000000,,-101285842000,62696221000,-199420161000,319014050000,1897051094000,-19724645000,1564408956000,,464519216000,131582558000,694273726000,-22201906000,,-140487849000,145645660000,,-144185726000,27720203000,124955438000,,1822540697000,562693346000,,1092190000,-799516939000,914222507000,232434461000,,910763491000,101832196000,,,219948781000,13863000,-137502529000,902863353000,196369224000,49192177000,130141692000,39975914000,185621574000,2353690714000,22622745000,-218035429000,,908318190000,233556029000,248608507000,11200000000,136098062000,,1328054170000,,196369224000,,789281758000,300013940000,427481495000,483281996000,1097534155000,5531512000,,6245817000,130141692000,125618666000,,,,,,,
