date,annualOperatingCashFlow,annualCapitalStock,annualDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,annualInventory,annualGrossProfit,annualTotalNonCurrentAssets,annualEbitda,annualNetPPE,annualOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualGrossPPE,annualDilutedEPS,annualChangeInInventory,annualBeginningCashPosition,annualPurchaseOfBusiness,annualPurchaseOfInvestment,annualCapitalExpenditure,annualInterestExpense,annualDeferredIncomeTax,annualInvestingCashFlow,annualPretaxIncome,annualBasicAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualStockBasedCompensation,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualTotalRevenue,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualOtherShortTermInvestments,annualTaxProvision,annualEndCashPosition,annualChangeInWorkingCapital,annualOperatingIncome,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,annualCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualBasicEPS,annualTotalAssets,annualOtherNonCurrentAssets,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualStockholdersEquity,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualSaleOfInvestment,annualCommonStockIssuance,annualRetainedEarnings,annualAccountsReceivable,annualResearchAndDevelopment,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualIncomeTaxPayable,annualSellingGeneralAndAdministration
1989-12-31,,,42532000,,,,,,884700000,,,,,0.765,,,,,,,,,,42532000,,,,,,,,,,884700000,,,,,,,,,884700000,,64100000,,,,,64100000,,,,,,0.765,,,,,,,,,,59500000,,,,,,,,,,,
1990-12-31,,,43836000,,,,,,1010800000,,,,,0.505,,,,,,,,,,43836000,,,,,,,,,,1010800000,,,,,,,,,1010800000,,43600000,,,,,43600000,,,,,,0.505,,,,,,,,,,36600000,,,,,,,,,,,
1991-12-31,,,47734000,,,,,,1083800000,,,,,0.6,,,,,,,,,,47734000,,,,,,,,,,1083800000,,,,,,,,,1083800000,,54800000,,,,,54800000,,,,,,0.6,,,,,,,,,,47900000,,,,,,,,,,,
1992-12-31,,,49524000,,,,,,1031400000,,,,,-0.12,,,,,,,,,,49524000,,,,,,,,,,1031400000,,,,,,,,,1031400000,,61700000,,,,,-11600000,,,,,,-0.12,,,,,,,,,,-11600000,,,,,,,,,,,
1993-12-31,,,55350000,,,,,,1142200000,,,,,0.4675,,,,,,,,,,55350000,,,,,,,,,,1142200000,,,,,,,,,1142200000,,61700000,,,,,48700000,,,,,,0.47,,,,,,,,,,42200000,,,,,,,,,,,
1994-12-31,130300000.0,546300000.0,56274000,87600000.0,553800000.0,43100000.0,174100000.0,1877800000.0,174100000,1677800000.0,13100000.0,1250200000.0,2425300000.0,1.3,-3700000.0,116300000.0,,-421600000.0,-200500000.0,54000000.0,9200000.0,-712700000.0,126000000.0,56274000,218900000.0,-747500000.0,,154400000.0,753200000.0,,,-28600000.0,,1188500000,1014400000.0,,,97200000.0,,53000000.0,87600000.0,9200000.0,102500000,1211100000.0,73000000,-278600000.0,87600000.0,4492400000.0,,73000000,753200000.0,-70200000.0,-47700000.0,,71600000.0,1.3,5174500000.0,59200000.0,718200000.0,71500000.0,-1900000.0,3296700000.0,682100000.0,3103000000.0,2252600000.0,73000000,,188000000.0,13600000.0,135800000.0,1954900000.0,,,,,,
1995-12-31,212600000.0,585400000.0,58374000,130800000.0,312100000.0,35300000.0,187600000.0,2018400000.0,187600000,1808200000.0,15300000.0,1323000000.0,2623700000.0,1.33,7900000.0,87600000.0,,-240400000.0,-194600000.0,62900000.0,12700000.0,-481500000.0,133200000.0,58374000,229100000.0,-815500000.0,,375300000.0,683100000.0,,,43200000.0,,1295900000,1108300000.0,,,94800000.0,,55700000.0,130800000.0,37700000.0,102700000,1588900000.0,77500000,-269800000.0,130800000.0,4874100000.0,,77500000,683100000.0,18000000.0,-49400000.0,,84900000.0,1.33,5603700000.0,69300000.0,758500000.0,84700000.0,-3100000.0,3585300000.0,729600000.0,3414200000.0,2636300000.0,77500000,,223300000.0,19300000.0,144200000.0,1830300000.0,,,,,,
1996-12-31,158400000.0,623000000.0,60620000,97400000.0,216100000.0,48700000.0,188300000.0,2153300000.0,188300000,1941800000.0,17600000.0,1388100000.0,2831900000.0,1.3,-13500000.0,130800000.0,,-208900000.0,-205600000.0,65800000.0,6100000.0,-407900000.0,133500000.0,60620000,234500000.0,-890100000.0,,-14900000.0,-100000.0,,,-33400000.0,,1410600000,1222300000.0,,,107900000.0,,54800000.0,97400000.0,-9500000.0,93500000,1483500000.0,78700000,-302800000.0,97400000.0,5162900000.0,,78700000,1380600000.0,-47200000.0,-55300000.0,,94800000.0,1.3,5935800000.0,73700000.0,810100000.0,94800000.0,-2800000.0,3782500000.0,772900000.0,3638800000.0,2150400000.0,78700000,,309400000.0,19800000.0,149900000.0,2152900000.0,,,,,,
1997-12-31,173400000.0,654800000.0,62940000,254400000.0,191400000.0,45400000.0,206100000.0,2384200000.0,206100000,2019600000.0,17100000.0,1429400000.0,2994400000.0,1.375,,97100000.0,,-864200000.0,-147300000.0,64600000.0,-1700000.0,-207900000.0,141700000.0,62750000,186200000.0,-974800000.0,,-32200000.0,1034500000.0,,,156800000.0,,1463900000,1257800000.0,,,149300000.0,,55300000.0,253900000.0,-11200000.0,100800000,2075800000.0,86400000,530900000.0,254400000.0,7139200000.0,,86400000,1034500000.0,26100000.0,-61800000.0,,105300000.0,1.38,7953900000.0,138000000.0,802600000.0,105500000.0,-3200000.0,5569700000.0,814700000.0,5475800000.0,4292000000.0,86400000,,272700000.0,173000000.0,159900000.0,3194100000.0,,,,,,
1998-12-31,230600000.0,661700000.0,64258000,412300000.0,161000000.0,,224700000.0,2584700000.0,224700000,2093400000.0,16000000.0,1569800000.0,3156400000.0,1.32,,253900000.0,,-722100000.0,-166700000.0,70500000.0,-3800000.0,-233200000.0,151600000.0,64028000,186100000.0,-1063000000.0,,85400000.0,1028400000.0,,,158300000.0,,1485200000,1260500000.0,,,107900000.0,,57000000.0,412300000.0,12000000.0,111900000,1902900000.0,94600000,-136500000.0,412300000.0,7368600000.0,,84800000,1028400000.0,63900000.0,-79400000.0,,112800000.0,1.325,8199300000.0,265800000.0,899600000.0,112800000.0,-15300000.0,5614600000.0,827000000.0,5517300000.0,4381000000.0,84800000,,792100000.0,58200000.0,165300000.0,3299400000.0,,,,,,
1999-12-31,213700000.0,665300000.0,64582000,199900000.0,1500000.0,,233900000.0,2564700000.0,233900000,2066200000.0,6800000.0,1597000000.0,3195300000.0,1.5,,412300000.0,,-847700000.0,-134400000.0,72600000.0,-4900000.0,-427600000.0,149900000.0,64376000,181300000.0,-1129100000.0,,-249300000.0,1340900000.0,,,-212300000.0,,1523300000,1289400000.0,,,117400000.0,,57000000.0,199900000.0,-13800000.0,110900000,2159900000.0,92900000,-10700000.0,199900000.0,7442600000.0,,96900000,1340900000.0,79300000.0,-79800000.0,,123000000.0,1.505,8291000000.0,277000000.0,977500000.0,123000000.0,-63100000.0,5726300000.0,847600000.0,5611200000.0,4152900000.0,96900000,,565200000.0,3400000.0,182300000.0,3366500000.0,,,,,,
2000-12-31,276007000.0,691735000.0,65374000,215034000.0,77139000.0,,155347000.0,2580957000.0,155347000,2091345000.0,8302000.0,1732653000.0,3322036000.0,0.7,,199906000.0,,-433169000.0,-134576000.0,78621000.0,-33829000.0,-338018000.0,66984000.0,65090000,147513000.0,-1230691000.0,,25154000.0,1353650000.0,,,15128000.0,,1719024000,1563677000.0,,,127565000.0,,21240000.0,215034000.0,21719000.0,34408000,2270505000.0,45744000,-6942000.0,215034000.0,7629424000.0,,45744000,1353650000.0,141431000.0,-68624000.0,,120939000.0,0.705,8469322000.0,273861000.0,1088731000.0,,-16035000.0,5888365000.0,839059000.0,5662365000.0,4181150000.0,45744000,,324169000.0,14080000.0,147324000.0,3402826000.0,,,,,,
2001-12-31,198749000.0,85387000.0,67884000,1858000.0,-93843000.0,44142000.0,599740000.0,2152847000.0,302157000,2004523000.0,3197000.0,1085299000.0,3270855000.0,1.235,9769000.0,1534000.0,,,-115540000.0,44993000.0,8557000.0,-104582000.0,144814000.0,67508000,194120000.0,-1266332000.0,,-8921000.0,62892000.0,,,324000.0,,1284312000,684572000.0,,,53966000.0,,55434000.0,1858000.0,8846000.0,188703000,53744000.0,89380000,10958000.0,1858000.0,1512584000.0,,89380000,62892000.0,83209000.0,-37389000.0,,411037000.0,1.24,2389738000.0,36948000.0,670674000.0,-19725000.0,,236891000.0,877154000.0,244480000.0,127622000.0,88300000,,,,495961000.0,84524000.0,,,,,,
2002-12-31,243684000.0,839503000.0,72954000,244525000.0,151286000.0,,591481000.0,8455651000.0,407426000,2079325000.0,5809000.0,7461381000.0,3116691000.0,1.62,,450827000.0,,-1605672000.0,-128082000.0,72292000.0,35197000.0,-601272000.0,181909000.0,72556000,235431000.0,-1037366000.0,,77972000.0,0.0,,,-206302000.0,,1653701000,1062220000.0,,,134416000.0,,63692000.0,244525000.0,-36056000.0,266433000,0.0,118217000,-139591000.0,244525000.0,7830203000.0,,118217000,,115602000.0,-73412000.0,30679000.0,325048000.0,1.63,8876503000.0,6173186000.0,1106270000.0,-24265000.0,,420852000.0,1046300000.0,134416000.0,,116211000,,1260060000.0,32451000.0,176118000.0,176327000.0,,,,,,
2003-12-31,234890000.0,888431000.0,74974000,223310000.0,122712000.0,,561196000.0,8733454000.0,413966000,2311888000.0,6181000.0,7673059000.0,3679426000.0,1.525,,244525000.0,,-2155980000.0,-162891000.0,69292000.0,2838000.0,-322139000.0,182415000.0,74696000,226590000.0,-1367538000.0,,213641000.0,0.0,,,35463000.0,,1781316000,1220120000.0,,,132780000.0,,64367000.0,279988000.0,-31842000.0,263567000,56678000.0,118048000,-114785000.0,223310000.0,8112127000.0,,114178000,,71999000.0,-75119000.0,2826000.0,297629000.0,1.53,9201158000.0,6327579000.0,1064420000.0,,,467704000.0,1089031000.0,132780000.0,,114178000,,2103789000.0,29824000.0,197774000.0,187716000.0,,,,,,
2004-12-31,246581000.0,1010090000.0,79719000,132138000.0,187435000.0,,547289000.0,6177728000.0,412485000,2422303000.0,8336000.0,8046264000.0,3857143000.0,1.38,,279988000.0,,-2337291000.0,-214654000.0,79077000.0,12349000.0,-540375000.0,200219000.0,79562000,229765000.0,-1434840000.0,,265154000.0,76611000.0,,,-106359000.0,,1924057000,1376768000.0,,,153943000.0,,92480000.0,173629000.0,2340000.0,270960000,3092228000.0,107739000,43062000.0,132138000.0,8399682000.0,,109652000,76611000.0,31927000.0,-93864000.0,-8143000.0,276329000.0,1.38,9610627000.0,3664162000.0,1166735000.0,,,3432899000.0,1210945000.0,230554000.0,,109652000,,1966891000.0,110017000.0,208998000.0,208533000.0,,,,,,
2005-12-31,215581000.0,1018966000.0,81200000,151513000.0,21691000.0,,570883000.0,3199208000.0,413583000,2542776000.0,7125000.0,1976643000.0,4081612000.0,1.56,-26880000.0,173629000.0,,-790644000.0,-223675000.0,77203000.0,43000.0,-201954000.0,201344000.0,80828000,207997000.0,-1538836000.0,,-5015000.0,1764052000.0,,,35318000.0,,2215564000,1644681000.0,,,183336000.0,,73900000.0,208947000.0,-42250000.0,271422000,6351383000.0,127444000,21992000.0,151513000.0,8734947000.0,,126689000,1764052000.0,-8094000.0,-100238000.0,-37730000.0,299461000.0,1.57,9951577000.0,456134000.0,1142993000.0,,,6752369000.0,1216630000.0,6504807000.0,4557419000.0,126689000,,789749000.0,3689000.0,235394000.0,249473000.0,,,,,,
2006-12-31,293582000.0,0.0,81373000,177630000.0,-104551000.0,,572732000.0,3139617000.0,380580000,2647490000.0,9227000.0,2035147000.0,4298578000.0,1.33,21138000.0,208947000.0,,-343927000.0,-210529000.0,77568000.0,-12946000.0,-140677000.0,171055000.0,81145000,106780000.0,-1651088000.0,,20967000.0,1744857000.0,,,48354000.0,,2460904000,1888172000.0,,,165505000.0,,63054000.0,257301000.0,45035000.0,239396000,6325323000.0,108001000,-190054000.0,177630000.0,8761676000.0,,108001000,1744857000.0,83053000.0,-100673000.0,-175528000.0,333336000.0,1.33,9891209000.0,292638000.0,1133185000.0,4778000.0,,6751592000.0,1095240000.0,6485910000.0,4575548000.0,108001000,,603833000.0,5481000.0,242667000.0,248639000.0,,,,,,
2007-12-31,217341000.0,0.0,82419000,145855000.0,-42658000.0,,560689000.0,3449885000.0,351613000,2743410000.0,7771000.0,4081251000.0,4492796000.0,1.03,-27559000.0,257301000.0,,-402071000.0,-218297000.0,80446000.0,-34624000.0,-222129000.0,131057000.0,82215000,155337000.0,-1749386000.0,,72467000.0,91780000.0,,,-47446000.0,,2536418000,1975729000.0,,,202299000.0,,46278000.0,209855000.0,10061000.0,203732000,6403729000.0,84779000,-290873000.0,145855000.0,8984196000.0,,84779000,91780000.0,-956000.0,-81489000.0,-21842000.0,356957000.0,1.03,10293916000.0,338405000.0,1242099000.0,18053000.0,,6844031000.0,1275427000.0,4641339000.0,4347260000.0,84779000,,689112000.0,21072000.0,225168000.0,294447000.0,,,,,,
2008-12-31,257924000.0,0.0,84720000,182903000.0,-1361357000.0,,549929000.0,3849008000.0,360219000,2907376000.0,13131000.0,2538001000.0,4759189000.0,1.07,14157000.0,209855000.0,,-489264000.0,-282051000.0,78032000.0,5134000.0,1077013000.0,139256000.0,84631000,143308000.0,-1851813000.0,,-202207000.0,680973000.0,,,-26420000.0,,3218920000,2668991000.0,,,183584000.0,,48978000.0,183435000.0,409000.0,204157000,4962505000.0,90278000,-73806000.0,182903000.0,7871335000.0,,90278000,680973000.0,-24127000.0,-83604000.0,-53015000.0,345772000.0,1.07,9295082000.0,328823000.0,1211501000.0,-11335000.0,,5446074000.0,1389454000.0,5044732000.0,4180175000.0,90278000,,1922134000.0,136443000.0,210840000.0,300666000.0,,,,,,
2009-12-31,284468000.0,1265157000.0,91516000,503922000.0,-405607000.0,,444252000.0,4509471000.0,361825000,3088611000.0,17490000.0,1021786000.0,5034093000.0,0.91,,183435000.0,,,-602625000.0,76330000.0,12787000.0,441626000.0,128824000.0,91396000,188875000.0,-1945482000.0,59550000.0,-137861000.0,4058760000.0,82190000.0,,320487000.0,-689517000.0,2309590000,1865338000.0,2863690000.0,3410000.0,186994000.0,1479000.0,43923000.0,503922000.0,-37457000.0,187664000,0.0,84901000,1199000.0,502443000.0,7449061000.0,530645000.0,83011000,339617000.0,-318157000.0,-98733000.0,-7722000.0,256588000.0,0.91,8925002000.0,381163000.0,1364815000.0,35222000.0,,4415531000.0,1441648000.0,4585371000.0,,83011000,156671000.0,1027327000.0,15329000.0,184213000.0,241116000.0,,,,,,
2010-12-31,340717000.0,0.0,93693000,1106567000.0,-235254000.0,,256211000.0,4214052000.0,423913000,3165918000.0,8574000.0,1158843000.0,5203516000.0,1.21,-74044000.0,503922000.0,,-714552000.0,-182125000.0,81538000.0,97791000.0,-278734000.0,183247000.0,93421000,278958000.0,-2037598000.0,-25880000.0,-145970000.0,3975372000.0,82190000.0,,-173271000.0,-17066000.0,2664982000,2408771000.0,3133833000.0,-25880000.0,202446000.0,775916000.0,67822000.0,330651000.0,-78288000.0,256211000,7849000.0,115425000,27647000.0,330651000.0,7601707000.0,,115425000,262242000.0,158592000.0,-94924000.0,-12472000.0,0.0,1.22,9085344000.0,487614000.0,1364942000.0,-345649000.0,,4871292000.0,1483637000.0,4467874000.0,27814000.0,113535000,159128000.0,584329000.0,22706000.0,181910000.0,266996000.0,,,,,,
2011-12-31,250366000.0,0.0,95820000,368029000.0,16035000.0,,289696000.0,4603630000.0,465628000,3334501000.0,8462000.0,1188659000.0,5384322000.0,1.44,-18843000.0,330651000.0,,-181080000.0,-235116000.0,82106000.0,79444000.0,-326787000.0,216052000.0,95510000,354051000.0,-2049821000.0,-77326000.0,104860000.0,4070032000.0,82190000.0,,-60386000.0,-165000000.0,3242335000,2952639000.0,3447483000.0,-34497000.0,216176000.0,97764000.0,75932000.0,270265000.0,-158551000.0,289696000,633932000.0,140120000,-364850000.0,270265000.0,8060782000.0,0.0,140120000,302050000.0,15250000.0,-108702000.0,-19137000.0,0.0,1.45,9592731000.0,517550000.0,1340070000.0,-2376000.0,,4989101000.0,1531949000.0,4613299000.0,25041000.0,138230000,167470000.0,430725000.0,15979000.0,201640000.0,344322000.0,,,,,,
2012-12-31,234542000.0,0.0,97338000,891020000.0,141902000.0,,284196000.0,5132051000.0,449550000,3594829000.0,7007000.0,5196342000.0,5720115000.0,1.42,10129000.0,270265000.0,,-243633000.0,-325480000.0,73796000.0,90848000.0,-427047000.0,217407000.0,96908000,439329000.0,-2125286000.0,-18501000.0,-39875000.0,4229916000.0,82190000.0,,-50603000.0,-380500000.0,3374995000,3090799000.0,8232937000.0,-39738000.0,212379000.0,671358000.0,76859000.0,219662000.0,-194394000.0,284196000,697363000.0,140548000,-64071000.0,219662000.0,8555267000.0,96022000.0,140548000,83693000.0,-90938000.0,-98092000.0,-26423000.0,0.0,1.43,10149132000.0,494414000.0,1618798000.0,-13629000.0,,5017081000.0,1593865000.0,322330000.0,26258000.0,138658000,158347000.0,194801000.0,23613000.0,216804000.0,362823000.0,,,,,,
2013-12-31,327146000.0,0.0,99623000,749043000.0,236988000.0,,315419000.0,5128801000.0,485708000,3858947000.0,5561000.0,5363888000.0,6050146000.0,1.62,27332000.0,219662000.0,,-112654000.0,-353879000.0,73233000.0,80399000.0,-563760000.0,247747000.0,98968000,529260000.0,-2191199000.0,16038000.0,-2175000.0,4372477000.0,82190000.0,,374000.0,-296000000.0,3238470000,2923051000.0,8268445000.0,,212331000.0,529007000.0,84341000.0,220036000.0,-99405000.0,315419000,5302000.0,163406000,-336364000.0,220036000.0,8612974000.0,92546000.0,163406000,105482000.0,-26733000.0,-100273000.0,-16750000.0,0.0,1.63,10340044000.0,519194000.0,1737459000.0,19192000.0,,5211243000.0,1727070000.0,344529000.0,26716000.0,161516000,164728000.0,229925000.0,55086000.0,255694000.0,346785000.0,,,,,,
2014-12-31,301479000.0,0.0,102937000,725936000.0,222535000.0,,328924000.0,5747072000.0,516933000,4148774000.0,6771000.0,5655370000.0,6399724000.0,1.64,28041000.0,220036000.0,,-183778000.0,-339721000.0,73773000.0,59184000.0,-568508000.0,261922000.0,101968000,631734000.0,-2250950000.0,33089000.0,-9644000.0,4623415000.0,82190000.0,,-44494000.0,-186400000.0,3239542000,2910618000.0,9062000000.0,,186425000.0,550394000.0,91712000.0,175542000.0,-107506000.0,328924000,8424000.0,170210000,-242043000.0,175542000.0,9392733000.0,69302000.0,170210000,118972000.0,-38242000.0,-128348000.0,-27378000.0,0.0,1.65,11184161000.0,541542000.0,1797202000.0,-7496000.0,,5437089000.0,1791428000.0,330733000.0,25336000.0,168320000,181238000.0,193821000.0,26898000.0,297509000.0,313696000.0,,,,,,
2015-12-31,355880000.0,0.0,106721000,1121126000.0,474780000.0,,322553000.0,5855892000.0,329481000,4377658000.0,6928000.0,6037462000.0,6716977000.0,1.5,34830000.0,175542000.0,,-430862000.0,-363804000.0,74693000.0,41433000.0,-705724000.0,254788000.0,106418000,680877000.0,-2339319000.0,62304000.0,38070000.0,5025254000.0,82190000.0,6542000.0,124936000.0,-65909000.0,2602982000,2280429000.0,9594928000.0,,138523000.0,820648000.0,93021000.0,300478000.0,-62526000.0,322553000,4631000.0,161767000,-133164000.0,300478000.0,9862556000.0,10678000.0,161767000,103063000.0,-7924000.0,-133655000.0,-26262000.0,0.0,1.5,11790196000.0,488635000.0,1915128000.0,1761000.0,,5934304000.0,1927640000.0,267628000.0,26042000.0,159877000,195585000.0,213494000.0,104435000.0,324766000.0,242766000.0,,,,,,
2016-12-31,495254000.0,0.0,108309000,1383634000.0,219185000.0,,348175000.0,6101945000.0,446500000,4603465000.0,98325000.0,6600259000.0,7047813000.0,2.29,4786000.0,300478000.0,,-541729000.0,-330043000.0,72659000.0,47118000.0,-736465000.0,373841000.0,108102000,728806000.0,-2444348000.0,-898000.0,-43416000.0,5548929000.0,82190000.0,4789000.0,-22026000.0,-450965000.0,2380654000,2032479000.0,10190249000.0,,143279000.0,1105182000.0,123695000.0,278452000.0,-6450000.0,348175000,18817000.0,250146000,-110787000.0,278452000.0,10358753000.0,11218000.0,250146000,192618000.0,165211000.0,-119164000.0,-33129000.0,,2.3,12425506000.0,447621000.0,1811637000.0,-21454000.0,,6323561000.0,2066753000.0,168504000.0,25225000.0,248256000,204746000.0,243501000.0,13220000.0,438972000.0,237950000.0,,,,,,
2017-12-31,420441000.0,0.0,108933000,1663079000.0,378287000.0,,338291000.0,6545159000.0,572772000,5025916000.0,12483000.0,7521090000.0,5025916000.0,1.52,-20794000.0,278452000.0,-76323000.0,-593267000.0,-495187000.0,74194000.0,37835000.0,-815299000.0,276580000.0,108749000,388430000.0,-2553295000.0,-12875000.0,51599000.0,5890597000.0,82190000.0,5404000.0,-16571000.0,-663034000.0,2555625000,2217334000.0,10664946000.0,,193714000.0,1401198000.0,109393000.0,261881000.0,-19924000.0,338291000,0.0,167187000,123848000.0,261881000.0,11002442000.0,54221000.0,167187000,117945000.0,-74746000.0,-136763000.0,-41941000.0,,1.52,13099828000.0,513535000.0,1874656000.0,-2960000.0,,6554669000.0,2097386000.0,337496000.0,25837000.0,165297000,221998000.0,224611000.0,0.0,476836000.0,263209000.0,,,,,,
2018-12-31,499312000.0,0.0,109146000,1557741000.0,200074000.0,,333356000.0,6427931000.0,593900000,4830118000.0,4915000.0,6773933000.0,4830118000.0,1.85,7054000.0,261881000.0,0.0,-370310000.0,-537369000.0,83810000.0,-9368000.0,-792059000.0,254461000.0,108855000,372518000.0,-2659230000.0,-64321000.0,23957000.0,6158852000.0,82190000.0,7792000.0,-92673000.0,-823886000.0,2860849000,2527493000.0,10624752000.0,,214773000.0,1388533000.0,50797000.0,169208000.0,39301000.0,333356000,,203664000,-137659000.0,169208000.0,10941771000.0,151833000.0,203664000,73992000.0,-38057000.0,-136877000.0,-50610000.0,,1.85,13104051000.0,530364000.0,1989681000.0,-12451000.0,,6676120000.0,2162280000.0,317019000.0,28254000.0,201774000,255629000.0,252690000.0,0.0,543623000.0,325672000.0,,,,,,
