date,annualCurrentAssets,annualBeginningCashPosition,annualChangesInAccountReceivables,annualDeferredIncomeTax,annualInterestExpense,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,annualGrossPPE,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualRepaymentOfDebt,annualOtherCurrentAssets,annualCapitalStock,annualCostOfRevenue,annualCurrentDebt,annualTaxProvision,annualGrossProfit,annualInventory,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,annualBasicEPS,annualFreeCashFlow,annualNetIncome,annualOperatingExpense,annualPurchaseOfInvestment,annualAccountsReceivable,annualLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,annualTotalAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDepreciationAndAmortization,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualStockBasedCompensation,annualDilutedAverageShares,annualInvestingCashFlow,annualRetainedEarnings,annualDilutedEPS,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualOperatingIncome,annualOtherIncomeExpense,annualAccountsPayable,annualOperatingCashFlow,annualBasicAverageShares,annualNetPPE,annualEbitda,annualOtherNonCurrentLiabilities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualInvestmentsAndAdvances,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualIncomeTaxPayable,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,annualSellingGeneralAndAdministration
1993-08-31,,,,,,,,,,38000000,,,,,,,,,,,,,,,,38400000,,,,,0.3575,,38400000,,,,,,,,,,,,,,,106293706,,,0.3575,789100000,,,,,,,,789100000,,,,106293706,,789100000,,,,,,,,,,,
1994-08-31,169300000.0,9700000.0,,10000000.0,34800000.0,-480300000.0,,1217800000.0,79800000.0,35800000,64100000.0,0.0,-5100000.0,40200000.0,-73900000.0,,19300000.0,204600000.0,432400000.0,64100000.0,21100000.0,360000000.0,94500000.0,967700000.0,-20300000.0,36200000,,197200000.0,757500000.0,-1500000.0,0.335,6400000.0,36200000,268500000.0,,51000000.0,362900000.0,-30000000.0,57300000.0,1137000000.0,53500000.0,379500000.0,,,,,,106865672,-68400000.0,174900000.0,0.335,792400000,,,4500000.0,-17000000.0,,,148500000.0,91500000,600000.0,44200000.0,80300000.0,106865672,737500000.0,144900000,246100000.0,4500000.0,-2500000.0,,4500000.0,,,,,,
1995-08-31,194100000.0,4500000.0,,-15300000.0,37300000.0,-509800000.0,,1275700000.0,192400000.0,42400000,68200000.0,0.0,7900000.0,47600000.0,-81000000.0,,17700000.0,210400000.0,567800000.0,68200000.0,25300000.0,382100000.0,82100000.0,975400000.0,30100000.0,42800000,,189300000.0,771900000.0,12300000.0,0.395,28500000.0,42800000,277100000.0,,81800000.0,350900000.0,-30500000.0,68100000.0,1169500000.0,50500000.0,397600000.0,,10900000.0,,,,107341772,-63300000.0,187200000.0,0.395,949900000,,,12500000.0,-38300000.0,,,174000000.0,105000000,400000.0,58200000.0,109500000.0,107341772,765900000.0,155400000,247000000.0,12500000.0,5200000.0,,12500000.0,,,,,,
1996-08-31,233100000.0,12500000.0,,-2000000.0,34900000.0,-541600000.0,,1336600000.0,189500000.0,52400000,65300000.0,0.0,-11900000.0,40400000.0,-89600000.0,,21700000.0,216100000.0,807700000.0,65300000.0,33000000.0,416600000.0,91500000.0,986800000.0,-13100000.0,52800000,,180600000.0,796200000.0,-9400000.0,0.4825,15500000.0,52800000,296200000.0,,119300000.0,336800000.0,-27900000.0,85800000.0,1219900000.0,72900000.0,423700000.0,,,,,,108601036,-72000000.0,207600000.0,0.4825,1224300000,,,600000.0,-45000000.0,,,202600000.0,120400000,300000.0,96900000.0,105100000.0,108601036,795000000.0,193300000,256800000.0,600000.0,0.0,,600000.0,,,,,,
1997-08-31,207300000.0,600000.0,,-3000000.0,34700000.0,-586200000.0,-9500000.0,1429500000.0,186800000.0,59000000,63900000.0,-100000.0,13800000.0,44900000.0,-90500000.0,,13700000.0,229800000.0,726000000.0,63900000.0,34800000.0,435900000.0,78300000.0,1030100000.0,21000000.0,59300000,,184000000.0,774800000.0,13200000.0,0.5325,61600000.0,59300000,307700000.0,,100900000.0,328200000.0,-28000000.0,94100000.0,1237400000.0,74500000.0,462600000.0,,,7400000.0,,,110798122,-88800000.0,232800000.0,0.5325,1161900000,,,14400000.0,-49400000.0,,,189000000.0,128200000,600000.0,80200000.0,152100000.0,110798122,843300000.0,202700000,257600000.0,14400000.0,1700000.0,,14400000.0,,,,,,
1998-08-31,338073000.0,14377000.0,,-7623000.0,34569000.0,-915769000.0,,2601930000.0,320831000.0,74816000,228909000.0,0.0,-14291000.0,86296000.0,-301515000.0,,21958000.0,568638000.0,1220009000.0,228909000.0,66585000.0,615393000.0,138380000.0,2084414000.0,167922000.0,101795000,,313955000.0,1253616000.0,1232000.0,0.61,45011000.0,101795000,412444000.0,,177649000.0,312355000.0,-54803000.0,168380000.0,2422487000.0,,1168871000.0,,,6257000.0,,,182916000,-299714000.0,270808000.0,0.5575,1835402000,,,86000.0,-61103000.0,,77422000.0,460813000.0,202949000,0.0,136601000.0,346526000.0,122696000,1686161000.0,305108000,480448000.0,86000.0,-3778000.0,,86000.0,,,,,,
1999-08-31,439267000.0,86000.0,,14925000.0,52809000.0,-988797000.0,-25868000.0,3057626000.0,435289000.0,69110000,286564000.0,0.0,4316000.0,63984000.0,-210076000.0,,87578000.0,515000.0,1156024000.0,286564000.0,67056000.0,686786000.0,118951000.0,2585678000.0,-108883000.0,106357000,,323624000.0,1850486000.0,19429000.0,0.5475,-78473000.0,106357000,467203000.0,,228336000.0,810087000.0,-76281000.0,173413000.0,3024945000.0,,1174459000.0,,,1380000.0,,,206282892,-549285000.0,301536000.0,0.515,1842810000,,,4402000.0,421998000.0,,81560000.0,543582000.0,219583000,6639000.0,183759000.0,131603000.0,125992008,2068829000.0,349287000,496817000.0,4402000.0,-59422000.0,,4402000.0,,,,,,
1999-12-31,593721000.0,4402000.0,,28317000.0,27883000.0,-1021915000.0,-39610000.0,3143693000.0,443333000.0,22977000,484009000.0,0.0,-4330000.0,65051000.0,-92165000.0,,87465000.0,515000.0,523533000.0,484009000.0,22737000.0,285341000.0,134871000.0,2645854000.0,-111524000.0,35344000,,348218000.0,2088051000.0,,0.19,-99197000.0,35344000,199377000.0,,371313000.0,775074000.0,-28060000.0,58081000.0,3239575000.0,,1151524000.0,,,,,,201536000,-91171000.0,317964000.0,0.175,808874000,,,72000.0,93873000.0,,80743000.0,786713000.0,85964000,0.0,237653000.0,-7032000.0,121700000,2121778000.0,129191000,526264000.0,72000.0,994000.0,,72000.0,-1825000.0,,,,,
2000-12-31,3324959000.0,72000.0,,26143000.0,118630000.0,-1110616000.0,-453000.0,4206129000.0,855255000.0,108507000,834873000.0,0.0,177000.0,1444169000.0,-311403000.0,,1621077000.0,515000.0,5845726000.0,834873000.0,90286000.0,797132000.0,75919000.0,4044177000.0,-315963000.0,143492000,,382363000.0,6144179000.0,-41669000.0,0.9275,-406590000.0,145607000,463199000.0,,1627714000.0,1336082000.0,-70475000.0,233778000.0,7369136000.0,,1224957000.0,,,,,,196776000,-745580000.0,387789000.0,0.74,6642858000,,,249000.0,840944000.0,,93409000.0,3535352000.0,333933000,18475000.0,1256310000.0,-95187000.0,116896000,3095513000.0,477916000,1135614000.0,249000.0,68000.0,,249000.0,-1128000.0,,,,,
2001-12-31,1561969000.0,249000.0,,134933000.0,140158000.0,-1234789000.0,,4507757000.0,930354000.0,64465000,849106000.0,0.0,27980000.0,578832000.0,-341567000.0,,707842000.0,833000.0,5894361000.0,849106000.0,52234000.0,908785000.0,148102000.0,4317190000.0,-57842000.0,103716000,,499432000.0,4613869000.0,-11906000.0,0.425,63784000.0,101565000,613553000.0,,677796000.0,1498012000.0,-73841000.0,155950000.0,5879159000.0,188000.0,1265290000.0,,7425000.0,10661000.0,,,199342000,-341052000.0,415513000.0,0.425,6803146000,,,28229000.0,-36319000.0,,113868000.0,1818417000.0,295232000,876000.0,390479000.0,405351000.0,198898000,3272968000.0,453652000,1175429000.0,28229000.0,1194000.0,,28229000.0,-3780000.0,,,,,
2002-12-31,1626648000.0,28229000.0,,165723000.0,106405000.0,-1200451000.0,,4215500000.0,975651000.0,129524000,271834000.0,0.0,45293000.0,776721000.0,-210652000.0,,704616000.0,833000.0,1128620000.0,271834000.0,102485000.0,975660000.0,75493000.0,4104210000.0,349865000.0,155976000,,475163000.0,4365246000.0,27334000.0,0.7,601629000.0,166624000,604182000.0,,773017000.0,1511118000.0,-74301000.0,258461000.0,5730858000.0,,1365612000.0,,57461000.0,3673000.0,,,201056000,-75215000.0,507836000.0,0.695,2104280000,,,73522000.0,-691773000.0,,113510000.0,1720708000.0,371478000,-6612000.0,672153000.0,812281000.0,199828000,3015049000.0,521442000,1024369000.0,73522000.0,-20378000.0,,73522000.0,-8262000.0,,,,,
2003-12-31,1879739000.0,73522000.0,,111788000.0,104185000.0,-1487848000.0,-350000000.0,5179674000.0,516868000.0,88277000,606334000.0,0.0,-61350000.0,805574000.0,-215148000.0,,378025000.0,982000.0,1862518000.0,606334000.0,130527000.0,1136478000.0,519401000.0,4434309000.0,-510251000.0,214292000,,414734000.0,5072656000.0,-428408000.0,0.74,-211066000.0,112488000,690414000.0,,970141000.0,1878264000.0,-70963000.0,344819000.0,6314048000.0,,1241392000.0,,,237028000.0,,,193998000,-622823000.0,495971000.0,0.61,2998996000,,,12172000.0,557391000.0,,225615000.0,2225803000.0,446064000,2940000.0,813895000.0,4082000.0,161138000,3691826000.0,606925000,868297000.0,12172000.0,279543000.0,,12172000.0,-21048000.0,,,,,
2004-12-31,2518817000.0,12172000.0,,91238000.0,103468000.0,-1619629000.0,-823000.0,5406450000.0,661823000.0,242178000,985532000.0,72511000.0,-2714000.0,743912000.0,-264110000.0,,461431000.0,1071000.0,4743835000.0,985532000.0,149967000.0,1244245000.0,615503000.0,4673832000.0,-331984000.0,242178000,,644512000.0,5586945000.0,-96510000.0,1.19,-59301000.0,242178000,754235000.0,,1432425000.0,1543202000.0,-89229000.0,392145000.0,7192649000.0,,1605704000.0,,,189777000.0,,,210922000,-422395000.0,649240000.0,1.15,5988080000,,,9458000.0,214872000.0,,225188000.0,2914795000.0,490010000,5603000.0,1185351000.0,204809000.0,203930000,3786821000.0,678735000,1042131000.0,9458000.0,-2817000.0,,9458000.0,-11004000.0,,,,,
2005-12-31,4405793000.0,9458000.0,,16372000.0,147608000.0,-1581138000.0,-228149000.0,5575365000.0,930235000.0,546545000,1548046000.0,-26541000.0,-1543000.0,1490988000.0,-250493000.0,,1283590000.0,1080000.0,11338076000.0,1548046000.0,242521000.0,1338154000.0,911393000.0,5607673000.0,-597455000.0,403148000,,603835000.0,8218709000.0,-320632000.0,2.72,-430152000.0,546545000,803389000.0,-23864000.0,2202895000.0,2024070000.0,-110157000.0,645669000.0,10013466000.0,,1794757000.0,,,16372000.0,,,216012000,-533413000.0,1085845000.0,2.53,12676230000,,,7915000.0,711529000.0,,683211000.0,4795341000.0,534765000,258512000.0,1756307000.0,-179659000.0,201072000,3994227000.0,718159000,1399298000.0,7915000.0,512417000.0,,7915000.0,-57096000.0,,,,,
2006-12-31,3238600000.0,7915000.0,,115384000.0,239725000.0,-1879838000.0,-281444000.0,6724759000.0,1369760000.0,306312000,24159000.0,176321000.0,60353000.0,963064000.0,-376306000.0,,896648000.0,1203000.0,10176510000.0,24159000.0,193764000.0,1719594000.0,925194000.0,7266121000.0,56944000.0,306677000,,707444000.0,7488118000.0,-14107000.0,1.37,497084000.0,306312000,973920000.0,-59772000.0,1348490000.0,4030855000.0,-135451000.0,500441000.0,10504721000.0,148982000.0,2215958000.0,,1334000.0,10829000.0,,,228954000,-237351000.0,1256759000.0,1.34,11896104000,,,68268000.0,-618776000.0,,1051440000.0,2064177000.0,745674000,216492000.0,1076954000.0,873390000.0,224012000,4844921000.0,981217000,1393086000.0,68268000.0,47435000.0,,68268000.0,39532000.0,,,,,
2007-12-31,2951475000.0,68268000.0,,65017000.0,256325000.0,-2048311000.0,-390213000.0,7893492000.0,1221605000.0,304921000,623079000.0,-188526000.0,-49163000.0,822583000.0,-883703000.0,,367796000.0,1211000.0,11667306000.0,623079000.0,184597000.0,1810108000.0,841362000.0,8110559000.0,209912000.0,304921000,,680543000.0,8290762000.0,88860000.0,1.42,145957000.0,304921000,989474000.0,,1723212000.0,4215046000.0,-150188000.0,489518000.0,11062034000.0,16679000.0,1969308000.0,,31125000.0,20730000.0,,,218596000,-1151784000.0,1411492000.0,1.395,13477414000,,,19105000.0,72961000.0,,1043773000.0,2881667000.0,820634000,105870000.0,1436005000.0,1029660000.0,214692000,5845181000.0,1048598000,1194049000.0,19105000.0,-3668000.0,,19105000.0,-7069000.0,,,,,
2008-12-31,3377602000.0,19105000.0,,165191000.0,264167000.0,-2212850000.0,-29000.0,9476619000.0,1446465000.0,311909000,2388195000.0,-182433000.0,490953000.0,682808000.0,-1473136000.0,,743278000.0,1216000.0,14221906000.0,2388195000.0,194071000.0,1935527000.0,858966000.0,9748460000.0,-515298000.0,311909000,,890815000.0,9958523000.0,-370662000.0,1.495,-997459000.0,311909000,1020839000.0,,1265300000.0,4112581000.0,-162785000.0,505980000.0,13126062000.0,96280000.0,2088170000.0,,,163464000.0,,,211520000,-1454301000.0,1553033000.0,1.475,16157433000,,,510058000.0,1469577000.0,,1038226000.0,4193764000.0,914688000,93111000.0,1122761000.0,475677000.0,208738000,7263769000.0,1158615000,1652178000.0,510058000.0,13755000.0,,510058000.0,-70616000.0,,,,,
2009-12-31,2588464000.0,510058000.0,-181426000.0,198713000.0,300822000.0,-2352142000.0,-254000.0,10145800000.0,649838000.0,305451000,948620000.0,-222710000.0,-480659000.0,,-791245000.0,-1507105000.0,424905000.0,1224000.0,9095705000.0,1150085000.0,207321000.0,2015946000.0,583127000.0,10239219000.0,478441000.0,491204000,0.0,1037665000.0,9382221000.0,266674000.0,1.45,661449000.0,305451000,1126112000.0,-12031000.0,1437994000.0,4334204000.0,-172774000.0,698525000.0,12827683000.0,-22636000.0,2207194000.0,288991000.0,4500000.0,258959000.0,602844000.0,23148000.0,212640000,-787794000.0,1685710000.0,1.435,11111651000,6043309000.0,154039000.0,29399000.0,-1145559000.0,113039000.0,427716000.0,3338912000.0,889834000,104707000.0,1240207000.0,1452694000.0,210724000,7793658000.0,1288338000,8926000.0,29399000.0,10982000.0,765163000.0,142438000.0,-118613000.0,,,,,
2010-12-31,2379045000.0,29399000.0,92469000.0,142303000.0,292239000.0,-2541302000.0,-7000.0,9854485000.0,594008000.0,334632000,735553000.0,-260385000.0,1635000.0,,-582748000.0,-262715000.0,244412000.0,1228000.0,10957509000.0,1200091000.0,213834000.0,2072542000.0,708933000.0,10120130000.0,-160874000.0,541330000,-1331000.0,1171997000.0,8578334000.0,-164722000.0,1.575,251294000.0,334632000,1147144000.0,,1332726000.0,3686542000.0,-193542000.0,755164000.0,12499175000.0,3135000.0,2448623000.0,307317000.0,17847000.0,343613000.0,602844000.0,24372000.0,215570000,-134356000.0,1826800000.0,1.55,13030051000,5427222000.0,-43883000.0,31034000.0,-698051000.0,61940000.0,420050000.0,3151112000.0,925398000,103386000.0,1215468000.0,834042000.0,212736000,7313183000.0,1354720000,2221000.0,31034000.0,431876000.0,1190045000.0,92974000.0,-108802000.0,,,,,
2011-12-31,2318812000.0,30341000.0,-55861000.0,256688000.0,297006000.0,-2733601000.0,-300108000.0,11177934000.0,695965000.0,360594000,698084000.0,-288361000.0,35612000.0,,-1336067000.0,-442435000.0,299559000.0,1229000.0,12425435000.0,1206373000.0,226048000.0,2380359000.0,549915000.0,11377823000.0,-37771000.0,757514000,-64491000.0,1446591000.0,9896903000.0,65845000.0,1.72,23905000.0,360594000,1221446000.0,,1339933000.0,4529551000.0,-227020000.0,983562000.0,13696635000.0,-3806000.0,2238573000.0,312288000.0,23644000.0,17906000.0,601743000.0,66371000.0,214498000,-1371626000.0,1960374000.0,1.68,14805794000,6650728000.0,102621000.0,65953000.0,55432000.0,63452000.0,412384000.0,3246175000.0,1158913000,121655000.0,1341718000.0,1359972000.0,209344000,8444333000.0,1592856000,0.0,65953000.0,5288000.0,1223398000.0,129405000.0,-206121000.0,,,,,
2012-12-31,2764660000.0,65953000.0,-14774000.0,229398000.0,302305000.0,-2974651000.0,-150000000.0,13088991000.0,758664000.0,360619000,651480000.0,-339942000.0,517665000.0,,-1866153000.0,-386276000.0,175869000.0,2458000.0,10617562000.0,828025000.0,215195000.0,2014997000.0,517014000.0,13090615000.0,-356283000.0,729251000,-30768000.0,1592802000.0,11622825000.0,33343000.0,1.75,-875210000.0,360619000,908978000.0,-30768000.0,1349371000.0,6515372000.0,-261969000.0,944446000.0,15855275000.0,14334000.0,2129609000.0,335852000.0,35299000.0,475556000.0,591488000.0,36692000.0,210710000,-1814199000.0,2059024000.0,1.71,12632559000,8809831000.0,-30981000.0,583618000.0,1332062000.0,90211000.0,404718000.0,2812994000.0,1106019000,140732000.0,1333489000.0,990943000.0,206140000,10114340000.0,1582603000,0.0,583618000.0,14477000.0,1221405000.0,583618000.0,-216798000.0,,,,,
2013-12-31,2370802000.0,583618000.0,-189809000.0,151515000.0,334206000.0,-3238652000.0,0.0,15536156000.0,626899000.0,266533000,617590000.0,-374076000.0,-434305000.0,,-2256585000.0,-260576000.0,171018000.0,2458000.0,12697411000.0,575118000.0,163382000.0,1905306000.0,417077000.0,15336756000.0,9361000.0,576961000,-430197000.0,1938262000.0,12862378000.0,99937000.0,1.29,-961818000.0,266533000,990453000.0,-35308000.0,1549563000.0,7754975000.0,-304742000.0,740343000.0,17707558000.0,-36178000.0,2337851000.0,384377000.0,31134000.0,604531000.0,683488000.0,46194000.0,209695000,-2642031000.0,2020815000.0,1.27,14602717000,10165971000.0,165076000.0,149313000.0,912959000.0,83831000.0,499027000.0,2696407000.0,914853000,159696000.0,1503699000.0,1294767000.0,206044000,12297504000.0,1458926000,0.0,149313000.0,13617000.0,1229838000.0,149313000.0,-121987000.0,,,,,
2014-12-31,1307244000.0,145565000.0,381513000.0,156728000.0,356163000.0,-1940210000.0,0.0,13602647000.0,187486000.0,314107000,434986000.0,-517122000.0,27247000.0,,-1779150000.0,-557679000.0,173299000.0,2458000.0,10383232000.0,1065946000.0,151158000.0,1811859000.0,134134000.0,13997316000.0,58305000.0,668715000,-815997000.0,1395222000.0,11298677000.0,160860000.0,1.5,-493540000.0,314107000,674887000.0,,745494000.0,7192929000.0,-443817000.0,819873000.0,15304560000.0,-14937000.0,592115000.0,306038000.0,21107000.0,1132289000.0,525535000.0,26226000.0,210427000,-2566223000.0,138128000.0,1.49,12195091000,8906332000.0,-417993000.0,172812000.0,1304499000.0,64788000.0,489205000.0,2392345000.0,1136972000,39064000.0,891413000.0,1285610000.0,209391000,11662437000.0,1482074000,36424000.0,172812000.0,7817000.0,1132653000.0,172812000.0,-136353000.0,,,,,
2015-12-31,975210000.0,172812000.0,157051000.0,137737000.0,416787000.0,-2156471000.0,,14530460000.0,131433000.0,244977000,236251000.0,-553340000.0,-75193000.0,129043000.0,-1188312000.0,-7753000.0,39946000.0,2458000.0,5995672000.0,656990000.0,136600000.0,1767534000.0,204780000.0,14470901000.0,-148972000.0,385276000,-27540000.0,1436715000.0,11679775000.0,6050000.0,1.17,-181332000.0,244977000,693331000.0,,593979000.0,8323582000.0,-509197000.0,521876000.0,15446111000.0,-2179000.0,335798000.0,354620000.0,,396329000.0,525535000.0,16435000.0,210541000,-1190719000.0,0.0,1.16,7763206000,10041509000.0,-205143000.0,97619000.0,108589000.0,38681000.0,491723000.0,1638266000.0,1074203000,-135540000.0,615982000.0,1006980000.0,210208000,12373989000.0,1293283000,16964000.0,97619000.0,-8782000.0,948221000.0,97619000.0,-127242000.0,,,,,
2016-12-31,1429684000.0,97619000.0,-285806000.0,211638000.0,469651000.0,-2507094000.0,,15078497000.0,173498000.0,352039000,328529000.0,-545059000.0,151256000.0,112514000.0,-624634000.0,-1108040000.0,45986000.0,2458000.0,6887709000.0,1520927000.0,212406000.0,2033225000.0,200946000.0,14709067000.0,-42453000.0,745550000,-68275000.0,1623822000.0,12709836000.0,-11950000.0,1.67,726980000.0,352039000,757184000.0,,872430000.0,7919996000.0,-517601000.0,957956000.0,16138751000.0,-209000.0,188745000.0,391585000.0,,21971000.0,525535000.0,40563000.0,212383000,-615445000.0,0.0,1.66,8920934000,9873135000.0,287632000.0,248875000.0,-584792000.0,60896000.0,479824000.0,2836701000.0,1276041000,151566000.0,874731000.0,1351614000.0,211128000,12571403000.0,1819192000,7471000.0,248875000.0,25420000.0,958807000.0,248875000.0,-154350000.0,,,,,
2017-12-31,1764458000.0,248875000.0,-330521000.0,437917000.0,485658000.0,-2861541000.0,,15559667000.0,180830000.0,387074000,344132000.0,-301521000.0,-211682000.0,135309000.0,-512393000.0,-994776000.0,53008000.0,4232000.0,9944380000.0,1047323000.0,447282000.0,2229527000.0,432594000.0,15081479000.0,-192603000.0,593519000,-87861000.0,52697000.0,11160585000.0,-202259000.0,1.3,803019000.0,387841000,833586000.0,,1202951000.0,8091629000.0,-829414000.0,1040801000.0,16845937000.0,12493000.0,5527867000.0,406335000.0,,471358000.0,681100000.0,26262000.0,299780000,-567633000.0,,1.29,12173907000,8493250000.0,261305000.0,37193000.0,-959461000.0,,312360000.0,2667335000.0,1395941000,130518000.0,1140571000.0,1315412000.0,297477000,12698126000.0,1932794000,0.0,37193000.0,3879000.0,1003156000.0,37193000.0,-188530000.0,,,,,
