date,annualCurrentAccruedExpenses,annualDilutedAverageShares,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentDebt,annualInvestmentsAndAdvances,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,annualFreeCashFlow,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualOtherNonCurrentAssets,annualOperatingExpense,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualNetIncomeContinuousOperations,annualCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,annualRetainedEarnings,annualBasicAverageShares,annualNetIncome,annualBeginningCashPosition,annualAccountsReceivable,annualCashDividendsPaid,annualNetIncomeCommonStockholders,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualLongTermDebt,annualDepreciationAndAmortization,annualTaxProvision,annualTotalAssets,annualStockBasedCompensation,annualCurrentLiabilities,annualInventory,annualCapitalStock,annualPurchaseOfBusiness,annualSaleOfInvestment,annualIncomeTaxPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,annualOperatingCashFlow,annualNetPPE,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualGoodwill,annualNonCurrentDeferredRevenue,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualDeferredIncomeTax,annualInterestExpense,annualPretaxIncome,annualInvestingCashFlow,annualOperatingIncome,annualCapitalExpenditure,annualAccountsPayable,annualRepaymentOfDebt,annualTotalRevenue,annualOtherIncomeExpense,annualPurchaseOfInvestment,annualOtherCurrentLiabilities,annualBasicEPS,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualCurrentDeferredRevenue
2007-12-31,17714210926.0,5326518341,180291230243.0,31474993965.0,,282156051.0,,-6414996194.0,78218846414.0,99772974172.0,-539504033907.64,-45417394692.0,17947719382.0,39569953773.0,30628525812.0,-4209638554.0,-392423933.0,109181419045.0,249834588882.0,94992537170.0,,-5626905155.0,80184209252.0,20.492814,218875259424.0,5322141297,109181419045.0,117843934128.0,42307580965.76,-77391837299.0,109181419045.0,437828355.0,12680806430.0,321061154308.0,3145877810.0,681066330.0,487118098254.0,14221313605.0,79892323682.0,11711097703.0,570895743190.0,,48709215287.0,23863266934.0,264286167770.0,,112239731184.0,,173211383584.0,7923071639.0,142355835662.0,183777641218.0,260264633250.0,191619633532.0,,-2224816678.0,5990140531.0,,-22851396958.0,799768667157.64,16601802587.0,943763343.0,843224980.0,121648176057.0,-70691441881.0,111727309850.0,-84004667046.0,11574884437.0,,322647065905.0,5111240648.0,-93361221151.0,19137963873.0,20.492814,94992537170.0,-135418688615.0,
2008-12-31,9782536430.0,5247441876,191928897245.0,21795543725.0,,8330595160.0,,-5002956005.0,16881280965.0,162712685355.0,-619995248416.95,-33572035700.0,21539318795.0,42960379930.0,37415409650.0,35464158260.0,193811165.0,100206942175.0,253307907720.0,195144848610.0,,-1051179200.0,78756316625.0,19.072888,170517690915.0,5207838243,100206942175.0,95246690325.0,18525916522.1,-76989021595.0,100206942175.0,226660515.0,15876090855.0,307131567695.0,1918402040.0,1468365945.0,477675538090.0,15511463070.0,81735752670.0,10978252770.0,560439475415.0,,56960772900.0,14916889835.0,256954185570.0,,154769712525.0,,212026129575.0,7144733625.0,142135852515.0,222097740285.0,244310470755.0,186456195535.0,,9010576705.0,6060705075.0,,99898158285.0,864305719171.95,5561394955.0,2286314760.0,617567780.0,111776483245.0,-8064515425.0,104720442865.0,-59385054930.0,5567964825.0,,334064749760.0,2286314760.0,-102595089920.0,33279676485.0,19.222263,195144848610.0,-115708550440.0,
2009-12-31,19453525000.0,5182720600,166413628000.0,16514384000.0,4916885000.0,949298000.0,37845503000.0,-763246000.0,24520870000.0,72181559000.0,-693743886000.0,0.0,21593398000.0,2994007000.0,37366725000.0,-10628832000.0,-1313046000.0,89466223000.0,259803748000.0,171276341000.0,-16873200000.0,-1468655000.0,95647672000.0,17.2,181882682000.0,5167160400,89217836000.0,194613752000.0,12524000.0,-76876312000.0,89217836000.0,,15773327000.0,334892472000.0,1971279000.0,1161617000.0,495082712000.0,10680980000.0,80814748000.0,5996424000.0,594696220000.0,,79133288000.0,20913751000.0,259027066000.0,0.0,23980756000.0,8800249000.0,195797211000.0,6458600000.0,129328611000.0,159966465000.0,273674787000.0,176668874000.0,,-6037106000.0,5931318000.0,,-21973142000.0,967418673000.0,1143184000.0,-1752409000.0,391479000.0,95462647000.0,-96468483000.0,91961886000.0,-87784906000.0,10905884000.0,-8378673000.0,295742239000.0,4813931000.0,-31219919000.0,25000.0,17.25,171276341000.0,-85471124000.0,
2010-12-31,21876070000.0,5184018800,212484320000.0,17033386000.0,933894000.0,31455351000.0,39775528000.0,-1421320000.0,34708755000.0,40729835000.0,-773278157000.0,0.0,29706662000.0,10095270000.0,47878256000.0,-14908758000.0,-6433874000.0,162281930000.0,261519317000.0,147886955000.0,-7609800000.0,-6960285000.0,140224499000.0,32.7,265779571000.0,5181166400,161605009000.0,171276341000.0,2722000.0,-77708120000.0,161605009000.0,,18171594000.0,457409587000.0,0.0,1668535000.0,574144918000.0,11355769000.0,87810103000.0,7988465000.0,718928904000.0,,123191113000.0,28405984000.0,259100787000.0,-6242400000.0,54001623000.0,7184697000.0,182595710000.0,6027085000.0,207053591000.0,229475766000.0,388444023000.0,258505854000.0,,-7492233000.0,5704897000.0,789100000.0,-21248122000.0,1161722180000.0,1043741000.0,-377248000.0,425356000.0,170270395000.0,-202086182000.0,159175335000.0,-188745931000.0,12104173000.0,-967034000.0,419537911000.0,9855223000.0,-60497113000.0,19816000.0,32.7,147886955000.0,-48637706000.0,
2011-12-31,22299528000.0,5184936400,232937388000.0,25214704000.0,-1968820000.0,30489028000.0,34458504000.0,-4093520000.0,7149810000.0,33624530000.0,-876252220000.0,-71598000.0,33829880000.0,5872846000.0,52511810000.0,3925877000.0,-7606224000.0,134453260000.0,225260396000.0,143472277000.0,1136300000.0,6298186000.0,142221391000.0,25.9,322191155000.0,5182815200,134201279000.0,147886955000.0,46321240000.0,-77730236000.0,134201279000.0,,18681930000.0,549004546000.0,617142000.0,134275308000.0,629593514000.0,19587500000.0,107681521000.0,10694417000.0,774264942000.0,,117006687000.0,24840582000.0,259162226000.0,,59531249000.0,10656124000.0,150622087000.0,5167564000.0,194143257000.0,247587051000.0,490374916000.0,253455923000.0,,2611297000.0,5693999000.0,,-2794415000.0,1366627136000.0,821170000.0,-491122000.0,626725000.0,145147677000.0,-182523425000.0,141631447000.0,-213962521000.0,10530487000.0,-1142968000.0,427080645000.0,2737470000.0,-35088394000.0,13974000.0,25.9,143472277000.0,-67858041000.0,
2012-12-31,13148944000.0,5185587200,265538540000.0,86844962000.0,1395907000.0,34843054000.0,65786342000.0,-2321759000.0,7980995000.0,42926440000.0,-1000284504000.0,0.0,38788245000.0,1267886000.0,57506548000.0,-13052399000.0,-10753763000.0,166158802000.0,252288635000.0,143410588000.0,-10971338000.0,336540000.0,229280906000.0,32.05,410601289000.0,5184147000,166158802000.0,143472277000.0,58257800000.0,-77748668000.0,166158802000.0,,18718303000.0,702745970000.0,175261000.0,4850000.0,723197714000.0,81359375000.0,131349289000.0,17471146000.0,955034605000.0,6219000.0,142435944000.0,37830498000.0,259244357000.0,0.0,4029463000.0,15635594000.0,151391583000.0,5435862000.0,234308318000.0,289063801000.0,617529446000.0,315924351000.0,,-12989916000.0,5523707000.0,203890000.0,2056638000.0,1617813950000.0,500041000.0,573234000.0,945114000.0,183629948000.0,-273196262000.0,176801770000.0,-246137361000.0,59322227000.0,-4821363000.0,499846858000.0,6906065000.0,-31582388000.0,15625000.0,32.05,143410588000.0,-13810901000.0,
2013-12-31,16693484000.0,5185920600,316057820000.0,225501958000.0,346401000.0,15645000000.0,89183810000.0,-722737000.0,3148880000.0,57038403000.0,-1149463781000.0,,48118165000.0,1469577000.0,71588354000.0,-5719134000.0,,188018937000.0,358486654000.0,242695447000.0,-14131066000.0,14511000.0,415279892000.0,36.3,518193152000.0,5185555600,188146790000.0,143410588000.0,72136514000.0,-77773307000.0,188146790000.0,,23445069000.0,904568323000.0,2984224000.0,810796000.0,847508255000.0,210807625000.0,156181869000.0,27468185000.0,1263054977000.0,5312000.0,189777934000.0,37494893000.0,259286171000.0,-979910000.0,7632414000.0,22563286000.0,245844327000.0,5862866000.0,280945507000.0,347383537000.0,792665913000.0,374315767000.0,,122472000.0,5627517000.0,151660000.0,99284859000.0,1942129694000.0,648449000.0,,2646776000.0,215487122000.0,-281054215000.0,209357153000.0,-290345134000.0,104480420000.0,-19726536000.0,597003327000.0,6940765000.0,-1988399000.0,33750000.0,36.3,242695447000.0,32105925000.0,
2014-12-31,29746011000.0,5186020800,385100646000.0,248443321000.0,6634198000.0,36158520000.0,30051544000.0,30068384000.0,81951998000.0,129124217000.0,-1347308786000.0,,56823732000.0,1202006000.0,80895675000.0,-49668659000.0,,263780869000.0,626566787000.0,358449029000.0,-43090068000.0,2400784000.0,449458098000.0,50.9,704512664000.0,5185854600,263898794000.0,242695447000.0,115221473000.0,-77785851000.0,263898794000.0,,24019212000.0,868567058000.0,3656110000.0,505671000.0,1045548501000.0,213713818000.0,200251535000.0,38316677000.0,1495133845000.0,0.0,201014777000.0,66337971000.0,259296624000.0,0.0,7448804000.0,28616574000.0,440401027000.0,7642697000.0,377734375000.0,421523731000.0,818198801000.0,505585426000.0,199750000.0,-28871597000.0,5888813000.0,25538475000.0,115835060000.0,2165507587000.0,885192000.0,,3236345000.0,302097546000.0,-282420557000.0,296838700000.0,-292399514000.0,48859342000.0,-28426000.0,762835021000.0,5764517000.0,-6518232000.0,17070646000.0,50.9,358449029000.0,-32328284000.0,
2015-12-31,27701329000.0,5186076000,433117601000.0,222655225000.0,-2693358000.0,39474000000.0,34993583000.0,-37803000.0,27777268000.0,268078733000.0,-1563707177000.0,,65544579000.0,1428676000.0,88665134000.0,23225071000.0,,306556167000.0,746743991000.0,562688930000.0,26630123000.0,342161000.0,434883819000.0,59.1,894293586000.0,5186057600,306573837000.0,358449029000.0,85547926000.0,-116683481000.0,306573837000.0,,22921921000.0,910774307000.0,3533369000.0,-1369026000.0,1221671719000.0,191997582000.0,222505569000.0,43872744000.0,1657518298000.0,0.0,212228594000.0,67052270000.0,259303805000.0,-51601000.0,79836450000.0,32901106000.0,590466198000.0,7961096000.0,410394893000.0,529879438000.0,853470392000.0,576124811000.0,31271000.0,-655249000.0,6104784000.0,21564801000.0,204158423000.0,2417177569000.0,1613545000.0,,3190331000.0,350428911000.0,-217245837000.0,321729759000.0,-261800705000.0,44587478000.0,-29098000.0,843512494000.0,27760167000.0,-44655762000.0,23590222000.0,59.1,562688930000.0,-116734029000.0,
2016-12-31,36581553000.0,5186076000,473077173000.0,178164903000.0,7295491000.0,57958200000.0,46153916000.0,5595710000.0,94950470000.0,206740917000.0,-1775473138000.0,,71207703000.0,1500432000.0,96920868000.0,-15059767000.0,,334338236000.0,817729126000.0,541253833000.0,-49342698000.0,731648000.0,496404176000.0,64.45,1072008169000.0,5186076000,334247180000.0,562688930000.0,128815389000.0,-155582283000.0,334247180000.0,,25696430000.0,1068726176000.0,3385422000.0,-3011347000.0,1389248261000.0,153115337000.0,223828404000.0,51621144000.0,1886455302000.0,,318239273000.0,48682233000.0,259303805000.0,0.0,40743564000.0,40306054000.0,636204303000.0,8606871000.0,474832098000.0,539834592000.0,997777687000.0,613093937000.0,141183000.0,18370037000.0,6007975000.0,14670433000.0,-21435097000.0,2773250825000.0,1686542000.0,,3306153000.0,385959380000.0,-395439680000.0,377911230000.0,-333093675000.0,89216865000.0,-23480140000.0,947909271000.0,5036803000.0,-117425803000.0,38300815000.0,64.45,541253833000.0,-157800197000.0,
2017-12-31,65588396000.0,5186076000,482616286000.0,110395320000.0,2572072000.0,63766850000.0,41569074000.0,-2965093000.0,103185403000.0,249429697000.0,-2018072805000.0,,80732463000.0,2983120000.0,108169271000.0,9978584000.0,,343146848000.0,857203110000.0,553391696000.0,1061805000.0,-894039000.0,469102000000.0,66.15,1233362010000.0,5186076000,343111476000.0,541253833000.0,121604989000.0,-181512663000.0,343111476000.0,,27169205000.0,1134658533000.0,4222440000.0,-6134393000.0,1522057533000.0,91800000000.0,260142698000.0,52986182000.0,1991861643000.0,,358706680000.0,73880747000.0,259303805000.0,-4080000.0,87534380000.0,33479311000.0,656577099000.0,8526438000.0,494826402000.0,585318167000.0,1062542322000.0,659606041000.0,302205000.0,-25229101000.0,5648702000.0,7586790000.0,12137900000.0,3080615127000.0,1855621000.0,,3330313000.0,396133030000.0,-336164903000.0,386657131000.0,-335888470000.0,84136581000.0,-38131460000.0,977442688000.0,3341506000.0,-103788097000.0,58443393000.0,66.15,553391696000.0,-215697629000.0,
2018-12-31,61760619000.0,5186076000,533487516000.0,72089056000.0,4540583000.0,88754640000.0,29304796000.0,-346491000.0,135941393000.0,251272121000.0,-2300728754000.0,,85895569000.0,1584647000.0,112821617000.0,-61664782000.0,,351184406000.0,951679721000.0,577814601000.0,-13271268000.0,-370353000.0,412631642000.0,67.7,1376647841000.0,5186076000,351130884000.0,553391696000.0,125018322000.0,-207443044000.0,351130884000.0,,26253711000.0,1138448317000.0,5406423000.0,-11643233000.0,1676817665000.0,56900000000.0,292546302000.0,46325857000.0,2090128038000.0,,340542586000.0,103230976000.0,259303805000.0,0.0,89537396000.0,38987053000.0,713755994000.0,11206649000.0,497874253000.0,573954308000.0,1072050279000.0,693107788000.0,233284000.0,-29369975000.0,5795488000.0,3353378000.0,24422905000.0,3372779033000.0,1950989000.0,,3051223000.0,397510263000.0,-314268908000.0,385052636000.0,-322682187000.0,76114592000.0,-58024900000.0,1031361769000.0,814394000.0,-99017362000.0,35096657000.0,67.7,577814601000.0,-245124791000.0,
