date,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,annualDilutedEPS,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualCurrentDebt,annualInvestmentsAndAdvances,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,annualFreeCashFlow,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualChangeInAccountPayable,annualRepurchaseOfCapitalStock,annualBasicEPS,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingExpense,annualChangeInWorkingCapital,annualCurrentAssets,annualChangesInAccountReceivables,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualNetIncome,annualAccountsReceivable,annualBeginningCashPosition,annualCashDividendsPaid,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualLongTermDebt,annualTaxProvision,annualDepreciationAndAmortization,annualDilutedAverageShares,annualTotalAssets,annualStockBasedCompensation,annualChangeInInventory,annualInventory,annualCurrentLiabilities,annualPurchaseOfBusiness,annualCapitalStock,annualIncomeTaxPayable,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,annualOperatingCashFlow,annualNetPPE,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualNonCurrentDeferredRevenue,annualOtherCurrentLiabilities,annualGrossPPE,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,annualInterestExpense,annualGoodwill,annualPretaxIncome,annualInvestingCashFlow,annualOperatingIncome,annualAccountsPayable,annualCapitalExpenditure,annualTotalRevenue,annualOtherIncomeExpense,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment
2008-12-31,174684515.42,31995476.79,,4.749105,2420153050.73,8727067821.92,4099752375.41,505841000,518881858.6,,-262686545.28,1709143227.06,3027671246.45,-33606816319.54,,,,4.749105,140177274.48,1231097792.06,3523292085.53,-920532623.6,6460319898.53,,9947069866.91,659605470.72,2420153050.73,2420153050.73,3153069624.77,933346093.25,-2217982659.04,,3089041631.35,13533202355.99,369095060.63,801604642.33,10046452387.61,3217595341.04,1081773992.09,2775837374.29,505841000,19993522254.52,,,164422164.75,5847317491.5,,0.0,,,1741138703.85,1852573062.49,7253127578.86,5130267858.92,9869679751.21,6505672867.62,,807792610.6,,2838876866.98,43476496070.75,435218.12,882157034.37,419221539.1,,3501929357.81,-2074795897.56,3729835493.33,2314874250.5,-2102596612.47,15980195400.78,408486930.47,,,1741138703.85,-2247679350.76,
2009-12-31,142185000.0,2277016000.0,,4.2958,2172973000.0,8955508000.0,2749500000.0,505841000,1767559000.0,340299000.0,31467000.0,0.0,2089262000.0,-35311697000.0,,,,4.2958,811447000.0,1119025000.0,3770024000.0,-823066000.0,7048276000.0,-385055000.0,10404016000.0,,2172973000.0,2172973000.0,2931292000.0,1741006000.0,-1488705000.0,,3220523000.0,13413155000.0,227867000.0,-45302000.0,10057415000.0,1752402000.0,989308000.0,2505475000.0,505841000,20461431000.0,,,148436000.0,7654516000.0,,6575480000.0,,,2277016000.0,728676000.0,6840267000.0,4413403000.0,9672137000.0,6110624000.0,,536010000.0,,429419000.0,44983834000.0,0.0,203171000.0,442868000.0,728201000.0,3162281000.0,-2295901000.0,3070243000.0,2362422000.0,-2324141000.0,15795775000.0,79019000.0,-396854000.0,,2277016000.0,-1581492000.0,
2010-12-31,307200000.0,1556700000.0,,4.45,2398800000.0,0.0,2579400000.0,505841000,420400000.0,114400000.0,-3668100000.0,0.0,2405800000.0,-1647976000.0,,95000000.0,,4.45,4400000.0,2202300000.0,12209000000.0,-1118400000.0,5147400000.0,87500000.0,8299200000.0,0.0,2398800000.0,2398800000.0,2546200000.0,2277000000.0,-1919906000.0,,9653000000.0,14818900000.0,240500000.0,3664500000.0,11667100000.0,1405300000.0,1027200000.0,1913500000.0,505841000,19966300000.0,4504000.0,,77500000.0,5719800000.0,,6575500000.0,972100000.0,178500000.0,1556700000.0,1730500000.0,15756100000.0,4532300000.0,10200700000.0,5460200000.0,38700000.0,-720300000.0,,661400000.0,11848673000.0,-3600000.0,897900000.0,120700000.0,1064792000.0,3426000000.0,-1658700000.0,3547100000.0,2786800000.0,-2126500000.0,15756100000.0,221265000.0,-1742818000.0,,1556700000.0,-3593800000.0,
2011-12-31,495624000.0,3056763000.0,761268000.0,4.4,4362199000.0,14380171000.0,9418925000.0,928005000,1457037000.0,136949000.0,22915000.0,0.0,3487667000.0,-55698352000.0,,,-61620000.0,4.4,3604507000.0,3548537000.0,9393361000.0,-948077000.0,11810118000.0,-933558000.0,22159188000.0,,4355318000.0,4355318000.0,5105860000.0,1556715000.0,-5387601000.0,,9393361000.0,53679855000.0,423812000.0,395131000.0,43325717000.0,4746922000.0,1295475000.0,4585994000.0,928005000,65489973000.0,-1163000.0,-55669000.0,471721000.0,12740263000.0,,37798110000.0,,0.0,3056763000.0,30053684000.0,14748569000.0,8141375000.0,17153920000.0,10728331000.0,788954000.0,1383627000.0,156266000.0,863433000.0,72852272000.0,31095000.0,68258000.0,484663000.0,10225280000.0,5657674000.0,-2028835000.0,5355208000.0,6081611000.0,-4653708000.0,29128740000.0,442158000.0,-1426334000.0,,2940342000.0,-4728913000.0,
2012-12-31,416400000.0,7196100000.0,734600000.0,3.867757,4452200000.0,11972300000.0,12036100000.0,1151106591,1957500000.0,133400000.0,-89585000.0,0.0,9733200000.0,-58042271000.0,514840000.0,-613004000.0,-32768000.0,3.867757,3804700000.0,4060900000.0,14746800000.0,-1409666000.0,16271900000.0,-1070370000.0,25573600000.0,0.0,4452200000.0,4452200000.0,5513400000.0,2940300000.0,-3493997000.0,,9286800000.0,53982800000.0,668400000.0,546715000.0,44681100000.0,6009700000.0,2469300000.0,5493159000.0,1151106591,70254700000.0,,83122000.0,387800000.0,13537500000.0,0.0,37798100000.0,,10069000.0,7196100000.0,19784009000.0,21959200000.0,9733200000.0,17610900000.0,13304400000.0,1216700000.0,4255800000.0,303400000.0,1741200000.0,75653122000.0,-3397300000.0,135300000.0,889800000.0,10225280000.0,6921500000.0,-3397300000.0,7212400000.0,5889400000.0,-4549100000.0,33931500000.0,364300000.0,-1279654000.0,,7196100000.0,-2080179000.0,
2013-12-31,431400000.0,6543900000.0,817500000.0,3.228111,3715900000.0,12755000000.0,12878400000.0,1151106591,1523700000.0,192800000.0,20667000.0,0.0,9576200000.0,-61469785000.0,660771000.0,-490538000.0,-289000.0,3.228111,3991200000.0,4238800000.0,17034600000.0,-2032891000.0,15936700000.0,-1160903000.0,26646700000.0,,3715900000.0,3715900000.0,5802800000.0,7133500000.0,-4535519000.0,,10266600000.0,53604400000.0,305200000.0,593863000.0,42894400000.0,7229900000.0,946500000.0,5643310000.0,1151106591,69541100000.0,,-111905000.0,505600000.0,13768300000.0,0.0,37798100000.0,1315200000.0,22485000.0,6543900000.0,19277779000.0,21966900000.0,9576200000.0,18441600000.0,11316800000.0,722600000.0,-589600000.0,253700000.0,922600000.0,79911432000.0,-145590000.0,110800000.0,1011100000.0,10225280000.0,4662400000.0,-5543800000.0,4932300000.0,6914000000.0,-5837172000.0,34721900000.0,595700000.0,-2336023000.0,,6543900000.0,-4622030000.0,
2014-12-31,591400000.0,4692700000.0,717000000.0,4.288569,4936600000.0,12606000000.0,12104200000.0,1151106591,2264500000.0,205200000.0,63741000.0,0.0,9384200000.0,-63695722000.0,546204000.0,539136000.0,-245000.0,4.288569,4453800000.0,4629400000.0,17285000000.0,-1091206000.0,15517400000.0,-1859857000.0,28115200000.0,0.0,4936600000.0,4936600000.0,6724000000.0,6543900000.0,-2446621000.0,,10695400000.0,57547900000.0,260300000.0,662944000.0,44950100000.0,5534700000.0,-182700000.0,5295589000.0,1151106591,73065300000.0,,54876000.0,479800000.0,16011000000.0,,37798100000.0,1281700000.0,4567000.0,4692700000.0,21062144000.0,22394000000.0,9384200000.0,20453900000.0,11124800000.0,0.0,-1851200000.0,482800000.0,1248100000.0,84149586000.0,-100140000.0,936600000.0,1075300000.0,10225280000.0,4753900000.0,-7607600000.0,5109000000.0,7641200000.0,-7535011000.0,35000000000.0,570100000.0,-1563272000.0,,4692700000.0,-3627824000.0,
2015-12-31,698800000.0,5336800000.0,564600000.0,1.972649,3331200000.0,14756500000.0,15136100000.0,1688694025,2343000000.0,211100000.0,457200000.0,0.0,10473900000.0,-71667732000.0,993508000.0,103346000.0,-87805000.0,1.972649,3784000000.0,5611600000.0,21982600000.0,-4394694000.0,17909300000.0,-1841659000.0,33117800000.0,,3331200000.0,3331200000.0,8285300000.0,5274200000.0,-3678665000.0,16107285000.0,12805700000.0,83775700000.0,489100000.0,919900000.0,68567200000.0,7878300000.0,956600000.0,6814951000.0,1688694025,101685000000.0,,-81820000.0,603600000.0,17981700000.0,-8528986000.0,63571400000.0,,,5336800000.0,22544770000.0,27377200000.0,10473900000.0,30476700000.0,11987800000.0,,62600000.0,359200000.0,1162300000.0,102144497000.0,676264000.0,666100000.0,380300000.0,23062421000.0,4287900000.0,-16052400000.0,5394600000.0,8373200000.0,-6792895000.0,42133700000.0,276500000.0,-8710567000.0,,5336800000.0,5372658000.0,
2016-12-31,760600000.0,5105100000.0,429900000.0,2.419147,4085200000.0,14025100000.0,12383300000.0,1688694420,4663500000.0,163900000.0,-106969000.0,0.0,3969956000.0,-76052017000.0,985176000.0,-434334000.0,-164000.0,2.419147,3759000000.0,6141100000.0,22115300000.0,-3408540000.0,18398900000.0,-1739550000.0,32821800000.0,,4085200000.0,4085200000.0,8701700000.0,5336845000.0,-2966384000.0,0.0,13044000000.0,83667300000.0,440100000.0,1049550000.0,69244400000.0,4560600000.0,1049500000.0,7654406000.0,1688694420,102066200000.0,,230116000.0,410400000.0,20438500000.0,0.0,63571400000.0,,0.0,5105100000.0,21421075000.0,28483300000.0,11440825000.0,31924900000.0,13150500000.0,,-231735000.0,511800000.0,1824000000.0,107976935000.0,-202525000.0,551900000.0,361400000.0,23062421000.0,5134700000.0,-6894572000.0,6368000000.0,7611200000.0,-7470869000.0,42508400000.0,189200000.0,-2171100000.0,,5105110000.0,-4777988000.0,
2017-12-31,723380000.0,4050338000.0,372561000.0,2.56,4608790000.0,20272530000.0,14058946000.0,1688694000,2982405000.0,98902000.0,-159408000.0,0.0,4273400000.0,-81112972000.0,999419000.0,121577000.0,-32000.0,2.56,3698078000.0,6509588000.0,16410832000.0,-3304474000.0,16731666000.0,-1274181000.0,31921477000.0,0.0,4608790000.0,4608790000.0,8588466000.0,5105110000.0,-3668551000.0,0.0,12134154000.0,84651169000.0,321397000.0,923339000.0,69461358000.0,5093976000.0,1121983000.0,7853734000.0,1688694000,101382835000.0,,106393000.0,348755000.0,17862531000.0,-206649000.0,63571416000.0,,31804000.0,4050338000.0,20269483000.0,22934302000.0,12641060000.0,33222316000.0,14653659000.0,709325000.0,-1054772000.0,350637000.0,723707000.0,114335288000.0,83611000.0,772601000.0,1069152000.0,23062421000.0,5730773000.0,-8438222000.0,6523470000.0,7447100000.0,-8367660000.0,43206832000.0,-418419000.0,-4485495000.0,,4050338000.0,-5257610000.0,
2018-12-31,782600000.0,3381300000.0,525500000.0,5.287104,8928300000.0,13665800000.0,13793400000.0,1688693776,1464200000.0,178600000.0,95993000.0,,3423969000.0,-86341589000.0,1098251000.0,1056817000.0,0.0,5.287104,5566900000.0,3778300000.0,20340700000.0,-10430919000.0,18363000000.0,-1603002000.0,30954300000.0,,8928300000.0,8928300000.0,8304400000.0,4050338000.0,-4136878000.0,,12889400000.0,84198300000.0,302600000.0,483708000.0,71607000000.0,4675300000.0,2349200000.0,8368623000.0,1688693776,102561300000.0,,-68127000.0,462100000.0,17160900000.0,0.0,63571400000.0,12009000.0,10000.0,3381300000.0,19158564000.0,29796900000.0,11941427000.0,34115300000.0,20156500000.0,1983000000.0,-669010000.0,250500000.0,384900000.0,120456916000.0,2832062000.0,929300000.0,510400000.0,23062421000.0,11277500000.0,-5676333000.0,9456200000.0,7642800000.0,-8517458000.0,43462700000.0,2599900000.0,-2893219000.0,,3381328000.0,-6934104000.0,
