date,annualDepreciationAndAmortization,annualCurrentLiabilities,annualDilutedAverageShares,annualChangeInInventory,annualSaleOfInvestment,annualIncomeTaxPayable,annualCapitalStock,annualPurchaseOfBusiness,annualDilutedEPS,annualNetPPE,annualOperatingCashFlow,annualOtherIntangibleAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualNonCurrentDeferredTaxesLiabilities,annualInventory,annualEbitda,annualNetOtherInvestingChanges,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,annualOtherCurrentLiabilities,annualGoodwill,annualPretaxIncome,annualInterestExpense,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualEndCashPosition,annualOtherIncomeExpense,annualOperatingIncome,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualCurrentDebt,annualOperatingExpense,annualCurrentDeferredRevenue,annualTotalRevenue,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherShortTermInvestments,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCurrentAssets,annualOtherNonCurrentAssets,annualChangesInAccountReceivables,annualBasicEPS,annualRetainedEarnings,annualNetIncomeCommonStockholders,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,annualBeginningCashPosition,annualCashDividendsPaid,annualAccountsReceivable,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualTaxProvision,annualTotalAssets,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualStockBasedCompensation
1994-12-31,236500000,147800000,156702400,,6600000,,,,0.30303,1685400000,335600000,,354800000,15100000,156200000,8900000,319900000,-354700000,3171900000,-2000000,141642270,60000000,,64400000,27200000,,-5000000,101300000,,87700000,-180000000,-519700000,182100000,,0,8200000,83400000,42800000,15100000,,-1000000,100000,271400000,,537800000,183000000,915000000,,,-1486500000,25400000,,1062800000,26200000,134900000,58700000,,0.30303,207900000,42800000,42800000,155600000,4600000,17100000,-17100000,,1744100000,34900000,21600000,1879000000,657500000,816200000,,9100000,,,
1995-12-31,302200000,230300000,174984670,,,,,,0.121212,2401600000,332100000,,447400000,13600000,181600000,9800000,410800000,2600000,4377100000,-16400000,165839520,89000000,,33100000,69000000,,,105700000,,138300000,-1149600000,-870000000,521600000,,0,-16500000,108600000,20200000,13600000,,-12100000,3000000,338800000,,750400000,303000000,1359400000,,,-1975500000,29400000,,1589700000,-23300000,208300000,71600000,,0.121212,335400000,20200000,20200000,-817500000,197000000,30000000,-18900000,,2473200000,36600000,12900000,2681500000,1072100000,1091800000,,9000000,,,
1996-12-31,320200000,309700000,220352124,-1500000,7200000,,,,0.614719,3100100000,490500000,,611800000,13200000,254800000,14000000,575900000,-59800000,5381400000,-500000,198144870,132800000,,200200000,59100000,,,113700000,,174900000,-642100000,-618200000,127300000,,0,3700000,255700000,121400000,13200000,,-5800000,2000000,356100000,,976100000,364300000,1604200000,,,-2281300000,61300000,-1700000,1913900000,-17200000,268200000,64100000,,0.614719,432600000,121400000,121400000,-151600000,8100000,13600000,-23400000,,3164200000,35900000,78800000,3432400000,1235700000,1518500000,5800000,6400000,,,
1997-12-31,387900000,343800000,216860000,-800000,,,,,0.714286,3733200000,723800000,,755100000,9700000,355600000,36000000,716900000,-364400000,6380700000,-3500000,209250877,148200000,,258600000,68700000,,,208600000,,178400000,-731900000,-1066200000,338900000,,0,-1700000,329000000,154900000,9700000,,-2900000,17200000,426100000,,1180700000,425600000,2065600000,,,-2647500000,68300000,-400000,2409400000,111000000,348300000,57100000,,0.74026,562000000,154900000,154900000,-8100000,11600000,13200000,-25300000,,3790300000,38200000,103700000,4138600000,1501400000,1729200000,-100000,78600000,,,
1998-12-31,630500000,305800000,226517910,,26100000,,,,-0.580087,3727500000,471500000,,550400000,14500000,270500000,40900000,509700000,30200000,6982600000,4900000,226517910,175200000,,-187600000,70400000,,,274700000,,115100000,-699500000,-512100000,45500000,,0,3700000,-120800000,-129400000,14500000,,-600000,15500000,671200000,,876400000,326000000,1888500000,,,-3255100000,-81900000,-21400000,2194300000,50300000,227000000,41600000,,-0.580087,403100000,-131400000,-129400000,-228000000,99900000,9700000,-28200000,,3769100000,40700000,-58200000,3996100000,1343300000,1801800000,100000,11800000,,,
1999-12-31,447700000,336800000,250473837,,,,454400000,,0.744589,5115900000,638200000,,923400000,13200000,360300000,45100000,869500000,-33500000,8827000000,-1400000,249026012,182300000,,344600000,79800000,,-5300000,256300000,-8400000,148300000,-1886200000,-1769800000,1130200000,,13200000,200000,421800000,200900000,13200000,,-4900000,6200000,501600000,,1300400000,377000000,2496300000,,,-3711100000,77500000,-15600000,2833100000,-89100000,343100000,43500000,,0.748918,558700000,186500000,200900000,-1248000000,665900000,14500000,-42300000,,5159400000,53900000,143700000,5502500000,1879700000,2669400000,100000,25300000,,,
2000-12-31,583546000,553347000,282361037,,,,464720000,,2.454545,6812462000,1529386000,,2028653000,37173000,699833000,54764000,1893865000,6059000,11094624000,24002000,272740559,269227000,,1196142000,168121000,,,280872000,-40232000,259120000,-1010528000,-2229014000,723630000,,37173000,44196000,1310319000,713056000,37173000,,-838000,25000000,718334000,,2283904000,255251000,3173963000,,,-4282162000,350703000,-20343000,3727310000,-146154000,630020000,39468000,,2.541126,1226531000,693068000,713056000,518858000,465306000,13171000,-52945000,506723000,6851930000,75615000,483086000,7481950000,2193258000,3754640000,,31360000,,,
2001-12-31,753263000,522458000,297379437,-3005000,,,483059000,,2.366667,8013072000,1934727000,,22369993000,138575000,991723000,102536000,22211456000,-76835000,13148203000,-1548000,288104444,0,188812000,1199254000,122166000,,-103863000,315952000,-101817000,179778000,-1524773000,-2314064000,377789000,,35625000,-130000000,21388165000,723399000,35625000,,440654000,342680000,981828000,,22777126000,407133000,3552032000,,102950000,-5135131000,305214000,-42959000,4074490000,77382000,697749000,34023000,,2.442857,1336478000,703798000,723399000,409954000,10205000,37173000,-54492000,404793000,8235907000,88710000,475855000,8933656000,2244357000,4418483000,,0,,,
2002-12-31,822045000,532235000,317049833,717000,101723000,,292718000,,1.714286,8465585000,1380718000,189252000,2059057000,51886000,1120609000,109204000,1891381000,-37520000,14462687000,16261000,311852295,317947000,,898970000,114976000,,,287286000,-112936000,214288000,-1037368000,-1236007000,-128450000,,51886000,-39075000,1045643000,554329000,51886000,,-6728000,,1013414000,,2559748000,500691000,4003336000,,,-5997102000,137672000,,4535571000,-162459000,766781000,38233000,,1.742857,1427607000,543514000,554329000,343350000,32699000,35625000,-68879000,527687000,8693070000,104588000,344641000,9459851000,2158815000,4924280000,,45298000,,,
2003-12-31,1075449000,820378000,325424198,-4216000,,,306205000,,3.43,11260085000,2705900000,189252000,3430176000,33503000,1697238000,125867000,3169859000,-57576000,18140808000,-18383000,322602601,519780000,,1922257000,116199000,,,1038746000,-151943000,300598000,-1594936000,-2958757000,234474000,,33503000,-101152000,2094410000,1095253000,33503000,,-443067000,,1335766000,,4190299000,760123000,5062950000,,,-6880723000,546357000,,5883328000,-94658000,899072000,67717000,,3.46,2445698000,1116205000,1121885000,1110964000,582865000,51886000,-72832000,639055000,11517054000,138524000,827004000,12416126000,2326966000,6532798000,,58062000,,,
2004-12-31,1224623000,1282891000,330631014,-659000,,,307707000,,5.03,13860359000,3231519000,189252000,4385938000,111093000,2146637000,157293000,4118996000,-78431000,21961405000,77590000,326092941,124760000,,2663083000,117342000,,,1280141000,-129482000,542074000,-2456488000,-3411013000,257084000,,111093000,-209992000,2894373000,1670071000,111093000,616057000,51962000,,1491565000,,5332577000,946639000,6015168000,,,-8101046000,444906000,,7298059000,-193835000,1348782000,104087000,,5.1,4017339000,1663074000,1668754000,775031000,34067000,33503000,-90369000,939736000,14153698000,173194000,993012000,15502480000,2588390000,8204421000,,82889000,,,
2005-12-31,1419430000,2186564000,333934949,11295000,,,309010000,,7.84,16791340000,4332270000,189252000,6443509000,228860000,2580629000,209670000,5795727000,-95649000,26304942000,117767000,328900754,667141000,,4206254000,122179000,,,1771434000,-365608000,714598000,-3715856000,-3731842000,-482661000,,228860000,-53720000,4376297000,2623730000,228860000,804551000,5412000,274000,2067212000,,7584244000,1140735000,6544017000,,,-9513602000,598927000,,8730581000,-412063000,2162077000,129127000,,7.96,6516863000,2618050000,2623730000,616414000,25484000,111093000,-117395000,1444545000,17109719000,198272000,1582524000,19271796000,2191954000,10541215000,,146047000,,,
2006-12-31,1816359000,3811612000,333346990,10238000,,,310752000,,7.64,21346252000,4312906000,,6822083000,140524000,3618989000,320386000,6056771000,-149559000,32476888000,-88336000,329892617,598364000,189252000,4009595000,158201000,,,1666690000,-31332000,644889000,-4140228000,-5775582000,1374340000,,140524000,36664000,4240412000,2552451000,140524000,766265000,33730000,1802094000,2581671000,,8288779000,1466696000,7305510000,,,-11130636000,751457000,-166907000,11117122000,-755127000,2490271000,282400000,,7.72,8898577000,2546771000,2552451000,172678000,31963000,228860000,-154143000,1651664000,21817904000,211334000,1457144000,24308175000,2019831000,13191053000,88931000,218594000,,,
2007-12-31,2347791000,2665016000,334526579,39787000,,,311713000,,8.39,25231593000,5677433000,,8153825000,125823000,,461211000,7336778000,-206476000,38708038000,-14701000,332151243,795474000,189252000,4672612000,235797000,,,6580051000,-520211000,617937000,-4802343000,-5945929000,253795000,,125823000,-177000000,4988987000,2812358000,125823000,1036531000,7547000,215074000,3164838000,,9977858000,1824033000,10591656000,,,-13476445000,889527000,,13256672000,-517647000,2752251000,461555000,,8.45,11457592000,2806678000,2812358000,875090000,43961000,140524000,-204753000,1936977000,25882400000,275065000,1860254000,28634651000,4011605000,15377979000,96438000,133729000,,,
2008-12-31,7850258000,2615228000,337930144,-22295000,,,312608000,,2.09,23958517000,7065344000,,10261723000,1973449000,,498567000,8988122000,-78106000,45276406000,1055627000,334727014,547711000,189252000,932392000,189982000,,,5253561000,21764000,570138000,-5972846000,-5742978000,-266739000,,1181450000,-140785000,1137864000,711954000,1181450000,1384781000,-759551000,112598000,9123859000,,12327839000,2066116000,10062536000,,791999000,-21317889000,-1235944000,,12677764000,-311676000,4450974000,587742000,,2.11,11929827000,706274000,711954000,1092498000,36011000,125823000,-239358000,1356979000,24735511000,288794000,220438000,29186485000,4808975000,16508721000,101348000,247657000,,,
2009-12-31,,2392558000,335852000,-5172000,,,215048000,-310472000,-0.87,22900615000,4223643000,,6809987000,2048117000,2764901000,533251000,5849234000,-100121000,49427733000,866667000,335852000,439152000,189252000,326391000,309619000,-100000000,,661916000,-290502000,396564000,-3631099000,-3247426000,-109550000,,2048117000,297238000,623629000,-284398000,2048117000,1013235000,15156000,117326000,6186358000,,8614826000,1804839000,10014564000,-180336000,0,-26527118000,-231110000,-98387000,12407122000,-761499000,4585849000,0,,-0.87,11436580000,-291692000,-284398000,592544000,34115000,1181450000,-208603000,,23599894000,343883000,610789000,28185743000,4950390000,15778621000,3028000,0,,,
2010-12-31,,3524000000,359000000,35000000,0,,1467000000,-8360000000,8.46,38151000000,6726000000,,9882000000,134000000,4249000000,564000000,8518000000,-121000000,67746000000,-1914000000,352000000,531000000,1032000000,5206000000,229000000,-1023000000,,715000000,-141000000,779000000,-4922000000,-13403000000,4763000000,,134000000,-294000000,5729000000,3032000000,134000000,1530000000,19000000,46000000,4153000000,,12092000000,2210000000,15524000000,214000000,,-29595000000,,0,19048000000,-642000000,3480000000,0,,8.53,14223000000,3000000000,3032000000,1804000000,2328000000,2048000000,-226000000,,39945000000,380000000,2174000000,43425000000,8095000000,24377000000,301000000,0,,,
2011-12-31,,4963000000,400000000,-37000000,0,,1468000000,-1813000000,11.47,45448000000,9953000000,,16592000000,295000000,7197000000,655000000,12475000000,-176000000,79219000000,161000000,384000000,4532000000,1114000000,8093000000,170000000,0,,673000000,-9000000,1048000000,-7078000000,-8645000000,-1147000000,,295000000,-174000000,8271000000,4584000000,295000000,2648000000,32000000,431000000,8321000000,,16888000000,296000000,18095000000,241000000,0,-33771000000,,0,23058000000,-281000000,4803000000,686000000,,11.75,18500000000,4508000000,4584000000,2875000000,52000000,134000000,-306000000,,47248000000,459000000,3509000000,52051000000,6785000000,28993000000,200000000,4508000000,,,
2012-12-31,,5536000000,391000000,-59000000,,297000000,1472000000,-3357000000,4.92,53280000000,8504000000,,9969000000,160000000,8024000000,908000000,5073000000,-563000000,94147000000,-135000000,389000000,4546000000,1289000000,4877000000,175000000,-400000000,,391000000,-131000000,1092000000,-9531000000,-13424000000,4785000000,12515000000,160000000,-31000000,5073000000,2001000000,160000000,2163000000,-10000000,990000000,4896000000,,17078000000,7109000000,23870000000,-100000000,,-40867000000,677000000,,29406000000,-1741000000,4962000000,1206000000,12000000,4.95,20161000000,1925000000,2001000000,-1027000000,0,295000000,-332000000,3086000000,55775000000,531000000,2876000000,60737000000,11355000000,31331000000,458000000,4802000000,,,
2013-12-31,,4700000000,406000000,-70000000,,248000000,255000000,-215000000,5.5,52421000000,9835000000,,9764000000,1906000000,8364000000,891000000,4833000000,-86000000,99819000000,1746000000,395000000,4647000000,1369000000,4216000000,197000000,-2585000000,,407000000,-115000000,1616000000,-11220000000,-7116000000,-973000000,,1906000000,-33000000,4423000000,2288000000,1906000000,1933000000,2969000000,53000000,5341000000,,16054000000,6290000000,21544000000,479000000,,-47398000000,263000000,-997000000,26244000000,81000000,6366000000,1481000000,124000000,5.53,22032000000,2188000000,2232000000,-1385000000,,160000000,-360000000,2952000000,55271000000,503000000,1928000000,61637000000,9672000000,33396000000,503000000,4460000000,,,
2014-12-31,,3664000000,384000000,-44000000,,54000000,256000000,0,-14.06,48076000000,8461000000,,4103000000,769000000,9499000000,708000000,58000000,1088000000,104131000000,-1137000000,384000000,3664000000,87000000,-2906000000,136000000,0,,359000000,-116000000,1210000000,-12372000000,-8804000000,-752000000,,769000000,-2424000000,-352000000,-4543000000,769000000,1929000000,-91000000,0,4455000000,,13851000000,9748000000,24151000000,-294000000,,-56055000000,495000000,-1864000000,27815000000,-218000000,6415000000,1374000000,828000000,-14.06,16249000000,-5403000000,-5403000000,-3911000000,,1906000000,-365000000,2024000000,49537000000,434000000,1637000000,55952000000,11245000000,25937000000,130000000,4018000000,,,
2015-12-31,,1841000000,378000000,21000000,,47000000,257000000,,-61.2,14119000000,2984000000,,-22682000000,1467000000,1072000000,570000000,-25551000000,6000000,93825000000,698000000,378000000,53000000,,-28226000000,259000000,-2509000000,,362000000,-116000000,618000000,-5178000000,676000000,-2962000000,,1467000000,-2052000000,-25875000000,-22757000000,1467000000,920000000,-76000000,1000000,3193000000,,6366000000,29048000000,12773000000,-489000000,,-79706000000,-5778000000,0,14614000000,-170000000,3752000000,971000000,663000000,-61.2,-7153000000,-23119000000,-23119000000,-2194000000,,769000000,-377000000,1253000000,15090000000,377000000,-5469000000,18842000000,8777000000,2566000000,247000000,2285000000,,,
2016-12-31,,1843000000,379000000,-27000000,,22000000,258000000,,-3.71,18867000000,2430000000,,2894000000,1377000000,1710000000,476000000,35000000,-1660000000,47529000000,-90000000,379000000,251000000,,-1682000000,416000000,-181000000,,311000000,-112000000,585000000,-1949000000,-1660000000,-860000000,,1377000000,-1142000000,-123000000,-1240000000,1377000000,718000000,-860000000,0,3017000000,174000000,5354000000,2460000000,12997000000,-63000000,,-28662000000,-833000000,0,14840000000,153000000,3241000000,411000000,126000000,-3.71,-3385000000,-1405000000,-1405000000,2430000000,,1467000000,-379000000,1128000000,19278000000,410000000,-442000000,22519000000,8544000000,6238000000,673000000,1864000000,,,
2017-12-31,,2564000000,383000000,32000000,,55000000,259000000,,3.41,17759000000,2428000000,,4287000000,1668000000,545000000,368000000,1483000000,-75000000,43402000000,291000000,381000000,2014000000,,918000000,406000000,-70000000,,296000000,4000000,641000000,-2760000000,-1416000000,-721000000,,1668000000,-24000000,1339000000,1503000000,1668000000,1019000000,-721000000,550000000,2948000000,,6423000000,2136000000,10567000000,63000000,,-25643000000,-1180000000,,13131000000,-320000000,3725000000,438000000,-270000000,3.42,-2088000000,1304000000,1304000000,2428000000,,1377000000,-380000000,1345000000,18197000000,395000000,-585000000,21922000000,7934000000,7416000000,705000000,2057000000,,,
2018-12-31,,2201000000,384000000,-6000000,,58000000,260000000,-91000000,0.11,18421000000,3777000000,,5159000000,714000000,391000000,401000000,2115000000,-87000000,47542000000,-954000000,382000000,2051000000,,958000000,397000000,-1370000000,,258000000,4000000,709000000,-3904000000,-3944000000,-787000000,,714000000,-539000000,1975000000,286000000,714000000,869000000,-787000000,150000000,3184000000,,7424000000,2265000000,10569000000,77000000,,-29121000000,-222000000,-305000000,12770000000,245000000,2687000000,474000000,,0.11,-2048000000,40000000,40000000,3777000000,,1668000000,-382000000,1194000000,18895000000,431000000,672000000,21582000000,8054000000,7130000000,584000000,1973000000,,,
2019-12-31,,1855000000,,-41000000,,51000000,261000000,-1172000000,,14158000000,2867000000,,1882000000,,346000000,502000000,65000000,-31000000,43962000000,-467000000,,56000000,,-3008000000,393000000,-1150000000,,520000000,16000000,695000000,-2961000000,-3446000000,112000000,,247000000,-3031000000,410000000,-3682000000,247000000,614000000,251000000,11000000,1472000000,,6315000000,4433000000,11787000000,-5000000,,-29804000000,14000000,,13642000000,-3000000,1961000000,1988000000,,,-5601000000,-3553000000,-3515000000,-94000000,2000000,714000000,-376000000,1062000000,16146000000,406000000,674000000,18107000000,8555000000,3255000000,877000000,1714000000,1258000000,,
