date,annualChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,annualDilutedAverageShares,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualPretaxIncome,annualDilutedEPS,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualEndCashPosition,annualCurrentDebt,annualCostOfRevenue,annualNonCurrentDeferredRevenue,annualOtherCurrentAssets,annualNetIncome,annualLongTermDebt,annualOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualIncomeTaxPayable,annualStockholdersEquity,annualOtherNonCashItems,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualBasicAverageShares,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,annualDepreciationAndAmortization,annualCurrentAssets,annualAccountsReceivable,annualCurrentLiabilities,annualNetPPE,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualEbitda,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBeginningCashPosition,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualGrossPPE,annualSellingGeneralAndAdministration,annualBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualInvestingCashFlow,annualCapitalExpenditure,annualChangeInInventory,annualOperatingExpense,annualCashFlowFromContinuingFinancingActivities,annualChangesInAccountReceivables,annualInterestExpense,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualGoodwill,annualResearchAndDevelopment,annualInventory,annualAccumulatedDepreciation,annualDeferredIncomeTax
2008-12-31,-870938000000.0,356192000000.0,9448185000000.0,667480189,22473671000000.0,10649231000000.0,-398068000000.0,1258733000000.0,1838.049,-682504000000.0,,1011467000000.0,1571947000000.0,233200000000.0,,8236000000.0,1215719000000.0,5235447000000.0,1752468000000.0,1268750000000.0,910667000000.0,328403000000.0,10648481000000.0,387542000000.0,4738112000000.0,-63538000000.0,655545559,953598000000.0,1011340000000.0,298850000000.0,2759276000000.0,5422447000000.0,3246058000000.0,4628821000000.0,7602520000000.0,741403000000.0,42246000000.0,3296938000000.0,1319059195000.0,585632000000.0,6020410000000.0,,1215719000000.0,2078406000000.0,4384031000000.0,-751507000000.0,149621000000.0,125478000000.0,1752743000000.0,505896000000.0,885989000000.0,17051224000000.0,-257526000000.0,22910763000000.0,8509635000000.0,1854.477,408755000000.0,959883000000.0,-1093104000000.0,-3875394000000.0,-2386271000000.0,-66166000000.0,12035316000000.0,869415000000.0,-311571000000.0,366022000000.0,-638612000000.0,14020984000000.0,44639000000.0,33504000000.0,13787784000000.0,,1899739000000.0,226714000000.0,34974000000.0,-15308243000000.0,
2009-12-31,-1232283000000.0,915306000000.0,9909753000000.0,659150174,23206256000000.0,10861631000000.0,-962066000000.0,1400498000000.0,1892.106,-681548000000.0,,953926000000.0,1490692000000.0,380512000000.0,,4960396358000.0,1247182000000.0,5289201000000.0,1878544000000.0,1464255000000.0,650103000000.0,395720000000.0,11154759000000.0,282311000000.0,3709104000000.0,-28939000000.0,651772640,1225736000000.0,953855000000.0,355670000000.0,2732793000000.0,6370631000000.0,4076936000000.0,4894936000000.0,8239676000000.0,728398000000.0,0.0,2933310000000.0,4568367054000.0,2271115000000.0,5966695000000.0,,1247182000000.0,2254359000000.0,4573572000000.0,-2030536000000.0,186262000000.0,-57541000000.0,1682253000000.0,318280000000.0,1011467000000.0,16835625000000.0,-224860000000.0,24273082000000.0,8534123000000.0,1913.529,321372000000.0,1044828000000.0,0.0,-1828226000000.0,-2283207000000.0,-187943000000.0,12296409000000.0,-1205091000000.0,-1028662000000.0,440281000000.0,-926867000000.0,14555465000000.0,44639000000.0,60704000000.0,14174953000000.0,,1737966000000.0,236269000000.0,119890000000.0,-16033406000000.0,
2010-12-31,-298915000000.0,639632000000.0,10603399000000.0,666967414,22651704000000.0,10173055000000.0,-89394000000.0,1673688000000.0,2096.568,-680043000000.0,,778509000000.0,2130797000000.0,634614000000.0,,67262000000.0,1379613000000.0,3802016000000.0,2595362000000.0,1629804000000.0,1749694000000.0,259967000000.0,11325600000000.0,-148431000000.0,2792351000000.0,-210356000000.0,648129613,1342936000000.0,778509000000.0,404306000000.0,2868768000000.0,6972989000000.0,4489573000000.0,5915301000000.0,7864594000000.0,974500000000.0,0.0,4021021000000.0,423311000000.0,940919000000.0,4257754000000.0,167995000000.0,1379613000000.0,2116332000000.0,4939507000000.0,-1504082000000.0,163237000000.0,-175417000000.0,1753009000000.0,551797000000.0,953926000000.0,15678715000000.0,-760179000000.0,24507997000000.0,9131467000000.0,2128.647,104118000000.0,1292788000000.0,0.0,-2358678000000.0,-2271327000000.0,-102428000000.0,12205397000000.0,-1818288000000.0,-247911000000.0,397051000000.0,-1040517000000.0,15435373000000.0,44639000000.0,30595000000.0,14800759000000.0,,1624311000000.0,270378000000.0,149643000000.0,-16643403000000.0,
2011-12-31,2180223000000.0,320494000000.0,11642525000000.0,655712063,24366036000000.0,11633327000000.0,-37872000000.0,2182858000000.0,2466.753,-668293000000.0,290791000000.0,1650794000000.0,2363554000000.0,959276000000.0,212172000000.0,3350444000.0,1612889000000.0,4400357000000.0,2155608000000.0,1703268000000.0,2661117000000.0,293725000000.0,11661881000000.0,61396000000.0,3201264000000.0,-208012000000.0,635963396,863549000000.0,1650794000000.0,599093000000.0,2482703000000.0,6117479000000.0,2732006000000.0,6673590000000.0,9030998000000.0,1074393000000.0,,6306395000000.0,268346000000.0,381671000000.0,4959737000000.0,,1612889000000.0,2995803000000.0,5009337000000.0,-1579118000000.0,76966000000.0,988019000000.0,2725187000000.0,501505000000.0,659405000000.0,18248557000000.0,-71299000000.0,26594441000000.0,10231128000000.0,2536.128,,1583765000000.0,-239975000000.0,-4239061000000.0,-3645278000000.0,-132222622000.0,12873394000000.0,-1079315000000.0,,343776000000.0,-743018000000.0,15988278000000.0,44639000000.0,-20014000000.0,15029002000000.0,,1749933000000.0,271382000000.0,219590000000.0,-17563443000000.0,
2012-12-31,204308000000.0,-25636000000.0,12124657000000.0,648839171,25595559000000.0,12740777000000.0,-15092000000.0,1550887000000.0,1791.651,-655133000000.0,366963000000.0,920125000000.0,1493112000000.0,4106440000000.0,160821000000.0,3123624000.0,1151705000000.0,5348457000000.0,1822525000000.0,253884000000.0,459066000000.0,60253000000.0,11854777000000.0,516263000000.0,5586333000000.0,0.0,627882874,890863000000.0,920125000000.0,295887000000.0,2613018000000.0,5294421000000.0,1954920000000.0,6174895000000.0,9712719000000.0,574544000000.0,,3999664000000.0,26494000000.0,1040971000000.0,6565882000000.0,74923000000.0,1151705000000.0,2689658000000.0,4576284000000.0,-2991067000000.0,62379000000.0,-724653000000.0,1494669000000.0,294305000000.0,1650794000000.0,20301138000000.0,231394000000.0,28189036000000.0,7188600000000.0,1834.275,,1255000000000.0,-3154225000000.0,-5309584000000.0,-3540598000000.0,-108904000000.0,10371514000000.0,585267000000.0,-183238000000.0,412379000000.0,-92945000000.0,16300479000000.0,44639000000.0,74112000000.0,12194039000000.0,,1744483000000.0,304557000000.0,242146000000.0,-18476317000000.0,277217000000.0
2013-12-31,-969870000000.0,-12270000000.0,13102495000000.0,632861189,26576515000000.0,12409958000000.0,134425000000.0,1827101000000.0,2576.421,-655946000000.0,544662000000.0,1398639000000.0,1302277000000.0,4354299000000.0,50894000000.0,1759492000.0,1638964000000.0,5010387000000.0,2015343000000.0,214716000000.0,436281000000.0,112316000000.0,13452372000000.0,319384000000.0,6301966000000.0,0.0,632861189,988193000000.0,1398639000000.0,400797000000.0,2829784000000.0,5123415000000.0,2257316000000.0,6069220000000.0,10196607000000.0,417542000000.0,,3558570000000.0,47589000000.0,474218000000.0,6340738000000.0,-4708000000.0,1630544000000.0,2750782000000.0,4988719000000.0,-1761355000000.0,62705000000.0,478936000000.0,1816181000000.0,21171000000.0,920125000000.0,21453100000000.0,130090000000.0,30144791000000.0,6698394000000.0,2576.421,168825000000.0,1426304000000.0,-192171000000.0,-2506477000000.0,-3122289000000.0,-39610000000.0,10232412000000.0,-573157000000.0,-267754000000.0,331834000000.0,-74683000000.0,16602054000000.0,44639000000.0,11877000000.0,12247755000000.0,,1733261000000.0,352385000000.0,177120000000.0,-19948184000000.0,461922000000.0
2014-12-31,-707333000000.0,-4489000000.0,14188591000000.0,639066090,27941233000000.0,12692963000000.0,-7985000000.0,2253828000000.0,2792.094,-666802000000.0,456258000000.0,834429000000.0,957314000000.0,4736220000000.0,19659000000.0,4814000000.0,1801178000000.0,5798878000000.0,1833742000000.0,275495000000.0,538692000000.0,99236000000.0,14506739000000.0,273465000000.0,7254999000000.0,,639066090,952418000000.0,834429000000.0,454508000000.0,2891870000000.0,5083148000000.0,2392150000000.0,5420310000000.0,10567701000000.0,593229000000.0,,3677385000000.0,127252000000.0,73449000000.0,7272653000000.0,-37790000000.0,1784338000000.0,2483994000000.0,5469608000000.0,-1082610000000.0,66823000000.0,-565179000000.0,1427658000000.0,408000000.0,1398639000000.0,22858085000000.0,708523000000.0,32294984000000.0,6947080000000.0,2792.094,444211000000.0,1799320000000.0,-435293000000.0,-3683165000000.0,-3138693000000.0,-171000000.0,10593836000000.0,-559399000000.0,-168839000000.0,323910000000.0,-218036000000.0,17163798000000.0,44639000000.0,-230875000000.0,12427578000000.0,,1917595000000.0,390943000000.0,267667000000.0,-21727283000000.0,454508000000.0
2015-12-31,-685734000000.0,9303000000.0,15007627000000.0,644612306,28581387000000.0,13207291000000.0,14534000000.0,2035365000000.0,2329.668,-668494000000.0,361077000000.0,768922000000.0,963087000000.0,5197030000000.0,2842000000.0,749000000.0,1518604000000.0,6560700000000.0,1736715000000.0,279782000000.0,1171403000000.0,381794000000.0,15251079000000.0,265645000000.0,8114142000000.0,-490192000000.0,644612306,920739000000.0,768922000000.0,519480000000.0,2993486000000.0,5160242000000.0,2344867000000.0,5256493000000.0,10371256000000.0,783352000000.0,,3778129000000.0,85457000000.0,261892000000.0,7950798000000.0,12442000000.0,1501764000000.0,2304784000000.0,5326513000000.0,-751730000000.0,50076000000.0,-66953000000.0,1552274000000.0,54000000.0,834429000000.0,23421145000000.0,572215000000.0,33762796000000.0,6485280000000.0,2329.668,538114000000.0,1515885000000.0,-78277000000.0,-2880499000000.0,-2606726000000.0,-7814000000.0,10202989000000.0,-964583000000.0,7554000000.0,297662000000.0,-707881000000.0,17136734000000.0,44639000000.0,-429198000000.0,11939704000000.0,,1908590000000.0,315790000000.0,273556000000.0,-23391540000000.0,519480000000.0
2016-12-31,13764000000.0,-226183000000.0,15953164000000.0,636118559,31297663000000.0,15181233000000.0,-28434000000.0,2096139000000.0,2608.167,-706091000000.0,362991000000.0,1505242000000.0,891081000000.0,5056810000000.0,2389000000.0,0.0,1675967000000.0,6478646000000.0,1583611000000.0,402445000000.0,1117326000000.0,474931000000.0,15971399000000.0,269797000000.0,8233781000000.0,0.0,636118559,1125816000000.0,1505242000000.0,436038000000.0,3068558000000.0,5996628000000.0,2240926000000.0,6444099000000.0,10374212000000.0,576132000000.0,,4243168000000.0,61869000000.0,777869000000.0,8737134000000.0,75585000000.0,1659127000000.0,3776354000000.0,5455151000000.0,-1060799000000.0,49112000000.0,736131000000.0,2081374000000.0,86952000000.0,768922000000.0,25301035000000.0,753884000000.0,35339956000000.0,6699743000000.0,2608.167,479765000000.0,1660101000000.0,-154109000000.0,-2462208000000.0,-3125842000000.0,798000000.0,10451395000000.0,-1044829000000.0,88549000000.0,290454000000.0,-37625000000.0,17091816000000.0,44639000000.0,-103666000000.0,12035006000000.0,,1932452000000.0,344787000000.0,259846000000.0,-24965744000000.0,436038000000.0
2017-12-31,-261468000000.0,-234727000000.0,17835946000000.0,636118559,33428669000000.0,15399474000000.0,10469000000.0,3403249000000.0,4060.602,-706091000000.0,336998000000.0,1457735000000.0,1660948000000.0,5069965000000.0,7052000000.0,0.0,2599829000000.0,5808056000000.0,1487627000000.0,351711000000.0,994221000000.0,219791000000.0,17842139000000.0,282798000000.0,10426667000000.0,0.0,636118559,1327906000000.0,1457735000000.0,745654000000.0,3247519000000.0,6201799000000.0,2126007000000.0,7109123000000.0,10144882000000.0,761166000000.0,,3855820000000.0,44696000000.0,129753000000.0,8290351000000.0,-26151000000.0,2599829000000.0,3586965000000.0,6949868000000.0,-875434000000.0,44094000000.0,-41405000000.0,2218901000000.0,28434000000.0,1505242000000.0,27226870000000.0,2174577000000.0,35844640000000.0,6914006000000.0,4060.602,978693000000.0,2657595000000.0,-221266000000.0,-3070607000000.0,-2861599000000.0,-17958000000.0,10962421000000.0,-826618000000.0,46144000000.0,299100000000.0,-206349000000.0,17520013000000.0,44639000000.0,-465770000000.0,12450048000000.0,414000000.0,1915017000000.0,395276000000.0,272403000000.0,-25699758000000.0,745654000000.0
2018-12-31,25949000000.0,-373442000000.0,22144541000000.0,636243027,42369111000000.0,20019861000000.0,3467000000.0,3975966000000.0,4891.326,-706091000000.0,140711000000.0,1506699000000.0,1064272000000.0,5202977000000.0,43102000000.0,,3127887000000.0,8587576000000.0,1246112000000.0,381302000000.0,1036961000000.0,182343000000.0,22470822000000.0,339267000000.0,13477718000000.0,,636243027,1299217000000.0,1506699000000.0,843978000000.0,3284339000000.0,7958839000000.0,2008640000000.0,6847557000000.0,10718354000000.0,1240756000000.0,,4332580000000.0,26972000000.0,371821000000.0,13172304000000.0,-58487000000.0,3112084000000.0,5513510000000.0,7567624000000.0,-3356379000000.0,58122000000.0,46542000000.0,2747455000000.0,,1457735000000.0,34410272000000.0,2967237000000.0,38336722000000.0,6396600000000.0,4891.326,2269792000000.0,3131988000000.0,-862949000000.0,-4047725000000.0,-3295619000000.0,-13429000000.0,10424871000000.0,-238313000000.0,175841000000.0,307319000000.0,-442357000000.0,16873960000000.0,44639000000.0,-304357000000.0,11670983000000.0,789000000.0,2938563000000.0,387675000000.0,288053000000.0,-27618368000000.0,843978000000.0
