date,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualCurrentAccruedExpenses,annualOperatingExpense,annualCashAndCashEquivalents,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualDilutedAverageShares,annualChangesInAccountReceivables,annualCurrentAssets,annualInterestExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualRetainedEarnings,annualCurrentDeferredRevenue,annualLongTermDebt,annualCashDividendsPaid,annualBasicAverageShares,annualBeginningCashPosition,annualCostOfRevenue,annualTaxProvision,annualTotalAssets,annualNetIncome,annualCurrentDebt,annualOtherCurrentAssets,annualOtherNonCashItems,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualStockholdersEquity,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,annualChangeInInventory,annualInvestingCashFlow,annualBasicEPS,annualDepreciationAndAmortization,annualPurchaseOfInvestment,annualCapitalStock,annualAccountsReceivable,annualGoodwill,annualGrossProfit,annualCurrentLiabilities,annualNetPPE,annualOtherIntangibleAssets,annualOperatingCashFlow,annualInventory,annualRepaymentOfDebt,annualEbitda,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualTotalRevenue,annualNetOtherInvestingChanges,annualDilutedEPS,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualOtherIncomeExpense,annualOperatingIncome,annualGrossPPE,annualAccountsPayable,annualStockBasedCompensation,annualResearchAndDevelopment
2009-12-31,,625937102.1,,2197670859.96,4632642437.88,-2645462561.76,1653427570.32,880000000,,6366602474.58,260074175.82,18286711.02,-14647028.46,93383598.84,1637246547.36,-4438856.28,1688223055.32,,-5637841347,-270521800.8,5125135487.7,-707488739.46,,6285873956.22,371927068.44,1228960067.82,-1114024220.4,880000000,4871996463.6,4635053428.26,508976381.94,13949271980.28,1637246547.36,1041655597.92,17548897.08,-791180486.22,2032684887.6,7582669505.7,8769313774.02,-1721067,177242962.56,47913008.7,139571050.8,-12963375.96,-2222482659.78,1.860507,883996881.24,-125639387.58,2482790302.08,1172947568.16,,4030102867.5,3436912432.38,3969262400.76,2840480404.98,1937973822.3,42211038.9,-1412970565.14,3306475009.32,231956430.78,-292641253.2,,4726026036.72,0,8665156295.76,479948716.26,1.860507,2162403952.26,,-8132415.72,4624794372.36,115754476.68,1832432007.54,9607103747.76,1554590433.96,,
2010-12-31,,674654264.4,,2307526422,5139486493.2,-1626319713.6,1754002100.4,880000000,,6906584143.2,159783136.8,221477276.4,-18693920.4,12764036.4,1821261926.4,-121171965.6,2720665020,,-5425134141.6,-552184261.2,5542285926,338756685.6,,7156647818.4,255539090.4,2190346622.4,-919118012.4,880000000,4809652648.8,5212438074,499291563.6,15244256296.8,1821261926.4,678747596.4,307762536,-589940968.8,2230383456,8337672153.6,9739353542.4,,144908622,109769779.2,149538912,4798381.2,-1097092352.4,2.06223,1178745765.6,-26088376.8,2582030246.4,1270257416.4,219852394.8,4098091471.2,2821620906,4775067884.4,2440519245.6,1965076399.2,37954370.4,-1202929108.8,3591822566.4,250318924.8,395356728,,5152250529.6,0,9310529545.2,432307220.4,2.06223,2253293664,,-472627318.8,5130309958.8,191186619.6,1790565049.2,10200202026,1481655446.4,,
2011-12-31,,823888080,,2612914587,4729831429.5,-1619580393,1367200561.5,880000000,-519023470.5,8416181907,546131304,81076.5,-742887,1593213561,1417347319.5,-30177427.5,2458505335.5,82684831.5,-6103944234,-425321662.5,6348848058,126066415.5,,11414255121,223197948,1993689990,-7521259.5,880000000,6215111428.5,6653793744,550929901.5,17155789285.5,1417347319.5,1532981263.5,374192559,-57882964.5,2370371409,8739607378.5,10921076199,,127033677,21100630.5,116695480.5,-11520405,-2659463811,1.602675,1743239025,-1619016628.5,3085062642,1588309375.5,,3923256010.5,3890342722.5,5108950800,2349913734,1745646808.5,49153099.5,-974616835.5,4207500792,174727399.5,-854282340,,6323044990.5,0,10577049754.5,540721804.5,1.602675,1918130463,,59534662.5,4727787547.5,531183060,1310341423.5,11212895034,1752549624,,
2012-12-31,,512434780,304717729.37,2297882974.62,7034717201.95,-1732491822.74,2055345443.17,880000000,-873536460.74,9825218422.77,201376118.16,3812801.44,505267.86,39785364.65,2076319434.55,522273169.43,1740843076.27,-8620013.03,-6699792696.51,-907935885.01,5954083629.16,396538516.68,,12914006853.99,163344857.18,1078083941,-15202829.05,880000000,4492664429.85,6490199704.57,522273169.43,18783128438.28,2076319434.55,1943143727.11,36123068.53,-629907765.72,2192475498.72,8957910015.51,12970088002.99,,79138922.37,1611315331.11,137126472.09,-38126222.67,545694663.99,2.374042,1413015613.36,-49523417.2,2931635792.92,1021859453.6,33001874.87,4019706836.94,4213240552.89,5484842084.27,2289289837.54,2129030339.42,87620972.19,-1493500124.96,4192010344.12,48055990.33,2367970077.03,-2917133530.3,7074502566.6,2646385.21,10509906541.51,702582126.25,2.374042,2577618612.6,,-306754926.38,7034717201.95,388160387.2,1721823862.32,12184634780.78,873704883.36,,
2013-12-31,,541010043.9,326115614.43,2717876410.29,8086610738.52,-1798201799.46,2610385670.16,880000000,-816169098.33,11582810385.39,120864713.94,3779278.2,72188.46,57385579.32,2607676479.72,659666640.24,2226808041.57,-26348787.9,-7060628004.39,-756919358.19,6515373703.68,312236321.4,,17909203193.55,195802704.99,1481205286.08,-1040363.1,880000000,8336100425.85,7841513931.3,659666640.24,21173805275.22,2607676479.72,1791772780.14,54069156.54,-739940207.76,2655834675.3,9590994889.83,14839019496.99,-1583899.74,65290215.69,1027623.96,138164466.06,16983396.81,-997175292.21,2.972466,1755411028.2,-20902805.55,3473971970.76,1159238384.91,32663154.96,4845410457.03,4288565662.11,5834129083.47,2317434283.53,2110438120.86,69736175.55,-2164061407.5,5146328052.54,63394207.02,855082924.65,-6593426414.46,8143996317.84,2110450.86,12686924388.33,799875738.27,2.972466,3270052310.4,,-258179904,8086107542.49,437890951.98,2127534046.74,12894757087.86,970240503.87,,
2014-12-31,0,669727228.5,344419713,2781072508.5,9061480197,-2394384943.5,1560116002.5,880000000,-1100904453,13351322853,132638418,19952064,-74448,19412316,2012245686,778395717,1998921820.5,197501238,-6837197301,-1005189916.5,7006454829,-528946060.5,,21631827244.5,164962809,1215789349.5,-8775558,880000000,8860407781.5,7853063526,778395717,23771867575.5,2012245686,2453275638,57869361,-997773034.5,2698404984,10420544722.5,17149443448.5,-29655895.5,60509938.5,51704136,155291548.5,-2803432.5,-1333338088.5,2.268338,1739444949,-34897.5,3806628606,1316312761.5,32940913.5,4972591305,5007533008.5,5912909095.5,2422472778,1865438883,71556160.5,-4786659751.5,4210595086.5,83712123,623978932.5,-8343001161,9080892513,842193,12825654831,802891435.5,2.268338,2338511719.5,38098000,91878138,9061480197,-726086691,2191518796.5,12750106396.5,1162170504,,
2015-12-31,,981939000,324900000,2753130000,2918796000,-4596970000,1903551000,880000000,-821208000,8794857000,292807000,40001000,-349243000,0,2067654000,667112000,5483991000,348472000,-6801871000,-1321038000,11788408000,-2695664000,,11258411000,121078000,3451337000,-4025515000,880000000,9031881000,7769483000,667112000,26207310000,2067654000,723355000,77966000,-506945000,2527138000,17412453000,14354817000,-267920000,113437000,20420000,12855000,-4526000,-3830880000,2.35,1667750000,0,2200000000,1489869000,32834000,4999932000,6304417000,6821494000,8199803000,1901306000,75471000,-6900244000,4531220000,47500000,-6549090000,861111000,2918796000,2290000,12769415000,989398000,2.35,2570663000,83889000,-4619516000,2918796000,-123204000,2246802000,13623365000,1555767000,,
2016-12-31,-65607000,0,321627000,2655644000,6052352000,-3637184000,1585967000,877273775,-1199319000,13350846000,436328000,43726000,-9000000,,1492088000,423160000,8172903000,-2733901000,-7751457000,-3231320000,15531761000,-3030047000,,12739181000,93800000,6893563000,-51416000,877273775,2918796000,9236607000,423160000,31600158000,1492088000,2839485000,138647000,-137948000,2401097000,18249312000,16011765000,0,458160000,0,71638000,-62090000,-2976708000,1.7,2203351000,0,2200000000,3003327000,32834000,5048954000,7358858000,8195705000,8203155000,607137000,131973000,-4932768000,4648806000,58244000,2469460000,1102896000,6052352000,41726000,14285561000,401151000,1.7,2009127000,74241000,4839031000,6052352000,-618401000,2393310000,15947162000,1718788000,,
2017-12-31,0,654000,384219000,3313229000,4712333000,-4110042000,2037759000,877273775,-1318134000,14069106000,659342000,45835000,-60222000,11338000,1979129000,571758000,9713538000,-507043000,-8353357000,-2349717000,18937381000,-1008776000,,11267500000,193831000,8149831000,-2990706000,877273775,6052352000,11350174000,571758000,33982469000,1979129000,4263598000,145642000,296873000,2589996000,19913363000,14989161000,,651122000,0,103105000,27871000,-3304648000,2.25,2596980000,-11992000,2200000000,4818868000,32834000,6281890000,9223843000,9665408000,8307576000,3101266000,104102000,-22828266000,5865839000,323691000,-1770125000,1542679000,4723671000,110108000,17632064000,,2.25,2609517000,85646000,-1566743000,4712333000,-192396000,2968661000,18018765000,2527152000,,
2018-12-31,-94620000,19413000,547243000,2440231000,7419239000,-5430377000,2177335000,873900093,203119000,18337109000,807120000,12572000,294444000,51863000,2021065000,495481000,14971673000,-501980000,-10629048000,-1730451000,26711721000,399477000,,11324446000,264704000,12092681000,-1900000000,873900093,4712333000,14145993000,495481000,42765275000,2021065000,6648908000,151532000,1038272000,2273217000,24428166000,15921744000,-19500000,862360000,2577000,133597000,-76883000,-4535569000,2.325,4287974000,-42454000,2200000000,5520927000,32834000,7146482000,11740048000,12433533000,10349723000,5829854000,180434000,-45363590000,7767910000,3809000,759902000,2503537000,7471102000,165265000,21292475000,,2.325,2672816000,134095000,-534383000,7419239000,-1818219000,4706251000,23062581000,2372512000,,
2019-12-31,-9998000,41701000,663328000,2681534000,10238715000,-5859244000,2504254000,873568993,769847000,19332144000,864492000,1045000,704840000,350970000,3246487000,785630000,14976506000,92427000,-12688915000,-186937000,27632031000,3167311000,,13138987000,346952000,11576091000,-1010000000,873568993,7419239000,17083480000,785630000,45714975000,3246487000,7196581000,156126000,1427216000,2308334000,26382831000,18046489000,-38000000,1165630000,84655000,121258000,2035000,-3027326000,3.725,5046565000,-369591000,2200000000,5154806000,32834000,8053655000,12655525000,13838157000,11678658000,9026555000,178399000,-32739015000,9200941000,,2521272000,2816359000,,86617000,25137135000,,3.725,3289884000,142193000,-3477957000,10238715000,-1483492000,5372121000,26527072000,2728485000,,
