date,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualOperatingExpense,annualTotalRevenue,annualCapitalStock,annualDeferredIncomeTax,annualInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualInventory,annualGrossProfit,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,annualBasicAverageShares,annualGoodwill,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualCostOfRevenue,annualOperatingIncome,annualInvestingCashFlow,annualCashDividendsPaid,annualFreeCashFlow,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualEndCashPosition,annualLongTermDebt,annualBasicEPS,annualOtherCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualDilutedAverageShares,annualCashAndCashEquivalents,annualCurrentLiabilities,annualStockholdersEquity,annualInvestmentsAndAdvances,annualTaxProvision,annualCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDilutedEPS,annualEbitda,annualCurrentAssets,annualNetPPE,annualResearchAndDevelopment
1989-12-31,,723000000,,,,,,,,,,,,,,,,846000000,,,7492000000,,,,,,,,,,,539552239,,,,846000000,,,,,,,7492000000,,,,,,,,,1.34,,,,539552239,,,,,,,,,,,,,,,,,1.34,7492000000,,,
1990-12-31,,488500000,,,,,,,,,,,,,,,,603500000,,,7975000000,,,,,,,,,,,508854167,,,,603500000,,,,,,,7975000000,,,,,,,,,0.96,,,,508854167,,,,,,,,,,,,,,,,,0.96,7975000000,,,
1991-12-31,,768000000,,,,,,,,,,,,,,,,876000000,,,8050000000,,,,,,,,,,,552517986,,,,876000000,,,,,,,8050000000,,,,,,,,,1.39,,,,552517986,,,,,,,,,,,,,,,,,1.39,8050000000,,,
1992-12-31,,849000000,,,,,,,,,,,,,,,,953000000,,,8073000000,,,,,,,,,,,562251656,,,,953000000,,,,,,,8073000000,,,,,,,,,1.51,,,,562251656,,,,,,,,,,,,,,,,,1.51,8073000000,,,
1993-12-31,,1002000000,,,,,,,,,,,,,,,,1002000000,,,8489000000,,,,,,,,,,,638216561,,,,1002000000,,,,,,,8489000000,,,,,,,,,1.57,,,,638216561,,,,,,,,,,,,,,,,,1.57,8489000000,,,
1994-12-31,30694000000.0,989000000,978000000.0,13888000000.0,,-39000000.0,178000000.0,-1536000000.0,,24674000000.0,-11000000.0,-35000000.0,-128000000.0,,-293000000.0,978000000.0,,989000000,,3536000000.0,8297000000,3283000000.0,-4000000.0,678000000.0,4865000000.0,-9577000000.0,,907000000.0,5962000000.0,19000000.0,-87000000.0,650657895,,27042000000.0,18856000000.0,989000000,3191000000.0,1022000000.0,-405000000.0,,806000000.0,2335000000.0,2426000000,-1857000000.0,-766000000.0,575000000.0,1700000000.0,,,139000000.0,7593000000.0,1.52,300000000.0,1050000000.0,,650657895,139000000.0,2778000000.0,8186000000.0,,711000000.0,994000000.0,,2111000000.0,,,139000000.0,379000000.0,,,-1000000.0,795000000.0,1.52,3476000000,2368000000.0,21117000000.0,
1995-12-31,33093000000.0,1103000000,2179000000.0,15018000000.0,,633000000.0,139000000.0,-1401000000.0,,27044000000.0,-24000000.0,-237000000.0,39000000.0,,695000000.0,2179000000.0,,1103000000,,3872000000.0,9180000000,,117000000.0,716000000.0,5431000000.0,-10067000000.0,,879000000.0,6563000000.0,-73000000.0,153000000.0,664457831,,30554000000.0,21551000000.0,1103000000,3483000000.0,1519000000.0,,,785000000.0,2617000000.0,2691000000,-2377000000.0,-811000000.0,914000000.0,1908000000.0,,,772000000.0,8306000000.0,1.66,340000000.0,1258000000.0,,664457831,772000000.0,4281000000.0,8772000000.0,,805000000.0,1317000000.0,,2315000000.0,,,772000000.0,277000000.0,,,-1000000.0,949000000.0,1.66,3949000000,3510000000.0,23026000000.0,
1996-12-31,34190000000.0,1127000000,708000000.0,1161000000.0,-2448000000.0,-327000000.0,772000000.0,-1229000000.0,,27235000000.0,-812000000.0,-110000000.0,104000000.0,,-1435000000.0,1674000000.0,0.0,1127000000,132000000.0,2549000000.0,10358000000,4365000000.0,57000000.0,683000000.0,6405000000.0,-10921000000.0,,780000000.0,5150000000.0,-137000000.0,-275000000.0,672590000,318000000.0,30292000000.0,19721000000.0,1127000000,3764000000.0,1157000000.0,,,788000000.0,5208000000.0,2601000000,-1293000000.0,-846000000.0,1172000000.0,1127000000.0,,,445000000.0,7935000000.0,1.68,422000000.0,16000000.0,1201000000.0,672590000,445000000.0,3798000000.0,10196000000.0,1183000000.0,,291000000.0,15923000000.0,2401000000.0,,,445000000.0,171000000.0,,0.0,-179000000.0,0.0,1.68,3011000000,3057000000.0,23269000000.0,
1997-12-31,35586000000.0,972000000,608000000.0,1141000000.0,-970000000.0,156000000.0,445000000.0,-1859000000.0,,31668000000.0,-958000000.0,126000000.0,77000000.0,,2296000000.0,2848000000.0,-2925000000.0,972000000,133000000.0,2702000000.0,12611000000,3960000000.0,-5000000.0,853000000.0,6150000000.0,-11934000000.0,,707000000.0,5367000000.0,158000000.0,-13000000.0,685033000,1888000000.0,35271000000.0,24696000000.0,972000000,3842000000.0,1792000000.0,,,1049000000.0,7244000000.0,2665000000,-4765000000.0,-889000000.0,766000000.0,972000000.0,,,601000000.0,10274000000.0,1.42,404000000.0,-92000000.0,1471000000.0,685033000,601000000.0,5387000000.0,10140000000.0,3686000000.0,,370000000.0,19309000000.0,2625000000.0,,,601000000.0,360000000.0,,0.0,-660000000.0,0.0,1.42,3296000000,3603000000.0,23652000000.0,
1998-12-31,37363000000.0,977000000,542000000.0,705000000.0,-2439000000.0,271000000.0,601000000.0,-2005000000.0,,32486000000.0,-965000000.0,488000000.0,-45000000.0,,159000000.0,3354000000.0,-998000000.0,977000000,125000000.0,3025000000.0,11403000000,3868000000.0,-22000000.0,888000000.0,5919000000.0,-13239000000.0,,767000000.0,5677000000.0,-62000000.0,86000000.0,697000000,2067000000.0,36192000000.0,25491000000.0,977000000,3878000000.0,1910000000.0,,15000000.0,1027000000.0,5726000000.0,2652000000,-2636000000.0,-933000000.0,743000000.0,977000000.0,,50000000.0,872000000.0,10472000000.0,1.4,81000000.0,-199000000.0,1773000000.0,697000000,959000000.0,5742000000.0,10166000000.0,2720000000.0,,345000000.0,19749000000.0,2748000000.0,-17000000.0,1185000000.0,959000000.0,234000000.0,,,-364000000.0,0.0,1.4,3638000000,3706000000.0,24124000000.0,
1999-12-31,38620000000.0,1276000000,794000000.0,540000000.0,-1847000000.0,-406000000.0,872000000.0,-2560000000.0,,34867000000.0,49000000.0,0.0,-76000000.0,,1085000000.0,4491000000.0,-1800000000.0,1276000000,133000000.0,2864000000.0,11585000000,3872000000.0,137000000.0,934000000.0,5838000000.0,-14076000000.0,,896000000.0,5712000000.0,-44000000.0,-139000000.0,685000000,2106000000.0,38396000000.0,28098000000.0,1276000000,4232000000.0,1711000000.0,,-92000000.0,895000000.0,5873000000.0,2848000000,-4214000000.0,-921000000.0,163000000.0,2002000000.0,,155000000.0,466000000.0,11747000000.0,1.86,199000000.0,172000000.0,1522000000.0,690718563,538000000.0,7133000000.0,9573000000.0,3170000000.0,726000000.0,401000000.0,20965000000.0,2723000000.0,-147000000.0,2649000000.0,538000000.0,24000000.0,,,-948000000.0,0.0,1.86,4458000000,3529000000.0,24544000000.0,
2000-12-31,35972000000.0,1313000000,445000000.0,58000000.0,-690000000.0,45000000.0,154000000.0,-2225000000.0,,28537000000.0,-214000000.0,-54000000.0,63000000.0,,-379000000.0,1747000000.0,,994000000,140000000.0,2559000000.0,10066000000,3871000000.0,97000000.0,659000000.0,5289000000.0,-14350000000.0,,703000000.0,4963000000.0,-70000000.0,-81000000.0,653000000,,31362000000.0,20304000000.0,1313000000,4672000000.0,1752000000.0,,-93000000.0,869000000.0,5103000000.0,2404000000,-2306000000.0,-873000000.0,593000000.0,1582000000.0,,88000000.0,199000000.0,7843000000.0,2.01,187000000.0,136000000.0,1337000000.0,653000000,205000000.0,3737000000.0,11058000000.0,1451000000.0,588000000.0,240000000.0,16567000000.0,2818000000.0,180000000.0,,205000000.0,910000000.0,,,-415000000.0,3320000000.0,2.01,3578000000,2825000000.0,21622000000.0,
2001-12-31,38104000000.0,1262000000,445000000.0,855000000.0,-1185000000.0,155000000.0,199000000.0,-2617000000.0,,26868000000.0,-184000000.0,-3000000.0,-242000000.0,,507000000.0,2331000000.0,,1119000000,153000000.0,2617000000.0,10155000000,3871000000.0,-22000000.0,557000000.0,5222000000.0,-15020000000.0,,944000000.0,5008000000.0,120000000.0,-119000000.0,689000000,,29824000000.0,21472000000.0,1262000000,4517000000.0,1436000000.0,,7000000.0,847000000.0,5147000000.0,2391000000,-2736000000.0,-922000000.0,-233000000.0,1677000000.0,,160000000.0,354000000.0,8297000000.0,1.83,223000000.0,-334000000.0,1358000000.0,694000000,377000000.0,4372000000.0,8352000000.0,1530000000.0,558000000.0,243000000.0,17100000000.0,2384000000.0,-51000000.0,,377000000.0,395000000.0,,,0.0,0.0,1.82,3592000000,2956000000.0,23084000000.0,
2002-12-31,40091000000.0,1318000000,593000000.0,777000000.0,-2338000000.0,-81000000.0,354000000.0,-2717000000.0,,28832000000.0,-265000000.0,50000000.0,113000000.0,,49000000.0,2646000000.0,,1318000000,169000000.0,2565000000.0,10549000000,3881000000.0,172000000.0,492000000.0,5271000000.0,-15449000000.0,,838000000.0,5146000000.0,224000000.0,-244000000.0,708000000,,31799000000.0,22791000000.0,1318000000,4874000000.0,711000000.0,0.0,-82000000.0,986000000.0,5403000000.0,2581000000,-2961000000.0,-958000000.0,114000000.0,1846000000.0,37000000.0,113000000.0,273000000.0,8658000000.0,1.86,350000000.0,-54000000.0,1158000000.0,714000000,273000000.0,5014000000.0,9008000000.0,1673000000.0,528000000.0,288000000.0,17777000000.0,2831000000.0,118000000.0,,273000000.0,451000000.0,,,-70000000.0,0.0,1.85,3496000000,2967000000.0,24642000000.0,
2003-12-31,41838000000.0,1474000000,263000000.0,264000000.0,-3375000000.0,38000000.0,273000000.0,-2002000000.0,,32128000000.0,-318000000.0,-544000000.0,-29000000.0,,-834000000.0,1309000000.0,,1474000000,189000000.0,2550000000.0,11251000000,4098000000.0,451000000.0,527000000.0,5574000000.0,-14304000000.0,,887000000.0,5445000000.0,-1000000.0,-120000000.0,727000000,,35045000000.0,24974000000.0,1474000000,5343000000.0,696000000.0,-72000000.0,-113000000.0,700000000.0,5806000000.0,2895000000,-2194000000.0,-1004000000.0,1064000000.0,2086000000.0,,154000000.0,311000000.0,10164000000.0,2.03,127000000.0,-96000000.0,1163000000.0,732000000,311000000.0,3617000000.0,10071000000.0,1884000000.0,612000000.0,316000000.0,21357000000.0,3066000000.0,-68000000.0,,311000000.0,470000000.0,,,0.0,0.0,2.02,3776000000,2917000000.0,27534000000.0,
2004-12-31,43312000000.0,1532000000,260000000.0,1604000000.0,-1386000000.0,62000000.0,311000000.0,-2110000000.0,,33499000000.0,-95000000.0,-79000000.0,-39000000.0,,-378000000.0,1409000000.0,,1532000000,200000000.0,2609000000.0,11902000000,4270000000.0,590000000.0,640000000.0,6162000000.0,-14951000000.0,,927000000.0,5436000000.0,-538000000.0,-45000000.0,739000000,,36962000000.0,26123000000.0,1532000000,5839000000.0,755000000.0,-97000000.0,-133000000.0,885000000.0,6466000000.0,2827000000,-2252000000.0,-1045000000.0,582000000.0,2119000000.0,,47000000.0,373000000.0,12449000000.0,2.07,172000000.0,-165000000.0,1178000000.0,743000000,373000000.0,3791000000.0,10839000000.0,2273000000.0,587000000.0,316000000.0,22332000000.0,2692000000.0,29000000.0,,373000000.0,124000000.0,,,-28000000.0,0.0,2.06,3937000000,3463000000.0,28361000000.0,
2005-12-31,45207000000.0,1591000000,721000000.0,267000000.0,-1285000000.0,-166000000.0,368000000.0,-2370000000.0,,35672000000.0,-65000000.0,847000000.0,-188000000.0,,-67000000.0,2159000000.0,,1591000000,220000000.0,5366000000.0,13554000000,11285000000.0,,747000000.0,6574000000.0,-15727000000.0,,1069000000.0,8328000000.0,-1003000000.0,-855000000.0,744000000,,39877000000.0,28592000000.0,1591000000,,868000000.0,,,1229000000.0,5226000000.0,2962000000,-2629000000.0,-1098000000.0,160000000.0,2186000000.0,,,202000000.0,12846000000.0,2.14,1260000000.0,2135000000.0,1398000000.0,749000000,202000000.0,5240000000.0,11285000000.0,2373000000.0,595000000.0,348000000.0,23352000000.0,2530000000.0,71000000.0,,202000000.0,213000000.0,596000000.0,,-352000000.0,333000000.0,2.13,4331000000,4205000000.0,29480000000.0,
2006-12-31,47674000000.0,1573000000,775000000.0,306000000.0,-967000000.0,-35000000.0,202000000.0,-2994000000.0,,38839000000.0,-44000000.0,385000000.0,-239000000.0,28000000.0,-21000000.0,3359000000.0,,1574000000,249000000.0,5437000000.0,14356000000,12115000000.0,,866000000.0,6783000000.0,-16582000000.0,,1323000000.0,8661000000.0,-483000000.0,-733000000.0,743000000,,42858000000.0,30743000000.0,1573000000,,943000000.0,,,1081000000.0,5695000000.0,3224000000,-2834000000.0,-1140000000.0,-174000000.0,2355000000.0,,,167000000.0,12503000000.0,2.12,880000000.0,1858000000.0,1421000000.0,748000000,167000000.0,6353000000.0,12115000000.0,2493000000.0,781000000.0,335000000.0,24390000000.0,2820000000.0,-173000000.0,,167000000.0,137000000.0,743000000.0,,0.0,564000000.0,2.1,4642000000,4019000000.0,31092000000.0,
2007-12-31,50740000000.0,1734000000,679000000.0,347000000.0,-2566000000.0,34000000.0,167000000.0,-3545000000.0,,41057000000.0,84000000.0,-245000000.0,-110000000.0,28000000.0,348000000.0,2450000000.0,,1734000000,274000000.0,5656000000.0,15353000000,13465000000.0,,886000000.0,6590000000.0,-17413000000.0,,1435000000.0,8982000000.0,125000000.0,-972000000.0,756000000,,45789000000.0,32324000000.0,1734000000,,1000000000.0,,,1214000000.0,6371000000.0,3326000000,-3709000000.0,-1205000000.0,-150000000.0,2569000000.0,,,201000000.0,14143000000.0,2.29,1262000000.0,1823000000.0,1486000000.0,761000000,201000000.0,5631000000.0,13465000000.0,2116000000.0,835000000.0,389000000.0,26693000000.0,3395000000.0,105000000.0,,201000000.0,538000000.0,775000000.0,,,698000000.0,2.28,4941000000,4732000000.0,33327000000.0,
2008-12-31,54164000000.0,1742000000,954000000.0,330000000.0,-1469000000.0,216000000.0,201000000.0,-3961000000.0,,42989000000.0,-16000000.0,-467000000.0,-326000000.0,20000000.0,944000000.0,1570000000.0,,1742000000,302000000.0,5988000000.0,17127000000,14358000000.0,,866000000.0,6794000000.0,-18286000000.0,,1775000000.0,9494000000.0,-263000000.0,-911000000.0,771000000,,48347000000.0,33989000000.0,1742000000,,1054000000.0,,,1250000000.0,7633000000.0,3506000000,-4126000000.0,-1280000000.0,-563000000.0,2657000000.0,,,417000000.0,16816000000.0,2.26,1112000000.0,174000000.0,1704000000.0,775000000,417000000.0,5226000000.0,14358000000.0,1988000000.0,915000000.0,375000000.0,28763000000.0,3398000000.0,-74000000.0,,417000000.0,474000000.0,712000000.0,,,428000000.0,2.25,5227000000,5358000000.0,35878000000.0,
2009-12-31,58351000000.0,1645000000,945000000.0,1201000000.0,-1540000000.0,273000000.0,417000000.0,-4670000000.0,202000000.0,46173000000.0,39000000.0,-25000000.0,-471000000.0,23000000.0,1329000000.0,1752000000.0,,1710000000,331000000.0,2326000000.0,15743000000,4808000000.0,25000000.0,905000000.0,7151000000.0,-19121000000.0,585000000.0,2241000000.0,5800000000.0,-45000000.0,-1162000000.0,795000000,,52046000000.0,36461000000.0,1710000000,7885000000.0,953000000.0,-55000000.0,-88000000.0,1329000000.0,9943000000.0,3474000000,-4319000000.0,-1434000000.0,-1407000000.0,2608000000.0,,13000000.0,690000000.0,18131000000.0,2.07,694000000.0,-224000000.0,1788000000.0,795000000,690000000.0,5584000000.0,15585000000.0,1963000000.0,898000000.0,402000000.0,30877000000.0,3263000000.0,-125000000.0,,690000000.0,1286000000.0,1228000000.0,,0.0,0.0,2.07,5021000000,5873000000.0,39230000000.0,
2010-12-31,62176000000.0,1975000000,775000000.0,1257000000.0,-2966000000.0,-243000000.0,690000000.0,-4086000000.0,,49149000000.0,159000000.0,-33000000.0,105000000.0,33000000.0,22000000.0,2598000000.0,,2040000000,332000000.0,2382000000.0,17456000000,4926000000.0,1038000000.0,895000000.0,8298000000.0,-20174000000.0,,2135000000.0,6184000000.0,-59000000.0,-158000000.0,833333333,,55032000000.0,38123000000.0,2040000000,8366000000.0,1140000000.0,-2059000000.0,-70000000.0,1275000000.0,11272000000.0,3802000000,-4256000000.0,-1561000000.0,-95000000.0,3066000000.0,,8000000.0,447000000.0,18154000000.0,2.37,629000000.0,-209000000.0,1831000000.0,833333333,447000000.0,6472000000.0,16909000000.0,2271000000.0,1026000000.0,419000000.0,31651000000.0,3991000000.0,4000000.0,,447000000.0,772000000.0,2029000000.0,,0.0,0.0,2.37,5474000000,5883000000.0,42002000000.0,
2011-12-31,66109000000.0,2203000000,760000000.0,1321000000.0,-3170000000.0,868000000.0,447000000.0,-4525000000.0,0.0,52995000000.0,113000000.0,-458000000.0,-122000000.0,42000000.0,-852000000.0,2576000000.0,,2268000000,347000000.0,2618000000.0,17657000000,5035000000.0,1155000000.0,857000000.0,9644000000.0,-21154000000.0,,2270000000.0,6849000000.0,573000000.0,322000000.0,857000000,,59267000000.0,40982000000.0,2268000000,8968000000.0,1074000000.0,-2195000000.0,-111000000.0,1553000000.0,10808000000.0,4231000000,-4183000000.0,-1666000000.0,1378000000.0,3487000000.0,,13000000.0,1315000000.0,18647000000.0,2.57,588000000.0,-138000000.0,2048000000.0,857000000,1315000000.0,6577000000.0,18285000000.0,2118000000.0,1219000000.0,431000000.0,34405000000.0,5903000000.0,-5000000.0,,1315000000.0,723000000.0,2190000000.0,,,55000000.0,2.57,6061000000,6272000000.0,44955000000.0,
2012-12-31,70570000000.0,2350000000,817000000.0,1194000000.0,-3199000000.0,-687000000.0,1315000000.0,-4809000000.0,19000000.0,56987000000.0,124000000.0,169000000.0,-420000000.0,55000000.0,-417000000.0,3137000000.0,,2415000000,370000000.0,2701000000.0,16537000000,4764000000.0,1096000000.0,859000000.0,11043000000.0,-21964000000.0,234000000.0,2819000000.0,7145000000.0,-328000000.0,-356000000.0,868000000,,63149000000.0,43770000000.0,2415000000,9626000000.0,961000000.0,-1046000000.0,-123000000.0,1387000000.0,9392000000.0,4444000000,-5168000000.0,-1758000000.0,89000000.0,3749000000.0,,7000000.0,628000000.0,19274000000.0,2.707373,402000000.0,-87000000.0,2145000000.0,868000000,628000000.0,7014000000.0,18672000000.0,1973000000.0,1334000000.0,237000000.0,36756000000.0,4898000000.0,-89000000.0,,628000000.0,397000000.0,1043000000.0,,-430000000.0,442000000.0,2.707373,6395000000,6162000000.0,48606000000.0,
2013-12-31,74485000000.0,1644000000,589000000.0,1270000000.0,-2830000000.0,31000000.0,628000000.0,-5463000000.0,11000000.0,58947000000.0,120000000.0,9000000.0,451000000.0,59000000.0,-324000000.0,1922000000.0,,1710000000,380000000.0,4015000000.0,17087000000,4836000000.0,798000000.0,824000000.0,11731000000.0,-23059000000.0,-153000000.0,2298000000.0,7259000000.0,29000000.0,-277000000.0,887300000,,64546000000.0,44407000000.0,1710000000,9510000000.0,1027000000.0,-986000000.0,-75000000.0,1376000000.0,9828000000.0,3244000000,-5742000000.0,-1828000000.0,634000000.0,2559000000.0,,13000000.0,659000000.0,21344000000.0,1.852812,334000000.0,-108000000.0,2298000000.0,887300000,659000000.0,5536000000.0,19383000000.0,2130000000.0,849000000.0,251000000.0,38871000000.0,6097000000.0,72000000.0,,659000000.0,695000000.0,984000000.0,,-20000000.0,432000000.0,1.852812,5284000000,5599000000.0,51426000000.0,
2014-12-31,79130000000.0,1980000000,1116000000.0,1215000000.0,-1492000000.0,51000000.0,659000000.0,-5977000000.0,,64553000000.0,183000000.0,100000000.0,341000000.0,63000000.0,644000000.0,4105000000.0,,2048000000,390000000.0,3793000000.0,18499000000,4914000000.0,744000000.0,840000000.0,12968000000.0,-24059000000.0,-352000000.0,1969000000.0,7466000000.0,614000000.0,-429000000.0,908300000,,70923000000.0,49622000000.0,2048000000,9609000000.0,1090000000.0,-916000000.0,-128000000.0,1593000000.0,11033000000.0,3673000000,-6408000000.0,-1934000000.0,-162000000.0,3035000000.0,,151000000.0,710000000.0,20841000000.0,2.179897,573000000.0,-283000000.0,2293000000.0,908300000,710000000.0,8967000000.0,20324000000.0,2289000000.0,987000000.0,295000000.0,40655000000.0,5815000000.0,267000000.0,,710000000.0,806000000.0,914000000.0,,-5000000.0,445000000.0,2.179897,5814000000,6370000000.0,55071000000.0,
2015-12-31,85852000000.0,2367000000,1024000000.0,1532000000.0,-3859000000.0,694000000.0,710000000.0,-7393000000.0,,71792000000.0,164000000.0,-9000000.0,306000000.0,99000000.0,1700000000.0,4018000000.0,,2435000000,404000000.0,3396000000.0,17527000000,4690000000.0,1356000000.0,840000000.0,13728000000.0,-24253000000.0,243000000.0,1929000000.0,7678000000.0,-187000000.0,119000000.0,911600000,,78318000000.0,56218000000.0,2421000000,10010000000.0,1058000000.0,-1424000000.0,-130000000.0,1905000000.0,9849000000.0,4282000000,-7280000000.0,-2018000000.0,-1119000000.0,3629000000.0,,19000000.0,1404000000.0,24688000000.0,2.596534,651000000.0,-265000000.0,2395000000.0,911600000,1404000000.0,9129000000.0,20710000000.0,2267000000.0,1194000000.0,249000000.0,47089000000.0,6274000000.0,-353000000.0,,1404000000.0,256000000.0,1418000000.0,,-527000000.0,227000000.0,2.596534,6503000000,6526000000.0,61599000000.0,
2016-12-31,108568000000.0,2448000000,1546000000.0,2748000000.0,-3623000000.0,571000000.0,1404000000.0,-7310000000.0,,99975000000.0,168000000.0,98000000.0,-310000000.0,121000000.0,15725000000.0,4796000000.0,-12133000000.0,2529000000,558000000.0,4043000000.0,19896000000,5070000000.0,-127000000.0,1317000000.0,16539000000.0,-29852000000.0,-544000000.0,2782000000.0,8672000000.0,858000000.0,-599000000.0,990200000,6251000000.0,109697000000.0,82967000000.0,2493000000,10356000000.0,2188000000.0,-1160000000.0,-180000000.0,2825000000.0,11224000000.0,4629000000,-20048000000.0,-2104000000.0,-2416000000.0,3480000000.0,,193000000.0,1975000000.0,42629000000.0,2.472228,811000000.0,-409000000.0,2923000000.0,990200000,1975000000.0,12917000000.0,24876000000.0,3929000000.0,951000000.0,518000000.0,70050000000.0,4894000000.0,301000000.0,970000000.0,1975000000.0,3758000000.0,1154000000.0,,0.0,223000000.0,2.472228,7299000000,9722000000.0,78716000000.0,
