date,annualDeferredIncomeTax,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualTaxProvision,annualNetOtherFinancingCharges,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,annualTotalNonCurrentAssets,annualGrossProfit,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualChangeInWorkingCapital,annualChangeInInventory,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualPurchaseOfBusiness,annualOperatingExpense,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,annualInvestingCashFlow,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualRetainedEarnings,annualCurrentLiabilities,annualInventory,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCapitalStock,annualPurchaseOfInvestment,annualAccountsReceivable,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualAccountsPayable,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,annualEndCashPosition,annualEbitda,annualOtherIncomeExpense,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,annualPretaxIncome,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualBasicEPS,annualDilutedEPS,annualDilutedAverageShares,annualSellingGeneralAndAdministration,annualStockBasedCompensation,annualBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable
1989-12-31,,,,,,,,413500000,,,,,,,,3789800000,,,,,,,,413500000,,,,,413500000,,,,,,,,,,,,,,,,,,,,,3789800000,,,,,,,,,,3789800000,,,,,,,,,,,,,,,,,
1990-12-31,,,,,,,,339500000,,,,,,,,4178600000,,,,,,,,339500000,,,,,339500000,,,,,,,,,,,,,,,,,,,,,4178600000,,,,,,,,,,4178600000,,,,,,,,,,,,,,,,,
1991-12-31,,,,,,,,417400000,,,,,,,,4443700000,,,,,,,,417400000,,,,,417400000,,,,,,,,,,,,,,,,,,,,,4443700000,,,,,,,,,,4443700000,,,,,,,,,,,,,,,,,
1992-12-31,,,,,,,,434700000,,,,,,,,4596400000,,,,,,,,434700000,,,,,340500000,,,,,,,,,,,,,,,,,,,,,4596400000,,,,,,,,,,4596400000,,,,,,,,,,,,,,,,,
1993-12-31,,,,,,,,416000000,,,,,,,,4323900000,,,,,,,,416000000,,,,,416000000,,,,,,,,,,,,,,,,,,,,,4323900000,,,,,,,,,,4323900000,,,,,,,,,,,,,,,,,
1994-12-31,62700000.0,692100000.0,-502600000.0,-3689000000.0,-20000000.0,,317800000.0,399300000,200000.0,-4400000.0,277200000.0,218600000.0,4800000.0,,368900000.0,4001900000,11976300000.0,2732000000.0,694500000.0,8451600000.0,17900000.0,-53100000.0,10400000.0,399300000,488600000.0,-368800000.0,,1720000000.0,407500000,14900000.0,1269900000.0,-561800000.0,,2494300000.0,3842500000.0,548000000.0,4222900000.0,1221200000.0,1204100000.0,214700000.0,,12294100000.0,-639700000.0,,2910900000.0,,36400000.0,-289600000.0,9328500000.0,1012000000,,1197100000.0,332900000.0,,10400000.0,,,,10400000.0,1517400000,1400000.0,-59200000.0,13017500000.0,10400000.0,626100000.0,,6832800000.0,,,,,,,,,,
1995-12-31,78400000.0,1687100000.0,-339600000.0,-3916500000.0,-91400000.0,,337400000.0,1105500000,385800000.0,1300000.0,395300000.0,199600000.0,-30700000.0,,301100000.0,3730200000,11482200000.0,2617600000.0,499800000.0,7293600000.0,19000000.0,-75500000.0,7000000.0,1105500000,385800000.0,-371700000.0,,1712600000.0,397400000,10400000.0,1112600000.0,124900000.0,,2459400000.0,4526000000.0,555600000.0,3338400000.0,2326700000.0,1015600000.0,197700000.0,,11819600000.0,-963000000.0,,402400000.0,,49900000.0,1796900000.0,8864800000.0,905000000,,839400000.0,136000000.0,,11800000.0,,,,11800000.0,1411500000,800000.0,464500000.0,12781300000.0,11800000.0,597000000.0,,5885800000.0,,,,,,,,,,
1996-12-31,54100000.0,2293800000.0,-812900000.0,-4259100000.0,-632600000.0,,343900000.0,404900000,-100000.0,-3800000.0,401600000.0,200200000.0,12200000.0,,310000000.0,4095300000,11944000000.0,2748100000.0,101400000.0,8324700000.0,19200000.0,27800000.0,21600000.0,404900000,1592400000.0,-361100000.0,,1852600000.0,404900000,11800000.0,1347200000.0,-832900000.0,,2638700000.0,3963200000.0,577300000.0,3025700000.0,1997500000.0,2244100000.0,192200000.0,,12287900000.0,-85200000.0,,2582000000.0,,46600000.0,-255100000.0,8756400000.0,895500000,,914300000.0,157700000.0,,8000000.0,,,,8000000.0,1479400000,29200000.0,-20000000.0,13015500000.0,8000000.0,605100000.0,,5706900000.0,,,,,,,,,,
1997-12-31,35500000.0,2528900000.0,-1986200000.0,-4770200000.0,-405300000.0,,1518000000.0,420900000,2376100000.0,43700000.0,626500000.0,206400000.0,1019400000.0,,424200000.0,6873400000,16896600000.0,3355100000.0,-875400000.0,13518100000.0,42200000.0,-161200000.0,55200000.0,421100000,2376100000.0,-153600000.0,,2355700000.0,421100000,8000000.0,3518300000.0,-1981500000.0,25000000.0,3141900000.0,4896500000.0,778100000.0,5580200000.0,2013100000.0,3992900000.0,244900000.0,,18414600000.0,914400000.0,,3121800000.0,,973300000.0,-236300000.0,11269000000.0,999400000,,1110800000.0,879600000.0,,51700000.0,,,,51700000.0,1679500000,45100000.0,-20300000.0,16039200000.0,51700000.0,627500000.0,,9176100000.0,,,,,,,,,,
1998-12-31,-423900000.0,2788600000.0,-1035900000.0,-5499400000.0,,,1669200000.0,-141500000,-100000.0,-22000000.0,941700000.0,-30400000.0,-13100000.0,,543100000.0,11488500000,17469300000.0,4488700000.0,389500000.0,14816700000.0,343500000.0,141800000.0,-121800000.0,-141100000,2210200000.0,-426300000.0,,4187500000.0,-141100000,51700000.0,6999800000.0,-1229800000.0,,2692900000.0,4321800000.0,-139700000.0,7143000000.0,1445100000.0,4070900000.0,383800000.0,,19138500000.0,-217600000.0,,3146500000.0,,736700000.0,-267400000.0,11531100000.0,301200000,,1425400000.0,808000000.0,,29700000.0,,,,29700000.0,1183300000,65100000.0,-193900000.0,17030500000.0,29700000.0,-171500000.0,,10416700000.0,,,,,,,,,,
1999-12-31,601600000.0,2910300000.0,-1179500000.0,-6866300000.0,-90700000.0,,6253300000.0,1848600000,100000.0,59400000.0,1974900000.0,899100000.0,393200000.0,,511500000.0,15302800000,19967600000.0,4417200000.0,-17800000.0,20914600000.0,4546500000.0,-163100000.0,51600000.0,1849000000,7261300000.0,-427300000.0,,1353700000.0,1665700000,29700000.0,10885600000.0,-2896900000.0,,2721800000.0,5306300000.0,,4961300000.0,2500200000.0,10383900000.0,340500000.0,,26220900000.0,1794600000.0,,3192500000.0,-537100000.0,1104600000.0,-293000000.0,13267400000.0,3063500000,,1161700000.0,1036800000.0,,89100000.0,,,,89100000.0,3974600000,12900000.0,-120300000.0,20133700000.0,89100000.0,2564800000.0,,9555200000.0,,,,,,,,,,
2000-12-31,-41892000.0,3728583000.0,-1842385000.0,-7132000000.0,-27306000.0,,10007301000.0,447111000,6627696000.0,95205000.0,5922739000.0,377064000.0,-151311000.0,,754441000.0,29339384000,22069445000.0,5639730000.0,-496761000.0,26594686000.0,6132006000.0,-246842000.0,-74603000.0,447500000,6627696000.0,-426859000.0,,3760596000.0,771136000,80767000.0,23699654000.0,-3287818000.0,,2814628000.0,5482060000.0,-359045000.0,4996095000.0,2520350000.0,15739254000.0,483213000.0,,32076746000.0,2032311000.0,,3266930000.0,,2623492000.0,-184364000.0,15260155000.0,1879134000,,1345624000.0,3077926000.0,,175972000.0,,53809000.0,,175972000.0,2785462000,23507000.0,676048000.0,22392155000.0,175972000.0,1148200000.0,,9884340000.0,,,,,,,,,,
2001-12-31,-110279000.0,5670780000.0,-2053383000.0,-8357000000.0,-199687000.0,,6248735000.0,979701000,4096104000.0,-40298000.0,4120829000.0,499845000.0,-4903000.0,,657688000.0,46225837000,24431809000.0,6177577000.0,-340316000.0,22775005000.0,3384252000.0,-364816000.0,-74703000.0,980559000,4096104000.0,-433918000.0,,4188459000.0,918940000,175972000.0,40048260000.0,-2084961000.0,,2593294000.0,6858173000.0,50900000.0,5741944000.0,3176533000.0,9656782000.0,579673000.0,,30680544000.0,337348000.0,,3897301000.0,,1922708000.0,-215661000.0,15857170000.0,1989118000,,1713067000.0,1439840000.0,,135674000.0,,1796504000.0,,135674000.0,2900568000,168754000.0,-31578000.0,24214170000.0,135674000.0,1418785000.0,,10805189000.0,,,,,,,,,,
2002-12-31,317056000.0,4455392000.0,-854376000.0,-8492000000.0,,,1963128000.0,-3920234000,1157325000.0,276210000.0,1309206000.0,208026000.0,-213355000.0,,738245000.0,7922498000,17671151000.0,3932384000.0,-545967000.0,18212329000.0,382128000.0,-1059158000.0,53822000.0,-3920234000,1157325000.0,-324682000.0,,2602948000.0,386283000,35500000.0,3990114000.0,-754962000.0,,2679243000.0,1421950000.0,27966000.0,9194320000.0,-1062083000.0,3089988000.0,351816000.0,,19634279000.0,722763000.0,,3050000.0,,562977000.0,-565060000.0,11409369000.0,1329436000,,308409000.0,623457000.0,,311710000.0,,12994000.0,,311710000.0,1957935000,3118000.0,99414000.0,19901369000.0,311710000.0,594309000.0,,13226743000.0,,,,,,,,,,
2003-12-31,517442000.0,5471977000.0,-647750000.0,-8194000000.0,,,2272705000.0,483667000,225423000.0,-172801000.0,1598355000.0,216301000.0,-223718000.0,,933820000.0,9760124000,19103959000.0,4320217000.0,285678000.0,19437197000.0,696302000.0,-871526000.0,-61110000.0,483667000,225423000.0,-137440000.0,,2716053000.0,419711000,304281000.0,5439907000.0,-666881000.0,,3222308000.0,1760557000.0,29205000.0,10783064000.0,-700033000.0,2518336000.0,412926000.0,,21376664000.0,-439348000.0,,3063000.0,,636646000.0,-410889000.0,11811536000.0,1604164000,,933428000.0,694558000.0,,131480000.0,,9349000.0,,131480000.0,2404087000,-5579000.0,-19131000.0,20005536000.0,131480000.0,636012000.0,,15349100000.0,,,,,,,,,,
2004-12-31,264914000.0,5340462000.0,-530227000.0,-2777000000.0,,,2836524000.0,-904704000,1835988000.0,77723000.0,2483189000.0,138306000.0,-13882000.0,,777300000.0,8510428000,15325433000.0,2985977000.0,-54649000.0,17056455000.0,1101778000.0,-196923000.0,-8899000.0,-904704000,1835988000.0,-122881000.0,,1895858000.0,205715000,86922000.0,5524451000.0,1709192000.0,,2468833000.0,1105502000.0,-455953000.0,7193016000.0,-1727571000.0,5187200000.0,252134000.0,,18161957000.0,-2107047000.0,,3080000.0,,741715000.0,-61342000.0,8186393000.0,1090119000,,475578000.0,868023000.0,,164645000.0,,12211000.0,,164645000.0,1672215000,31202000.0,8419000.0,10963393000.0,164645000.0,344021000.0,,10734195000.0,,,,,,,,,,
2005-12-31,232000000.0,3968000000.0,-693000000.0,-3066000000.0,,,2891000000.0,252000000,339000000.0,-91000000.0,1514000000.0,153000000.0,-19000000.0,,710000000.0,9722000000,14225000000.0,3213000000.0,-630000000.0,15820000000.0,729000000.0,-979000000.0,-115000000.0,252000000,339000000.0,-124000000.0,,2153000000.0,225000000,165000000.0,6509000000.0,17000000.0,,2520000000.0,1296000000.0,18000000.0,8568000000.0,-1600000000.0,3014000000.0,382000000.0,,17116000000.0,-171000000.0,,3000000.0,,1098000000.0,-38000000.0,8492000000.0,1060000000,,63000000.0,1161000000.0,,74000000.0,,17000000.0,,74000000.0,1678000000,28000000.0,10000000.0,11558000000.0,74000000.0,378000000.0,,12032000000.0,,,,,,,,,,
2006-12-31,-234000000.0,3725000000.0,-1007000000.0,-3363000000.0,,,2995000000.0,432000000,1385000000.0,53000000.0,1826000000.0,62000000.0,-1000000.0,,600000000.0,9319000000,14638000000.0,3410000000.0,-16000000.0,16077000000.0,1001000000.0,200000000.0,-82000000.0,432000000,1385000000.0,-187000000.0,,2365000000.0,432000000,74000000.0,5909000000.0,-1056000000.0,,2362000000.0,1556000000.0,-62000000.0,7802000000.0,-1355000000.0,4221000000.0,399000000.0,,17633000000.0,118000000.0,,3000000.0,,1017000000.0,-69000000.0,9204000000.0,1045000000,,991000000.0,1010000000.0,,127000000.0,,27000000.0,,127000000.0,1700000000,49000000.0,-49000000.0,12567000000.0,127000000.0,494000000.0,,11025000000.0,,,,,,,,,,
2007-12-31,8000000.0,3648000000.0,-1114000000.0,-3510000000.0,,,2788000000.0,399000000,1547000000.0,2000000.0,1518000000.0,195000000.0,-4000000.0,,626000000.0,9623000000,15084000000.0,3628000000.0,-340000000.0,16062000000.0,701000000.0,-347000000.0,-102000000.0,399000000,1547000000.0,-218000000.0,,2411000000.0,399000000,127000000.0,5995000000.0,-1300000000.0,,2266000000.0,1810000000.0,6000000.0,8364000000.0,-1172000000.0,3791000000.0,490000000.0,,17872000000.0,528000000.0,,3000000.0,,910000000.0,-44000000.0,9740000000.0,1217000000,,774000000.0,726000000.0,,129000000.0,,22000000.0,,129000000.0,1913000000,3000000.0,-186000000.0,13250000000.0,129000000.0,594000000.0,,11412000000.0,,,,,,,,,,
2008-12-31,487000000.0,4649000000.0,-1020000000.0,-3710000000.0,,,3035000000.0,447000000,153000000.0,38000000.0,1798000000.0,278000000.0,-25000000.0,,602000000.0,11322000000,16641000000.0,3856000000.0,-169000000.0,17639000000.0,749000000.0,-760000000.0,-109000000.0,447000000,153000000.0,-246000000.0,,2583000000.0,447000000,129000000.0,7466000000.0,-1368000000.0,,2633000000.0,2037000000.0,-8000000.0,833000000.0,-970000000.0,2848000000.0,569000000.0,,19676000000.0,555000000.0,,3000000.0,,1009000000.0,-131000000.0,10296000000.0,1273000000,,851000000.0,897000000.0,,167000000.0,,80000000.0,,167000000.0,2009000000,54000000.0,-348000000.0,14006000000.0,167000000.0,725000000.0,,13946000000.0,,,,,,,,,,
2009-12-31,269000000.0,3907000000.0,-1160000000.0,-3982000000.0,,283000000.0,2904000000.0,372000000,697000000.0,573000000.0,181000000.0,176000000.0,-4000000.0,-1761000000.0,644000000.0,8281000000,16869000000.0,3910000000.0,681000000.0,17134000000.0,0.0,431000000.0,236000000.0,372000000,958000000.0,-276000000.0,,2786000000.0,372000000,167000000.0,4371000000.0,-896000000.0,,2792000000.0,2639000000.0,6000000.0,9119000000.0,-912000000.0,3038000000.0,327000000.0,1696000000.0,19773000000.0,-372000000.0,743000000.0,4000000.0,-115000000.0,790000000.0,-124000000.0,10788000000.0,1124000000,14096000000.0,1841000000.0,648000000.0,-237000000.0,1079000000.0,339000000.0,504000000.0,,740000000.0,1935000000,68000000.0,379000000.0,14770000000.0,740000000.0,548000000.0,463000000.0,1282000000.0,,,,,,,,,,
2010-12-31,199000000.0,172000000.0,-1509000000.0,-4273000000.0,,,2582000000.0,442000000,670000000.0,-541000000.0,171000000.0,263000000.0,181000000.0,-783000000.0,621000000.0,8785000000,17529000000.0,4211000000.0,-123000000.0,16913000000.0,54000000.0,-127000000.0,-54000000.0,442000000,481000000.0,-319000000.0,,2962000000.0,442000000,740000000.0,4574000000.0,-1420000000.0,,2943000000.0,3198000000.0,-2000000.0,9001000000.0,-789000000.0,2620000000.0,375000000.0,1696000000.0,20111000000.0,-507000000.0,864000000.0,4000000.0,-18000000.0,835000000.0,-117000000.0,11732000000.0,1249000000,14293000000.0,1386000000.0,667000000.0,-34000000.0,566000000.0,367000000.0,,,199000000.0,2190000000,77000000.0,107000000.0,16005000000.0,199000000.0,705000000.0,468000000.0,438000000.0,,,,,,,,,,
2011-12-31,443000000.0,157000000.0,-1303000000.0,-4466000000.0,,,2337000000.0,1357000000,563000000.0,21000000.0,164000000.0,404000000.0,20000000.0,-909000000.0,583000000.0,8450000000,19366000000.0,4395000000.0,585000000.0,17481000000.0,87000000.0,122000000.0,11000000.0,1357000000,546000000.0,-337000000.0,,3097000000.0,770000000,199000000.0,4055000000.0,-1206000000.0,,3832000000.0,4222000000.0,-328000000.0,8641000000.0,231000000.0,2593000000.0,353000000.0,1696000000.0,21703000000.0,-661000000.0,886000000.0,4000000.0,-12000000.0,773000000.0,-133000000.0,12402000000.0,1298000000,14888000000.0,1888000000.0,560000000.0,-81000000.0,606000000.0,386000000.0,,,220000000.0,2643000000,459000000.0,109000000.0,16868000000.0,220000000.0,1174000000.0,472000000.0,305000000.0,,,,,,,,,,
2012-12-31,328000000.0,197000000.0,-1212000000.0,-4780000000.0,,10000000.0,2874000000.0,417000000,662000000.0,426000000.0,150000000.0,340000000.0,-16000000.0,-1944000000.0,569000000.0,7452000000,19997000000.0,2705000000.0,648000000.0,18570000000.0,36000000.0,53000000.0,27000000.0,417000000,1438000000.0,-346000000.0,-365000000.0,1415000000.0,417000000,220000000.0,4747000000.0,-1603000000.0,,4153000000.0,4301000000.0,-169000000.0,8357000000.0,302000000.0,3575000000.0,322000000.0,1468000000.0,22871000000.0,169000000.0,1050000000.0,4000000.0,,768000000.0,-135000000.0,13597000000.0,1290000000,14995000000.0,1860000000.0,561000000.0,-6000000.0,1186000000.0,540000000.0,4000000.0,,646000000.0,2376000000,36000000.0,-26000000.0,18377000000.0,646000000.0,757000000.0,405000000.0,247000000.0,,,,,,,,,,
2013-12-31,356000000.0,162000000.0,-1286000000.0,-4545000000.0,,-256000000.0,2658000000.0,311000000,874000000.0,-438000000.0,124000000.0,470000000.0,7000000.0,-1580000000.0,484000000.0,8106000000,19212000000.0,2351000000.0,327000000.0,17541000000.0,24000000.0,126000000.0,-22000000.0,311000000,540000000.0,-355000000.0,0.0,1341000000.0,311000000,646000000.0,5755000000.0,-1300000000.0,9000000.0,4542000000.0,4329000000.0,-37000000.0,7817000000.0,258000000.0,3019000000.0,285000000.0,840000000.0,21870000000.0,-751000000.0,954000000.0,4000000.0,0.0,851000000.0,-90000000.0,9593000000.0,1010000000,14522000000.0,1613000000.0,689000000.0,152000000.0,975000000.0,767000000.0,4000000.0,,208000000.0,2219000000,255000000.0,-23000000.0,14138000000.0,208000000.0,781000000.0,4518000000.0,205000000.0,,,,,,,,,,
2014-12-31,280000000.0,542000000.0,-1372000000.0,-4856000000.0,,39000000.0,3268000000.0,611000000,2627000000.0,90000000.0,124000000.0,274000000.0,-2000000.0,-538000000.0,446000000.0,9226000000,19932000000.0,2336000000.0,1397000000.0,18652000000.0,2970000000.0,-556000000.0,-102000000.0,611000000,848000000.0,-408000000.0,-1000000.0,1401000000.0,611000000,208000000.0,6890000000.0,-1384000000.0,0.0,4757000000.0,4548000000.0,13000000.0,8009000000.0,461000000.0,3475000000.0,379000000.0,840000000.0,23200000000.0,77000000.0,1041000000.0,4000000.0,-1000000.0,837000000.0,-86000000.0,10502000000.0,935000000,15177000000.0,1397000000.0,716000000.0,-3000000.0,298000000.0,930000000.0,1000000.0,,298000000.0,2372000000,421000000.0,-11000000.0,15358000000.0,298000000.0,885000000.0,4521000000.0,1205000000.0,,,,,,,,,,
2015-12-31,-413000000.0,545000000.0,-1584000000.0,-5113000000.0,,345000000.0,2689000000.0,-692000000,1554000000.0,-34000000.0,117000000.0,-438000000.0,-32000000.0,-644000000.0,432000000.0,7386000000,18645000000.0,2277000000.0,1865000000.0,17873000000.0,2425000000.0,168000000.0,28000000.0,-692000000,913000000.0,-458000000.0,,1344000000.0,-692000000,298000000.0,5109000000.0,-1387000000.0,32000000.0,5047000000.0,3461000000.0,22000000.0,7901000000.0,-657000000.0,2467000000.0,347000000.0,840000000.0,21334000000.0,-512000000.0,997000000.0,4000000.0,,593000000.0,-66000000.0,11537000000.0,933000000,15406000000.0,1865000000.0,483000000.0,-224000000.0,264000000.0,805000000.0,,,264000000.0,299000000,-1606000000.0,17000000.0,16650000000.0,264000000.0,-1130000000.0,2594000000.0,1182000000.0,,,,,,,,,,
2016-12-31,213000000.0,192000000.0,-1414000000.0,-5524000000.0,,-117000000.0,2923000000.0,432000000,2020000000.0,77000000.0,108000000.0,254000000.0,-8000000.0,-1240000000.0,405000000.0,7528000000,18906000000.0,2469000000.0,1928000000.0,18369000000.0,2582000000.0,293000000.0,34000000.0,432000000,1060000000.0,-621000000.0,-102000000.0,1510000000.0,432000000,264000000.0,5059000000.0,-1046000000.0,178000000.0,5263000000.0,3460000000.0,45000000.0,7532000000.0,-668000000.0,3080000000.0,312000000.0,862000000.0,21829000000.0,-805000000.0,1152000000.0,4000000.0,-363000000.0,740000000.0,-71000000.0,12307000000.0,959000000,15289000000.0,1928000000.0,657000000.0,133000000.0,341000000.0,953000000.0,,,341000000.0,2243000000,156000000.0,-5000000.0,17831000000.0,341000000.0,686000000.0,2868000000.0,1196000000.0,,,,,,,,,,
2017-12-31,-770000000.0,235000000.0,-1426000000.0,-5974000000.0,,-216000000.0,3395000000.0,1792000000,2424000000.0,-81000000.0,104000000.0,-729000000.0,-17000000.0,-1216000000.0,368000000.0,9614000000,19341000000.0,2499000000.0,1421000000.0,18048000000.0,3135000000.0,-420000000.0,-7000000.0,1792000000,645000000.0,-461000000.0,-132000000.0,1427000000.0,1792000000,341000000.0,7115000000.0,-1257000000.0,0.0,3174000000.0,4688000000.0,24000000.0,8195000000.0,543000000.0,3069000000.0,397000000.0,867000000.0,22736000000.0,-245000000.0,1060000000.0,4000000.0,,1000000000.0,-68000000.0,13057000000.0,1072000000,14979000000.0,1421000000.0,963000000.0,136000000.0,260000000.0,960000000.0,,74000000.0,260000000.0,2491000000,381000000.0,4000000.0,19031000000.0,260000000.0,1063000000.0,2835000000.0,1146000000.0,,,,,,,,,,
2018-12-31,48000000.0,261000000.0,-1651000000.0,-6223000000.0,-11000000.0,-154000000.0,7025000000.0,333000000,2820000000.0,3982000000.0,121000000.0,146000000.0,-52000000.0,-2027000000.0,420000000.0,10589000000,19984000000.0,2480000000.0,2136000000.0,18951000000.0,2794000000.0,455000000.0,1000000.0,368000000,482000000.0,-897000000.0,0.0,1649000000.0,368000000,296000000.0,8109000000.0,-1207000000.0,398000000.0,3239000000.0,8058000000.0,12000000.0,8682000000.0,349000000.0,3302000000.0,394000000.0,867000000.0,27009000000.0,3053000000.0,1291000000.0,1745000000.0,,1190000000.0,-108000000.0,14044000000.0,831000000,15649000000.0,2136000000.0,1240000000.0,220000000.0,4231000000.0,540000000.0,1844000000.0,65000000.0,4278000000.0,2225000000,103000000.0,16000000.0,20267000000.0,4231000000.0,514000000.0,2845000000.0,1203000000.0,,,,,,,,,,
