date,annualOtherIncomeExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualGrossProfit,annualEbitda,annualCashFlowFromContinuingFinancingActivities,annualGrossPPE,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualDeferredIncomeTax,annualCapitalExpenditure,annualInvestingCashFlow,annualOperatingExpense,annualAccumulatedDepreciation,annualPurchaseOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualBasicEPS,annualGoodwill,annualCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualTotalRevenue,annualOtherShortTermInvestments,annualDilutedAverageShares,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedEPS,annualCurrentDeferredRevenue,annualCostOfRevenue,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualBasicAverageShares,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,annualLongTermDebt,annualStockholdersEquity,annualCurrentLiabilities,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,annualRetainedEarnings,annualAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,annualResearchAndDevelopment
1989-12-31,6000000,132000000,367900000,122600000.0,89100000,76000000,606100000,193200000,-52200000.0,225800000,139700000,113500000,,-7700000.0,-45600000.0,-65300000,453400000,-93800000,,,,175700000.0,0.0,-50700000.0,15000000,,0.35,,,,152700000,1256900000,,201714286,980600000.0,,150000000,0,1360500000,-21600000.0,134700000,68100000,70600000,-36400000.0,89100000,138700000,0.35,,650800000.0,30400000,70600000,54200000.0,-21400000.0,201714286,113300000,412900000.0,-36300000.0,1372800000,-9600000.0,1740700000,36500000,367600000,1210500000,70600000,40500000.0,,315800000,,11500000.0,5000000.0,,,,,,,
1990-12-31,6100000,178800000,669300000,379700000.0,179400000,188400000,654000000,217200000,15800000.0,305500000,89100000,146500000,,-10800000.0,-37200000.0,-110000000,485600000,-126700000,,,,233300000.0,-100000.0,90400000.0,18900000,,0.4,,,,168400000,1368200000,,200250000,1420900000.0,,291000000,0,2060300000,76400000.0,185300000,72500000,80100000,-80500000.0,179400000,152600000,0.4,,714200000.0,151200000,80100000,115100000.0,-24400000.0,200250000,110800000,436800000.0,-31700000.0,1914800000,-9700000.0,2584100000,144500000,509700000,1769300000,80100000,48800000.0,,371500000,,1900000.0,4500000.0,,,,,,,
1991-12-31,2200000,186800000,752700000,451300000.0,239700000,93200000,861000000,282500000,30800000.0,397800000,179400000,156600000,,400000.0,-46600000.0,-55700000,642200000,-211000000,,,,240500000.0,0.0,60300000.0,33500000,,0.44,,,,218800000,1677500000,,215000000,1456000000.0,,327100000,0,2180700000,-60000000.0,207600000,87700000,94600000,-14300000.0,239700000,182300000,0.44,,816500000.0,46600000,94600000,157100000.0,-29300000.0,215000000,114600000,578500000.0,-17100000.0,2031600000,-14000000.0,2784300000,170500000,586800000,1853600000,94600000,63700000.0,,437700000,,400000.0,6900000.0,,,,,,,
1992-12-31,54400000,180400000,708500000,398500000.0,255800000,188500000,850900000,228400000,-99000000.0,342100000,239700000,205400000,,8200000.0,-36900000.0,-56200000,662100000,-161700000,-1600000.0,,,264700000.0,100000.0,16100000.0,33200000,,0.39,,,,188800000,1804400000,,223846154,1331100000.0,,405600000,0,2095800000,2300000.0,163900000,91300000,111900000,-20300000.0,255800000,203200000,0.39,,953500000.0,151600000,87300000,94400000.0,-32500000.0,223846154,129600000,622500000.0,-51900000.0,1914800000,-8200000.0,2623300000,200200000,511200000,1690200000,87300000,39600000.0,,481400000,,,10400000.0,,,,,,,
1993-12-31,900000,216700000,866600000,491200000.0,292300000,202600000,946700000,328200000,8700000.0,387700000,255800000,338500000,,-500000.0,-78800000.0,-160500000,688500000,-171000000,,,,260600000.0,0.0,36500000.0,26400000,,0.56,,,,258200000,1793900000,,222857143,1428400000.0,,456600000,0,2292600000,-6700000.0,185200000,99900000,125300000,-86000000.0,292300000,225200000,0.56,,847200000.0,123800000,124800000,147000000.0,-35900000.0,222857143,158700000,618500000.0,-37200000.0,2003200000,-7700000.0,2869800000,118100000,564000000,1836000000,124800000,70000000.0,,570300000,,2800000.0,19400000.0,,,,,,,
1994-12-31,4000000,248100000,1118100000,601100000.0,413700000,285300000,1019300000,309300000,-107400000.0,460900000,292300000,405100000,,-16600000.0,-55900000.0,-71600000,785600000,-212800000,,,,376300000.0,0.0,121400000.0,32900000,,0.413333,,,,233700000,1984300000,,225967742,2090400000.0,,536400000,0,3131600000,92100000.0,188800000,86300000,115200000,-55000000.0,413700000,201500000,0.413333,,965000000.0,229400000,93400000,128500000.0,-40400000.0,225967742,268900000,710000000.0,-44500000.0,2675300000,-8200000.0,3793400000,131300000,649400000,2595200000,93400000,75600000.0,,619600000,,5200000.0,13000000.0,,,,,,,
1995-12-31,6100000,279300000,1285400000,638200000.0,418400000,164400000,1120900000,383300000,-13900000.0,519600000,413700000,384700000,,-18500000.0,-69600000.0,-154600000,828800000,-240300000,-8500000.0,,,373000000.0,-100000.0,4700000.0,38000000,,0.553333,,,,292100000,2179700000,,234578313,2291200000.0,,668200000,0,3494900000,-72400000.0,235800000,122700000,129800000,-78200000.0,418400000,252500000,0.553333,,1058800000.0,94800000,129800000,162500000.0,-46100000.0,234578313,367900000,737600000.0,-69700000.0,2974400000,-9600000.0,4259800000,283500000,749700000,2826700000,129800000,91200000.0,,704900000,,,31200000.0,,,,,,,
1996-12-31,12400000,307000000,1411600000,749300000.0,468500000,249000000,1296800000,501400000,-120400000.0,583400000,418400000,323800000,,4100000.0,-79100000.0,-72800000,898900000,-276400000,,,,450600000.0,0.0,50100000.0,40800000,,0.853333,,,,397900000,2537500000,,241886792,2626700000.0,,670800000,0,3869800000,-27500000.0,238700000,150000000,205200000,5300000.0,468500000,355200000,0.853333,,1240700000.0,169900000,205200000,121700000.0,-51800000.0,240468750,355300000,795400000.0,-86900000.0,3353500000,-300000.0,4765100000,347000000,872000000,3199000000,205200000,103500000.0,,859700000,,1000000.0,19600000.0,,,,,,,
1997-12-31,6500000,348800000,1676800000,1024100000.0,715200000,277100000,1571800000,621500000,85200000.0,660900000,468500000,359100000,,12700000.0,-177000000.0,-71800000,1081100000,-312100000,,,,580400000.0,-200000.0,246700000.0,49400000,,0.99,,,,490700000,3125800000,,251684211,3013600000.0,,811800000,0,4563400000,-86600000.0,322800000,184800000,239100000,-8300000.0,715200000,423900000,0.95,,1554000000.0,100100000,239100000,157600000.0,-61200000.0,241515152,303900000,950300000.0,-144100000.0,4025700000,16600000.0,5702500000,452700000,1107200000,3751600000,239100000,130800000.0,,1036300000,,200000.0,36900000.0,,,,,,,
1998-12-31,131500000,439600000,2165900000,1281400000.0,808800000,504700000,4023400000,676300000,-201900000.0,860500000,738100000,456800000,,-12900000.0,-258500000.0,-243700000,3526200000,-420900000,,,,830200000.0,-100000.0,70700000.0,58700000,,1.145,,,,497200000,3844300000,,280452489,3613700000.0,,963400000,0,5621800000,31000000.0,168900000,232000000,309900000,-16600000.0,808800000,541900000,1.105,,179100000.0,246200000,309900000,214500000.0,-79700000.0,270655022,444900000,3347100000.0,-164900000.0,4776900000,100000.0,6942800000,506600000,1265100000,4658400000,309900000,179100000.0,,1116400000,,3900000.0,41100000.0,,,,,,,
1999-12-31,56600000,534300000,2959500000,1657500000.0,1018200000,562300000,4643200000,817300000,52200000.0,1014900000,760500000,475000000,,10700000.0,-400100000.0,-351300000,4041800000,-480600000,-9100000.0,41400000.0,,833200000.0,-100000.0,220900000.0,66400000,,1.15,,29700000.0,-153400000.0,601400000,4427300000,36800000.0,289548000,4541700000.0,,1383700000,981400000,7020600000,-16100000.0,130900000,236300000,321900000,57900000.0,981400000,558200000,1.11,,215900000.0,162200000,321900000,262000000.0,-90400000.0,278923000,767700000,3825900000.0,-300500000.0,5767800000,-100000.0,8727300000,867300000,1628100000,5636900000,321900000,215900000.0,,1325300000,,,62900000.0,,,,,,,
2000-12-31,-52910000,660382000,4212169000,2696230000.0,748089000,300179000,5812908000,1133063000,365183000.0,1359991000,1029076000,494919000,,-31546000.0,-201871000.0,-944603000,4979386000,-699609000,-3191000.0,,,1023735000.0,0.0,-320764000.0,109111000,,1.18,,32013000.0,-518960000.0,833522000,5625845000,39777000.0,312653000,4590361000.0,,1999980000,708312000,8106060000,-396715000.0,590412000,273034000,358658000,-190016000.0,708312000,631692000,1.15,,187063000.0,98308000,358658000,491984000.0,-123510000.0,303192000,855557000,4679845000.0,-236756000.0,6026053000,,10238222000,1505061000,2046356000,6106080000,358658000,299541000.0,,1627163000,,,45267000.0,,,,,,,
2001-12-31,-1141800000,847700000,5023800000,3096500000.0,935200000,148500000,6723200000,853300000,675500000.0,1705700000,844600000,535500000,,-191200000.0,-268000000.0,-696500000,6321200000,-858000000,-109100000.0,,,97500000.0,0.0,90600000.0,164600000,,-1.37,,38600000.0,-561800000.0,402000000,6723200000,,369000000,4555500000.0,,3016100000,935200000,9445900000,-196500000.0,325500000,-55300000,-534500000,-149800000.0,935200000,-563500000,-1.37,,,-119500000,-534500000,453100000.0,-144400000.0,369000000,584600000,5845000000.0,-118000000.0,6351500000,,11375300000,2480600000,1840100000,6429800000,-534500000,451300000.0,1323700000.0,868300000,4673200000.0,122100000.0,85600000.0,,,,,,,
2002-12-31,-158100000,825700000,5471400000,3458700000.0,933000000,873800000,6203600000,718400000,-459300000.0,1781100000,935200000,715800000,,55000000.0,-183200000.0,-477100000,5785700000,-955400000,-70300000.0,,,0.0,20400000.0,-2200000.0,145600000,,0.26,,38900000.0,-474700000.0,417900000,6203600000,,381300000,5125500000.0,,2533500000,933000000,9623300000,232400000.0,407600000,140300000,99500000,-66800000.0,933000000,265400000,0.26,,,690600000,99500000,820300000.0,-145600000.0,376100000,677100000,5645600000.0,-7900000.0,6322300000,,11793700000,1817700000,2100000000,7089800000,99500000,300500000.0,1144000000.0,858000000,4517600000.0,101800000.0,58600000.0,,,,,,,
2003-12-31,-648800000,657100000,4884800000,3352600000.0,2005700000,502000000,5863400000,505700000,481100000.0,1649000000,933000000,742400000,,71500000.0,-159600000.0,84500000,5635600000,-991900000,-115500000.0,,,0.0,-27000000.0,1072700000.0,172800000,,-1.17,,415500000.0,-279700000.0,227800000,5863400000,,385500000,5240400000.0,,2934100000,2005700000,9558600000,219900000.0,280600000,254000000,-552900000,376700000.0,2005700000,-269000000,-1.17,,,342400000,-451700000,282600000.0,-26400000.0,385500000,530600000,5337400000.0,-28600000.0,7349700000,,12234500000,2191700000,2605900000,6624500000,-451700000,277900000.0,1101500000.0,406300000,4593900000.0,180700000.0,734300000.0,,,,,,,
2004-12-31,-543600000,722900000,4635600000,3179200000.0,1970400000,455500000,6387000000,207300000,-250200000.0,1721000000,1871900000,999600000,,128200000.0,-194000000.0,-544600000,6419100000,-998100000,-1407000000.0,,,0.0,1300000.0,-321500000.0,172000000,,-1.34,,416200000.0,-314600000.0,-32100000,6387000000,420000000.0,415300000,6128700000.0,,2935600000,1550400000,10498800000,194400000.0,345200000,262200000,-544900000,0.0,1550400000,-267000000,-1.34,,,261500000,-538400000,325900000.0,-43400000.0,415300000,459300000,5983300000.0,,7636700000,,12272300000,1936000000,1718300000,7563200000,-558200000,239400000.0,1108600000.0,-578200000,4907500000.0,1191400000.0,25600000.0,,,,,,,
2005-12-31,-58500000,650000000,4447800000,3030900000.0,2191500000,-20200000,6274300000,108700000,410100000.0,1600900000,1550400000,911100000,,44600000.0,-140700000.0,166400000,6385800000,-950900000,-423900000.0,,,0.0,-17900000.0,525500000.0,181900000,,-0.68,,941700000.0,-365400000.0,-111500000,6274300000,115600000.0,424800000,4245400000.0,,3094100000,2075900000,9950600000,-133400000.0,917600000,81900000,-271900000,0.0,2075900000,-186600000,-0.68,,,-160900000,-262900000,56800000.0,-42600000.0,424800000,469600000,6287200000.0,,7497400000,,11945200000,2183000000,1945300000,6856500000,-289200000,220200000.0,2554300000.0,-841100000,4015700000.0,760900000.0,511200000.0,,,,,,,
2006-12-31,-60300000,624000000,4655300000,,1957100000,9000000,6190800000,392900000,-129700000.0,1641000000,2075900000,965400000,,-57900000.0,-127800000.0,11600000,6058400000,-1017000000,-875500000.0,,,0.0,-104200000.0,-120200000.0,218700000,,-0.19,3067800000.0,570600000.0,-303000000.0,132400000,6190800000,1400000.0,428100000,4124100000.0,,3214000000,1955700000,9877000000,-253700000.0,0,18700000,-36700000,0.0,1955700000,-5000000,-0.19,,,-118800000,-31700000,82900000.0,-47000000.0,428100000,487000000,6023100000.0,,7208800000,109500000.0,11864100000,2248600000,1940600000,6663000000,-79300000,260500000.0,2456000000.0,-899200000,4956300000.0,1045600000.0,900000.0,,,,,,,
2007-12-31,-9900000,620000000,4772300000,,2037400000,298100000,6554200000,674600000,-37300000.0,1709000000,1955700000,961200000,,-22400000.0,-147600000.0,-267800000,6167300000,-1089000000,-745800000.0,,,0.0,-15500000.0,59200000.0,236700000,,0.29,3231600000.0,570900000.0,-118600000.0,386900000,6554200000,22500000.0,503100000,4124300000.0,,3005300000,2014900000,10125900000,-185600000.0,305100000,58900000,167600000,4700000.0,2014900000,235700000,0.26,,,150500000,167600000,305100000.0,-27600000.0,457700000,440800000,6184000000.0,,7685800000,8900000.0,12458100000,2044100000,2332200000,7120600000,140000000,287700000.0,2691200000.0,-741100000,5343300000.0,702700000.0,,,,,,,,
2008-12-31,-10900000,561500000,4637600000,,2274900000,865300000,6962700000,780100000,-275800000.0,1617300000,2014900000,985700000,,51900000.0,-138400000.0,-404300000,6355900000,-1055800000,-195500000.0,,,0.0,-11400000.0,92300000.0,211900000,,0.57,3220900000.0,571400000.0,-318500000.0,606800000,6962700000,167700000.0,518300000,4022600000.0,,2772600000,2107200000,9649600000,167300000.0,366700000,156600000,295000000,2100000.0,2107200000,471500000,0.52,,,726900000,295000000,332800000.0,-27600000.0,461500000,438400000,6355900000.0,-11300000.0,7487600000,148800000.0,12125200000,1786900000,2475600000,6877000000,267400000,173300000.0,2521600000.0,-446100000,4846000000.0,5600000.0,,,,,,,,
2009-12-31,7100000,490100000,4625400000,,2506100000,540800000,6027600000,388000000,-267000000.0,1609200000,2107200000,618200000,-72400000.0,89200000.0,-67100000.0,29400000,5681700000,-1119100000,-11600000.0,,179500000.0,0.0,-26200000.0,388000000.0,155600000,-778700000.0,0.2,3321000000.0,572100000.0,-176600000.0,345900000,6027600000,10900000.0,508100000,4003900000.0,-173000000.0,2821200000,2495200000,9726800000,18900000.0,275000000,90100000,143400000,1200000.0,2495200000,232400000,0.19,,0.0,473700000,121300000,308600000.0,-49800000.0,468200000,416000000,5681700000.0,,7637700000,32700000.0,12263100000,1638000000,2497700000,6905600000,93600000,169900000.0,2593100000.0,-324800000,4856600000.0,168200000.0,,,,,,,,
2010-12-31,9000000,454300000,4617300000,,2689400000,817300000,6531900000,738700000,-547700000.0,1601400000,2495200000,402400000,-61900000.0,56000000.0,-96300000.0,-108500000,5979300000,-1147100000,-4700000.0,,-547600000.0,0.0,-40800000.0,180500000.0,139700000,-217300000.0,0.57,3368500000.0,269000000.0,-119000000.0,552600000,6531900000,13700000.0,542100000,4474500000.0,646300000.0,2471800000,2675700000,10212700000,250400000.0,229400000,-171300000,281200000,800000.0,2675700000,450600000,0.47,,0.0,721000000,261100000,153700000.0,-41100000.0,473600000,460300000,5979300000.0,-265900000.0,8453500000,35600000.0,13070800000,1583300000,2529000000,7740900000,271200000,148400000.0,3112700000.0,-63700000,5534700000.0,,,,,,,,,
2011-12-31,149200000,459800000,4589800000,,2315600000,273500000,7014600000,1026100000,-541000000.0,1586100000,2675700000,452100000,-63100000.0,83900000.0,-140300000.0,-58800000,6326400000,-1126300000,-700000.0,,-219200000.0,139300000.0,1900000.0,-373000000.0,136800000,-38900000.0,1.12,3444300000.0,269700000.0,-225700000.0,688200000,7014600000,12900000.0,540600000,6647200000.0,-62900000.0,2103300000,2302700000,10135900000,-462200000.0,1545800000,190200000,551500000,11800000.0,2302700000,738400000,0.99,,0.0,133200000,532300000,558300000.0,-145700000.0,465500000,471200000,6326400000.0,-400800000.0,8286800000,38600000.0,12876600000,1210900000,2461700000,8032600000,520700000,150900000.0,167200000.0,405100000,4425400000.0,133500000.0,,,,,,,,
2012-12-31,100500000,504800000,4755600000,140700000.0,2590800000,357200000,2564300000,956000000,131300000.0,1639700000,2302700000,558600000,-145500000.0,103600000.0,-169200000.0,-210200000,1886000000,-1134900000,,,-44700000.0,0.0,-58900000.0,272100000.0,133500000,-401500000.0,1.01,3580600000.0,270300000.0,-288000000.0,678300000,6956200000,16000000.0,481400000,6584800000.0,-120400000.0,3335600000,2574800000,11037300000,-340000000.0,332100000,213300000,464600000,9700000.0,2574800000,674800000,0.94,,4391900000.0,188000000,446700000,388700000.0,-115000000.0,432500000,369000000,1886000000.0,-350500000.0,8738300000,58600000.0,13493900000,2060800000,2420600000,7701700000,435100000,147700000.0,728200000.0,738300000,4496600000.0,94800000.0,,,,,,,,
2013-12-31,-92900000,540000000,4821000000,163800000.0,1642100000,592900000,2576800000,748100000,-1212300000.0,1651700000,2574800000,595700000,-61500000.0,69400000.0,-173000000.0,-224500000,1917900000,-1111700000,,,-157100000.0,0.0,-43300000.0,-938000000.0,122700000,-602400000.0,0.62,3629000000.0,53000000.0,-411200000.0,658900000,7122300000,5300000.0,429600000,6914200000.0,417700000.0,2488900000,1636800000,10654200000,-5500000.0,340100000,181200000,288900000,10000000.0,1636800000,468000000,0.61,,4545500000.0,419900000,267900000,532700000.0,-137600000.0,421100000,344200000,1917900000.0,-481800000.0,8084000000,54900000.0,12905000000,1129800000,2215200000,8165300000,259200000,157400000.0,718400000.0,864500000,4565400000.0,0.0,,,,,,,,
2014-12-31,-10400000,548200000,4937000000,175000000.0,1667200000,669500000,2716700000,968600000,-343900000.0,1618200000,1636800000,723900000,-67800000.0,83500000.0,-148700000.0,-200800000,1928100000,-1070000000,-600000.0,,-20100000.0,0.0,-14600000.0,23800000.0,84900000,-351200000.0,1.14,3669200000.0,41200000.0,-636700000.0,788600000,7537100000,6600000.0,425400000,6558000000.0,-177100000.0,3132700000,1660600000,10596000000,-161700000.0,342200000,216500000,505400000,2100000.0,1660600000,720700000,1.12,,4820400000.0,520800000,477100000,109300000.0,-159000000.0,419200000,351700000,1928100000.0,-275100000.0,7810200000,72400000.0,12747200000,1623500000,2116300000,7463300000,477100000,163000000.0,796000000.0,1183300000,4376600000.0,-600000.0,,,,,,,,
2015-12-31,-45900000,567200000,4892000000,148300000.0,1509700000,674000000,2756100000,1005000000,-472800000.0,1529100000,1660600000,672600000,-40700000.0,49500000.0,-161100000.0,-202800000,1885000000,-961900000,,,-236100000.0,0.0,-56000000.0,-157700000.0,85800000,-2000000.0,1.11,3608500000.0,40400000.0,-845600000.0,871100000,7613800000,6800000.0,415700000,6672000000.0,400900000.0,2999000000,1502900000,10583300000,-174200000.0,228000000,282800000,480500000,-1100000.0,1502900000,762200000,1.09,,4857700000.0,512900000,454600000,152000000.0,-195500000.0,408100000,339600000,1885000000.0,-285200000.0,7693100000,99700000.0,12585100000,1610300000,1965500000,7584300000,454600000,157000000.0,760300000.0,1437600000,4361000000.0,100000.0,,,,,,,,
2016-12-31,-37300000,622000000,5047200000,148100000.0,1100600000,513400000,2808500000,1081000000,-666400000.0,1583600000,1502900000,708300000,-52000000.0,45700000.0,-200700000.0,-263900000,1870500000,-961600000,,,-220700000.0,198800000.0,-76900000.0,-405300000.0,90600000,-1800000.0,1.53,3674400000.0,39400000.0,-962500000.0,938000000,7846600000,3000000.0,408000000,6303600000.0,-126100000.0,2722500000,1097600000,10428500000,-509800000.0,226400000,198000000,632500000,-11200000.0,1097600000,830200000,1.49,,5038100000.0,312700000,608500000,409600000.0,-238400000.0,397900000,382400000,1870500000.0,-303300000.0,7438000000,126700000.0,12485200000,1280700000,2017100000,7706000000,608500000,160200000.0,794000000.0,1804300000,4389700000.0,,,,,,,,,
2017-12-31,-26200000,650400000,5231100000,140700000.0,790900000,881800000,2814300000,1123900000,-1004900000.0,1686600000,1100200000,766900000,-30600000.0,1100000.0,-155900000.0,-196200000,1840700000,-1036200000,,,37600000.0,8800000.0,-116000000.0,-302500000.0,90800000,-324600000.0,1.49,3820400000.0,38600000.0,-827400000.0,973600000,7882400000,,397300000,6907800000.0,311900000.0,2781200000,797700000,10459400000,-5500000.0,335100000,281900000,595000000,-9700000.0,790900000,876000000,1.46,,5068100000.0,725900000,579000000,86900000.0,-280300000.0,389600000,383600000,1840700000.0,-300100000.0,7464100000,100500000.0,12695200000,1285600000,2201000000,7678200000,579000000,157100000.0,674700000.0,2093600000,4585000000.0,,,,,,,,,
