date,annualBasicEPS,annualBeginningCashPosition,annualCurrentAssets,annualChangesInAccountReceivables,annualBasicAverageShares,annualInterestExpense,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualGrossPPE,annualTaxProvision,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualOtherCurrentAssets,annualCapitalStock,annualTotalRevenue,annualDilutedAverageShares,annualCostOfRevenue,annualCurrentDebt,annualFreeCashFlow,annualInventory,annualNetOtherFinancingCharges,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,annualResearchAndDevelopment,annualGrossProfit,annualNetIncomeContinuousOperations,annualDilutedEPS,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualChangeInInventory,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,annualPurchaseOfInvestment,annualLongTermDebt,annualAccountsReceivable,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,annualGoodwill,annualSaleOfInvestment,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,annualRetainedEarnings,annualOperatingIncome,annualEndCashPosition,annualCommonStockIssuance,annualOtherIntangibleAssets,annualNetPPE,annualCurrentLiabilities,annualOtherIncomeExpense,annualAccountsPayable,annualEbitda,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOtherNonCurrentLiabilities,annualInvestmentsAndAdvances,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualStockBasedCompensation,annualIncomeTaxPayable,annualOtherShortTermInvestments
1992-12-31,2.11995,300063573,6752956135,,610852968,1099046408,-12043992371.0,-462047044.0,2034329.0,1294977750,17800127146,1256961221.0,33427972028,803941513,-3717991100.0,670057215,,-62937063.0,,469930070,1228989193.0,20783979657,610852968,13973045137,2832040687,344055944,1258995550.0,-130069930.0,41559059123,-3051494.0,,6810934520,1389955499,2.11995,,2376986650.0,3584996821,-193006993.0,1389955499,31929052765,,-1662047044.0,8612968849,,2193897012,,-1055944056.0,,907056580.0,-27972028.0,2328035601.0,12306929434,48312015257,-181945327.0,-3943038779,4475015893,3225937699,0,255054037.0,2374952320.0,21383979657,8700063573,485950413,5197965671.0,5553973300,,23228989192,4062047044,12239033693,,236999364,,529942785.0,236999364,,,
1993-12-31,-1.21804,236960551,7680037066,,615797667,1222001589,-12857029388.0,-158061954.0,16018004.0,-750066190,4985835319,2723060630.0,35165078104,389992057,-3209954991.0,615038389,,-115965052.0,,712999735,1229017739.0,19826979084,615797667,13465978290,2590945195,-951019328,1610007943.0,252051892.0,29027932221,-1280910776.0,,6361000794,158988615,-1.21804,,2000000000.0,5194069367,-350939899.0,-656076251,22279984115,,-420042362.0,10449033625,,548980672,,-1063012973.0,,740005296.0,902832936.0,2471008737.0,10922954726,36707969288,550966375.0,-2925999470,2907995764,1166931427,0,122054541.0,1734048186.0,22308048716,8971935398,187979878,5765951814.0,3637940164,,13308048716,2258935663,859015091,,120995499,,-36007413.0,120995499,,,
1994-12-31,1.75328,121054846,8797026231,,619402956,1210969280,-14550988919.0,-53022865.0,8977416.0,1085986814,6284051059,1605975593.0,36707953430,768971805,-2811053444.0,199046150,,1246037312.0,,763080376,1229064385.0,21669939683,619402956,14554074905,2018936737,1418992846,1623930425.0,-137887502.0,29294992285,269041941.0,,7115864778,1178005330,1.75328,,2024968439.0,4305933511,-14027213.0,1178005330,22762940104,,-1035068032.0,11434001964,,1946977135,,-1082059195.0,,2235937719.0,-68873613.0,2699957918.0,11352083041,38092018516,-1139991584.0,-1844017394,3136063964,2809931267,0,195960163.0,853976715.0,22156964511,8304951606,691962407,6086968719.0,5509889185,,14457988498,4230046290,999018095,,1366951887,,-233833637.0,1366951887,,,
1995-12-31,1.11835,1367057540,9218025634,,621435395,1301063540,-2790019089.0,-748977366.0,-170029997.0,694982274,5658031088,2134033270.0,25386964821,819061903,-2804063267.0,69948186,,-1179983638.0,,598991001,1250068176.0,24623943278,621435395,16464003272,2077038451,-437005727,2361058086.0,-47177529.0,29479001909,,,8159940006,781974366,1.11835,,1889010090.0,5104035997,,781974366,23323970548,,-173984183.0,11880010908,,1601036269,,-1144941369.0,,86037633.0,-1609899101.0,2970002727.0,11289064630,38697027543,-652031633.0,-2895009545,2967003000,3055904009,0,861058086.0,1224025089.0,22596945732,8511998909,237932915,6365012272.0,6025906736,,14811971639,2367057540,1042950641,,186937551,,-2999728.0,186937551,,,
1996-12-31,1.69961,187063177,11016993285,,633120924,1300945594,-3080032890.0,-161025079.0,-70028779.0,1076058654,6360148006,2471015486.0,25555022612,1117993696,-3127997807.0,434836233,,761956969.0,,718925586,1450047965.0,28167054954,633120924,18576949431,1790050706,1178018364,2457037139.0,-34945868.0,30244072907,,,9590105523,1151980266,1.69961,,2049061258.0,5905029464,,1151980266,24535014389,,-370015075.0,11812936823,,2269973962,,-1111963821.0,,,-797999178.0,3434013978.0,11972043305,41261066192,-703028642.0,-2841030561,3172947787,3685076059,0,929011923.0,1408935179.0,22474989722,9236946690,393038235,7012059751.0,7119090037,,15298067699,4306016171,1436069618,,949020145,,656982321.0,949020145,,,
1997-12-31,-2.53291,948963545,14584989278,,635635355,1232022873,-3418012866.0,-133952823.0,45032166.0,-1610007148,5570121516,,21972980700,1521944246,-3413009292.0,371979985,,1300071480.0,,984989278,1700071480.0,33190993567,635635355,21898070050,2402001430,976983560,2725947105.0,11722658.0,25713080772,,2910936383.0,11292923517,1414010007,-2.53291,,454038599.0,6808005718,,-1535954253,24878055754,,-1165975697.0,11154967834,,2935954253,,-1124946390.0,,,-1265189421.0,3897069335.0,9809006433,40298070050,-54038599.0,-3036025733,595997141,4484917799,0,1429020729.0,1587991422.0,18554967834,11728949249,364974982,8954967834.0,8381987134,,13149106504,4389992852,1540100071,,2249035025,,1542959256.0,2249035025,,,
1998-12-31,7.01925,2249071207,2780030960,,641799845,1280959752,-19941021672.0,-32043344.0,89938080.0,4504953560,11766873064,,36686068112,1547987616,-3773993808.0,472136223,,-1878947368.0,,312074304,1700000000.0,27454024768,641799845,18233126935,2074922601,-2012384,176006192.0,943034057.0,29291950464,,2919969040.0,9220897833,4597987616,7.01925,,639009288.0,6420897833,,4597987616,17068885449,,-3499071207.0,9260061920,,6145975232,,-1095046440.0,,,-247832817.0,3500928793.0,13645046440,32071981424,1100000000.0,-6750928793,4206965944,2800000000,0,247987616.0,780030960.0,16745046440,5802012384,4485913313,3254953560.0,6300928793,,11266873065,3771981424,1367801857,,369969040,,-245820434.0,369969040,,,
1999-12-31,8.37417,369936343,5506944444,,640783516,1088975694,-16935040509.0,,33998843.0,5366030093,12147135417,,33870081018,962962963,-3587962963.0,247974537,,2025028935.0,,514033564,1699942130.0,14213975694,640783516,8520978009,1676938657,-990017361,,56857639.0,31453125000,-957031250.0,23003472.0,5692997685,5459056713,8.37417,,782986111.0,3024016204,,5459056713,16608072917,,-2729021991.0,8779947917,,6422019676,,-1130931713.0,,,-144676.0,3001012731.0,17891927083,36960069444,-549045139.0,-31973380,8690972222,2668981481,2394965278,923032407.0,2370949074.0,16935040509,5542968750,4839988426,3618055556.0,5669994212,,11065104167,2597945602,1502170139,,2394965278,711950231.0,6274016204.0,2394965278,,,
2000-12-31,7.43495,2395020996,6700659868,,670000000,1336232753,-22300539892.0,-679364127.0,-79484103.0,4782543491,6076784643,,44601079784,1406718656,-4832033594.0,145470907,,-2135572885.0,,2096580684,1300239952.0,18093881224,670000000,11292741452,5883323335,-2477504500,,85482904.0,44682063587,-1241751650.0,,6801139772,886322735,7.43495,,715356929.0,3779244151,,4862027594,30157468506,,,14044691062,,2293041391,,-1187762448.0,,,-2999399.0,3779244151.0,17461007798,51382723455,3708758248.0,-8168866227,1520695861,3021895621,259448110,580383923.0,16304739052.0,22300539892,11514697061,1004799040,5485902819.0,6801139772,,18642771445,2354529094,3882723454,,259448110,806838632.0,-221955609.0,259448110,,,
2001-12-31,0.57,259471506,5899395097,,807900000,1566380134,-28506844954.0,-662209488.0,498248965.0,460044572,4758038842,,55105062082,1555237186,-7395733843.0,681311685,,308818848.0,,1212989494,1300541229.0,21711238459,821508164,14243871379,5262655205,-2179242280,,62082140.0,48435211716,546004457.0,,7467367080,2419611589,0.56,,923272843.0,4570200573,,523718561,31649156319,,-1165234002.0,14861509074,4118115250.0,3974848775,,-1418338109.0,,,-1591849.0,4691181152.0,16989812162,54334606813,-1560012735.0,-3354027380,902578797,2897166507,568290353,1531359440.0,16074498567.0,26598217128,11736708055,2798471824,5792741165.0,7588347659,,19912448265,5216491563,4127666348,,568290353,959885387.0,245144858.0,568290353,,,
2002-12-31,2.74,569719862,3564683664,,847900000,1161473088,-26547056972.0,-384010072.0,602769909.0,2417374882,3679571923,,45500472144,1592697513,-3770853006.0,0,,-262826566.0,,915958451,1509285489.0,19768649669,892020252,12113629210,2025495751,-176266918,,-47214354.0,35997796664,-591753226.0,,7655020459,1898016997,2.71,,815234498.0,3146049733,,2475605918,23095687756,,-6603714196.0,13394711992,2343405729.0,3490714510,,-1509285489.0,,,-1573812.0,3146049732.0,12870632672,39562480327,3273528486.0,-7135662575,-6148882594,4508970726,305319484,3408876298.0,12689644319.0,18953415172,5859301228,810513063,3833805477.0,7655020458,,17236386528,3594586088,3026440038,,305319484,989927605.0,3238904627.0,305319484,,,
2003-12-31,1.9,306582507,3581089785,,920300000,1092361201,-29103439392.0,-356820817.0,432822362.0,1750611877,3825840525,,50292412727,1136158702,-3179183305.0,27051398,,416076259.0,,790931341,1669457684.0,19055777406,926249670,11629524668,1536777019,3199793895,,-23186912.0,35750354244,504959423.0,,7426252738,1844647688,1.89,,,3322169264,,1815019967,22348318949,,,12393404612,2076516811.0,2980806390,,-1273992013.0,,163596548.0,-88883163.0,3146979261.0,13579801623,39331444029,-2948602344.0,-3015586758,-5830220276,4104083474,721370604,529434497.0,10735540384.0,21188973335,5254411954,-14169780,3690583537.0,7251062735,,17093906995,6378977200,4700502383,,713641633,990596419.0,63119927.0,713641633,,,
2004-12-31,1.65,722342213,3710103192,,924600000,1005519558,-28747300216.0,,-33597312.0,1523878090,2705783537,,47439404848,710343173,-3364530838.0,479961603,,-341972642.0,,107991361,1670266379.0,19192464603,924600000,11629469642,1275497960,2347012239,357571394.0,-100791936.0,35433165347,57595392.0,,7562994961,1497480202,1.65,,,3363330933,,1593472522,22197024238,,,11809455244,2119030478.0,2381809455,,-1381089513.0,,655147588.0,,3107751380.0,14031677466,39143268539,-2189824814.0,-3863690905,-5423566115,4199664028,380369570,32397408.0,14035277178.0,18692104632,5455963523,-1100311975,3700503960.0,7307415408,,16741060715,5711543077,4931605471,,380369570,1004319654.0,124790016.0,380369570,,,
2005-12-31,2.04,380276776,3672520060,,926800000,981509478,-29639492964.0,-77916037.0,745435516.0,1892080474,3466682172,380276776.0,49462728224,893127108,-3428305617.0,2013024771,,65123852.0,,525642516,1669961623.0,19104547040,926800000,11508314920,1373415513,2145598325,338411443.0,-62798000.0,36957785789,-884986626.0,,7596232120,1915338993,2.04,,2108384696.0,3493429469,,1961856030,23010815211,440748924.0,-232585185.0,12118851029,1717641586.0,3074776137,,-1473427143.0,7886963600.0,18606815.0,-1.0,3114315618.0,14721479242,40630305850,-1643214327.0,-3865565763,-4763344575,4102802651,445400628,25584371.0,5270380277.0,19823235260,5613443424,-46517037,1781602512.0,7217118269,,17397371787,5573903942,3170136062,,362832888,-73264333.0,4651705.0,362832888,,,
2006-12-31,2.25,445013979,3683597390,,861400000,938956198,,-1545899348.0,-12814539.0,1937325256,2561742778,512581547.0,22079450140,85041938,-3132572227.0,845759553,,136300093.0,781686859.0,10484622,1670549860.0,17713187325,861400000,10384436160,985554520,2181966450,328518173.0,-449673812.0,33273532153,-246971109.0,,7328751165,1890726934,2.25,,,3641658900,,2007222740,21409599255,475302889.0,-304054054.0,11867427773,1867427773.0,2204100652,,-1253494874.0,5475302889.0,64072693.0,867893757.0,3129077353.0,13367893756,36957129543,-3639328984.0,-2166821994,-4342963653,3687092265,581314073,41938491.0,2901910531.0,22079450140,4701770736,-602283318,1613466915.0,6816169618,,16707828518,5314538677,4840400745,,581314073,-2329916.0,-257455731.0,581314073,,,
2007-12-31,4.88,580991161,5212036945,,804800000,859072400,-35689740789.0,-560135068.0,403217797.0,3925911213,2673552488,6721620816.0,59694110637,724997517,-3151256331.0,481676432,,2076670970.0,1251365578.0,993148,2769887774.0,17865726487,806141933,4170225444,717052339,2555367961,266163472.0,-469758666.0,32585162380,-10924620.0,,13695501043,3917966034,4.87,,,9920548217,,4057006654,19461714172,520409177.0,-26814977.0,10620717052,1939616645.0,4974674744,,-1271228523.0,5907240044.0,191677426.0,267156619.0,3198927401.0,17232098520,37797199325,-3913993445.0,286026418,-1679412057,3774952826,2657662131,152944682.0,,24004369848,4492005164,2059787466,1450988182.0,6973880227,,14969709008,5706624292,4348991956,,2657662131,67534015.0,-39725892.0,2657662131,,,
2008-12-31,1.02,2657843613,5577950461,,805800000,790432249,-35095920350.0,-92277805.0,128703254.0,819572608,2623846527,6266391452.0,54503399709,468674114,-2988101020.0,488101020,,405536668.0,,20641087,2769548324.0,17697911608,811458028,4428120447,2201311316,2899465760,271976688.0,-350898493.0,34084507042,366682856.0,,13269791161,1030840214,1.01,,,9534968431,-40067994.0,943419136,21272462361,,-8499272.0,10099562895,1837056824.0,943419136,,-716367169.0,6393880525.0,1214182.0,889995143.0,3268576979.0,17310587664,39662457504,-1559009227.0,-3920592521,-1467945605,3734822730,3063380282,50995629.0,5659300631.0,19407479359,6227537640,-1123118018,3538125304.0,7003399709,,15044924721,5887566780,4945361826,,3058523555,38853813.0,-888780961.0,3058523555,,,
2009-12-31,2.11,3063000000,3284000000,124000000.0,772900000,723000000,-36518000000.0,-894000000.0,32000000.0,1631000000,3207000000,6121000000.0,55959000000,368000000,-2854000000.0,497000000,-2733000000.0,-2375000000.0,113000000.0,138000000,15691000000.0,17735000000,772900000,4525000000,600000000,2021000000,448000000.0,-90000000.0,34766000000,40000000.0,,13210000000,1749000000,2.11,-338000000.0,1986000000.0,9492000000,-149000000.0,1738000000,20027000000,615000000.0,-53000000.0,10299000000,1605000000.0,2450000000,154000000.0,-1677000000.0,5774000000.0,113000000.0,550000000.0,3371000000.0,16974000000,38050000000,-4044000000.0,-3206000000,-1299000000,3718000000,688000000,2000000.0,6344000000.0,19441000000,4786000000,-559000000,1637000000.0,6544000000,,15241000000,4875000000,467000000,,687000000,92000000.0,-96000000.0,687000000,,,
2010-12-31,2.85,688000000,3531000000,-129000000.0,759000000,670000000,-38506000000.0,-500000000.0,238000000.0,2165000000,3963000000,5706000000.0,58205000000,550000000,-2959000000.0,472000000,-956000000.0,86000000.0,112000000.0,205000000,15461000000.0,18069000000,759500000,5175000000,1329000000,1765000000,437000000.0,-68000000.0,35745000000,-45000000.0,,12894000000,2277000000,2.85,-62000000.0,2067000000.0,8998000000,-76000000.0,2277000000,21083000000,661000000.0,-4000000.0,10581000000,1785000000.0,3126000000,142000000.0,-1796000000.0,5802000000.0,139000000.0,285000000.0,3292000000.0,17207000000,39276000000,-1662000000.0,-2976000000,-694000000,3896000000,774000000,39000000.0,6281000000.0,19699000000,5916000000,-100000000,4088000000.0,7088000000,,15167000000,4724000000,4586000000,,774000000,-30000000.0,-98000000.0,774000000,,,
2011-12-31,2.88,771000000,4178000000,29000000.0,771400000,1826000000,-36754000000.0,-143000000.0,,2221000000,629000000,650000000.0,55539000000,720000000,-3256000000.0,47000000,-2350000000.0,-596000000.0,134000000.0,152000000,16681000000.0,19497000000,771800000,11627000000,2106000000,1613000000,427000000.0,-376000000.0,35248000000,-21000000.0,,7870000000,2574000000,2.88,-750000000.0,881000000.0,3911000000,-126000000.0,2340000000,24667000000,,-12000000.0,12721000000,3119000000.0,3294000000,,-1638000000.0,7185000000.0,56000000.0,-277000000.0,3261000000.0,13778000000,39426000000,-1581000000.0,-3884000000,-5385000000,3959000000,175000000,555000000.0,8013000000.0,18785000000,6758000000,1161000000,4056000000.0,8381000000,-70000000.0,17909000000,4869000000,1341000000,307000000.0,175000000,5000000.0,-138000000.0,175000000,,,
2012-12-31,3.39,175000000,3911000000,,774300000,1823000000,-38869000000.0,-107000000.0,825000000.0,2624000000,637000000,1877000000.0,58876000000,825000000,-3515000000.0,320000000,-961000000.0,-48000000.0,128000000.0,145000000,3395000000.0,19975000000,774600000,12092000000,2136000000,2037000000,392000000.0,-374000000.0,37057000000,149000000.0,,7883000000,3053000000,3.39,-13000000.0,761000000.0,3388000000,,2763000000,26243000000,719000000.0,-593000000.0,13886000000,2910000000.0,3878000000,98000000.0,-1816000000.0,7185000000.0,16000000.0,659000000.0,3388000000.0,13875000000,40968000000,-1507000000.0,-4093000000,-5682000000,4495000000,127000000,319000000.0,8087000000.0,20007000000,6745000000,1206000000,3915000000.0,9089000000,,19498000000,5552000000,1429000000,897000000.0,127000000,-6000000.0,12000000.0,127000000,,,
2013-12-31,2.55,129000000,5070000000,,775800000,1081000000,-40203000000.0,0.0,828000000.0,1975000000,698000000,1858000000.0,60946000000,828000000,-3571000000.0,358000000,-2564000000.0,206000000.0,147000000.0,211000000,3395000000.0,20400000000,776400000,12311000000,2571000000,2905000000,383000000.0,-106000000.0,40314000000,147000000.0,,8089000000,2388000000,2.54,-2850000000.0,1318000000.0,3380000000,,2106000000,29134000000,743000000.0,-3000000.0,16341000000,3007000000.0,3216000000,99000000.0,-1922000000.0,8381000000.0,10000000.0,1047000000.0,3380000000.0,15011000000,45384000000,131000000.0,-6401000000,-4642000000,4709000000,335000000,13000000.0,9552000000.0,20743000000,7890000000,-412000000,4339000000.0,7677000000,,21244000000,6476000000,1458000000,775000000.0,335000000,14000000.0,12000000.0,335000000,,,
