date,annualDepreciationAndAmortization,annualPurchaseOfBusiness,annualCurrentLiabilities,annualOtherNonCashItems,annualInventory,annualSaleOfInvestment,annualGrossProfit,annualOperatingCashFlow,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualChangeInWorkingCapital,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualInterestExpense,annualPretaxIncome,annualAccountsPayable,annualCapitalExpenditure,annualTotalRevenue,annualCapitalStock,annualInvestingCashFlow,annualOperatingIncome,annualOtherIncomeExpense,annualPurchaseOfInvestment,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualDilutedEPS,annualBasicEPS,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,annualBasicAverageShares,annualCurrentDebt,annualAccumulatedDepreciation,annualNetOtherFinancingCharges,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualBeginningCashPosition,annualCurrentAssets,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualTotalLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualEbitda,annualRetainedEarnings,annualNetIncome,annualOtherShortTermInvestments,annualCashDividendsPaid,annualFreeCashFlow,annualCommonStockIssuance,annualAccountsReceivable,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualTaxProvision,annualLongTermDebt,annualStockholdersEquity,annualTotalAssets,annualChangesInAccountReceivables,annualResearchAndDevelopment,annualGoodwill,annualStockBasedCompensation,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,annualChangeInAccountPayable,annualIncomeTaxPayable,annualDeferredIncomeTax,annualOtherIntangibleAssets
2006-06-30,,,7762970357,-3987728000.0,,9443082.0,5053569578.0,-3987728000.0,21551989898.0,,,1885620255.0,-584999890.0,,649842200.0,41919358798.0,,4974866576.0,237887073.0,-3361174844.0,,7013979790.0,3104271846.0,-442827014.0,8328333552.0,0.0,-2297896349.0,4597259087.0,,-1282334190.0,,2972714890.0,1.209545,1.269182,,5984051786.0,,4741107356.0,3098942600.0,,10015279082.0,46026724540,3274763974.0,2727962734.0,28928424264,,,456310491.0,8722762150,,53789694897,6017327254.0,4597259087.0,,6017327254.0,,-130592816.0,-4430555014.0,,,456310491.0,38266801999,28689048397.0,963377068.0,2221745487.0,13365819870,67195226263,,,,,,,,,,
2007-06-30,25706664.0,,8728250385,3130945860.0,,82381940.0,3847586290.0,3156652524.0,24729045337.0,,,,-79499441.0,,1084399804.0,7495023645.0,2176904061.0,5038010226.0,156342351.0,-4756092360.0,,7309449668.0,3035004658.0,-219736295.0,7532059672.0,0.0,-251346093.0,3325226850.0,,-37121742.0,,3132325533.0,1.244,1.269182,,6113345646.0,,4938051138.0,3456797081.0,,2396383776.0,7495023645,3684473382.0,2972714890.0,29208439886,,,522359440.0,-1204293244,,16223274030,6267284721.0,3350933514.0,,6267284721.0,,-389255496.0,2936916229.0,,,522359440.0,34780560660,28972041745.0,888225872.0,0.0,47580875945,63989000546,,,,,,,,,,
2008-06-30,34063710.0,-5703053380.0,10420180942,4910338337.0,26399908682.0,1667267106.0,3373311875.0,75949430.0,1029290347.0,4524008693.0,-1745705.0,2827559787.0,-7765017.0,,0.0,1997647634.0,-2061536350.0,5269080234.0,363146128.0,-8429612750.0,386132701.0,8766785283.0,5486917206.0,-39882560.0,6251058498.0,4878702770.0,-3505495538.0,4312299285.0,,-178421107.0,,3580766208.0,1.465364,1.465364,3580766208.0,7811992992.0,,5269080234.0,4206760021.0,,-217669956.0,16826603441,2877746623.0,3132325533.0,33369256356,,,-938987410.0,10243156132,-478470951.0,27246784383,7720997490.0,9186981694.0,,7720997490.0,943242485.0,-322680120.0,36066870.0,4305400000.0,1378878338.0,684749129.0,52864428586,819226492.0,954792291.0,11990917855.0,58723254486,86233684942,,,,,,,,,,
2009-06-30,37130536.0,-547675741.0,13724042539,-555213573.0,21239260877.0,372256752.0,4980995625.0,5194028784.0,952988292.0,8548819082.0,1208560486.0,2959629548.0,-27226067.0,,0.0,2069313515.0,1072285428.0,5325577733.0,4229499998.0,-3174071250.0,354611412.0,4499076794.0,5058966981.0,-116554962.0,9692696496.0,4839469538.0,664101701.0,4155130988.0,,-102968171.0,,7798166967.0,0.700545,0.700545,7798166967.0,3778331701.0,,5325577733.0,7929378335.0,,-869845023.0,15151946993,4711700871.0,3580766208.0,32183175355,,,825864637.0,11557497744,-673796720.0,28875989532,3730647312.0,4890818742.0,,3730647312.0,750652115.0,-1552440308.0,5077473822.0,0.0,1691612148.0,724242272.0,56990840219,588499883.0,720745093.0,10114137928.0,60001895580,89174015574,,,,,,,,,,
2010-06-30,38232610.0,-1019665829.0,9760389490,-2528267202.0,22755739636.0,12788833.0,4078102164.0,-115028411.0,161330767.0,5624448725.0,-1036290.0,3455680365.0,-573782165.0,349953807.0,0.0,2537029581.0,-3473726364.0,5350104844.0,-3324742364.0,-8142612000.0,160191675.0,7185402452.0,4093618350.0,-326776991.0,7697867707.0,4902690690.0,-3397635242.0,3727989644.0,,-27976609.0,,4494666421.0,1.139,1.139,4494666421.0,6202881365.0,,5350104844.0,4734222090.0,-188623040.0,409783231.0,20195825193,3619765543.0,7798166967.0,29603462485,,,350112520.0,-109712806,-487817764.0,29956214683,6093689617.0,7383826737.0,,6093689617.0,1129782304.0,-517160918.0,-441805402.0,,1007551835.0,605659001.0,66046488473,254691252.0,982521087.0,14203115247.0,65315058070,95649950958,,,,,,,,,,
2011-06-30,93002394.0,,8148865562,58824334.0,1085814484.0,208081890.0,3428308369.0,946701159.0,149834828.0,8800209270.0,1053539571.0,4532418677.0,-625117127.0,414430796.0,1645869.0,948.0,-1103540570.0,5632663803.0,3342037573.0,-8526570904.0,160368999.0,12541395430.0,3470981667.0,-49646451.0,5944151294.0,5279040969.0,1973267928.0,2617561336.0,9931434211.0,-20365932.0,422068486.0,7920479097.0,1.863636,1.863636,7920479097.0,10907223230.0,12298233680.0,5632663803.0,2265146437.0,-264595968.0,1216802824.0,19455723677,2515842925.0,4494666421.0,34302808283,,1989398606.0,810747033.0,0,-101700094.0,27604589239,10544345671.0,12794766823.0,44999848889.0,10544345671.0,879730173.0,-771692344.0,897054708.0,5139250000.0,843855615.0,730619802.0,74625826509,22812356603.0,1634172200.0,12301197133.0,80665398164,108928634792,,,,,,,,,,
2012-06-30,76474152.0,-689596.0,7312394045,-98375551.0,1546545612.0,182537900.0,4459605729.0,3427975720.0,123271895.0,5613293063.0,2307433232.0,5283754510.0,-3500164811.0,429199122.0,887.0,0.0,58981047.0,5854870907.0,-2886448169.0,-10699439845.0,131612735.0,11294475991.0,3492162113.0,-32105252.0,8395820908.0,5911789367.0,1311656534.0,3768130840.0,7409656605.0,-8650508.0,-7626080423.0,5042418096.0,1.692,1.692,5042418096.0,9976772834.0,12513431380.0,5854870907.0,1846972089.0,-305927227.0,-1313827932.0,15427475158,3936215179.0,7920479097.0,35347667593,590130004.0,41392900959.0,691474889.0,0,-113010844.0,22739869203,9910644058.0,11502562878.0,13342681980.0,9910644058.0,570874967.0,-1122915056.0,3395870468.0,0.0,2007633655.0,630122961.0,77790394761,21869542575.0,1317703157.0,7823684649.0,89712192333,113138062354,,,,,,,,,,
2013-06-30,97744371.0,-3446602378.0,12986780314,-238579836.0,26391612442.0,0.0,3384724549.0,1608047442.0,1305449435.0,12046162230.0,-2807138277.0,1509757243.0,356027559.0,1658750489.0,977093758.0,3141348154.0,-676340601.0,5929327704.0,6554460970.0,-4100683505.0,226470687.0,12503412423.0,3313987059.0,-54347215.0,7818585463.0,0.0,3529898843.0,2575236519.0,,-13503682.0,,11619643905.0,1.971,1.971,11619643905.0,11842850652.0,,5929327704.0,4552717817.0,-353301054.0,3527046542.0,10291297462,4433860914.0,5042418096.0,40775748820,,,809488030.0,1187175429,-46890040.0,23278077776,11687131302.0,12827627481.0,66258133004.0,11687131302.0,426518325.0,-2307307470.0,1553700227.0,,362424466.0,643588828.0,88487464480,26373908525.0,660561771.0,8781540219.0,104806214612,129263213300,,,,,,,,,,
2014-06-30,98057623.0,-1108619645.0,11098434981,-137058975.0,29520283890.0,3255702481.0,4602889392.0,1544985718.0,1432502082.0,14554223100.0,-3118057188.0,1713619521.0,-89350852.0,1833272761.0,0.0,3247521343.0,-1603475769.0,5974541378.0,2371494139.0,-5224728683.0,232843578.0,10324368703.0,3483872299.0,-87969941.0,7450911679.0,0.0,5025009282.0,3770798470.0,,-18786736.0,,13999422509.0,1.493,1.493,13999422509.0,9043298975.0,,5974541378.0,120548714.0,-400770679.0,472271086.0,12880757650,2848022287.0,11619643905.0,46747199797,,,832090922.0,1303292089,-4220820.0,23979192631,8921483066.0,10655269904.0,72197478728.0,8921483066.0,554800591.0,-2239948612.0,1457015777.0,,375864549.0,665490397.0,90181434914,29501575069.0,1281069728.0,11167138129.0,111665373467,136928634711,,,,,,,,,,
2015-06-30,111134205.0,-1684882435.0,12842536270,-299147394.0,27637565160.0,155677603.0,5800966082.0,7818206144.0,1316391031.0,19514628517.0,4895572342.0,2029518619.0,218417174.0,1749584266.0,1229453253.0,2666645707.0,3401750878.0,6048855555.0,5490604951.0,-5062482417.0,206125794.0,10621031438.0,8178418637.0,-77529160.0,21838516109.0,0.0,4344084820.0,4938573786.0,,-26086722.0,,19503427001.0,1.549,1.549,19503427001.0,9474928207.0,,6048855555.0,801295227.0,-433193235.0,-2848898979.0,9934443265,16037550027.0,13999422509.0,51203621770,,,862392296.0,1177613796,-31315239.0,22776979535,9371985144.0,10938291437.0,78524516427.0,9371985144.0,11201516.0,-2113855119.0,7740676984.0,,2165449349.0,684166651.0,90598939732,27620207778.0,1146103231.0,7904924646.0,118558010771,141802561502,,,,,,,,,,
2016-06-30,102458492.0,-2862621526.0,17649712727,-298364078.0,27091667875.0,1129802671.0,4733455839.0,8742633454.0,1320342857.0,26904245004.0,18003250.0,1925928640.0,-351122291.0,1797022915.0,0.0,2366424979.0,5534327254.0,6113635720.0,-7383232518.0,-2852899052.0,194364942.0,7752916001.0,5765293242.0,-71463060.0,10803690687.0,0.0,-11510247893.0,3617152826.0,,-15003956318.0,,10596910658.0,1.16,1.16,3620183824.0,7158942036.0,,6113635720.0,0.0,-476680058.0,226643.0,8734520887,6070234848.0,18228108267.0,58287413047,,,1116303013.0,60420869297,-46738635.0,26384233614,7090436987.0,8049739435.0,82460855568.0,7090436987.0,23284061180.0,-2118105950.0,8671170394.0,,1679083051.0,957150404.0,90771041127,50348412962.0,593973965.0,6808592247.0,122131170658,149058454174,,,,,,,,,,
2017-06-30,118258068.0,-2920375476.0,20050896042,-334521461.0,24876756445.0,124182299.0,7913717614.0,4869950361.0,1335477677.0,31226692408.0,1677672913.0,2160969959.0,-1380740497.0,1858003650.0,0.0,1682700556.0,-717882922.0,6230934375.0,-653549087.0,-1489304705.0,195721827.0,10614355026.0,4535110800.0,-119277975.0,18333874993.0,0.0,-5059913112.0,6961567485.0,,-4994931294.0,,9922476572.0,1.19,1.19,3022416755.0,8106492875.0,,6230934375.0,3875439917.0,-522525973.0,-219314.0,5889899676,10420157379.0,10596910658.0,60946539943,,,952150129.0,1126413923,-7770088.0,25940795718,7414672305.0,10928334921.0,86711386892.0,7414672305.0,28204275653.0,-1222757398.0,4750672386.0,,205023380.0,778493558.0,94319325140,53049748808.0,2507862151.0,3728929717.0,128353767682,155265865083,,,,,,,,,,
2018-06-30,130166885.0,-10271169519.0,12131243524,-566499046.0,27052559596.0,,4858662327.0,-7876321803.0,1356039678.0,21969867496.0,-8747882677.0,2387146526.0,1492583877.0,1930351511.0,,2490889995.0,-10440494956.0,6421831449.0,-2136097406.0,-5366624158.0,53012469.0,15665801855.0,5943918338.0,-111002399.0,10730234383.0,0.0,11534439387.0,3853173842.0,,,,7823797702.0,2.18,2.18,3420751766.0,14034134255.0,,6421831449.0,719684111.0,-574311833.0,58616.0,6534036521,5871572056.0,9922476572.0,53244363670,,,1005488485.0,1118004432,-12200920.0,18665280045,13995949179.0,15848981209.0,,13995949179.0,18549115730.0,-2296953445.0,-7987324202.0,,205530033.0,818028137.0,105863032858,,1631667600.0,4146889995.0,139581940738,159107396528,,,,,,,,,,
2019-06-30,,,25385564491,,27620251605.0,,,,1323153612.0,38701891168.0,,2445353649.0,,1970100446.0,,,,,,,,,4967358991.0,,,0.0,,,,,,,,,11404920334.0,,,,0.0,-646946834.0,,9200711528,,,74544144431,,,,300000,,34586276019,,,98194139257.0,,27296970834.0,,,,218803996.0,,106204235953,,,6755357879.0,145294012753,180748380384,,,,,,,,,,
