date,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,annualEndCashPosition,annualCurrentDebt,annualFreeCashFlow,annualCommonStockIssuance,annualNetOtherFinancingCharges,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,annualAccountsPayable,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDeferredRevenue,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,annualCashDividendsPaid,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualStockholdersEquity,annualTotalAssets,annualTaxProvision,annualRetainedEarnings,annualCurrentAccruedExpenses,annualCapitalStock,annualDilutedEPS,annualInventory,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualBasicAverageShares,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,annualPurchaseOfInvestment,annualPretaxIncome,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualInterestExpense,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualGrossPPE,annualDilutedAverageShares,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualIncomeTaxPayable,annualGoodwill,annualResearchAndDevelopment,annualOtherIntangibleAssets,annualSellingGeneralAndAdministration,annualOtherShortTermInvestments,annualInvestmentsAndAdvances
1991-12-31,,29900000,,29900000,,,,,,,,,,4100000,,,4100000,,,,,,,,,,,,0.570285,3900000,,,,,,,,,,0.570285,,,,,,29900000,,,6838686,,,,,,,,,,,,,,6838686,,,,,,,,,,,,,,
1992-12-31,,30600000,,30600000,,,,,,,,,,4400000,,,4400000,,,,,,,,,,,,0.6003,4200000,,,,,,,,,,0.6003,,,,,,30600000,,,6996502,,,,,,,,,,,,,,6996502,,,,,,,,,,,,,,
1993-12-31,,35500000,,35500000,,,,,,,,,,5500000,,,5500000,,,,,,,,,,,,0.665333,5200000,,,,,,,,,,0.665333,,,,,,35500000,,,7815635,,,,,,,,,,,,,,7815635,,,,,,,,,,,,,,
1994-12-31,1800000,36100000,2800000,11200000,3900000,,2800000,900000,3500000,,,-300000,1600000,5500000,22100000,84700000,5500000,,-300000,,3900000,49500000,1100000,4200000,13000000,-4400000,,-1200000,0.665017,5300000,0,3000000,,47700000,132400000,2800000,17700000,6800000,30000000,0.665017,1000000,0,109100000,8400000,33300000,14200000,8800000,119400000,8006585,73900000,,12300000,3900000,,-900000,8300000,,,2900000,-21700000,600000,130800000,8006585,,1100000,-6000000,0,-7200000,2700000,,,,,,,,
1995-12-31,700000,37800000,2700000,11800000,4900000,200000,-100000,1700000,1000000,,,100000,1500000,5700000,23300000,94500000,5700000,,-1500000,,4900000,53000000,3900000,4200000,13000000,-4600000,900000,-100000,0.680017,5500000,0,2800000,,50300000,144800000,3000000,18800000,7100000,31500000,0.680017,1000000,-100000,119600000,8800000,35100000,14700000,8900000,131800000,8157576,83300000,,13500000,4900000,,,8700000,,,3100000,-26400000,300000,146000000,8157576,,1700000,-9000000,200000,-9600000,1000000,,,,,,,,
1996-12-31,400000,38000000,3000000,10600000,4300000,,4100000,1200000,600000,,,1400000,1700000,5200000,24400000,96800000,5200000,,-1500000,,4300000,53000000,4900000,4000000,11900000,-4800000,,,0.600015,5000000,100000,3000000,,51900000,148700000,2500000,19200000,8200000,32700000,0.600015,1000000,200000,123000000,9900000,35000000,13600000,10300000,136800000,8338459,84600000,,14400000,4300000,,,7700000,,,3200000,-28500000,800000,151500000,8474024,,-3200000,-6200000,0,-7700000,-600000,,,,,,,,
1997-12-31,600000,40300000,3200000,11900000,2500000,600000,2400000,1100000,1000000,,,3000000,3600000,5900000,25200000,103600000,5900000,,-1300000,,2500000,52900000,4000000,3800000,10100000,-5000000,,,0.665017,5700000,0,3000000,,56200000,159800000,3100000,20100000,8800000,36100000,0.665017,1000000,300000,137100000,13000000,37100000,15000000,12600000,149700000,8469952,88300000,,14400000,2500000,100000,,9000000,,,3200000,-30300000,800000,167400000,8539411,,-2900000,-10200000,600000,-11300000,-1500000,,,,,,,,
1998-12-31,10300000,43100000,,12100000,9400000,1100000,-15900000,14300000,-9500000,,,1000000,3400000,6500000,31000000,131800000,6500000,,-2300000,,9400000,78000000,2500000,4900000,27800000,-5300000,,,0.710018,6200000,0,3900000,,71700000,203500000,3000000,21200000,8700000,50500000,0.705018,900000,700000,162800000,13200000,43100000,15900000,10400000,175700000,8707540,116400000,,14300000,9400000,,,9500000,,,4300000,-32400000,100000,195200000,9160380,,25100000,-26300000,1100000,-28600000,6900000,,,,,,,,
1999-12-31,6300000,53500000,,13800000,5200000,2200000,-13300000,1100000,6300000,,,-700000,3400000,7900000,39700000,140400000,7900000,,2500000,,5200000,82500000,9400000,6000000,21100000,-6200000,,,0.770019,7600000,-100000,4300000,,74600000,215000000,3200000,22900000,8800000,51700000,0.760019,1000000,600000,181800000,14300000,53500000,18100000,10000000,193900000,9853539,124200000,,14200000,5200000,,,11100000,,,4700000,-35200000,-100000,217000000,10296048,,6600000,-23300000,-100000,-20800000,-4200000,,,,,,,,
2000-12-31,3513772,54476543,,12575187,2497154,6265859,-3643728,1244972,3324341,,,122221,2438664,5305060,41901356,144701704,5305060,,-996032,,2497154,82109297,5169772,5282796,15272721,-6404197,,,0.505013,5050274,0,-442577,,74698255,219399959,2637058,21796707,9302118,52901548,0.505013,1009956,228792,191196444,18006641,54476543,17519888,9995563,204127238,10044044,124684030,,14382506,2497154,,,7942118,,,4997022,-38856591,201319,230053035,10387176,,1967142,-13639291,6265859,-14635323,-2672618,,,,,,,,
2001-12-31,10079976,59638145,,15206961,4534384,13583836,-413550,1261135,-5830505,,,-355980,2396335,6952984,44431184,160020299,6952984,,230009,,4534384,88140459,2497154,6665720,25109015,-6559000,,,0.660017,6698198,0,253579,,76353374,236373673,3713645,22190691,9990415,54162683,0.660017,1027920,362351,199059578,25970586,59638145,20510497,12333482,211264658,10130654,132117297,,14648587,4534384,,,10666629,,,5042292,-43670744,318972,242730322,10473786,,2220771,-12747032,13583836,-12517023,2037230,,,,,,,,
2002-12-31,6962091,61932786,,16344515,2937894,18289427,-5391651,3210860,3426971,,,-693798,2059877,7765353,45588271,164039925,7765353,,-125904,-552081,2937894,87483382,4534384,6028302,20299715,-6765280,,,0.727518,7510567,0,-815734,,80564307,244604232,3877577,23187076,9229299,57929312,0.727518,1190337,172210,211367896,29578603,61932786,21307783,11097444,224304517,10280044,132607523,,15095700,2937894,,,11642930,,,5143463,-47919527,148024,259287423,10623175,,3921065,-16489095,18289427,-16614999,-1596490,,,,,,,,
2003-12-31,1009304,64111214,,14737357,3005610,13567258,-5325778,3609859,1600156,,,1992968,4777400,6630596,49373857,179485689,6630596,,1525301,50808,3005610,97376847,2937894,5682608,14351452,-7046040,,,0.61,6375810,5038342,,,83706246,263191935,3237218,22668348,9350828,60987090,0.61,1419142,41568,230932470,27695486,64111214,20371220,14248427,248840483,10475295,145184712,,15901153,3005610,-228805,,9867814,,,5227030,-47510797,306919,278443267,10818435,,3335271,-19574205,13567258,-17515982,67716,,,,,,,,
2004-12-31,823976,70991146,,16933210,4034768,12091351,-14301078,15055874,833816,,,728449,6001806,8445509,54057936,199937385,8445509,,-9356934,44841,4034768,115280649,3005610,6316853,15952216,-7630415,,,0.74,8190723,18960147,,,99191713,299129098,3814418,23103908,9670123,76042964,0.73,1203906,189274,251813734,27763280,70991146,23321018,15559022,283176882,11079835,165114387,,16252719,4034768,215236,,12259927,,,5468576,-52017761,603275,303831495,11422975,,24687170,-29860100,12091351,-39217034,1029158,,,,,,,,
2005-12-31,927254,74613305,,17218443,2983762,5930617,-11790802,4076047,1271768,,,-1756037,6038060,8476141,57394862,220832737,8476141,,6600168,-206925,2983762,128174944,4034768,8074929,16983507,-7941748,,,0.72,8224855,12030121,,,103550387,324383124,3237324,23638301,9516566,80119011,0.71,1259935,191979,282961446,21485243,74613305,24378113,13496933,307399617,11444785,192081788,,15914569,2983762,-56029,,11713465,,,6244671,-54960290,164873,337921736,11783925,,4139628,-25287735,5930617,-18687567,-1051006,,,,,,,,
2006-12-31,1228620,81061457,,21318261,5826012,2500537,-14453430,28087507,1396112,,,-2157704,5490514,10038895,59743196,236964946,10038895,,-2851777,94255,5826012,130706358,2983762,8538302,20912415,-8437496,,,0.83,9791109,13689965,-632366,,133302068,370267014,5040591,25001295,10148447,3958062,0.82,1306196,141311,310872739,18139498,81061457,29079504,15907061,349354599,11843580,210812214,,17592372,5826012,-46261,,15079486,,,7012452,-59693678,896993,370566417,12174720,,20147457,-30360491,2500537,-33212268,2842250,,,,,,,,
2007-12-31,1363000,86114000,,22671000,2029000,2723000,-3112000,1420000,1033000,,,-807000,6477000,11843000,63443000,255539000,11843000,,-1403000,69000,2029000,131615000,5826000,8227000,17433000,-9389000,,,0.88,11595000,17133000,-271000,,137136000,392675000,5736000,27441000,17809000,3958000,0.87,1205000,990000,333852000,27009000,86114000,30847000,18818000,375242000,13203000,221343000,,19401000,2029000,101000,,17579000,,,6619000,-64736000,399000,398588000,13534000,,445000,-21930000,2723000,-23060000,-3797000,,,,,,,,
2008-12-31,1481000,91038000,,24019000,3288000,43862000,-9313000,1475000,-326000,,,-2796000,5689000,12208000,67019000,298822000,12208000,,-2498000,,3288000,118217000,2029000,9510000,20576000,-9571000,,,0.9,11990000,17897000,-434000,,141178000,440000000,6056000,30077000,11919000,3375000,0.89,1475000,635000,359527000,61470000,91038000,32549000,19116000,419424000,13317000,229773000,,23115000,3288000,-270000,,18264000,,,7057000,-70544000,1032000,430071000,13615000,,13070000,-28429000,43862000,-30927000,1259000,,,,,,,,
2009-12-31,0,91243000,0,20161000,4278000,46560000,-1622000,1251000,68000,254414000,-1341000,-5629000,4348000,9977000,71082000,315082000,9977000,861000,456000,,4278000,124910000,3288000,10616000,22045000,-9790000,,0,0.73,9769000,19845000,386000,9217000,143004000,458086000,5160000,30265000,1861000,3373000,0.72,1618000,1726000,376544000,60668000,91243000,31104000,18506000,436041000,13454000,67952000,,29091000,4278000,-143000,,15137000,-1112000,,6750000,-77027000,5522000,453571000,13716000,386000,2156000,-20128000,1352000,-19672000,990000,-18360000,,,,,,,
2010-12-31,0,102735000,0,26597000,2453000,21432000,-4039000,29845000,1214000,271804000,2055000,831000,6403000,14330000,76138000,312544000,14330000,864000,-1790000,,2453000,133844000,4278000,11963000,22765000,-10717000,,-144000,0.96,14123000,21588000,323000,9958000,176641000,489185000,6786000,33745000,1598000,3362000,0.96,2196000,1444000,398733000,40740000,102735000,37999000,25565000,466420000,14654000,71113000,,30916000,2453000,-578000,,21116000,-2222000,,6925000,-84737000,630000,483470000,14916000,323000,4004000,-29604000,1691000,-31394000,-1825000,-30164000,,,,,,,
2011-12-31,0,102069000,0,24201000,3106000,28819000,-726000,1504000,1761000,310515000,-697000,-2920000,5706000,13447000,77868000,357202000,13447000,734000,3796000,,3106000,132167000,2453000,11280000,22873000,-11643000,,-9000,0.85,13241000,17251000,-92000,10432000,180334000,537536000,6527000,35549000,1628000,3353000,0.84,2023000,2149000,422199000,46687000,102069000,36782000,22836000,514663000,15615000,59201000,,38168000,3106000,173000,-300000,19974000,-28000,21944000,6376000,-92351000,,514550000,15877000,394000,-2117000,-23562000,1953000,-20066000,653000,-4427000,,,,,,,
2012-12-31,2255000,110379000,60458000,27647000,3025000,39080000,7994000,1587000,-6602000,320809000,-1898000,-108000,3808000,14396000,22274000,376741000,14396000,756000,464000,,3025000,131467000,3106000,12447000,24613000,-11885000,,0,0.9,14190000,27372000,-460000,11232000,184985000,561726000,7383000,38060000,955000,3353000,0.9,1403000,857000,435218000,55932000,49921000,39736000,29572000,537113000,15733000,60929000,-1200000,42844000,3025000,620000,-1200000,21779000,2441000,21990000,6725000,-100360000,3959000,535578000,15995000,553000,-7339000,-21578000,2067000,-22314000,-81000,-56725000,,,,,,,
2013-12-31,0,114846000,60748000,30970000,4834000,33836000,13725000,1368000,6866000,286032000,2520000,2333000,6328000,16633000,23128000,338710000,16633000,837000,323000,,4834000,129798000,3025000,11640000,25838000,-12133000,,0,1.04,16443000,20894000,-427000,11858000,191631000,530341000,8621000,42560000,1151000,2886000,1.03,1984000,91000,446479000,52678000,54098000,42919000,33805000,504503000,15868000,63324000,-1655000,40099000,4834000,-581000,-1655000,25254000,1201000,21837000,5807000,-110366000,2915000,556845000,16110000,493000,-10584000,-20080000,2394000,-21412000,1809000,-11230000,,,,,,,
2014-12-31,0,117139000,59129000,34392000,2673000,24910000,9975000,1493000,681000,332173000,26000,-1419000,6354000,18445000,23618000,376045000,18445000,839000,-100000,,2673000,136039000,4834000,10012000,22864000,-12382000,,,1.14,18294000,17973000,-315000,12191000,199727000,575772000,9937000,48623000,1134000,2436000,1.13,2253000,-403000,465406000,43872000,58010000,46180000,32571000,552908000,16052000,70532000,,48216000,2673000,-269000,,28382000,1950000,21978000,5607000,-117986000,3130000,583392000,16226000,539000,-12893000,-22596000,1687000,-21839000,-2161000,-5481000,,,,,,,
2015-12-31,0,126025000,65167000,35840000,3469000,8739000,25439000,1462000,486000,347273000,171000,-665000,6525000,20028000,25018000,375592000,20028000,880000,1390000,,3469000,136247000,2673000,10060000,24410000,-12697000,,-22000,1.23,19884000,15561000,2376000,13087000,209130000,584722000,10551000,55931000,1104000,2436000,1.22,2600000,293000,481870000,28319000,60858000,48184000,51212000,560312000,16165854,74640000,,68534000,3469000,-347000,,30579000,-48000,20461000,5554000,-126343000,15753000,608213000,16298361,633000,-26033000,-25773000,1945000,-24383000,796000,-6284000,,,,,,,
2016-12-31,0,132906000,65534000,40632000,3879000,18159000,-304000,1453000,855000,352232000,5818000,6939000,12343000,22742000,26740000,399288000,22742000,923000,0,,3879000,134538000,3469000,10129000,26716000,-13281000,,0,1.39,22598000,12228000,-524000,13532000,220873000,620161000,11735000,65392000,1084000,2436000,1.38,4094000,-862000,517776000,47056000,67372000,52566000,47071000,593445000,16257554,76547000,,72825000,3879000,-1494000,,34477000,-69000,20846000,5293000,-135728000,3553000,653504000,16375362,829000,714000,-47375000,2162000,-47375000,410000,-5898000,,,,,,,
2017-12-31,0,130775000,64668000,38620000,4937000,34865000,-7458000,1234000,1085000,364995000,1586000,-2906000,13929000,22809000,27487000,429532000,22809000,951000,-1021000,,4937000,139045000,3879000,10785000,29247000,-14146000,,,1.39,22665000,15791000,-690000,14846000,231608000,661140000,11100000,74055000,1093000,2433000,1.38,4118000,795000,557240000,64537000,66107000,53337000,42843000,631893000,16305755,80936000,,43160000,4937000,-24000,,33909000,-656000,21423000,5506000,-146272000,7944000,703512000,16423913,840000,9537000,-50301000,2281000,-51322000,1058000,-6159000,,,,,,,
2018-12-31,,138077000,71570000,37142000,5661000,55843000,-26230000,1150000,3866000,422247000,5396000,6164000,19325000,32452000,29365000,516610000,32452000,1036000,,,3705000,152851000,6397000,11762000,30815000,-15074000,,,1.97,32308000,19292000,-892000,15780000,251220000,767830000,924000,91433000,1289000,2433000,1.96,5411000,2992000,618487000,94363000,66507000,55171000,45864000,737015000,16400000,89781000,,47270000,3705000,-1293000,,33376000,-977000,22572000,6758000,-157387000,-8724000,775874000,16483673,1084000,25494000,-72094000,2640000,-72094000,-736000,-7024000,,,,,,,
2019-12-31,,134598000,67980000,35520000,46499000,27178000,-53072000,56784000,3216000,519021000,3981000,-1736000,23306000,33888000,31098000,584002000,33888000,1211000,,,2230000,230777000,5661000,11908000,29133000,-16297000,,,,33756000,58592000,-2249000,17232000,325876000,909878000,-3140000,108667000,2031000,217209000,,5445000,2492000,711674000,64981000,66618000,55244000,36053000,880745000,,100376000,,54408000,,-34000,,30748000,-146000,23905000,7264000,-170220000,-11719000,881894000,,637000,93910000,-89125000,3620000,-89125000,40838000,-7343000,,,,,,,
