date,annualInterestExpense,annualChangesInAccountReceivables,annualCurrentAssets,annualBeginningCashPosition,annualBasicEPS,annualGrossPPE,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualTaxProvision,annualOtherCurrentLiabilities,annualCurrentDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualGrossProfit,annualDilutedAverageShares,annualFreeCashFlow,annualStockBasedCompensation,annualResearchAndDevelopment,annualInventory,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualPurchaseOfBusiness,annualChangeInInventory,annualOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,annualCashDividendsPaid,annualPurchaseOfInvestment,annualPretaxIncome,annualAccountsReceivable,annualNetIncome,annualLongTermDebt,annualGoodwill,annualIncomeTaxPayable,annualSaleOfInvestment,annualStockholdersEquity,annualOtherNonCashItems,annualTotalAssets,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualRetainedEarnings,annualInvestingCashFlow,annualEndCashPosition,annualOperatingIncome,annualOtherIncomeExpense,annualCurrentLiabilities,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualChangeInAccountPayable,annualOtherIntangibleAssets,annualEbitda,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualBasicAverageShares,annualNetOtherInvestingChanges,annualNonCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualDeferredIncomeTax
1989-12-31,74400000.0,,2102800000.0,390900000.0,0.49,3626800000.0,658600000.0,1602000000.0,-1536600000.0,859800000.0,,,-377300000.0,-573100000.0,334400000.0,773300000.0,300500000.0,2249300000.0,500500000.0,5379800000.0,,2748800000.0,0.0,3130500000.0,1754693878,386800000.0,,,696000000.0,859800000.0,-212300000.0,438800000.0,0.49,,-96800000.0,1909300000.0,2125200000.0,-301900000.0,-448800000.0,1194200000.0,,859800000.0,146700000.0,,,591000000.0,2726400000.0,,4851600000.0,307300000.0,-935900000.0,2532800000.0,-392200000.0,0.0,1221200000.0,47500000.0,1383600000.0,26600000.0,,2090200000.0,959900000.0,741600000.0,309800000.0,,,1528500000.0,,156100000.0,-289500000.0,,13600000.0,13600000.0,1754693878,38700000.0,,,
1990-12-31,91400000.0,,2461200000.0,13600000.0,0.56,4257600000.0,726200000.0,1842500000.0,-1881800000.0,965800000.0,,,20400000.0,-641400000.0,385000000.0,986100000.0,663800000.0,2554200000.0,579400000.0,6158700000.0,,3102000000.0,0.0,3604500000.0,1724642857,559500000.0,,,777600000.0,965800000.0,-111200000.0,409100000.0,0.56,,-54700000.0,2198400000.0,2729600000.0,-351200000.0,-309700000.0,1350800000.0,,965800000.0,134800000.0,,,310900000.0,2833600000.0,,5563200000.0,355900000.0,-558200000.0,2528000000.0,-618300000.0,0.0,1406100000.0,36100000.0,2001100000.0,51300000.0,,2375800000.0,1200900000.0,728500000.0,351200000.0,,,1762000000.0,,184600000.0,-605600000.0,,34000000.0,34000000.0,1724642857,21900000.0,,,
1991-12-31,63800000.0,,2891100000.0,34000000.0,0.64,4785200000.0,702100000.0,2179600000.0,-2123100000.0,1088800000.0,,,26400000.0,-770600000.0,455500000.0,1162600000.0,544300000.0,2761000000.0,864400000.0,6876600000.0,,3364200000.0,-100000.0,4115600000.0,1701250000,682600000.0,,,815400000.0,1088700000.0,-61800000.0,347200000.0,0.64,,-44800000.0,2558600000.0,3052300000.0,-410300000.0,-284100000.0,1544200000.0,,1088800000.0,125100000.0,,,398700000.0,3203000000.0,4100000.0,6255300000.0,379000000.0,-779800000.0,2867900000.0,-642100000.0,0.0,1557000000.0,51000000.0,2229300000.0,57900000.0,,2662100000.0,1453200000.0,823000000.0,522400000.0,,,1936000000.0,,350700000.0,-317800000.0,,60400000.0,60400000.0,1701250000,13900000.0,,,
1992-12-31,53000000.0,,3231700000.0,60400000.0,0.74,5497100000.0,610300000.0,2820600000.0,-2397900000.0,1239100000.0,,,56200000.0,-1007200000.0,499700000.0,1269000000.0,916300000.0,3077500000.0,1006900000.0,7851900000.0,,3709500000.0,0.0,4774400000.0,1674459459,381600000.0,,,863800000.0,1239100000.0,-282500000.0,321300000.0,0.74,,-109100000.0,3248400000.0,3593600000.0,-488400000.0,-178700000.0,1738800000.0,,1239100000.0,110000000.0,,,496100000.0,3347600000.0,-100000.0,6941200000.0,427800000.0,-657500000.0,2990700000.0,-667600000.0,0.0,1526000000.0,265700000.0,2782500000.0,74000000.0,,3099200000.0,1388800000.0,811100000.0,597200000.0,,,1953800000.0,,379800000.0,-607600000.0,,116600000.0,116600000.0,1674459459,22200000.0,,,
1993-12-31,54283000.0,,3585535000.0,116576000.0,0.85,6221146000.0,592043000.0,1988176000.0,-2710155000.0,1399126000.0,,933049000.0,184100000.0,,544104000.0,679781000.0,843594000.0,3684727000.0,458026000.0,8407843000.0,469828000.0,4103034000.0,0.0,4723116000.0,1657976000,1846909000.0,,880974000.0,940533000.0,1399126000.0,-2055000.0,51383000.0,0.85,,-91490000.0,2799150000.0,4013640000.0,-548044000.0,-335915000.0,1943230000.0,1336222000.0,1399126000.0,306840000.0,,,447983000.0,3674929000.0,,7688569000.0,484081000.0,-863867000.0,3364952000.0,-793838000.0,300676000.0,1923966000.0,105726000.0,3094933000.0,27536000.0,78149000.0,3510991000.0,1846909000.0,918707000.0,638509000.0,,,2408047000.0,,560484000.0,-465822000.0,-108068000.0,378825000.0,300676000.0,1657976000,46826000.0,,,
1994-12-31,49722000.0,,3876328000.0,300676000.0,0.935,7053604000.0,726546000.0,2054455000.0,-3132754000.0,1516683000.0,,1140154000.0,-10404000.0,,650007000.0,892109000.0,772503000.0,3993831000.0,549091000.0,9156009000.0,505170000.0,4647396000.0,0.0,5162178000.0,1624472000,2212137000.0,,963516000.0,1018191000.0,1516683000.0,154516000.0,55597000.0,0.935,,-52293000.0,3017971000.0,4474324000.0,-602356000.0,-226728000.0,2166690000.0,1468519000.0,1516683000.0,287091000.0,,,185268000.0,4049400000.0,,8523724000.0,510504000.0,-1279922000.0,3652434000.0,-944085000.0,290272000.0,2144207000.0,35298000.0,3475866000.0,36214000.0,25056000.0,3920850000.0,2212137000.0,998458000.0,671100000.0,,,2654711000.0,,655770000.0,-615946000.0,-56659000.0,315328000.0,290272000.0,1624472000,26863000.0,,,
1995-12-31,69532000.0,,4226711000.0,290272000.0,1.06,7762442000.0,936331000.0,2230740000.0,-3512904000.0,1688700000.0,,1217016000.0,-9075000.0,,706619000.0,767514000.0,1049863000.0,4325805000.0,0.0,10012194000.0,581562000.0,5185869000.0,0.0,5686389000.0,1594642000,1965581000.0,,1072745000.0,1110941000.0,1688700000.0,-337597000.0,67993000.0,1.06,,-93184000.0,3303485000.0,5015733000.0,-653567000.0,-183443000.0,2395319000.0,1563038000.0,1688700000.0,435198000.0,,,67130000.0,4396847000.0,,9412580000.0,566423000.0,-933873000.0,3926917000.0,-1037723000.0,281197000.0,2382904000.0,30164000.0,3790314000.0,76540000.0,34500000.0,4249538000.0,1965581000.0,1225419000.0,755921000.0,,,2949327000.0,,722228000.0,-771411000.0,-60364000.0,315697000.0,281197000.0,1590724000,25611000.0,,,
1996-12-31,95445000.0,,4480902000.0,281197000.0,1.205,8370283000.0,1203362000.0,2459560000.0,-3908740000.0,1882033000.0,,1206552000.0,-170988000.0,,787517000.0,830420000.0,1383727000.0,4731998000.0,0.0,11013460000.0,694380000.0,6644698000.0,0.0,6281462000.0,1565830000,2382062000.0,,1204841000.0,1238205000.0,1882033000.0,-239861000.0,153279000.0,1.205,,-125726000.0,3664401000.0,6305418000.0,-728147000.0,-312535000.0,2669550000.0,1708807000.0,1882033000.0,932898000.0,,,117783000.0,4820182000.0,,11125600000.0,686085000.0,-592288000.0,4262804000.0,-1955241000.0,110209000.0,2617061000.0,103413000.0,4343717000.0,109638000.0,12875000.0,4461543000.0,2382062000.0,1961701000.0,923018000.0,,979793000.0,3303146000.0,,875524000.0,-808816000.0,-86397000.0,123084000.0,110209000.0,1561853112,19098000.0,,,
1997-12-31,134550000.0,,5038208000.0,110209000.0,1.36,8790157000.0,1341043000.0,2684955000.0,-4220466000.0,2094462000.0,,1406132000.0,119815000.0,,855484000.0,845926000.0,1781352000.0,5045678000.0,0.0,11883462000.0,907106000.0,7022860000.0,0.0,6837784000.0,1561462000,2628767000.0,,1302403000.0,1279900000.0,2094462000.0,-338465000.0,136514000.0,1.34,,-98964000.0,3987358000.0,7062391000.0,-809554000.0,-25115000.0,2949946000.0,1782326000.0,2094462000.0,937983000.0,,,43424000.0,4998677000.0,12000.0,12061068000.0,727754000.0,-1308499000.0,4427997000.0,-1197671000.0,230024000.0,2850426000.0,186322000.0,5034468000.0,137482000.0,28986000.0,4569691000.0,2628767000.0,2027923000.0,1001058000.0,,1112126000.0,3578180000.0,,953426000.0,-1054512000.0,-288188000.0,259010000.0,230024000.0,1539746000,-8209000.0,,,
1998-12-31,104118000.0,,5553136000.0,230024000.0,1.53,9396236000.0,1574412000.0,2743888000.0,-4657393000.0,2333231000.0,,1378707000.0,78206000.0,,907368000.0,767702000.0,1759076000.0,5394441000.0,0.0,12477845000.0,1231079000.0,7663077000.0,0.0,7083404000.0,1545658000,2732901000.0,,1221593000.0,1410609000.0,2333231000.0,-461195000.0,108964000.0,1.51,,-111649000.0,3965481000.0,7502552000.0,-891661000.0,-278002000.0,3240599000.0,1950058000.0,2333231000.0,1339694000.0,,,78898000.0,5713661000.0,,13216213000.0,784243000.0,-1233686000.0,4554648000.0,-1420866000.0,308230000.0,3117923000.0,226794000.0,4962126000.0,150881000.0,75087000.0,4738843000.0,2732901000.0,2540426000.0,1056641000.0,,1349822000.0,3902166000.0,,1091768000.0,-875407000.0,-25331000.0,383317000.0,308230000.0,1522702000,18034000.0,,,
1999-12-31,144689000.0,,6419754000.0,315238000.0,1.59,9797567000.0,1706380000.0,2857104000.0,-5027508000.0,2445759000.0,,1433424000.0,292859000.0,-987098000.0,951129000.0,960162000.0,896271000.0,5977183000.0,0.0,13177625000.0,1939673000.0,8051290000.0,0.0,7200442000.0,1557655000,1950423000.0,,1193963000.0,1495444000.0,2445759000.0,-419956000.0,23779000.0,1.57,,-147778000.0,4051067000.0,7043449000.0,-1003295000.0,-175694000.0,3396888000.0,2055839000.0,2445759000.0,1336789000.0,,,169356000.0,7427595000.0,,14471044000.0,828006000.0,-1426826000.0,6174007000.0,-1198249000.0,608097000.0,3149375000.0,329278000.0,4516711000.0,434183000.0,115199000.0,4770059000.0,2937521000.0,2526738000.0,1226854000.0,,1574851000.0,3977381000.0,,1166170000.0,,-428329000.0,723296000.0,608097000.0,1536762000,12187000.0,,,
2000-12-31,113938000.0,,7376241000.0,608097000.0,1.8,10127898000.0,1534842000.0,2894178000.0,-5310987000.0,2785977000.0,,1549245000.0,306121000.0,-1035873000.0,1030430000.0,912856000.0,479454000.0,6238646000.0,0.0,13745916000.0,2218234000.0,7907013000.0,0.0,7507270000.0,1565579000,2063745000.0,,1351024000.0,1741331000.0,2785977000.0,-445197000.0,,1.78,,-361377000.0,4106695000.0,6712348000.0,-1145894000.0,-68085000.0,3816407000.0,2179451000.0,2785977000.0,1076368000.0,,,235839000.0,8570906000.0,,15283254000.0,827431000.0,-2147949000.0,7229586000.0,-617664000.0,914218000.0,3400575000.0,577560000.0,4297540000.0,135570000.0,242500000.0,4816911000.0,3099618000.0,2414808000.0,1355985000.0,,1555260000.0,4228006000.0,,1338440000.0,-464856000.0,-621328000.0,1156718000.0,914218000.0,1548015000,45455000.0,,,
2001-12-31,307336000.0,,8419189000.0,914218000.0,1.0,11225405000.0,2031367000.0,3734880000.0,-5673858000.0,1550390000.0,,2285644000.0,-256840000.0,-1163707000.0,332758000.0,1162623000.0,2953335000.0,7748382000.0,0.0,16285246000.0,2643443000.0,14877234000.0,0.0,8536864000.0,1565963000,2403141000.0,,1577552000.0,2212035000.0,1550390000.0,-641896000.0,,0.99,,-184953000.0,5312432000.0,14236991000.0,-1270782000.0,-179618000.0,1883148000.0,2812727000.0,1550390000.0,4335493000.0,,,,9059432000.0,,23296423000.0,1168018000.0,4623816000.0,7281395000.0,-8384874000.0,657378000.0,3224432000.0,-1106525000.0,7926817000.0,169422000.0,56162000.0,5551547000.0,3566848000.0,6310174000.0,1525215000.0,,7294320000.0,4392450000.0,,1974681000.0,-17364000.0,-612968000.0,713540000.0,657378000.0,1550408000,73646000.0,,,
2002-12-31,238945000.0,,9121772000.0,657378000.0,1.79,12147673000.0,250779000.0,3978776000.0,-6319551000.0,2793703000.0,,2202477000.0,47072000.0,-1296397000.0,879710000.0,989421000.0,2148654000.0,8506254000.0,0.0,17684663000.0,2891266000.0,15137330000.0,0.0,9178409000.0,1573293000,2886547000.0,,1561792000.0,2441302000.0,2793703000.0,-30276000.0,,1.78,,-190975000.0,5540568000.0,13594549000.0,-1427850000.0,-156078000.0,3673413000.0,2927370000.0,2793703000.0,4273973000.0,,,140284000.0,10664553000.0,,24259102000.0,1177345000.0,-2309974000.0,8601386000.0,-1881620000.0,704450000.0,3637841000.0,240792000.0,7002202000.0,137004000.0,261677000.0,5828122000.0,4182944000.0,6592347000.0,1661650000.0,,7651781000.0,4815186000.0,,2318374000.0,,-596254000.0,966127000.0,704450000.0,1560956000,16570000.0,,,
2003-12-31,188128000.0,,10290415000.0,704450000.0,1.76,13290747000.0,406357000.0,5050901000.0,-7008941000.0,2753233000.0,,2180098000.0,290674000.0,-1246741000.0,981184000.0,1167713000.0,2537357000.0,9473416000.0,0.0,19680561000.0,3034054000.0,16424927000.0,0.0,10207145000.0,1571869000,2499707000.0,,1733472000.0,2738439000.0,2753233000.0,-496819000.0,,1.75,,7007000.0,6784373000.0,13643084000.0,-1515703000.0,-289432000.0,3734417000.0,3313377000.0,2753233000.0,3452329000.0,,,337017000.0,13072258000.0,,26715342000.0,1273991000.0,-2006212000.0,9691484000.0,-1630605000.0,995124000.0,3422772000.0,457768000.0,7639535000.0,75035000.0,291297000.0,6281806000.0,3746448000.0,6003549000.0,1754367000.0,,8539290000.0,4696763000.0,,2551220000.0,-97617000.0,576416000.0,1286421000.0,995124000.0,1562815000,66465000.0,,,
2004-12-31,200206000.0,,10734485000.0,995124000.0,2.07,12501689000.0,215488000.0,4921780000.0,-6493815000.0,3235851000.0,,2491956000.0,230504000.0,-1291633000.0,949764000.0,1286541000.0,1992683000.0,8884157000.0,247056000.0,19680016000.0,3239575000.0,18033009000.0,0.0,10795859000.0,1570611000,3116310000.0,,1696753000.0,2620463000.0,3175836000.0,-484919000.0,220079000.0,2.06,,-285328000.0,6618533000.0,14441711000.0,-1599770000.0,-543292000.0,4125600000.0,3696115000.0,3235851000.0,4787934000.0,,,224923000.0,14325783000.0,,28767494000.0,1288700000.0,-1138320000.0,10033440000.0,-3923390000.0,1225628000.0,4177326000.0,97361000.0,6825644000.0,155197000.0,833334000.0,6007874000.0,4407943000.0,7616067000.0,1054464000.0,,10856718000.0,5466026000.0,,2608054000.0,-499745000.0,1273622000.0,2058962000.0,1225628000.0,1560557000,14433000.0,,,
2005-12-31,153662000.0,,11386028000.0,1225628000.0,2.17,12760421000.0,1791140000.0,5496123000.0,-6757280000.0,3372065000.0,,2722685000.0,1668059000.0,-1207493000.0,1247855000.0,1598303000.0,2062010000.0,10641111000.0,129902000.0,22337808000.0,3523766000.0,17755175000.0,0.0,11696697000.0,1564103000,3966923000.0,,1821175000.0,2541979000.0,3372065000.0,173941000.0,583077000.0,2.16,,-88257000.0,7317298000.0,14725932000.0,-1686472000.0,-15670000.0,4619920000.0,3576794000.0,3372065000.0,4571504000.0,,,783599000.0,14415271000.0,,29141203000.0,1358939000.0,-2592316000.0,10404568000.0,-720087000.0,2893687000.0,4379399000.0,394183000.0,7415514000.0,223637000.0,62406000.0,6003141000.0,5174416000.0,7310418000.0,1032516000.0,,9960894000.0,5738338000.0,,2155837000.0,-1302314000.0,699192000.0,2956093000.0,2893687000.0,1552457000,14600000.0,,,
2006-12-31,416172000.0,,11281883000.0,2893687000.0,1.12,14401939000.0,1229873000.0,6349685000.0,-7455504000.0,1716755000.0,,3850723000.0,-2372495000.0,-1337818000.0,559615000.0,1523621000.0,5401261000.0,9815147000.0,0.0,22476322000.0,0.0,24896289000.0,0.0,12661175000.0,1536724000,3991423000.0,,2255271000.0,2806421000.0,1716755000.0,-548061000.0,,1.12,,104653000.0,8604956000.0,22123986000.0,-1777170000.0,-2129412000.0,2276370000.0,4231142000.0,1716755000.0,7009664000.0,9449281000.0,,18476000.0,14054186000.0,329957000.0,36178172000.0,1558750000.0,3621927000.0,9568728000.0,-11397629000.0,521192000.0,4056219000.0,-1487502000.0,11951195000.0,502782000.0,852243000.0,6946435000.0,5329241000.0,10172791000.0,1175590000.0,,6403619000.0,5614969000.0,,3163127000.0,-754502000.0,389766000.0,1373435000.0,521192000.0,1529848000,-25712000.0,,,
2007-12-31,593142000.0,,14042733000.0,521192000.0,2.34,15597801000.0,1125262000.0,7407998000.0,-8079652000.0,3606314000.0,,3713104000.0,1935192000.0,-1656207000.0,863334000.0,1444730000.0,2725915000.0,11422046000.0,0.0,25914238000.0,0.0,25671191000.0,0.0,14492192000.0,1560057000,3527636000.0,,2505649000.0,2951442000.0,3606314000.0,-1063365000.0,,2.31,,131324000.0,9913647000.0,21935384000.0,-1959150000.0,535585000.0,4469648000.0,4946876000.0,3606314000.0,9487789000.0,10128841000.0,,17830000.0,17778540000.0,429677000.0,39713924000.0,1854886000.0,-2312632000.0,10805809000.0,-1136277000.0,2456384000.0,4578545000.0,347493000.0,9103278000.0,1249804000.0,364443000.0,7518149000.0,5183843000.0,12832106000.0,1219529000.0,,5720478000.0,6433431000.0,,3344317000.0,-1058793000.0,2081763000.0,2820827000.0,2456384000.0,1543082000,-33485000.0,,,
2008-12-31,528474000.0,-948314000.0,17042559000.0,2456384000.0,3.14564,15188673000.0,0.0,8435624000.0,-7969507000.0,4880719000.0,-913948000.0,5228054000.0,1655638000.0,-1287724000.0,1122070000.0,915982000.0,2731975000.0,12612022000.0,1258554000.0,29527552000.0,0.0,25376645000.0,0.0,16915530000.0,1560753000,6056467000.0,347015000.0,2688811000.0,2775849000.0,4734216000.0,-39686000.0,,3.12,-250000000.0,-257476000.0,11124435000.0,24939653000.0,-2174252000.0,-923937000.0,5856286000.0,,4880719000.0,8713327000.0,9987361000.0,805397000.0,449231000.0,17479551000.0,349571000.0,42419204000.0,1838829000.0,-3485902000.0,13825383000.0,-2087491000.0,4112022000.0,5791095000.0,392436000.0,11591908000.0,,967603000.0,7219166000.0,7344191000.0,13347745000.0,1351436000.0,569056000.0,5151106000.0,8223589000.0,1073736000.0,0.0,-1081806000.0,-1163839000.0,5079625000.0,4112022000.0,1543605000,-75061000.0,,,
