date,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualNetOtherFinancingCharges,annualTaxProvision,annualCurrentDebt,annualInvestmentsAndAdvances,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualDeferredIncomeTax,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCommonStockIssuance,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualCurrentAssets,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualRetainedEarnings,annualTotalAssets,annualNetIncome,annualCashDividendsPaid,annualAccountsReceivable,annualBeginningCashPosition,annualBasicAverageShares,annualTotalNonCurrentAssets,annualFreeCashFlow,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualOtherCurrentAssets,annualDepreciationAndAmortization,annualCurrentLiabilities,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualCapitalStock,annualOperatingCashFlow,annualGrossProfit,annualOtherIntangibleAssets,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,annualEbitda,annualNetPPE,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualGoodwill,annualInterestExpense,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualOperatingIncome,annualInvestingCashFlow,annualCapitalExpenditure,annualPretaxIncome,annualBasicEPS,annualEndCashPosition,annualNonCurrentDeferredRevenue,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,annualIncomeTaxPayable,annualStockBasedCompensation,annualResearchAndDevelopment
1989-12-31,,,,,,,,590400000,,3405600000,,,,,,,,418644068,,,,,,,494000000,,,590400000,,,,418644068,,,,,,,,,,,,,,,,,,,,3405600000,,,,,,1.18,,,,,,,,3405600000,,,,1.18,,,,,,,
1990-12-31,,,,,,,,105800000,,3705200000,,,,,,,,442857143,,,,,,,15500000,,,105800000,,,,442857143,,,,,,,,,,,,,,,,,,,,3705200000,,,,,,0.035,,,,,,,,3705200000,,,,0.035,,,,,,,
1991-12-31,,,,,,,,534700000,,3975800000,,,,,,,,435906977,,,,,,,468600000,,,534700000,,,,435906977,,,,,,,,,,,,,,,,,,,,3975800000,,,,,,1.075,,,,,,,,3975800000,,,,1.075,,,,,,,
1992-12-31,,,,,,,,478900000,,3962500000,,,,,,,,440210526,,,,,,,418200000,,,478900000,,,,440210526,,,,,,,,,,,,,,,,,,,,3962500000,,,,,,0.95,,,,,,,,3962500000,,,,0.95,,,,,,,
1993-12-31,,,,,,,,590600000,,3988100000,,,,,,,,442040816,,,,,,,541500000,,,590600000,,,,442040816,,,,,,,,,,,,,,,,,,,,3988100000,,,,,,1.225,,,,,,,,3988100000,,,,1.225,,,,,,,
1994-12-31,281500000,47000000,150200000,249300000,273200000,,2273500000,426700000,703600000,4040600000,,-23300000,,,2300000,,10198800000,442500000,-238800000,,-4242600000,454800000,99900000,0,389400000,810500000,15092800000,426700000,-381100000,146800000,46900000,442500000,14638000000,723800000,4672700000,508600000,4785600000,70100000,,878600000,18200000,-705800000,,3860900000,1294700000,3337000000,,,3600000000,47000000,190900000,1581200000,11003300000,0,273200000,15245900000,0,0.88,,432800000,8946100000,-18000000,,,308800000,1063500000,-588900000,-570900000,676000000,0.88,47000000,,23100000,,,,
1995-12-31,295600000,20600000,-43400000,431700000,461300000,,1963900000,609700000,762800000,4186100000,,183500000,,,96600000,,9834900000,444318182,-78100000,,-4623700000,486200000,-14200000,0,586500000,1023700000,14960600000,609700000,-384700000,147200000,47000000,444318182,14474400000,686200000,4823400000,572000000,4198300000,116700000,,1077300000,-10900000,-802000000,,3798400000,1264100000,3423300000,,,3664200000,20600000,201700000,1990700000,10938000000,0,461300000,15561700000,-26400000,1.32,,444700000,8406000000,-60500000,,,299700000,1459400000,-488400000,-577900000,1041400000,1.32,20600000,,-400000,,,,
1996-12-31,247800000,29200000,-30400000,340100000,620200000,,2062700000,517200000,972400000,4283600000,,166800000,,,11300000,,10020300000,445714286,,,-5047000000,420400000,-60800000,-100000,499200000,1127000000,15260600000,517200000,-409900000,93500000,20600000,445714286,14840200000,623300000,4938100000,583800000,3935500000,93400000,,1103400000,-2700000,-500600000,,3809700000,1172200000,3311200000,,,4081300000,29200000,204300000,1814900000,10941600000,0,620200000,15988600000,8600000,1.12,,409200000,8580800000,-114100000,,,213000000,1248500000,-663000000,-548900000,857300000,1.12,29200000,,-2000000,,,,
1997-12-31,590500000,33400000,-41200000,292800000,704400000,,2252300000,336600000,1290200000,4617900000,,-17200000,,,50100000,,9047600000,445264706,-61900000,,-2690800000,1002800000,-108600000,0,-1513900000,-792200000,12356600000,-1497100000,-422800000,313300000,29200000,445264706,11353800000,548000000,2956900000,763300000,3853100000,480300000,,1618700000,28600000,-460500000,,3747900000,1038200000,3327700000,,,2615100000,33400000,175800000,1778800000,4670700000,0,704400000,7361500000,4200000,-3.4,,401800000,7110700000,-83300000,,,306800000,1075400000,-573500000,-490200000,629400000,-3.4,33400000,,-66000000,,,,
1998-12-31,463600000,48100000,-69800000,319700000,955500000,,2175400000,532400000,1751800000,5210400000,,-115600000,,,128800000,,8411500000,448071749,-80800000,,-2891300000,569300000,93100000,0,499600000,-532900000,12048400000,512700000,-236300000,310800000,33400000,446071429,11479100000,1017600000,3287500000,792200000,2919600000,48800000,,1735400000,14200000,-956200000,,3819200000,1432900000,3458600000,,,2676800000,48100000,161600000,2029800000,4764000000,-100000,955500000,7655300000,14700000,1.115,,361500000,6376100000,-46700000,,,316300000,1283200000,-462100000,-415300000,852100000,1.12,48100000,,-73300000,,,,
1999-12-31,583600000,228200000,-185600000,358000000,291000000,,1882400000,619000000,2145200000,5436800000,,7500000,,,14000000,,11025300000,394602076,-1742400000,,-4367100000,1212600000,-362400000,6018900000,570200000,-102700000,13119500000,582400000,-208100000,691200000,48100000,391890034,11906900000,397300000,1910500000,343700000,5968700000,87400000,,1304100000,-43400000,177200000,,3713000000,888400000,3291600000,,12200000,2696500000,228200000,205800000,1752900000,5045000000,-117500000,291000000,9412100000,180100000,1.445,,416900000,9435500000,-66500000,,4000000,429500000,1409200000,-885400000,-491100000,977000000,1.455,228200000,,-19300000,,,,
2000-12-31,1177000000,840000000,51000000,341000000,2281000000,,3366000000,566000000,2606000000,7499000000,,193000000,,,,,27382000000,404000000,-515000000,,-6950000000,4184000000,-510000000,12291000000,578000000,332000000,34597000000,586000000,-157000000,2552000000,1202000000,404000000,30413000000,344000000,7215000000,,12958000000,338000000,,4651000000,49000000,-255000000,,6883000000,1096000000,4893000000,,,4739000000,840000000,454000000,2134000000,12936000000,301000000,2281000000,19886000000,-362000000,1.435,,632000000,21771000000,,,,1193000000,1527000000,-1203000000,-752000000,907000000,1.455,840000000,,12000000,,,,
2001-12-31,1687000000,485000000,-100000000,931000000,1766000000,,6465000000,1416000000,5313000000,15140000000,,-68000000,,,39000000,,26591000000,644695260,-17000000,,-7784000000,3782000000,128000000,11962000000,1428000000,1200000000,34821000000,1428000000,-583000000,2159000000,526000000,640000000,31039000000,1574000000,8230000000,,12876000000,667000000,,4417000000,-33000000,-1264000000,,6930000000,3615000000,9827000000,,,4619000000,485000000,471000000,5196000000,13742000000,-321000000,1766000000,21526000000,-41000000,2.215,,1156000000,21245000000,,,100000000,964000000,3362000000,-2392000000,-2041000000,2347000000,2.23,485000000,,123000000,,,,
2002-12-31,1794000000,469000000,1000000,998000000,2617000000,,6394000000,1670000000,5262000000,14955000000,,278000000,,,78000000,,29659000000,650000000,-18000000,,-8770000000,4118000000,5000000,11234000000,1440000000,2042000000,37478000000,1440000000,-563000000,2392000000,485000000,644000000,33360000000,1464000000,7742000000,,13127000000,733000000,,5974000000,-37000000,-1092000000,,7059000000,3614000000,9693000000,,287000000,4003000000,469000000,524000000,5000000000,17134000000,-230000000,2617000000,25904000000,-16000000,2.22,,1011000000,22789000000,,,-1359000000,1563000000,3299000000,-2538000000,-2150000000,2668000000,2.235,469000000,,380000000,,,,
2003-12-31,1595000000,493000000,-96000000,331000000,2271000000,,7239000000,793000000,6375000000,15812000000,,-337000000,,,381000000,,33438000000,658000000,-300000000,,-6948000000,4580000000,-248000000,12012000000,905000000,2320000000,41941000000,905000000,-620000000,2232000000,469000000,652000000,37361000000,1430000000,8503000000,,13489000000,1333000000,,5688000000,-54000000,-1240000000,,7292000000,3384000000,9437000000,,263000000,4645000000,493000000,522000000,3916000000,20630000000,-146000000,2271000000,27578000000,35000000,1.375,,920000000,27375000000,,,-1109000000,1822000000,2198000000,-2109000000,-1954000000,1124000000,1.39,504000000,,-154000000,,,,
2004-12-31,2714000000,528000000,34000000,692000000,913000000,,6000000000,1841000000,5082000000,14515000000,,202000000,,,240000000,,33305000000,669000000,-82000000,,-7229000000,3926000000,260000000,12657000000,1864000000,3353000000,42770000000,1864000000,-831000000,2058000000,493000000,661000000,38844000000,2477000000,9423000000,-24000000,12148000000,798000000,,4882000000,-60000000,-2627000000,,7598000000,4398000000,9433000000,,329000000,4763000000,528000000,542000000,5366000000,21482000000,-144000000,913000000,28711000000,35000000,2.78,,905000000,25857000000,,,-1446000000,1255000000,3433000000,-1736000000,-1921000000,2533000000,2.82,528000000,,-16000000,,,,
2005-12-31,2892000000,140000000,-54000000,944000000,2204000000,,6987000000,951000000,5646000000,15357000000,,493000000,,,222000000,,33263000000,676000000,-362000000,,-7872000000,4637000000,-2686000000,12296000000,923000000,3206000000,42389000000,923000000,-1070000000,2195000000,499000000,669000000,37752000000,-18000000,9125000000,76000000,11760000000,1640000000,,6563000000,-118000000,-19000000,,7987000000,2147000000,9711000000,,,5078000000,140000000,662000000,4691000000,21981000000,-5499000000,2204000000,29853000000,-359000000,1.36,,829000000,24181000000,,,-1624000000,1467000000,2724000000,-2487000000,-2165000000,1895000000,1.38,140000000,,-28000000,,,,
2006-12-31,3279000000,224000000,11000000,1206000000,1134000000,,6817000000,1590000000,5232000000,15655000000,,73000000,,,184000000,,34346000000,676000000,-186000000,,-7250000000,4992000000,30000000,13858000000,1592000000,3426000000,44319000000,1592000000,-1071000000,2209000000,140000000,670000000,39327000000,2417000000,9973000000,1091000000,11911000000,1828000000,,5795000000,-59000000,-1989000000,,0,4835000000,10423000000,,,5424000000,224000000,731000000,5738000000,22775000000,-344000000,1134000000,30025000000,84000000,2.35,,880000000,25489000000,,,-1137000000,1382000000,3606000000,-2762000000,-2418000000,2796000000,2.37,224000000,,49000000,,,,
2007-12-31,2823000000,311000000,102000000,1446000000,1722000000,,6998000000,2726000000,7642000000,18916000000,,-104000000,,,215000000,,35757000000,676000000,-1287000000,,-7811000000,5051000000,-1085000000,14065000000,2736000000,4930000000,45894000000,2736000000,-1180000000,2652000000,224000000,670000000,40843000000,1822000000,10137000000,664000000,11965000000,1365000000,,5995000000,9000000,-1500000000,,0,4496000000,11274000000,,95000000,5081000000,311000000,723000000,6459000000,24153000000,-330000000,1722000000,31964000000,87000000,4.05,,850000000,26374000000,,,-1534000000,1450000000,4276000000,-2909000000,-2674000000,4172000000,4.08,311000000,,663000000,,,,
2008-12-31,1151000000,1271000000,134000000,1317000000,559000000,6215000000,6978000000,2717000000,6582000000,18859000000,,374000000,,,,0,36770000000,662000000,-436000000,67000000,-8242000000,5368000000,414000000,7289000000,2737000000,6820000000,47817000000,2737000000,-1335000000,2252000000,311000000,658000000,42449000000,3434000000,11047000000,718000000,12592000000,927000000,,4080000000,-109000000,-2213000000,,0,6551000000,12277000000,,17202000000,4939000000,1271000000,843000000,7174000000,25813000000,24000000,954000000,34055000000,960000000,4.13,2625000000,832000000,0,-17487000000,-2841000000,-2251000000,1416000000,5299000000,-3378000000,-3117000000,4034000000,4.16,1271000000,,-433000000,,,,
2009-12-31,923000000,2010000000,39000000,1712000000,1209000000,7393000000,7287000000,2706000000,5281000000,17318000000,,756000000,32302000000,,,376000000,36540000000,662000000,0,234000000,-9023000000,5441000000,-543000000,5731000000,2707000000,8134000000,49180000000,2707000000,-1385000000,2049000000,1271000000,659000000,43739000000,2821000000,12640000000,557000000,12402000000,209000000,,4238000000,51000000,-1897000000,,0,6094000000,12037000000,,22946000000,5750000000,2386000000,757000000,7750000000,27341000000,41000000,609000000,36364000000,739000000,4.09,2625000000,731000000,8235000000,-23172000000,-2538000000,-2089000000,1345000000,4750000000,-3458000000,-3273000000,4418000000,4.1,2010000000,,399000000,,,,
2010-12-31,278000000,1612000000,-16000000,1658000000,824000000,7140000000,7483000000,2563000000,6435000000,18644000000,,981000000,34437000000,,,0,38677000000,663000000,0,-232000000,-10064000000,6398000000,-1659000000,1587000000,2563000000,9304000000,52240000000,2563000000,-1389000000,1932000000,2010000000,661000000,45842000000,1918000000,13560000000,609000000,12004000000,335000000,,4240000000,-62000000,-1748000000,-893000000,0,5244000000,12209000000,,3792000000,6621000000,1612000000,806000000,6801000000,29941000000,462000000,918000000,40005000000,-398000000,3.87,2625000000,817000000,1102000000,-3929000000,-1634000000,-2423000000,1373000000,4726000000,-3894000000,-3326000000,4221000000,3.88,1612000000,,312000000,,,,
2011-12-31,1255000000,1016000000,-62000000,1457000000,1216000000,766000000,7316000000,2495000000,7388000000,19184000000,,1457000000,35715000000,,,40000000,40704000000,665000000,,57000000,-10959000000,5489000000,-2490000000,12992000000,2495000000,10055000000,55092000000,2495000000,-1393000000,2613000000,1612000000,663000000,49603000000,811000000,14385000000,3582000000,12189000000,427000000,,4989000000,-58000000,-846000000,-387000000,0,4853000000,11796000000,,6145000000,8351000000,1056000000,864000000,6982000000,32570000000,17000000,725000000,43529000000,-596000000,3.75,2625000000,726000000,5602000000,-6336000000,-789000000,-2450000000,1444000000,4480000000,-4603000000,-4042000000,3952000000,3.76,1016000000,,198000000,,,,
2012-12-31,1854000000,1486000000,-113000000,627000000,1257000000,10303000000,2900000000,1171000000,18118000000,23489000000,455000000,547000000,49635000000,-524000000,72000000,,57412000000,819000000,,113000000,-12184000000,10114000000,-559000000,1742000000,1160000000,9893000000,79105000000,1160000000,-1716000000,3079000000,1016000000,816000000,68991000000,343000000,21409000000,1389000000,18346000000,1320000000,,7777000000,26000000,-1087000000,,0,6132000000,5371000000,,7293000000,12139000000,1486000000,1014000000,6799000000,45149000000,1046000000,1502000000,57370000000,470000000,1.42,2625000000,928000000,2645000000,-7496000000,-1357000000,-2767000000,2648000000,2471000000,-4575000000,-5789000000,1798000000,1.42,1486000000,528000000,255000000,,,,
2013-12-31,1633000000,1609000000,-119000000,1044000000,1850000000,11183000000,3248000000,1729000000,18007000000,24901000000,261000000,119000000,49257000000,-92000000,47000000,,56984000000,860000000,-93000000,-98000000,-13713000000,10137000000,455000000,1422000000,1719000000,10358000000,79924000000,1719000000,-1249000000,2955000000,1486000000,856000000,69787000000,948000000,22732000000,876000000,18271000000,1426000000,,7727000000,-100000000,-826000000,,0,6343000000,6894000000,496000000,4239000000,12905000000,1609000000,1105000000,7908000000,47330000000,101000000,1342000000,61043000000,123000000,2,2625000000,1356000000,3561000000,-4454000000,-1799000000,-2040000000,2506000000,3646000000,-5394000000,-5395000000,2773000000,2.01,1609000000,266000000,483000000,,,,
2014-12-31,1539000000,1878000000,-599000000,666000000,2262000000,11081000000,3468000000,1820000000,21571000000,27429000000,238000000,502000000,53919000000,209000000,35000000,,62681000000,864000000,0,-318000000,-14742000000,12097000000,-3247000000,1479000000,1623000000,10910000000,86814000000,1623000000,-1065000000,3482000000,1609000000,860000000,74717000000,-1620000000,22608000000,758000000,20010000000,1712000000,,8762000000,-380000000,411000000,-386000000,0,4457000000,5858000000,738000000,7738000000,13019000000,1878000000,1603000000,7419000000,52087000000,1667000000,1667000000,66829000000,269000000,1.88,2672000000,1065000000,3168000000,-7554000000,-1545000000,-2684000000,3048000000,2390000000,-4599000000,-6077000000,2486000000,1.89,1878000000,211000000,1161000000,,,,
2015-12-31,2376000000,6502000000,-67000000,1073000000,2033000000,10981000000,3650000000,2250000000,21406000000,29447000000,100000000,752000000,58972000000,-121000000,1868000000,,68090000000,893000000,0,240000000,-16375000000,15334000000,-246000000,1651000000,2269000000,12068000000,95384000000,2269000000,-1105000000,3187000000,1878000000,890000000,80050000000,10000000,25793000000,1109000000,24286000000,1507000000,,9118000000,4000000,4830000000,-40000000,0,7634000000,8041000000,755000000,6895000000,13776000000,6502000000,1566000000,8388000000,57439000000,76000000,1718000000,73814000000,4624000000,2.54,2672000000,1071000000,2512000000,-7147000000,-2687000000,-2624000000,2883000000,4391000000,-7840000000,-7624000000,3330000000,2.55,6502000000,117000000,10000000,,,,
2016-12-31,3460000000,635000000,287000000,761000000,3697000000,11690000000,5512000000,1204000000,22688000000,31360000000,407000000,664000000,73835000000,771000000,0,,87292000000,927000000,-190000000,-432000000,-19169000000,12412000000,-492000000,1585000000,1134000000,12030000000,114904000000,1134000000,-1166000000,4158000000,6502000000,924000000,102492000000,-131000000,25837000000,1333000000,32216000000,2272000000,5576000000,13457000000,7000000,1191000000,-6934000000,0,8434000000,8672000000,-279000000,9856000000,18138000000,635000000,1638000000,9101000000,71555000000,-111000000,2444000000,90724000000,-5867000000,1.22,6677000000,1536000000,2851000000,-9738000000,-2751000000,-2660000000,3441000000,3160000000,-15492000000,-8565000000,1989000000,1.23,635000000,830000000,365000000,,,,
2017-12-31,1835000000,898000000,313000000,-125000000,3017000000,13912000000,5559000000,3849000000,24161000000,33531000000,231000000,-361000000,73772000000,-378000000,1150000000,,84568000000,949000000,0,-426000000,-21064000000,11834000000,-1795000000,1322000000,3770000000,13503000000,116700000000,3770000000,-1236000000,4401000000,635000000,947000000,104866000000,-92000000,29857000000,713000000,32565000000,2509000000,,10796000000,-72000000,717000000,-208000000,0,7492000000,9370000000,,7845000000,11222000000,898000000,1651000000,10743000000,74202000000,114000000,2176000000,95266000000,263000000,3.97,6677000000,1560000000,3244000000,-8113000000,-3751000000,-2487000000,3532000000,3811000000,-7946000000,-7584000000,3756000000,3.98,898000000,609000000,1505000000,,,,
2018-12-31,2112000000,1596000000,-108000000,120000000,2063000000,12286000000,6136000000,2084000000,26007000000,35985000000,149000000,-106000000,75192000000,551000000,0,,86596000000,969000000,0,-565000000,-22902000000,13360000000,-1020000000,1575000000,2010000000,14766000000,119666000000,2010000000,-1332000000,4607000000,1190000000,967000000,106306000000,1050000000,30764000000,1124000000,34465000000,2460000000,,11404000000,-37000000,-219000000,0,0,8644000000,9978000000,118000000,8762000000,11330000000,1596000000,1685000000,9757000000,76707000000,-5000000,3275000000,99609000000,591000000,2.07,6677000000,1554000000,3301000000,-8997000000,-2125000000,-2995000000,3800000000,3842000000,-7834000000,-7594000000,2232000000,2.08,1781000000,463000000,-56000000,,,,
2019-12-31,515000000,587000000,-82000000,774000000,6080000000,13654000000,5984000000,3028000000,24112000000,34438000000,132000000,681000000,76219000000,,0,,90404000000,,,-243000000,-23979000000,12037000000,-3176000000,3023000000,2936000000,16267000000,124977000000,2936000000,-1408000000,4592000000,1781000000,,112940000000,-589000000,32224000000,613000000,31719000000,2423000000,,14185000000,-87000000,-58000000,-41000000,19274000000,6659000000,10326000000,174000000,10051000000,12351000000,,1768000000,10122000000,80233000000,65000000,2427000000,104212000000,-659000000,,6677000000,1616000000,4263000000,-10087000000,-1412000000,-3194000000,3560000000,4342000000,-7260000000,-7248000000,3985000000,,1122000000,338000000,1259000000,,,,
