date,annualTaxProvision,annualCurrentAccruedExpenses,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualTotalRevenue,annualChangeInAccountPayable,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,annualCurrentDebt,annualCommonStockIssuance,annualFreeCashFlow,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualChangesInAccountReceivables,annualRetainedEarnings,annualNetIncome,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualNetIncomeCommonStockholders,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualBasicEPS,annualOtherCurrentAssets,annualDepreciationAndAmortization,annualLongTermDebt,annualStockholdersEquity,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualCurrentLiabilities,annualOperatingCashFlow,annualPurchaseOfBusiness,annualCapitalStock,annualStockBasedCompensation,annualSaleOfInvestment,annualOtherIntangibleAssets,annualGrossProfit,annualEbitda,annualNetPPE,annualDilutedEPS,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,annualNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualPurchaseOfInvestment,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,annualInterestExpense,annualGoodwill,annualPretaxIncome,annualOtherIncomeExpense,annualCapitalExpenditure,annualRepaymentOfDebt,annualInvestingCashFlow,annualOtherCurrentLiabilities,annualOperatingIncome,annualEndCashPosition,annualIncomeTaxPayable,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue
1989-12-31,,,,,,,463900000,,,,,,,,,,,,,88900000,,,,,,,88900000,,,,84200000,,,,,4.349997,,,,,,,,19356335,,,,,,,,,463900000,,4.349997,,,,19356335,,,,,,,,,,,,,,463900000,,,,
1990-12-31,,,,,,,477500000,,,,,,,,,,,,,74600000,,,,,,,74600000,,,,70000000,,,,,3.569997,,,,,,,,19607860,,,,,,,,,477500000,,3.569997,,,,19607860,,,,,,,,,,,,,,477500000,,,,
1991-12-31,,,,,,,484100000,,,,,,,,,,,,,75500000,,,,,,,75500000,,,,71200000,,,,,3.689997,,,,,,,,19295409,,,,,,,,,484100000,,3.689997,,,,19295409,,,,,,,,,,,,,,484100000,,,,
1992-12-31,,,,,,,489400000,,,,,,,,,,,,,68500000,,,,,,,73300000,,,,69500000,,,,,3.719997,,,,,,,,18682811,,,,,,,,,489400000,,3.719997,,,,18682811,,,,,,,,,,,,,,489400000,,,,
1993-12-31,,,,,,,505500000,,,,,,,,,,,,,62600000,,,,,,,62600000,,,,59300000,,,,,3.299997,,,,,,,,17969713,,,,,,,,,505500000,,3.299997,,,,17969713,,,,,,,,,,,,,,505500000,,,,
1994-12-31,21500000.0,79100000.0,,157700000.0,,36800000.0,637800000,,0.0,,66900000.0,1000000.0,36300000.0,,1197600000.0,-59900000.0,,-82100000.0,10500000.0,61300000,0.0,350500000.0,27000000.0,-10700000.0,,272600000.0,61300000,266100000.0,112800000.0,31700000.0,58100000,,79900000.0,1541700000.0,60100000.0,3.090309,99900000.0,,601300000.0,610200000.0,1807800000.0,26400000.0,-29400000.0,18824117,182800000.0,116500000.0,,419700000.0,,59300000.0,,480100000.0,183700000,1442400000.0,3.090309,-5600000.0,27000000.0,192400000.0,18824117,-4700000.0,1442400000.0,-97600000.0,6200000.0,958700000.0,52100000.0,,82800000.0,5300000.0,-80200000.0,,-91800000.0,66900000.0,129600000,27000000.0,,,
1995-12-31,1200000.0,82800000.0,,177000000.0,,68100000.0,673000000,,0.0,,105900000.0,6400000.0,6300000.0,,1315000000.0,-61100000.0,,-69700000.0,23900000.0,61900000,-100000.0,389100000.0,31600000.0,-2700000.0,,276200000.0,64800000,252000000.0,140300000.0,27000000.0,61600000,,102900000.0,1695600000.0,60500000.0,3.240324,53700000.0,,639500000.0,632600000.0,1947600000.0,26400000.0,-20800000.0,18986767,256800000.0,124000000.0,,426200000.0,,103200000.0,,496000000.0,166500000,1448700000.0,3.240324,-3200000.0,31600000.0,164700000.0,18986767,4600000.0,1448700000.0,-59500000.0,-26100000.0,1000200000.0,48000000.0,,63100000.0,4200000.0,-117700000.0,,-98600000.0,105900000.0,106900000,31600000.0,,,
1996-12-31,19600000.0,101300000.0,,190900000.0,,72800000.0,846900000,,0.0,,162900000.0,91300000.0,-17100000.0,,1503700000.0,-79600000.0,,-66200000.0,-49100000.0,69200000,-100000.0,512100000.0,40100000.0,-900000.0,,283000000.0,69200000,332100000.0,164800000.0,31600000.0,66800000,,157900000.0,1813900000.0,81300000.0,3.420342,104000000.0,,694400000.0,642300000.0,2146000000.0,23200000.0,118200000.0,20634945,337000000.0,77000000.0,,425700000.0,,43100000.0,,656000000.0,209000000,1523700000.0,3.420342,3200000.0,40100000.0,148900000.0,19537379,8500000.0,1523700000.0,-76700000.0,-9800000.0,1027300000.0,62100000.0,,88800000.0,11800000.0,-94100000.0,,-186700000.0,162900000.0,143900000,40100000.0,,,
1997-12-31,46600000.0,112600000.0,,194100000.0,,78700000.0,953600000,,0.0,,133800000.0,19700000.0,64000000.0,,1489900000.0,-64500000.0,,-61200000.0,-16400000.0,77600000,54600000.0,579900000.0,41800000.0,-1400000.0,,296100000.0,77600000,368700000.0,158500000.0,40100000.0,75600000,,,1803600000.0,82000000.0,3.705371,143400000.0,,685400000.0,682400000.0,2172300000.0,25000000.0,-83100000.0,20397960,325100000.0,117300000.0,,447500000.0,,47700000.0,,759500000.0,250400000,1525700000.0,3.705371,-1800000.0,41800000.0,151300000.0,20397960,1700000.0,1525700000.0,-42500000.0,2000000.0,1029100000.0,64200000.0,,124200000.0,14800000.0,-53300000.0,,-32500000.0,133800000.0,179600000,41800000.0,,,
1998-12-31,54000000.0,132700000.0,,205700000.0,,123300000.0,1039700000,,0.0,,90000000.0,111000000.0,65500000.0,,1500000000.0,-67000000.0,,-61000000.0,-23600000.0,88500000,53100000.0,635400000.0,89400000.0,2300000.0,,317600000.0,88500000,487500000.0,156100000.0,57900000.0,86500000,,,1829600000.0,94600000.0,4.050405,218000000.0,,672200000.0,817100000.0,2317100000.0,24000000.0,-12100000.0,21397860,346000000.0,146300000.0,,560500000.0,,35200000.0,,834000000.0,273600000,1550600000.0,4.035404,1000000.0,89400000.0,153400000.0,21331200,31500000.0,1550600000.0,-33100000.0,1100000.0,1023800000.0,64900000.0,,142500000.0,14800000.0,-80800000.0,,-98800000.0,90000000.0,198600000,89400000.0,,,
1999-12-31,57700000.0,168000000.0,,200200000.0,,124700000.0,1131800000,,0.0,,105600000.0,21800000.0,74100000.0,,1475300000.0,-75000000.0,,-56800000.0,-2700000.0,68000000,308300000.0,705900000.0,101500000.0,-16900000.0,,310600000.0,68000000,564500000.0,176400000.0,89400000.0,66000000,,,1748100000.0,86800000.0,2.910291,262400000.0,,712800000.0,837300000.0,2312600000.0,24200000.0,3900000.0,22797720,398300000.0,173800000.0,,583500000.0,,67600000.0,,931600000.0,302600000,1258800000.0,2.910291,-200000.0,101500000.0,139900000.0,22797720,12100000.0,1258800000.0,-27500000.0,-12800000.0,1002000000.0,59500000.0,,125700000.0,-34500000.0,-99700000.0,,-170100000.0,105600000.0,225700000,101500000.0,,,
2000-12-31,84500000.0,147900000.0,,229000000.0,,269100000.0,1331900000,,0.0,,290000000.0,23600000.0,106800000.0,,2013200000.0,-31500000.0,-957700000.0,-59900000.0,75200000.0,148600000,230500000.0,842600000.0,219300000.0,24400000.0,,383800000.0,148600000,731000000.0,265700000.0,101500000.0,147700000,-75400000.0,,2183000000.0,19600000.0,6.360636,219600000.0,,952300000.0,900800000.0,2914000000.0,26400000.0,342000000.0,23364330,707000000.0,275500000.0,,576900000.0,,146000000.0,,1102900000.0,347000000,1479700000.0,6.330633,-2200000.0,219300000.0,125100000.0,23264340,117800000.0,2437400000.0,-42500000.0,-6600000.0,1231200000.0,69200000.0,,233100000.0,48000000.0,-168700000.0,,-493800000.0,290000000.0,260300000,219300000.0,,,
2001-12-31,73200000.0,190400000.0,,233100000.0,,239800000.0,1527700000,,0.0,,274300000.0,189200000.0,-49400000.0,,2138700000.0,,-829200000.0,-67200000.0,-166900000.0,128600000,554200000.0,1012100000.0,221100000.0,21300000.0,,440700000.0,138700000,909900000.0,328400000.0,219300000.0,138700000,-81800000.0,,2372600000.0,19900000.0,5.490549,327700000.0,,933800000.0,1143800000.0,3282500000.0,32700000.0,220000000.0,25497450,704500000.0,103600000.0,,770300000.0,,2600000.0,,1294600000.0,384100000,1324000000.0,5.430543,-3000000.0,221100000.0,106900000.0,25264140,14900000.0,2153200000.0,-11200000.0,10300000.0,1359200000.0,74700000.0,,201800000.0,10100000.0,-153000000.0,,-297400000.0,274300000.0,282500000,234200000.0,,,
2002-12-31,72600000.0,177400000.0,,239100000.0,,202600000.0,1506900000,,0.0,,358200000.0,43200000.0,247200000.0,,1914800000.0,,-879800000.0,-71200000.0,206800000.0,119000000,584300000.0,1008000000.0,194000000.0,16700000.0,,488700000.0,137200000,658400000.0,384400000.0,234200000.0,137200000,-89200000.0,,2488800000.0,,5.070507,43200000.0,,661300000.0,1232400000.0,3147200000.0,36800000.0,-242600000.0,27230610,738200000.0,453000000.0,,814900000.0,,1900000.0,,1267800000.0,341900000,1364900000.0,5.040504,-3800000.0,194000000.0,139800000.0,27030630,-31300000.0,2244700000.0,-24500000.0,26900000.0,1101600000.0,62200000.0,,191600000.0,18200000.0,-205800000.0,,-244400000.0,358200000.0,259800000,202900000.0,,,
2003-12-31,91900000.0,191800000.0,,252500000.0,,243900000.0,1618800000,,0.0,,90500000.0,44300000.0,64500000.0,,1641100000.0,-75000000.0,-838700000.0,-30900000.0,49900000.0,143100000,362600000.0,1064700000.0,223000000.0,-7600000.0,,631900000.0,236400000,695400000.0,403800000.0,202900000.0,236400000,-93200000.0,,2405900000.0,,8.550855,30700000.0,,747700000.0,1460200000.0,3101300000.0,37900000.0,-470700000.0,27763890,526200000.0,245800000.0,,859200000.0,,7400000.0,,1366300000.0,388300000,1499000000.0,8.520852,-1000000.0,223000000.0,160700000.0,27597240,26600000.0,2337700000.0,-49100000.0,14300000.0,,66600000.0,,235000000.0,93300000.0,-181300000.0,,212300000.0,90500000.0,301600000,229500000.0,,,
2004-12-31,16800000.0,66900000.0,,287900000.0,,40000000.0,751400000,,-18900000.0,,1800000.0,49000000.0,105500000.0,,800900000.0,-5800000.0,-756000000.0,-62800000.0,-30600000.0,39100000,180200000.0,363700000.0,194100000.0,71700000.0,,293200000.0,104400000,368100000.0,86100000.0,226300000.0,104400000,-79700000.0,,1063300000.0,112200000.0,3.69,53900000.0,,390200000.0,630500000.0,1431400000.0,34000000.0,-228700000.0,28400000,108700000.0,168500000.0,,400100000.0,,20500000.0,,463500000.0,149500000,883100000.0,3.67,-2200000.0,194100000.0,143900000.0,28300000,-31000000.0,1639100000.0,,-1900000.0,,31800000.0,,55900000.0,-12100000.0,-63000000.0,,29200000.0,1800000.0,99800000,195300000.0,,,
2005-12-31,-500000.0,72300000.0,,273100000.0,,44700000.0,737400000,,-900000.0,,2700000.0,21000000.0,-5100000.0,,790000000.0,,-787400000.0,-90400000.0,9600000.0,17600000,164500000.0,419200000.0,89600000.0,31300000.0,,272100000.0,13300000,373900000.0,79100000.0,46100000.0,13300000,-36700000.0,,1024900000.0,,0.49,172100000.0,,387800000.0,602800000.0,1398800000.0,33100000.0,-13900000.0,27400000,119700000.0,53500000.0,,421100000.0,,376000000.0,,464300000.0,92900000,860400000.0,0.48,-1300000.0,89600000.0,138400000.0,27300000,43500000.0,1647800000.0,-344800000.0,-34200000.0,670300000.0,26400000.0,,17100000.0,1100000.0,-58600000.0,,3900000.0,2700000.0,45100000,89600000.0,,,
2006-12-31,46300000.0,60300000.0,,281700000.0,,53500000.0,767100000,,0.0,,29700000.0,15800000.0,40200000.0,,860200000.0,,-821400000.0,-80700000.0,-3100000.0,77300000,324100000.0,344700000.0,44800000.0,-12800000.0,,307800000.0,68300000,287700000.0,70900000.0,89600000.0,68300000,-43900000.0,,1245700000.0,2500000.0,2.75,128600000.0,,359800000.0,665800000.0,1533400000.0,43400000.0,-32600000.0,27900000,143500000.0,142500000.0,,438700000.0,,608800000.0,,485400000.0,189400000,921600000.0,2.74,-10300000.0,44800000.0,130800000.0,27800000,-44800000.0,1743000000.0,-648400000.0,27800000.0,716700000.0,27400000.0,,123600000.0,14900000.0,-102300000.0,,-154700000.0,29700000.0,140700000,44800000.0,,,
2007-12-31,47700000.0,52600000.0,,347600000.0,,72700000.0,841700000,,0.0,,11800000.0,20600000.0,-87100000.0,,892300000.0,,-840000000.0,-69000000.0,-23500000.0,87600000,325200000.0,360400000.0,23300000.0,-7200000.0,,350400000.0,87600000,214500000.0,79500000.0,44800000.0,87600000,-44300000.0,,1429700000.0,-800000.0,3.09,62200000.0,,410900000.0,742600000.0,1644200000.0,49500000.0,9500000.0,28400000,137100000.0,123100000.0,,0.0,,449700000.0,,494100000.0,182200000,1104500000.0,3.08,-6100000.0,23300000.0,144200000.0,28300000,-21500000.0,1944500000.0,-387900000.0,14000000.0,755200000.0,24600000.0,,135300000.0,28100000.0,-210200000.0,,-154100000.0,11800000.0,133700000,23300000.0,,,
2008-12-31,43400000.0,58600000.0,,305600000.0,,75700000.0,801000000,,0.0,,16400000.0,71100000.0,-149000000.0,,1297900000.0,,-854000000.0,-87900000.0,-10100000.0,82500000,245900000.0,373600000.0,102000000.0,-12800000.0,,380900000.0,82500000,252300000.0,76300000.0,23300000.0,82500000,-50400000.0,,1882500000.0,2500000.0,2.82,24300000.0,,588300000.0,827100000.0,2134800000.0,49700000.0,202700000.0,29300000,150700000.0,152100000.0,,0.0,,62300000.0,,495400000.0,177300000,1387300000.0,2.82,-200000.0,102000000.0,169600000.0,29200000,78700000.0,2241300000.0,-44900000.0,38800000.0,1097200000.0,26300000.0,,125900000.0,30900000.0,-301100000.0,,-276100000.0,16400000.0,121800000,102000000.0,,,
2009-12-31,30800000.0,11100000.0,,279500000.0,1321000000.0,62100000.0,759100000,10500000.0,0.0,,7100000.0,65200000.0,-181100000.0,218900000.0,1454100000.0,,-974300000.0,-24000000.0,-35000000.0,60700000,32800000.0,373600000.0,25700000.0,0.0,-43500000.0,385400000.0,61000000,225500000.0,118500000.0,102000000.0,61000000,-56500000.0,,2167600000.0,-4500000.0,1.89,0.0,64700000.0,695800000.0,929500000.0,2393100000.0,57000000.0,106300000.0,32200000,133100000.0,137400000.0,,0.0,2100000.0,8900000.0,,479600000.0,190000000,1622700000.0,1.89,-7300000.0,25700000.0,253100000.0,32200000,-76300000.0,2597000000.0,-10700000.0,75200000.0,325000000.0,33800000.0,,91500000.0,17500000.0,-318500000.0,-13800000.0,-320000000.0,32200000.0,106000000,25700000.0,,,
2010-12-31,44300000.0,13400000.0,,325100000.0,1465200000.0,75400000.0,907000000,5800000.0,-1400000.0,6700000.0,14400000.0,20500000.0,-20200000.0,219300000.0,1624100000.0,,-1023800000.0,-23200000.0,21600000.0,74800000,34300000.0,446100000.0,44900000.0,0.0,17900000.0,399900000.0,75300000,239700000.0,99500000.0,25700000.0,75300000,-60800000.0,,2369400000.0,-3100000.0,2.2,0.0,80500000.0,771600000.0,976000000.0,2609100000.0,60000000.0,41400000.0,34300000,158900000.0,228700000.0,,0.0,2200000.0,1900000.0,,581900000.0,238800000,1805600000.0,2.19,-3000000.0,51600000.0,325200000.0,34200000,19200000.0,2829400000.0,-3900000.0,66000000.0,324800000.0,39200000.0,,119100000.0,22500000.0,-248900000.0,-71900000.0,-250900000.0,33700000.0,135800000,44900000.0,,,
2011-12-31,35600000.0,12800000.0,,306600000.0,1633600000.0,71800000.0,928200000,-9500000.0,0.0,0.0,6500000.0,39100000.0,2500000.0,231200000.0,1796700000.0,,-1076000000.0,-28900000.0,16900000.0,93600000,39200000.0,471600000.0,101100000.0,2200000.0,,431600000.0,93800000,277000000.0,79700000.0,44900000.0,93800000,-62100000.0,,2599000000.0,-2100000.0,2.66,0.0,90400000.0,857900000.0,1079300000.0,2876000000.0,69100000.0,55400000.0,35400000,163100000.0,241700000.0,,0.0,1600000.0,7800000.0,,621600000.0,263200000,1982700000.0,2.65,-9100000.0,101100000.0,373600000.0,35300000,56200000.0,3058700000.0,-11700000.0,35800000.0,105100000.0,43600000.0,,129200000.0,22800000.0,-239200000.0,-3100000.0,-240900000.0,45600000.0,150000000,101100000.0,,,
2012-12-31,38000000.0,15600000.0,28800000.0,308700000.0,1769000000.0,90500000.0,961200000,-1500000.0,-1300000.0,,84500000.0,77000000.0,-166200000.0,250800000.0,2052400000.0,,-1159500000.0,-22000000.0,-17100000.0,97100000,41500000.0,497300000.0,80800000.0,300000.0,-10100000.0,459600000.0,97100000,273200000.0,69400000.0,101100000.0,97100000,-69100000.0,,2980200000.0,-4100000.0,2.59,11100000.0,100200000.0,933600000.0,1201000000.0,3253400000.0,69800000.0,160200000.0,37600000,283400000.0,239600000.0,,0.0,9800000.0,1500000.0,,652500000.0,280800000,2347600000.0,2.58,-700000.0,80800000.0,423800000.0,37600000,-20300000.0,3507100000.0,-16100000.0,37500000.0,45400000.0,45500000.0,,135100000.0,25400000.0,-405800000.0,-25900000.0,-420100000.0,33800000.0,155200000,80800000.0,,,
2013-12-31,28700000.0,15700000.0,26000000.0,334800000.0,1903700000.0,99900000.0,1018400000,1100000.0,-1400000.0,,27200000.0,98200000.0,-89100000.0,260900000.0,2133900000.0,,-1242100000.0,-17100000.0,-22400000.0,104700000,68600000.0,529500000.0,97300000.0,-4100000.0,-8600000.0,489100000.0,104700000,307000000.0,77600000.0,80800000.0,104700000,-75200000.0,,3169800000.0,-3600000.0,2.64,12100000.0,116600000.0,1083000000.0,1342900000.0,3476800000.0,59300000.0,113700000.0,39800000,230200000.0,239400000.0,,0.0,10800000.0,16100000.0,,683600000.0,300300000,2576500000.0,2.63,10500000.0,97300000.0,479100000.0,39700000,16500000.0,3818600000.0,-20100000.0,28600000.0,45400000.0,50300000.0,,133400000.0,29600000.0,-328500000.0,-77700000.0,-336600000.0,26600000.0,154100000,97300000.0,,,
2014-12-31,36700000.0,18000000.0,74000000.0,356100000.0,2333600000.0,134100000.0,1136800000,10900000.0,43400000.0,,104400000.0,200600000.0,-328700000.0,235500000.0,2749600000.0,,-1336000000.0,-21100000.0,-27500000.0,125500000,62800000.0,591900000.0,145800000.0,5400000.0,-3500000.0,530100000.0,124800000,418800000.0,84400000.0,97300000.0,124800000,-83800000.0,,3942000000.0,-20500000.0,2.91,14800000.0,136400000.0,1272800000.0,1609400000.0,4360800000.0,80500000.0,404400000.0,43100000,416000000.0,269800000.0,-60300000.0,0.0,11400000.0,36600000.0,,780700000.0,353400000,3286400000.0,2.9,-17500000.0,145800000.0,510700000.0,42900000,48500000.0,4622400000.0,-8900000.0,32700000.0,155800000.0,54800000.0,,162200000.0,28200000.0,-598500000.0,-134500000.0,-625700000.0,46800000.0,188800000,145800000.0,,,
2015-12-31,25300000.0,18600000.0,15100000.0,684500000.0,2809300000.0,88800000.0,1486400000,-19300000.0,4400000.0,,37900000.0,161200000.0,53300000.0,199100000.0,3084700000.0,,-1425800000.0,-24500000.0,-34400000.0,141500000,80700000.0,554900000.0,97000000.0,3500000.0,1100000.0,573300000.0,141100000,371000000.0,104300000.0,145800000.0,141100000,-97900000.0,,4536100000.0,-3300000.0,2.92,19500000.0,171500000.0,1568700000.0,1820200000.0,4907100000.0,117100000.0,229900000.0,48400000,275400000.0,340100000.0,-333300000.0,0.0,11600000.0,4800000.0,84600000.0,801900000.0,403200000,3669100000.0,0.73,-22100000.0,97000000.0,579800000.0,48300000,-48800000.0,5094900000.0,-3900000.0,25100000.0,217600000.0,64900000.0,130600000.0,166800000.0,-15300000.0,-286800000.0,-160200000.0,-618800000.0,71000000.0,247000000,97000000.0,,,
2016-12-31,19800000.0,17600000.0,5400000.0,542800000.0,2613900000.0,74000000.0,1339700000,6500000.0,-1900000.0,,187700000.0,30900000.0,66400000.0,191200000.0,3013400000.0,,-1555400000.0,-28200000.0,-5200000.0,155800000,65400000.0,583700000.0,27500000.0,-4000000.0,-4700000.0,625900000.0,155300000,294500000.0,103400000.0,97000000.0,155300000,-102700000.0,,4611900000.0,-38000000.0,3.15,19500000.0,200900000.0,1370400000.0,1893000000.0,4906400000.0,104200000.0,-125300000.0,49500000,399500000.0,332000000.0,-5900000.0,0.0,5100000.0,13400000.0,82200000.0,796900000.0,446800000,3741200000.0,3.14,13300000.0,27500000.0,584100000.0,49300000,-69500000.0,5296600000.0,-14800000.0,19400000.0,186100000.0,70300000.0,131200000.0,175600000.0,32700000.0,-265600000.0,-54800000.0,-276200000.0,68300000.0,213200000,27500000.0,,,
2017-12-31,14700000.0,17600000.0,,615900000.0,2660600000.0,136300000.0,1419300000,-7500000.0,-21700000.0,,64100000.0,86000000.0,194400000.0,171800000.0,3011800000.0,,-1684800000.0,-22600000.0,-5100000.0,172200000,69200000.0,574300000.0,98900000.0,,-8000000.0,689400000.0,172200000,367500000.0,110500000.0,27500000.0,172200000,-108700000.0,,4712500000.0,-25500000.0,3.39,35000000.0,182100000.0,1439200000.0,2068200000.0,5080000000.0,95900000.0,-102500000.0,51000000,351200000.0,402900000.0,-18500000.0,0.0,6600000.0,13100000.0,77600000.0,803400000.0,436800000,3822400000.0,3.38,11900000.0,98900000.0,230500000.0,50800000,71400000.0,5507200000.0,-16400000.0,14400000.0,144400000.0,67800000.0,148300000.0,186900000.0,25600000.0,-208500000.0,-189600000.0,-229000000.0,83200000.0,229100000,98900000.0,,,
2018-12-31,-15500000.0,17900000.0,7600000.0,695400000.0,2604100000.0,149800000.0,1498600000,13600000.0,-600000.0,,57500000.0,20300000.0,120700000.0,210200000.0,3009200000.0,,-1741200000.0,-27300000.0,63900000.0,174100000,62200000.0,604000000.0,69100000.0,5700000.0,-10700000.0,754600000.0,174100000,334300000.0,120000000.0,110100000.0,174100000,-115000000.0,,4830700000.0,-26800000.0,3.39,,210500000.0,1428500000.0,2155800000.0,5165000000.0,86700000.0,-115200000.0,51500000,405100000.0,433100000.0,-39200000.0,0.0,6800000.0,10200000.0,,803200000.0,437000000,3904400000.0,3.38,55500000.0,69100000.0,223600000.0,51300000,-31100000.0,5645600000.0,-13300000.0,-5100000.0,124000000.0,67900000.0,,158600000.0,27300000.0,-312400000.0,-95500000.0,-349000000.0,70200000.0,199200000,79000000.0,,,
