date,annualChangeInWorkingCapital,annualOperatingIncome,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualCurrentDebt,annualEndCashPosition,annualOtherCurrentAssets,annualNetIncome,annualLongTermDebt,annualCostOfRevenue,annualFreeCashFlow,annualAccountsPayable,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,annualDepreciationAndAmortization,annualAccountsReceivable,annualCurrentAssets,annualNetPPE,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualEbitda,annualRepaymentOfDebt,annualBasicEPS,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,annualOtherIncomeExpense,annualGrossPPE,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfBusiness,annualCapitalExpenditure,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualDilutedAverageShares,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualChangesInAccountReceivables,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualDilutedEPS,annualTotalRevenue,annualDeferredIncomeTax,annualGrossProfit,annualResearchAndDevelopment,annualStockBasedCompensation,annualAccumulatedDepreciation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,annualNonCurrentDeferredRevenue
2007-12-31,32150842.12,1083758276.14,20229735.65,69189193.86,1294318994.4,9718959655.55,5822510923.58,829268270.25,,-129222709.09,208916002.0,167825530.3,0.0,491857953.1,2746232396.31,4365232646.53,425193446.71,364175022.16,,,3823874083.79,16603540.96,-5253764.2,328057107.96,167825530.3,319376737.24,249197147.1,1458496382.17,2647096060.64,1408635004.91,491857953.1,2075780753.91,590230453,3746730169.67,,822751819.38,163127320.8,32190622.58,,,473220121.72,1332955423.24,,0.833332,285483785.32,1159139504.36,58765341.6,167825530.3,109060188.7,0.0,2631417758.31,7071863594.91,1172254710.5,491857953.1,1217880840.51,,-397558372.67,-532888754.11,259599737.39,592669421,-49948482.75,-233653961.16,,274097657.45,0.0,,0.829903,6666871763.18,807268.99,2301639116.65,45626130.01,,-1222782753.4,4969532127.43,436373813.58,-142982633.03,
2008-12-31,-301916146.98,1201374802.88,0.0,-108673348.56,1761608168.88,10717400057.84,6434454405.96,959479554.6,,-181305424.3,818619545.66,159172650.56,0.0,587319812.38,2842743630.86,5016509431.5,236364030.28,262924651.78,59240063.12,,4282945651.88,138353720.68,-487306770.86,925532961.22,159172650.56,351370264.28,298593106.14,1563334835.44,3025645924.98,1606264270.52,587319812.38,2258756916.08,594057450,4175697489.88,,730119339.32,159751632.6,,,,608071936.64,1517790642.76,-350747463.5,0.987718,344879344.04,0.0,-16597964.04,159172650.56,175770614.6,0.0,3008995522.12,7691754132.86,1347732986.18,608109290.32,1405371869.44,-198601614.82,-493755309.04,-640328994.34,306227623.66,595248736,-67604414.08,-112102703.72,-173814574.78,259717982.02,3045761.6,,0.987718,7623256103.82,,2606746672.32,57638883.26,22899960.86,-1402731251.6,5251000749.4,507902297.0,298404182.72,
2009-12-31,-57930680.0,1225335784.16,0.0,-34705363.04,2171723478.8,11042425160.0,6135766360.0,1015973608.68,,-209388000.0,338104387.28,210085960.0,0.0,621978678.48,3090511741.16,5176046931.4,533939400.0,252945589.72,81645964.88,,4906658800.0,15356515.92,0.0,932162571.88,210243001.0,342288657.48,318967720.0,1595473045.64,3299954880.0,1688763077.2,621978678.48,1821675600.0,588837590,4314090760.0,,934568440.0,1899847120.0,,,,5842623160.0,1559237754.28,-69796000.0,1.04345,672280655.68,0.0,55138840.0,210243001.0,154947120.0,0.0,3275324569.56,7742470280.0,1383430703.76,673684951.2,1448906331.36,-94922560.0,-400629040.0,-487176080.0,298398838.8,596166848,-62071676.68,-390159640.0,-29310132.24,224296425.6,3031240.28,,1.04345,7850289046.92,,2674242115.52,65475627.6,23553358.16,-1586561492.36,5242680474.64,573481625.84,-217763520.0,
2010-12-31,-177934879.3,1446508979.5,0.0,-145902435.5,2900890352.0,12853475605.9,7196246925.0,1235928857.9,,-174415987.3,710046238.4,393145953.0,0.0,735746932.3,3240445384.4,5946603411.1,634976542.4,316276960.3,88379829.8,188255458.7,5546960290.2,11043155.3,0.0,1155988353.7,393145953.0,434857605.5,378374125.6,2020531244.6,3874235428.6,1900270854.8,735746932.3,2849492723.7,601442652,4346754201.3,,1028693187.5,179119121.8,,,,520723833.6,1843988132.2,-1001156353.8,1.221838,431383075.6,470350293.1,166654875.5,393145953.0,226491077.5,0.0,3810880334.6,8979240177.3,1597324329.6,801071252.4,1669906740.4,-574705742.2,-393716645.1,-845905545.6,381135102.4,604135698,13779319.4,-11065712.3,-225776020.6,229685148.7,3338436.0,,1.218078,9063019131.0,,3116415719.9,72582410.8,21038913.9,-1910609479.8,6120817889.2,608360034.3,158550145.4,
2011-12-31,-222206400.0,1600882922.6,0.0,-374793528.85,3586615756.75,15070686150.0,8851221600.0,1372092886.45,,-216805550.0,1323979800.0,352598350.0,0.0,826448868.7,4239667250.0,6384081686.45,-722942350.0,417734915.65,125264228.7,533931888.75,5903129050.0,-202146.1,-504593700.0,841707813.05,352823642.6,463776390.35,429753350.0,2159042252.9,4393977250.0,2028945806.55,826448868.7,3289117650.0,598025488,5562103950.0,,1115661300.0,3059195750.0,,,,7617513150.0,2076794251.35,-1028530930.05,1.365644,1322436700.0,1965137850.0,-50922300.0,352823642.6,403520650.0,23886416.45,4166812869.7,10676708900.0,1825436377.7,908316496.1,1887063933.95,-1377470589.95,-1838603650.0,-1809284750.0,453517090.0,598025488,-117190729.5,611839150.0,-195043210.7,274948014.9,3434940.6,,1.365644,9872028543.0,,3487946856.55,85513972.7,22429730.05,-2137867063.15,7087959807.5,746471538.8,-59409350.0,
2012-12-31,130669309.54,1636972778.98,0.0,-372106323.82,4206906628.54,16881580127.72,9919602551.32,1460947923.82,,-205468190.62,345230839.8,520254565.6,360033792.58,897393757.26,5929584851.96,6955753788.06,1031188193.42,470541385.16,113423268.42,481943220.22,6761786486.84,-10545884.58,0.0,659531772.9,520254565.6,457567535.04,455873781.44,2531796416.38,4633214579.84,2223507552.42,897393757.26,2396956994.74,610217918,7522645556.58,178184391.0,1541817096.82,268284521.12,,,,536947112.24,2272611284.02,-2885569369.76,1.470692,618393220.06,619338395.06,174477792.72,520254565.6,345776772.88,146136153.24,4593902861.24,12248365547.88,1682196000.1,1003380388.78,1842218664.44,-1420717495.12,-510628903.4,-1724940594.3,502077716.14,613773748,-36505683.06,354130607.6,-52327156.42,355789578.76,3373896.68,,1.463131,10434945231.48,53279136.68,3479191443.42,84408664.34,20019562.64,-2370395308.82,8636547148.46,783972757.26,-400617338.66,
2013-12-31,98613763.14,1608161179.7,0.0,-398724093.66,4618397843.06,16742973527.08,9874111743.48,1338020314.3,,-214454320.12,485461304.8,494453447.86,254632550.7,803760140.2,5610164525.6,7148619759.4,931923344.06,392937895.46,123371304.8,481178504.28,6687486557.52,-2949585.14,-365721038.52,701481302.08,494453447.86,428723250.16,469431580.5,2199533085.32,4552713992.88,2239131247.72,803760140.2,2573716167.14,607630244,7300395576.34,153179277.78,1473565084.9,403049620.8,25189877.12,,,548838641.68,2131524617.34,-748374129.62,1.321629,708111894.16,688311364.6,-3811359.34,494453447.86,498264807.2,25730839.58,4778690740.98,12190259534.2,1732185694.86,909297064.14,1823291159.76,-358994130.5,-541641740.84,-873027957.2,538348170.2,608976422,-39770517.24,-585166407.2,-37836956.64,324072722.54,0.0,,1.321629,10580072098.86,11523876.34,3431452339.46,91105464.9,9843778.74,-2539559493.26,8442625861.66,794500774.72,28213328.62,
2014-12-31,-80591280.0,1833040440.0,0.0,-894516333.48,5842686880.8,20926594920.0,12679968840.0,1516431840.0,,-261430711.08,371261823.24,521256997.8,257854267.44,859366200.0,7467256593.72,8911092960.0,7401240.0,471363594.24,65531401.32,556591339.92,8246626080.0,574829640.0,0.0,968892216.6,521256997.8,480258240.0,574829640.0,2978721964.68,5530371000.0,2705712424.8,859366200.0,2859585026.76,604678248,9820161776.04,193456900.56,1530411960.0,3923479560.0,0.0,,138207466.32,714968829.96,2498329680.0,-1791515371.8,1.422683,1016958336.24,762672288.84,-40231495.92,659464464.12,561488493.72,21381360.0,5787329717.4,15396223920.0,2175142200.0,1036173600.0,2275470120.0,-2918555640.0,-1523010720.0,-2212769281.8,661678257.24,604678248,-70523948.88,662008845.96,-227144877.96,407068200.0,0.0,,1.422683,13019603520.0,93576344.4,4108510560.0,100327920.0,6995816.52,-3081617292.6,10758261544.8,917386987.44,-178793399.4,
2015-12-31,-64026200.0,2100059360.0,0.0,-1222255584.7,7199271481.46,23354013780.0,13753742420.0,1770781760.0,,-240778757.04,724975065.22,502605670.0,214158492.4,941185140.0,7183270419.42,10433526620.0,65855520.0,574249158.48,66604626.54,589689533.94,9600271360.0,655811220.0,,1353581552.84,502605670.0,569833180.0,655811220.0,3430876854.76,6387985440.0,3133235514.84,941185140.0,3828624987.7,608880368,9925561957.06,526993249.58,1792733600.0,4286096760.0,,,248743616.32,759615068.74,2891240260.0,-624710036.02,1.545775,1366495637.38,858286760.22,-77156144.3,751349286.32,579761814.3,28354460.0,6776333612.12,16966028340.0,2647940700.0,1200948580.0,2775993100.0,-350314780.0,-1726878080.0,-915286542.1,691787541.78,608880368,-275320891.94,-921555621.74,-302990271.6,464647280.0,0.0,,1.545775,15309579080.0,-41573126.32,4876052460.0,128052400.0,11271355.18,-3643098097.28,11920535115.0,1226331309.66,-464490873.14,
2016-12-31,-174954560.0,2446511320.0,0.0,-1254169370.08,8402641540.48,25609924560.0,14716150680.0,2122274880.0,,-263550027.84,1301751305.36,710499025.72,227872609.36,1181894120.0,6848467887.8,11534640040.0,93182320.0,576868922.96,123617757.56,645850463.28,10893773880.0,736901000.0,,1591468450.0,710499025.72,649423720.0,736901000.0,3834566568.8,6954443760.0,3587721848.92,1181894120.0,4789663479.48,611496762,9926375001.4,170563580.88,2034797600.0,4854989040.0,,,251316520.4,805549746.32,3289906400.0,-1203412580.04,1.934959,1806529441.2,842119052.72,188012445.72,961815546.12,522486580.0,61804600.0,7760858770.72,18655480800.0,2895307800.0,1472851160.0,3049343880.0,-898543800.0,-1941615280.0,-1311519284.68,639218354.28,611496762,-63390601.12,-556014149.24,-305917556.56,430730520.0,0.0,,1.934959,17030495240.0,-5351327.52,5495855200.0,154036080.0,28692547.84,-4173136921.8,12994603514.64,1340526560.56,-116159368.6,
2017-12-31,-98000000.0,2295000000.0,-90454093.72,-1485578000.0,7137255000.0,24025000000.0,13197000000.0,2008000000.0,275134000.0,-293973000.0,1652814000.0,978109000.0,305313000.0,1280000000.0,5794872000.0,11780000000.0,407000000.0,590493000.0,65477000.0,647009000.0,10828000000.0,736000000.0,-57938000.0,99235000.0,978000000.0,454000000.0,736000000.0,3805881000.0,6374000000.0,3491771000.0,1280000000.0,5299893000.0,613126800,7897049000.0,518741000.0,2192000000.0,4864000000.0,,241190633.78,3484000.0,683058000.0,3141000000.0,-1456717000.0,2.085,2911528546.72,153595000.0,269227000.0,978000000.0,708882000.0,67000000.0,7655397000.0,17651000000.0,3578000000.0,1554000000.0,3709000000.0,-717000000.0,-1785000000.0,-991541000.0,467540000.0,613126800,-62692000.0,-798630000.0,-86247000.0,397000000.0,0.0,-9207282.84,2.085,17784000000.0,-203046000.0,6004000000.0,131000000.0,46811000.0,-4163626000.0,12103921000.0,1290779000.0,-185979000.0,
2018-12-31,-889000000.0,2156000000.0,,-1203750000.0,8831930000.0,26242000000.0,13340000000.0,2737000000.0,,-324838000.0,2500713000.0,2145632000.0,260587000.0,1982000000.0,5045515000.0,11392000000.0,2000000.0,641271000.0,68229000.0,649780000.0,12902000000.0,725000000.0,-37221000.0,,2146000000.0,511000000.0,725000000.0,3455721000.0,7847000000.0,3836010000.0,1982000000.0,6268282000.0,613083412,7072028000.0,368390000.0,2062000000.0,5504000000.0,,,99592000.0,681331000.0,3910000000.0,-1319740000.0,3.235,,,1167523000.0,2146000000.0,978109000.0,882000000.0,8507399000.0,18395000000.0,2865000000.0,2226000000.0,2999000000.0,-925000000.0,-2060000000.0,-245039000.0,626521000.0,613083412,-157092000.0,-681736000.0,-170490000.0,448000000.0,0.0,,3.235,16547000000.0,89171000.0,5155000000.0,134000000.0,10745000.0,-4671389000.0,12209606000.0,1466803000.0,-528009000.0,
