date,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualCostOfRevenue,annualAccountsPayable,annualDilutedAverageShares,annualOperatingIncome,annualChangeInAccountPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,annualEndCashPosition,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncome,annualDilutedEPS,annualCurrentDebt,annualNetIncomeContinuousOperations,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentDeferredRevenue,annualBasicAverageShares,annualCashDividendsPaid,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualStockholdersEquity,annualTotalAssets,annualTaxProvision,annualSaleOfInvestment,annualRetainedEarnings,annualCurrentAccruedExpenses,annualAccountsReceivable,annualOperatingCashFlow,annualCapitalStock,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,annualEbitda,annualGrossProfit,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetPPE,annualGrossPPE,annualOtherNonCurrentLiabilities,annualChangeInInventory,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCapitalExpenditure,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualResearchAndDevelopment
1990-12-31,,1822100000,,,242222222,1822100000,,,,,,,,,,,,77000000,0.27,,77000000,,,,242222222,,,,,,,,,65400000,,,,,,,,,,,,,,1822100000,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,
1991-12-31,,2104700000,,,246000000,2104700000,,,,,,,,,,,,110000000,0.4,,110000000,,,,246000000,,,,,,,,,98400000,,,,,,,,,,,,,,2104700000,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,
1992-12-31,,2448100000,,,268913043,2448100000,,,,,,,,,,,,138200000,0.46,,128300000,,,,268913043,,,,,,,,,123700000,,,,,,,,,,,,,,2448100000,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,
1993-12-31,,2438200000,,,305555556,2438200000,,,,,,,,,,,,231800000,0.72,,231800000,,,,305555556,,,,,,,,,220000000,,,,,,,,,,,,,,2438200000,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,
1994-12-31,,1751100000,,222500000.0,205086207,306200000,,-100700000.0,26400000.0,,36100000.0,-130800000.0,856100000.0,36100000.0,18900000.0,3720600000.0,,246700000,1.16,890000000.0,164900000,1444900000.0,-1300000.0,,205086207,-112500000.0,-413200000.0,257200000.0,1307800000.0,645300000.0,1456800000.0,150300000.0,,237900000,1473900000.0,1505500000.0,5226100000.0,81700000.0,80600000.0,716500000.0,361400000.0,452300000.0,367600000.0,204400000.0,,36100000.0,112300000.0,456500000,1751100000.0,3769300000.0,80200000.0,3124000000.0,4311100000.0,938900000.0,10200000.0,64300000.0,,-468300000.0,25800000.0,-427000000.0,139800000.0,246600000.0,,662900000.0,,,-1187100000.0,890000000.0,0.0,,,31200000.0,1.16,,-28200000.0,-3300000.0,
1995-12-31,,2855700000,,472000000.0,306259352,587100000,,1200000.0,78100000.0,,90400000.0,-17400000.0,387100000.0,90400000.0,-420600000.0,7307700000.0,,1318200000,6.24,319900000.0,299400000,2268600000.0,-2300000.0,,295927711,-119100000.0,-3700000.0,526500000.0,2874000000.0,1136300000.0,1343800000.0,369400000.0,,1302900000,2049900000.0,3187100000.0,10494800000.0,102000000.0,125100000.0,1915600000.0,1258000000.0,677300000.0,828700000.0,278800000.0,,90400000.0,189000000.0,956500000,2855700000.0,9151000000.0,77700000.0,8014700000.0,9478700000.0,2383800000.0,11900000.0,36100000.0,,-827500000.0,125400000.0,584900000.0,263400000.0,401400000.0,,1568200000.0,,,-1464000000.0,319900000.0,-197200000.0,,,-1359300000.0,6.385,,54300000.0,-49700000.0,
1996-12-31,,3531200000,,683300000.0,328878505,840200000,,-108500000.0,54300000.0,,115300000.0,-89300000.0,499600000.0,115300000.0,-240900000.0,8997800000.0,,362300000,1.07,329100000.0,362300000,2691000000.0,-2200000.0,,324331797,-158400000.0,-33900000.0,626900000.0,4376900000.0,1142400000.0,1890100000.0,411400000.0,,351900000,2199300000.0,3421000000.0,12418800000.0,183100000.0,,2119500000.0,1186900000.0,1070600000.0,710400000.0,321200000.0,,115300000.0,204600000.0,1251600000,3531200000.0,10528700000.0,58200000.0,9386300000.0,11212300000.0,2421600000.0,-16100000.0,90400000.0,,-818900000.0,72400000.0,-1419700000.0,353000000.0,545400000.0,,1626600000.0,,,-1826000000.0,329100000.0,-6300000.0,,,734200000.0,1.085,,24900000.0,-76900000.0,
1997-12-31,,4409600000,,886300000.0,327000000,958600000,,-242500000.0,62900000.0,,81300000.0,152000000.0,543200000.0,81300000.0,7300000.0,10190200000.0,,271400000,0.8,734100000.0,350500000,3451000000.0,-4500000.0,,322962963,-181500000.0,,831000000.0,4565300000.0,1132300000.0,2255900000.0,499500000.0,,261600000,3027400000.0,3571700000.0,13879000000.0,178000000.0,,2209400000.0,1407000000.0,1330900000.0,919600000.0,467300000.0,435200000.0,81300000.0,300500000.0,1458100000,4409600000.0,11623100000.0,-27500000.0,10055600000.0,12284400000.0,2597500000.0,-73700000.0,115300000.0,,-1162100000.0,81800000.0,-1270500000.0,388600000.0,528500000.0,,1718900000.0,,,-2228800000.0,734100000.0,-17700000.0,,,316900000.0,0.81,,-34000000.0,-134200000.0,
1998-12-31,,7658300000,,1158200000.0,430000000,921000000,,-1095500000.0,78200000.0,,503300000.0,-377100000.0,806700000.0,503300000.0,93300000.0,13881600000.0,,127500000,0.28,1443300000.0,146600000,6737300000.0,-61800000.0,,430000000,-261400000.0,,1204900000.0,6366400000.0,1927000000.0,3532100000.0,646300000.0,,120400000,4439200000.0,4257400000.0,18647300000.0,110400000.0,,2849500000.0,1837700000.0,1724600000.0,612700000.0,534500000.0,583600000.0,503300000.0,497500000.0,1567300000,7658300000.0,15115200000.0,-189100000.0,12604600000.0,16225600000.0,3076000000.0,-61600000.0,122100000.0,,-1708200000.0,42900000.0,-2040100000.0,484500000.0,257000000.0,,2060800000.0,,,-3621000000.0,1443300000.0,310400000.0,,,1808600000.0,0.28,,381200000.0,-470300000.0,
1999-12-31,,8593100000,,2049900000.0,434800000,862500000,,-2025400000.0,1609400000.0,,1092000000.0,83900000.0,2284900000.0,1092000000.0,-240600000.0,19141800000.0,,221400000,0.5,1574800000.0,161800000,7730600000.0,21900000.0,,434800000,-263700000.0,,1372600000.0,9235300000.0,3180800000.0,6516600000.0,742000000.0,,217400000,5772200000.0,5585200000.0,25288500000.0,161200000.0,599400000.0,2807200000.0,2147500000.0,2508200000.0,1487700000.0,444500000.0,435600000.0,1092000000.0,631500000.0,1604500000,8593100000.0,18771900000.0,51500000.0,15155500000.0,19249800000.0,4134300000.0,-118700000.0,503300000.0,,-3513100000.0,455100000.0,-5276000000.0,598200000.0,323000000.0,,2581900000.0,,,-4094300000.0,1574800000.0,145800000.0,,,4377000000.0,0.5,,588700000.0,-2034200000.0,
2000-12-31,,10398000000,,3439400000.0,448119658,1770100000,,-4397700000.0,79400000.0,,1210700000.0,-935300000.0,9837000000.0,1210700000.0,90200000.0,32674700000.0,,524300000,1.17,3710000000.0,873200000,8627900000.0,-53000000.0,,444322034,-265800000.0,,1138300000.0,10342400000.0,5052500000.0,15476700000.0,,,524300000,16803500000.0,5892000000.0,40197000000.0,554000000.0,2957100000.0,3065700000.0,9654100000.0,3580500000.0,505800000.0,447900000.0,,1210700000.0,848500000.0,2602000000,10398000000.0,24720300000.0,654700000.0,19667800000.0,24589500000.0,5528800000.0,-293400000.0,1081600000.0,,-4903500000.0,351500000.0,-4165300000.0,1009600000.0,1427200000.0,,2828100000.0,,,-4921700000.0,3710000000.0,712900000.0,,,3788600000.0,1.18,,129100000.0,-1655700000.0,
2001-12-31,,11034700000,,2896700000.0,502842105,2420900000,,-335800000.0,1598700000.0,,1301100000.0,-734600000.0,7689200000.0,1301100000.0,-111600000.0,32661200000.0,,-477700000,-0.96,2461300000.0,835400000,8613800000.0,280100000.0,,497604167,-400500000.0,,934900000.0,9500700000.0,7068400000.0,12938000000.0,,,-477700000,13494500000.0,6044000000.0,38906200000.0,630200000.0,407600000.0,199600000.0,8136500000.0,3133900000.0,1586400000.0,518900000.0,1180600000.0,1301100000.0,813800000.0,3218600000,11034700000.0,25968200000.0,-141000000.0,17719200000.0,23275400000.0,8689600000.0,43100000.0,1210700000.0,,-1922200000.0,346200000.0,-3543300000.0,746800000.0,1465600000.0,,3689900000.0,,,-5556200000.0,2461300000.0,-245600000.0,,,2047300000.0,-0.96,,90400000.0,-574000000.0,
2002-12-31,,5608400000,,2027500000.0,518282209,964000000,,-2694900000.0,555800000.0,,1736000000.0,-992300000.0,8190300000.0,1728300000.0,281900000.0,29515800000.0,,-754700000,-1.63,2017600000.0,-501500000,4644400000.0,3500000.0,,518282209,-301600000.0,-135000000.0,723900000.0,11896400000.0,5362900000.0,12886100000.0,,,-844800000,11308500000.0,5049000000.0,34988500000.0,-195000000.0,273000000.0,-884300000.0,7263400000.0,2524400000.0,-871100000.0,791200000.0,1082500000.0,1728300000.0,443100000.0,1850000000,5608400000.0,22102400000.0,-380700000.0,14717700000.0,19039700000.0,6310900000.0,81900000.0,1301100000.0,,-1823800000.0,-122100000.0,1289400000.0,1200500000.0,-696500000.0,,3353600000.0,,,-4322000000.0,2017600000.0,-365100000.0,,,16600000.0,-1.63,,434900000.0,-308700000.0,
2003-12-31,,16834100000,,1238300000.0,516534653,1178100000,,-186700000.0,1200000.0,,2318200000.0,21300000.0,4595100000.0,2315700000.0,-379700000.0,22835600000.0,,-492200000,-1.01,939700000.0,15200000,15656000000.0,-149000000.0,,516534653,-73100000.0,-275000000.0,499200000.0,11039800000.0,5133200000.0,8795000000.0,-369000000.0,,-521700000,6270100000.0,4102100000.0,27021800000.0,36400000.0,128600000.0,-1426800000.0,4092100000.0,1638400000.0,770100000.0,521400000.0,1014500000.0,2315700000.0,245800000.0,2022000000,16834100000.0,18226800000.0,136000000.0,12079100000.0,16105500000.0,5525700000.0,88100000.0,1736000000.0,,-956800000.0,66600000.0,1496100000.0,1243100000.0,51600000.0,,2453400000.0,,,-4026400000.0,939700000.0,-57200000.0,,,-1684000000.0,-1.01,,582200000.0,-150400000.0,
2004-12-31,,12461300000,,1043200000.0,528064516,1234300000,,700500000.0,20600000.0,,930000000.0,280500000.0,3429700000.0,930000000.0,55400000.0,18937400000.0,,163700000,0.31,250100000.0,93200000,11227000000.0,-266100000.0,,528064516,-49300000.0,,475300000.0,7711900000.0,5048100000.0,6043600000.0,-73900000.0,,163700000,5145900000.0,4955900000.0,23993000000.0,131300000.0,945500000.0,-1306500000.0,3852600000.0,1422800000.0,1487900000.0,561200000.0,1014500000.0,930000000.0,261100000.0,1912300000,12461300000.0,17949400000.0,-155700000.0,11886800000.0,16452800000.0,6079600000.0,-18300000.0,2318200000.0,,-787400000.0,123000000.0,629400000.0,832700000.0,224500000.0,,2470100000.0,,,-4566000000.0,250100000.0,-285300000.0,,,-3505500000.0,0.31,,-1388200000.0,-473900000.0,
2005-12-31,,12583600000,,1360600000.0,605847000,1232300000,,150900000.0,420900000.0,,1597200000.0,338600000.0,6213700000.0,1597200000.0,586400000.0,23801000000.0,,313600000,0.53,122600000.0,317400000,11351300000.0,-302300000.0,,570420000,-163700000.0,,480300000.0,7590500000.0,6321600000.0,9697300000.0,,,313600000,8450200000.0,5427500000.0,29442600000.0,213900000.0,202100000.0,-1135900000.0,6967000000.0,1613800000.0,1449900000.0,579100000.0,1014500000.0,1597200000.0,272600000.0,1985000000,12583600000.0,19745300000.0,-34500000.0,12409200000.0,17571800000.0,7760300000.0,-9700000.0,930000000.0,,-1299000000.0,-45300000.0,-819200000.0,664500000.0,531300000.0,,2508900000.0,,,-5162600000.0,122600000.0,-32700000.0,,,36500000.0,0.55,,667200000.0,-340100000.0,
2006-12-31,,11812900000,,1148500000.0,608627000,1038900000,,-619600000.0,897700000.0,,2268600000.0,397200000.0,2507500000.0,2360200000.0,164900000.0,18248400000.0,,308500000,0.51,392100000.0,332800000,10774000000.0,-60100000.0,,595053000,-206600000.0,,581300000.0,7622000000.0,3888300000.0,6322000000.0,25500000.0,,308500000,4693600000.0,6073200000.0,25402400000.0,206300000.0,,-1034000000.0,3153000000.0,1212900000.0,1889600000.0,602800000.0,1011400000.0,2360200000.0,241400000.0,1948300000,11812900000.0,19080400000.0,104600000.0,14180700000.0,19991900000.0,5932800000.0,31300000.0,1597200000.0,,-2509200000.0,169200000.0,-2321400000.0,658900000.0,539100000.0,,2879900000.0,,,-5811200000.0,392100000.0,-110600000.0,,,1103200000.0,0.52,,671400000.0,,
2007-12-31,14255000000.0,10558000000,8079000000.0,1131000000.0,609866000,1847000000,26000000.0,-579000000.0,389000000.0,0.0,1699000000.0,-412000000.0,318000000.0,1699000000.0,-44000000.0,18686000000.0,901000000.0,990000000,1.63,143000000.0,847000000,632000000.0,-121000000.0,,596174000,-233000000.0,-526000000.0,632000000.0,7757000000.0,0.0,5538000000.0,369000000.0,,990000000,4431000000.0,6375000000.0,25061000000.0,524000000.0,445000000.0,-293000000.0,730000000.0,1192000000.0,2237000000.0,608000000.0,1011000000.0,1699000000.0,209000000.0,3106000000,2479000000.0,19523000000.0,177000000.0,15981000000.0,22787000000.0,1430000000.0,29000000.0,2269000000.0,,-2816000000.0,370000000.0,-2296000000.0,653000000.0,1371000000.0,933000000.0,2996000000.0,75000000.0,,-6806000000.0,1999000000.0,-44000000.0,,1011000000.0,-511000000.0,1.66,-833000000.0,-570000000.0,-364000000.0,
2008-12-31,14047000000.0,12352000000,9156000000.0,1059000000.0,592719000,2543000000,-343000000.0,-120000000.0,394000000.0,0.0,1439000000.0,-43000000.0,301000000.0,1439000000.0,90000000.0,17566000000.0,971000000.0,1418000000,2.4,196000000.0,1334000000,653000000.0,-80000000.0,,581342000,-250000000.0,-474000000.0,653000000.0,7683000000.0,0.0,4411000000.0,45000000.0,,1418000000,3519000000.0,8440000000.0,26006000000.0,713000000.0,55000000.0,874000000.0,614000000.0,941000000.0,3355000000.0,613000000.0,1011000000.0,1439000000.0,260000000.0,3951000000,3196000000.0,21595000000.0,98000000.0,18065000000.0,25936000000.0,614000000.0,-48000000.0,1699000000.0,,-3475000000.0,611000000.0,-3183000000.0,594000000.0,2047000000.0,1485000000.0,3390000000.0,165000000.0,,-7871000000.0,1094000000.0,-111000000.0,,1011000000.0,-432000000.0,2.44,-665000000.0,-260000000.0,-142000000.0,
2009-12-31,13784000000.0,8255000000,6081000000.0,934000000.0,589385000,1481000000,5000000.0,185000000.0,6000000.0,,1867000000.0,59000000.0,875000000.0,1867000000.0,144000000.0,16261000000.0,886000000.0,285000000,0.488851,17000000.0,584000000,693000000.0,-168000000.0,,581121000,-385000000.0,0.0,676000000.0,8259000000.0,0.0,3793000000.0,684000000.0,,285000000,2477000000.0,8447000000.0,25280000000.0,359000000.0,3000000.0,903000000.0,948000000.0,851000000.0,2572000000.0,618000000.0,,1867000000.0,222000000.0,1604000000,2174000000.0,21487000000.0,1000000.0,18644000000.0,27625000000.0,0.0,33000000.0,1439000000.0,,-2387000000.0,,-2310000000.0,661000000.0,943000000.0,1441000000.0,3656000000.0,,,-8981000000.0,578000000.0,34000000.0,,1011000000.0,166000000.0,0.488851,-84000000.0,428000000.0,-142000000.0,
2010-12-31,13779000000.0,9616000000,7185000000.0,918000000.0,585000000,-5449000000,-14000000.0,-137000000.0,806000000.0,0.0,795000000.0,-118000000.0,400000000.0,795000000.0,79000000.0,16353000000.0,1344000000.0,-1097000000,-1.88,508000000.0,-916000000,7880000000.0,-82000000.0,,585000000,-429000000.0,0.0,498000000.0,8600000000.0,0.0,2530000000.0,2136000000.0,,-1097000000,2574000000.0,7288000000.0,24972000000.0,-30000000.0,,-478000000.0,1002000000.0,859000000.0,2651000000.0,620000000.0,,795000000.0,303000000.0,-365000000,2431000000.0,22442000000.0,-2101000000.0,20272000000.0,30435000000.0,0.0,-81000000.0,1867000000.0,-1099000000.0,-2788000000.0,,-4296000000.0,581000000.0,-946000000.0,1588000000.0,3448000000.0,,,-10163000000.0,146000000.0,-68000000.0,48000000.0,8000000.0,573000000.0,-1.875214,-4879000000.0,-1072000000.0,-488000000.0,
2011-12-31,11744000000.0,7930000000,5550000000.0,691000000.0,598175000,1868000000,250000000.0,643000000.0,,,889000000.0,131000000.0,199000000.0,889000000.0,-166000000.0,13419000000.0,1391000000.0,376000000,0.63,353000000.0,1078000000,512000000.0,-389000000.0,,588553000,-457000000.0,,512000000.0,8369000000.0,637000000.0,1894000000.0,6000000.0,,376000000,1675000000.0,1793000000.0,16502000000.0,124000000.0,,-5820000000.0,414000000.0,637000000.0,3439000000.0,626000000.0,,889000000.0,169000000.0,3414000000,2380000000.0,14608000000.0,-93000000.0,12580000000.0,19082000000.0,1715000000.0,60000000.0,795000000.0,-41000000.0,-2796000000.0,-179000000.0,-3003000000.0,598000000.0,1202000000.0,,1660000000.0,24000000.0,,-6502000000.0,66000000.0,-748000000.0,,,-342000000.0,0.64,-2309000000.0,94000000.0,,
2012-12-31,15351000000.0,7517000000,4283000000.0,920000000.0,681000000,1612000000,-110000000.0,-694000000.0,4109000000.0,,839000000.0,-32000000.0,105000000.0,839000000.0,229000000.0,16900000000.0,3987000000.0,859000000,1.26138,1000000.0,929000000,1622000000.0,-362000000.0,,681000000,-742000000.0,,571000000.0,10735000000.0,596000000.0,1924000000.0,-144000000.0,756000000.0,859000000,1549000000.0,4752000000.0,24327000000.0,360000000.0,79000000.0,-5695000000.0,560000000.0,688000000.0,1835000000.0,716000000.0,1704000000.0,839000000.0,175000000.0,1798000000,3234000000.0,22403000000.0,186000000.0,15467000000.0,22546000000.0,1775000000.0,5000000.0,889000000.0,-4700000000.0,-2529000000.0,206000000.0,-6921000000.0,509000000.0,1289000000.0,,2841000000.0,,27000000.0,-7079000000.0,0.0,-349000000.0,36000000.0,649000000.0,5036000000.0,1.26138,-1468000000.0,-50000000.0,-2651000000.0,
2013-12-31,16238000000.0,6860000000,3842000000.0,960000000.0,687185000,1375000000,-35000000.0,-1355000000.0,1837000000.0,,681000000.0,245000000.0,107000000.0,681000000.0,-19000000.0,18221000000.0,4360000000.0,430000000,0.62,226000000.0,679000000,1643000000.0,-164000000.0,,683000000,-982000000.0,,512000000.0,11353000000.0,599000000.0,1683000000.0,37000000.0,815000000.0,430000000,1983000000.0,4864000000.0,27142000000.0,401000000.0,0.0,-6248000000.0,733000000.0,600000000.0,2217000000.0,718000000.0,1644000000.0,681000000.0,194000000.0,1590000000,3018000000.0,25459000000.0,215000000.0,18210000000.0,25823000000.0,1356000000.0,-17000000.0,839000000.0,-461000000.0,-3572000000.0,424000000.0,-4052000000.0,510000000.0,1080000000.0,,3529000000.0,,35000000.0,-7613000000.0,64000000.0,-20000000.0,37000000.0,646000000.0,1677000000.0,0.629575,-2081000000.0,-158000000.0,-455000000.0,
2014-12-31,27824000000.0,7637000000,4192000000.0,865000000.0,747000000,1337000000,-8000000.0,-1916000000.0,3471000000.0,,240000000.0,-229000000.0,213000000.0,240000000.0,314000000.0,30391000000.0,8400000000.0,2114000000,2.829987,802000000.0,2335000000,2108000000.0,-341000000.0,82000000.0,747000000,-1412000000.0,,661000000.0,20888000000.0,619000000.0,1890000000.0,53000000.0,1176000000.0,2114000000,2567000000.0,8777000000.0,50563000000.0,1249000000.0,0.0,-5548000000.0,778000000.0,972000000.0,2115000000.0,782000000.0,10453000000.0,240000000.0,231000000.0,4331000000,3445000000.0,48673000000.0,2994000000.0,28081000000.0,36435000000.0,2224000000.0,-36000000.0,681000000.0,-6440000000.0,-4031000000.0,1264000000.0,-10157000000.0,747000000.0,3584000000.0,,4712000000.0,,-276000000.0,-8354000000.0,40000000.0,-523000000.0,53000000.0,1120000000.0,7601000000.0,2.829987,-1828000000.0,-441000000.0,-482000000.0,
2015-12-31,30298000000.0,7360000000,3505000000.0,744000000.0,749271000,1198000000,-90000000.0,-489000000.0,86000000.0,,100000000.0,-163000000.0,217000000.0,100000000.0,572000000.0,32795000000.0,7336000000.0,-557000000,-0.743658,675000000.0,-1284000000,2657000000.0,-442000000.0,94000000.0,749000000,-1836000000.0,,741000000.0,23812000000.0,561000000.0,1527000000.0,2754000000.0,1738000000.0,-557000000,2497000000.0,6148000000.0,49020000000.0,-390000000.0,3000000.0,-7960000000.0,778000000.0,1034000000.0,2678000000.0,784000000.0,9970000000.0,100000000.0,127000000.0,-630000000,3855000000.0,47493000000.0,-1828000000.0,29579000000.0,39039000000.0,2268000000.0,105000000.0,240000000.0,-707000000.0,-3167000000.0,-337000000.0,-3299000000.0,1044000000.0,-1674000000.0,,4218000000.0,,39000000.0,-9460000000.0,0.0,-719000000.0,82000000.0,47000000.0,481000000.0,-0.743658,-6516000000.0,-140000000.0,-595000000.0,
2016-12-31,29840000000.0,7499000000,3488000000.0,623000000.0,750673000,1566000000,25000000.0,1613000000.0,123000000.0,,170000000.0,856000000.0,216000000.0,170000000.0,290000000.0,32789000000.0,6701000000.0,-424000000,-0.57,878000000.0,-350000000,2445000000.0,-339000000.0,338000000.0,750000000,-1261000000.0,,723000000.0,22624000000.0,581000000.0,1462000000.0,1421000000.0,1763000000.0,-424000000,2949000000.0,4643000000.0,46835000000.0,-25000000.0,30000000.0,-9649000000.0,1049000000.0,938000000.0,3664000000.0,785000000.0,9663000000.0,170000000.0,138000000.0,804000000,4011000000.0,45373000000.0,-762000000.0,28428000000.0,38912000000.0,2978000000.0,-25000000.0,100000000.0,-177000000.0,-2051000000.0,-26000000.0,-416000000.0,1179000000.0,-375000000.0,,4238000000.0,,82000000.0,-10484000000.0,61000000.0,-1068000000.0,73000000.0,,-3178000000.0,-0.565333,-7091000000.0,70000000.0,-177000000.0,
