date,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualNetPPE,annualOperatingCashFlow,annualDilutedEPS,annualBasicAverageShares,annualBasicEPS,annualBeginningCashPosition,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualCapitalExpenditure,annualDeferredIncomeTax,annualInvestingCashFlow,annualChangesInAccountReceivables,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualRepaymentOfDebt,annualInterestExpense,annualPurchaseOfInvestment,annualTotalRevenue,annualDilutedAverageShares,annualCapitalStock,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualCommonStockIssuance,annualOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,annualEndCashPosition,annualOperatingIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashDividendsPaid,annualNetIncomeContinuousOperations,annualPretaxIncome,annualInvestmentsAndAdvances,annualCurrentDebt,annualNetIncome,annualSellingGeneralAndAdministration,annualSaleOfInvestment,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualRetainedEarnings,annualCurrentAccruedExpenses,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,annualAccountsReceivable,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualTotalNonCurrentAssets,annualOtherNonCurrentAssets,annualCostOfRevenue,annualOtherCurrentLiabilities,annualOtherCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,annualCurrentAssets,annualCurrentLiabilities,annualEbitda,annualOperatingExpense,annualGrossProfit,annualOtherNonCurrentLiabilities,annualStockBasedCompensation,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualGrossPPE
1991-12-31,1487000000.0,,29573000000.0,947000000.0,744000000.0,0.69597,645142750,0.69597,1896000000.0,,,,,,-2755000000.0,154000000.0,2381000000.0,-33000000.0,,1982000000.0,-70000000.0,,-26549000000.0,14295000000.0,645142750,,744000000.0,,,29573000000.0,60874000000,149000000.0,,452000000.0,,,,-210000000.0,-217000000.0,453000000,0,29573000000.0,385000000.0,449000000,,24004000000.0,848000000,5863000000,-161000000.0,,3609000000,,66737000000,131000000,,449000000,3931000000.0,,,,,,,,,,,,,,,,,,,,
1992-12-31,1384000000.0,,32107000000.0,945000000.0,696000000.0,0.48285,644092368,0.48285,1863000000.0,,,,,-335000000.0,-2630000000.0,309000000.0,1264000000.0,-852000000.0,,1114000000.0,-11000000.0,,-26556000000.0,13924000000.0,644092368,,696000000.0,,,32107000000.0,64083000000,581000000.0,,1471000000.0,,,,-7000000.0,-218000000.0,337000000,0,32107000000.0,438000000.0,311000000,,23933000000.0,929000000,5744000000,-777000000.0,,3702000000,,69827000000,-158000000,,311000000,3564000000.0,,,,,,,,,,,,,,,,,,,,
1993-12-31,1262000000.0,,37044000000.0,930000000.0,1120000000.0,0.36297,644681379,0.36297,1011000000.0,,,,,-479000000.0,-3205000000.0,121000000.0,2399000000.0,200000000.0,,2311000000.0,-148000000.0,,-32278000000.0,13712000000.0,644681379,,1120000000.0,,,37044000000.0,78400000000,1536000000.0,,3314000000.0,,,,-69000000.0,-219000000.0,234000000,0,37044000000.0,351000000.0,234000000,,29142000000.0,1235000000,6575000000,-1949000000.0,,3717000000,,84975000000,-69000000,,234000000,4065000000.0,,,,,,,,,,,,,,,,,,,,
1994-12-31,,4480000000.0,37287000000.0,914000000.0,475000000.0,0.851111,650913838,0.851111,1211000000.0,,,156000000.0,,27000000.0,-2087000000.0,852000000.0,-4217000000.0,482000000.0,1165000000.0,2062000000.0,-46000000.0,,-28954000000.0,18392000000.0,653284864,83000000.0,475000000.0,,,35594000000.0,80291000000,-972000000.0,4726000000.0,-230000000.0,1693000000.0,805000000.0,1693000000.0,-193000000.0,-219000000.0,554000000,805000000,35594000000.0,271000000.0,554000000,,27002000000.0,1389000000,5811000000,124000000.0,,4052000000,,86102000000,251000000,,554000000,3986000000.0,,,,,,,,,,,,,,,,,,,,
1995-12-31,,5041000000.0,41152000000.0,864000000.0,1104000000.0,0.317778,663986014,0.317778,1693000000.0,,,187000000.0,,-218000000.0,-3713000000.0,178000000.0,2613000000.0,-134000000.0,1118000000.0,2478000000.0,-9000000.0,,-32830000000.0,18955000000.0,663986014,87000000.0,1104000000.0,,21000000.0,39593000000.0,88746000000,1139000000.0,5408000000.0,2818000000.0,1559000000.0,251000000.0,1559000000.0,-152000000.0,-222000000.0,211000000,251000000,39593000000.0,414000000.0,211000000,,29269000000.0,1066000000,7157000000,-1707000000.0,,4041000000,,95903000000,40000000,,211000000,4268000000.0,,,,,,,,,,,,,,,,,,,,
1996-12-31,,5034000000.0,39598000000.0,802000000.0,700000000.0,1.538889,686209386,1.538889,1559000000.0,,,221000000.0,,126000000.0,-357000000.0,-117000000.0,93000000.0,-272000000.0,1068000000.0,-593000000.0,-158000000.0,,-23427000000.0,18950000000.0,686662272,88000000.0,700000000.0,,12000000.0,38311000000.0,91724000000,-328000000.0,5326000000.0,-913000000.0,1287000000.0,1601000000.0,1287000000.0,-144000000.0,-242000000.0,1056000000,1601000000,38311000000.0,289000000.0,1056000000,,23214000000.0,1021000000,7208000000,431000000.0,-292000000.0,4855000000,,98932000000,545000000,,1056000000,4229000000.0,,,,,,,,,,,,,,,,,,,,
1997-12-31,2542000000.0,5103000000.0,40322000000.0,857000000.0,1231000000.0,1.626667,660851927,1.643333,1760000000.0,,,60000000.0,,71000000.0,-966000000.0,650000000.0,579000000.0,865000000.0,,658000000.0,-318000000.0,,-14950000000.0,20038000000.0,667622951,88000000.0,1231000000.0,,19000000.0,37697000000.0,100267000000,-337000000.0,6562000000.0,107000000.0,2625000000.0,1650000000.0,2625000000.0,-305000000.0,-245000000.0,1086000000,1650000000,37697000000.0,690000000.0,1086000000,,15594000000.0,1465000000,7932000000,-288000000.0,-335000000.0,5696000000,,108199000000,564000000,255000000.0,1086000000,4265000000.0,,,,,,,,,,,,,,,,,,,,
1998-12-31,2495000000.0,5024000000.0,37218000000.0,938000000.0,627000000.0,2.016667,633333333,2.04,2625000000.0,-336000000.0,,56000000.0,,-123000000.0,1292000000.0,-487000000.0,-33000000.0,403000000.0,,-1539000000.0,-108000000.0,,-14897000000.0,21437000000.0,640661157,66000000.0,627000000.0,842000000.0,26000000.0,34190000000.0,106335000000,561000000.0,6765000000.0,392000000.0,3028000000.0,2010000000.0,3028000000.0,-441000000.0,-243000000.0,1292000000,2010000000,34190000000.0,272000000.0,1292000000,,15670000000.0,1431000000,8277000000,-1252000000.0,-833000000.0,6746000000,,114612000000,718000000,318000000.0,1292000000,17394000000.0,,,,,,,,,,,,,,,,,,,,
1999-12-31,1955000000.0,3702000000.0,26922000000.0,715000000.0,1817000000.0,2.996667,583552632,3.04,1986000000.0,,,,-3450000000.0,47000000.0,2495000000.0,-99000000.0,-705000000.0,246000000.0,,-4213000000.0,-27000000.0,,-11247000000.0,18781000000.0,591991101,67000000.0,-1633000000.0,166000000.0,42000000.0,24690000000.0,89184000000,1238000000.0,,873000000.0,2232000000.0,1219000000.0,2232000000.0,6463000000.0,-238000000.0,699000000,1219000000,24690000000.0,57000000.0,1774000000,,10622000000.0,1359000000,6149000000,-27000000.0,-3028000000.0,8290000000,,95333000000,520000000,225000000.0,1774000000,2475000000.0,,,,,,,,,,,,,,,,,,,,
2000-12-31,1878000000.0,3666000000.0,29259000000.0,879000000.0,1685000000.0,2.026667,479126214,2.06,2232000000.0,-45000000.0,,,,-73000000.0,-907000000.0,-784000000.0,1152000000.0,-26000000.0,,-774000000.0,-102000000.0,,-9903000000.0,19994000000.0,487006579,67000000.0,1685000000.0,221000000.0,72000000.0,27053000000.0,89675000000,1744000000.0,,960000000.0,2206000000.0,1497000000.0,2206000000.0,-45000000.0,-200000000.0,987000000,1497000000,27053000000.0,146000000.0,987000000,,8996000000.0,1163000000,5413000000,-422000000.0,-1696000000.0,9081000000,,95088000000,510000000,233000000.0,987000000,2814000000.0,,,,,,,,,,,,,,,,,,,,
2001-12-31,1808000000.0,3748000000.0,27068000000.0,1077000000.0,1086000000.0,2.196667,443497758,2.23,2206000000.0,,,,,203000000.0,-2028000000.0,-59000000.0,1600000000.0,-273000000.0,,670000000.0,-145000000.0,,-10285000000.0,19115000000.0,450227618,68000000.0,1086000000.0,147000000.0,38000000.0,25135000000.0,86534000000,28000000.0,,154000000.0,1933000000.0,1497000000.0,1933000000.0,-723000000.0,-190000000.0,989000000,1497000000,25135000000.0,50000000.0,989000000,,8630000000.0,1627000000,5055000000,-504000000.0,-1139000000.0,9882000000,,91589000000,508000000,244000000.0,989000000,2832000000.0,,,,,,,,,,,,,,,,,,,,
2002-12-31,,3611000000.0,30803000000.0,1078000000.0,1378000000.0,-0.943333,421908127,-0.943333,1918000000.0,,,,-303000000.0,-41000000.0,-1486000000.0,-100000000.0,-36000000.0,-343000000.0,1620000000.0,-235000000.0,-36000000.0,,-15389000000.0,19348000000.0,421908127,68000000.0,1075000000.0,-202000000.0,68000000.0,29228000000.0,85083000000,2085000000.0,,2356000000.0,1575000000.0,-569000000.0,1575000000.0,-35000000.0,-185000000.0,-397000000,-569000000,29228000000.0,130000000.0,-398000000,,14241000000.0,1500000000,3867000000,-761000000.0,-355000000.0,9299000000,,88950000000,-172000000,221000000.0,-398000000,3206000000.0,,,,,,,,,,,,,,,,,,,,
2003-12-31,,3367000000.0,30823000000.0,973000000.0,2308000000.0,1.583333,419246862,1.593333,1575000000.0,,,,-107000000.0,187000000.0,-796000000.0,248000000.0,-1386000000.0,-183000000.0,1620000000.0,-1695000000.0,-127000000.0,,-19456000000.0,18808000000.0,421894737,69000000.0,2201000000.0,-54000000.0,6000000.0,29431000000.0,86434000000,-38000000.0,,269000000.0,1392000000.0,903000000.0,1392000000.0,129000000.0,-185000000.0,620000000,903000000,29431000000.0,0.0,668000000,,18407000000.0,1500000000,4519000000,119000000.0,0.0,9782000000,,90953000000,283000000,246000000.0,668000000,3026000000.0,,,,,,,,,,,,,,,,,,,,
2004-12-31,,3940000000.0,19237000000.0,777000000.0,1436000000.0,3.476667,409297913,3.513333,1392000000.0,,,,-38000000.0,-72000000.0,1218000000.0,576000000.0,-815000000.0,1127000000.0,1620000000.0,-1527000000.0,-815000000.0,,-14513000000.0,18176000000.0,413614573,40000000.0,1398000000.0,-336000000.0,64000000.0,16718000000.0,75856000000,-1222000000.0,,-719000000.0,2519000000.0,2375000000.0,2519000000.0,-24000000.0,-100000000.0,1577000000,2375000000,16718000000.0,,1438000000,,13672000000.0,1438000000,5203000000,-629000000.0,-676000000.0,3679000000,,81059000000,798000000,230000000.0,1438000000,1628000000.0,,,,,,,,,,,,,,,,,,,,
2005-12-31,,2989000000.0,17734000000.0,638000000.0,718000000.0,4.173333,382053292,4.253333,2519000000.0,,,,-61000000.0,394000000.0,258000000.0,272000000.0,-500000000.0,-810000000.0,1622000000.0,-1785000000.0,-500000000.0,,-5397000000.0,16684000000.0,389376997,40000000.0,657000000.0,-509000000.0,346000000.0,16025000000.0,39503000000,-345000000.0,,-288000000.0,1709000000.0,1793000000.0,1709000000.0,-19000000.0,-13000000.0,1276000000,1793000000,16025000000.0,100000000.0,1625000000,,5735000000.0,1338000000,5360000000,-892000000.0,-1618000000.0,5162000000,,44863000000,517000000,221000000.0,1625000000,1598000000.0,,,,,,,,,,,,,,,,,,,,
2006-12-31,,2906000000.0,14185000000.0,632000000.0,642000000.0,3.426667,331261950,3.486667,1709000000.0,-38000000.0,,,-136000000.0,-23000000.0,1548000000.0,162000000.0,-100000000.0,-317000000.0,1736000000.0,-2513000000.0,-100000000.0,,-4799000000.0,16547000000.0,337062257,40000000.0,506000000.0,-169000000.0,251000000.0,12793000000.0,38069000000,-106000000.0,,-14000000.0,1392000000.0,1731000000.0,1392000000.0,-51000000.0,-12000000.0,1159000000,1731000000,12793000000.0,382000000.0,1155000000,,6534000000.0,1294000000,4330000000,-688000000.0,-2765000000.0,6177000000,,42399000000,572000000,208000000.0,1155000000,1459000000.0,,,,,,,,,,,,,,,,,,,,
2007-12-31,,2615000000.0,14724000000.0,625000000.0,1342000000.0,3.87,282994924,3.94,1392000000.0,-42000000.0,,,-262000000.0,0.0,269000000.0,68000000.0,-378000000.0,578000000.0,1783000000.0,-1041000000.0,-378000000.0,,-3264000000.0,17623000000.0,288113695,88000000.0,1080000000.0,51000000.0,248000000.0,12754000000.0,35317000000,126000000.0,,338000000.0,1970000000.0,1631000000.0,1970000000.0,66000000.0,-11000000.0,1120000000,1631000000,12754000000.0,3000000.0,1115000000,,3689000000.0,1790000000,4748000000,-310000000.0,-1185000000.0,7113000000,,40065000000,511000000,194000000.0,1115000000,1405000000.0,,,,,,,,,,,,,,,,,,,,
2008-12-31,4398000000.0,2005000000.0,1578000000.0,804000000.0,1656000000.0,1.05,274848000,1.06,1970000000.0,-1327000000.0,,,-257000000.0,-221000000.0,-2572000000.0,,74000000.0,-628000000.0,,314000000.0,,,-3475000000.0,19101000000.0,274848000,88000000.0,1399000000.0,-1074000000.0,37000000.0,236000000.0,37814000000,,,742000000.0,1342000000.0,378000000.0,1342000000.0,-342000000.0,-14000000.0,288000000,378000000,12129000000.0,301000000.0,292000000,5535000000.0,2829000000.0,2090000000,3592000000,471000000.0,-378000000.0,7374000000,,41406000000,90000000,244000000.0,292000000,1407000000.0,,,,,,,,,,,,,,,,,,,,
2009-12-31,,1402000000.0,1417000000.0,862000000.0,745000000.0,4.73,274058000,4.75,1342000000.0,-1187000000.0,,,-307000000.0,319000000.0,-1485000000.0,,142000000.0,-418000000.0,2876000000.0,307000000.0,-200000000.0,,-2930000000.0,18414000000.0,275357000,88000000.0,438000000.0,-618000000.0,30000000.0,493000000.0,37584000000,,,-844000000.0,924000000.0,1898000000.0,924000000.0,-20000000.0,-11000000.0,1304000000,1898000000,14049000000.0,104000000.0,1302000000,5450000000.0,2049000000.0,2436000000,5417000000,-313000000.0,0.0,8625000000,,43013000000,594000000,268000000.0,1302000000,1361000000.0,,,,,,,,,,,,,,,,,,,,
2010-12-31,1238000000.0,1680000000.0,1779000000.0,912000000.0,1743000000.0,4.89,272866000,4.93,924000000.0,-344000000.0,,,-300000000.0,190000000.0,-1342000000.0,,149000000.0,681000000.0,3119000000.0,274000000.0,-270000000.0,182000000.0,-2325000000.0,21253000000.0,275287000,88000000.0,1443000000.0,-614000000.0,64000000.0,174000000.0,39019000000,,,0.0,1605000000.0,1870000000.0,1605000000.0,-195000000.0,-11000000.0,1349000000,1870000000,15010000000.0,552000000.0,1345000000,5744000000.0,1928000000.0,2288000000,6645000000,325000000.0,-201000000.0,9879000000,,45682000000,521000000,292000000.0,1345000000,1318000000.0,,,,,,,,,,,,,,,,,,,,
2011-12-31,1776000000.0,1701000000.0,4915000000.0,1024000000.0,1491000000.0,4.84,270691000,4.9,1605000000.0,-102000000.0,,,-422000000.0,242000000.0,-1270000000.0,,144000000.0,3085000000.0,3164000000.0,2867000000.0,-451000000.0,202000000.0,-4953000000.0,21998000000.0,274249000,92000000.0,1069000000.0,-793000000.0,734000000.0,225000000.0,42703000000,,,-337000000.0,4690000000.0,1968000000.0,4690000000.0,151000000.0,-11000000.0,1328000000,1968000000,16542000000.0,104000000.0,1327000000,5901000000.0,4056000000.0,4990000000,8344000000,,-225000000.0,11143000000,,51047000000,640000000,345000000.0,1327000000,1358000000.0,,,,,,,,,,,,,,,,,,,,
2012-12-31,1060000000.0,1744000000.0,3132000000.0,1120000000.0,2350000000.0,5.61,284819000,5.7,4690000000.0,-3581000000.0,,,-408000000.0,134000000.0,-3857000000.0,-9000000.0,73000000.0,-1712000000.0,6001000000.0,-228000000.0,-326000000.0,268000000.0,-821000000.0,29119000000.0,289530000,92000000.0,1942000000.0,-671000000.0,121000000.0,154000000.0,43965000000,,8523000000.0,66000000.0,2978000000.0,2477000000.0,2978000000.0,358000000.0,-11000000.0,1624000000,2477000000,17970000000.0,201000000.0,1623000000,7187000000.0,595000000.0,4986000000,9769000000,28000000.0,-208000000.0,12330000000,6667000000.0,53734000000,853000000,560000000.0,1623000000,8033000000.0,,,,,,,,,,,,,,,,,,,,
2013-12-31,902000000.0,2027000000.0,3426000000.0,1464000000.0,719000000.0,5.18,279296000,5.28,2978000000.0,-76000000.0,,,-527000000.0,197000000.0,15000000.0,259000000.0,34000000.0,-183000000.0,6029000000.0,-930000000.0,-116000000.0,264000000.0,-1930000000.0,32380000000.0,284685000,92000000.0,192000000.0,-520000000.0,150000000.0,631000000.0,43755000000,,7506000000.0,938000000.0,2795000000.0,2176000000.0,2795000000.0,-42000000.0,-11000000.0,1478000000,2176000000,17258000000.0,233000000.0,1476000000,7566000000.0,1995000000.0,5014000000,10567000000,-2263000000.0,-1003000000.0,13676000000,5456000000.0,54336000000,698000000,597000000.0,1476000000,9290000000.0,,,,,,,,,,,,,,,,,,,,
2014-12-31,709000000.0,2239000000.0,1583000000.0,1502000000.0,1994000000.0,7.83,263889000,7.97,2795000000.0,0.0,,,-473000000.0,-22000000.0,-1755000000.0,-758000000.0,43000000.0,-1375000000.0,5989000000.0,-1582000000.0,-112000000.0,265000000.0,-2115000000.0,34914000000.0,268603000,74000000.0,1521000000.0,-936000000.0,110000000.0,163000000.0,45107000000,,8444000000.0,-429000000.0,1420000000.0,3304000000.0,1420000000.0,-24000000.0,-11000000.0,2094000000,3304000000,19335000000.0,147000000.0,2102000000,10011000000.0,691000000.0,5005000000,10774000000,-83000000.0,-1612000000.0,10289000000,6264000000.0,55896000000,1210000000,588000000.0,2102000000,9837000000.0,,,,,,,,,,,,,,,,,,,,
2015-12-31,568000000.0,2536000000.0,2349000000.0,1534000000.0,2717000000.0,8.04,256149000,8.17,1420000000.0,-99000000.0,,,-510000000.0,21000000.0,-1599000000.0,-890000000.0,52000000.0,548000000.0,6019000000.0,-530000000.0,-959000000.0,252000000.0,-1183000000.0,37876000000.0,260592000,74000000.0,2207000000.0,-1250000000.0,154000000.0,381000000.0,45044000000,,8848000000.0,-1000000.0,1968000000.0,3327000000.0,1968000000.0,140000000.0,,2077000000,3327000000,20026000000.0,149000000.0,2094000000,2134000000.0,53000000.0,5020000000,12035000000,92000000.0,-671000000.0,12121000000,6493000000.0,57088000000,1250000000,585000000.0,2094000000,10507000000.0,,,,,,,,,,,,,,,,,,,,
2016-12-31,424000000.0,2966000000.0,3876000000.0,1536000000.0,4026000000.0,7.19,255360000,7.31,1968000000.0,-4000000.0,,,-461000000.0,74000000.0,-2574000000.0,805000000.0,26000000.0,1217000000.0,5980000000.0,-225000000.0,-148000000.0,251000000.0,-6889000000.0,39668000000.0,259647000,74000000.0,3565000000.0,-1382000000.0,36000000.0,691000000.0,45633000000,,8946000000.0,1534000000.0,3185000000.0,2979000000.0,3185000000.0,-101000000.0,,1843000000,2979000000,22235000000.0,276000000.0,1867000000,2468000000.0,4730000000.0,4756000000,13723000000,-10000000.0,-139000000.0,13855000000,6414000000.0,59360000000,1136000000,610000000.0,1867000000,9555000000.0,,,,,,,,,,,,,,,,,,,,
2017-12-31,345000000.0,2979000000.0,3171000000.0,1563000000.0,4086000000.0,9.169273,243967000,9.169273,3185000000.0,-209000000.0,,,-471000000.0,242000000.0,-1703000000.0,-19000000.0,-155000000.0,-213000000.0,6164000000.0,-2651000000.0,-1563000000.0,252000000.0,-6693000000.0,42043000000.0,243967000,74000000.0,3615000000.0,-1082000000.0,131000000.0,199000000.0,48018000000,,9979000000.0,765000000.0,2972000000.0,,2972000000.0,,,2232000000,3606000000,23925000000.0,240000000.0,2237000000,9831000000.0,5765000000.0,5199000000,13735000000,357000000.0,-2725000000.0,15824000000,7260000000.0,61753000000,1374000000,566000000.0,2237000000,9426000000.0,,,,,,,,,,,,,,,,,,,,
2018-12-31,39003000000.0,5479000000.0,5900000000.0,4562000000.0,3770000000.0,10.54,246652000,10.69,2972000000.0,-24455000000.0,9453000000.0,,-528000000.0,-101000000.0,-26378000000.0,471000000.0,-423000000.0,883000000.0,44505000000.0,23515000000.0,-131000000.0,498000000.0,-6826000000.0,48569000000.0,250225000,4000000.0,3242000000.0,-1711000000.0,68000000.0,2045000000.0,112191000000,-510000000.0,15068000000.0,449000000.0,3855000000.0,,3855000000.0,-12000000.0,,2646000000,3581000000,2045000000.0,2838000000.0,2637000000,11934000000.0,5540000000.0,39491000000,41028000000,,-342000000.0,15088000000,7071000000.0,153226000000,935000000,695000000.0,2637000000,15704000000.0,,,,,,,,,,,,,,,,,,,,
